voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-6.05009828556227e-06,-18.882809671953346,-9.58524103590519e-05,-150,20236656.140373837,9.6045347052819838e-05,20236656.140277792,210698974612.94769,4.7863028370400774e+17,1.3658763009516406e-10,2.2064510768059382e-11,4.660883495561513e-17,6.5403705355575853e-11,-43.092535840987175,1.4361260342717987e-10,3.0142656610738366e-10,-150,-6.050098285580018e-06,-6.05009828556227e-06,-6.050098285608879e-06,-18.88280967197564,-18.882809671953346,-18.882809672089934,-9.585243242356267e-05,-9.58524103590519e-05,-9.585241627974028e-05
-140,-1.0771451433188983e-05,-33.61861948268094,-9.519545986290231e-05,-140,19145354.152312629,9.547080033429762e-05,19145354.152217157,200536227676.6702,39966024846712904.0,2.5013235926962807e-10,1.1743294184296538e-10,2.7350693866841358e-17,4.2507916445196399e-10,-37.075305032716805,3.1942489793167198e-10,6.3039931499746238e-10,-140,-1.0771451433161632e-05,-1.0771451433188983e-05,-1.0771451433161888e-05,-33.61861948243081,-33.61861948268094,-33.618619482607755,-9.51955697077074e-05,-9.519545986290231e-05,-9.519545227476556e-05
-130,-2.0145944604856267e-05,-62.87733828808118,-9.45013629967908e-05,-130,19076284.184731238,9.4899690574898278e-05,19076284.18463634,201015241136.90912,12829566030822950.0,1.880238187368377e-10,1.49673362123833e-10,4.308348382914273e-17,1.4298282802662657e-10,-31.851660048766973,2.4699879142828001e-10,4.4333064736640226e-10,-130,-2.0145944604814752e-05,-2.0145944604856267e-05,-2.0145944604813183e-05,-62.87733828817612,-62.87733828808118,-62.877338287988096,-9.450121332342867e-05,-9.45013629967908e-05,-9.450133541122341e-05
-120,-3.947147837035528e-05,-123.19423632160942,-9.374305372786726e-05,-120,19008717.38751987,9.4331997214608824e-05,19008717.387425538,201508692159.61078,16497642077721352.0,1.0368239600211382e-10,3.206800691418939e-11,3.2004292879056484e-17,6.2724275734207021e-11,-27.321436759125934,1.0748113433120061e-10,2.2446059941283458e-10,-120,-3.9471478370347236e-05,-3.947147837035528e-05,-3.9471478370323275e-05,-123.19423632153622,-123.19423632160942,-123.19423632150574,-9.374308579587418e-05,-9.374305372786726e-05,-9.374305625442503e-05
-110,-8.052847408591827e-05,-251.33717058120374,-9.286662629194737e-05,-110,18942853.644892462,9.3767699816406944e-05,18942853.644798692,202018964760.59177,1.0422511939995046e+17,3.942659532185644e-10,2.761704421871741e-10,1.473701802950922e-16,-3.9640984633703645e-10,-23.400980836251779,4.749034737527337e-10,7.9180798029376831e-10,-110,-8.05284740857709e-05,-8.052847408591827e-05,-8.052847408578853e-05,-251.33717058115803,-251.33717058120374,-251.33717058080947,-9.286635012150518e-05,-9.286662629194737e-05,-9.286661918395112e-05
-100,-0.00016964539189424167,-529.4798620360752,-9.175589504058381e-05,-100,18878926.867332853,9.3206778065525381e-05,18878926.867239647,202548862423.51132,20715891492875064.0,8.238885129685514e-10,7.175097444900129e-10,1.1308228659023811e-16,4.8456682833570077e-10,-20.025299001115453,1.1020734192334135e-09,1.6736681485163274e-09,-100,-0.00016964539189432253,-0.00016964539189424167,-0.00016964539189420945,-529.4798620352514,-529.4798620360752,-529.4798620359652,-9.17566125503283e-05,-9.175589504058381e-05,-9.17559013942082e-05
-90,-0.0003651903634385196,-1139.7950066024587,-9.014376164577303e-05,-90,18817210.819516994,9.2649211768720534e-05,18817210.819424346,203101682791.32523,37085608171081864.0,2.737579052336514e-10,1.870012200644311e-10,4.336808689942018e-17,-9.1985446249354014e-11,-17.155213451864203,3.0597355434233811e-10,5.6478643983837173e-10,-90,-0.0003651903634385218,-0.0003651903634385196,-0.000365190363438563,-1139.7950066027324,-1139.7950066024587,-1139.7950066025805,-9.014358364764496e-05,-9.014376164577303e-05,-9.014377064886503e-05
-80,-0.0007920047325446553,-2471.9247520179197,-8.738683707244308e-05,-80,18758025.964720648,9.2094980853545482e-05,18758025.964628551,203681305874.32007,1.3068465071587021e+17,6.862137524876744e-10,7.928395717726744e-10,1.6349768761081407e-16,-5.1565255384207296e-10,-14.795393623415956,9.6525753260855521e-10,1.5573622391684694e-09,-80,-0.0007920047325444918,-0.0007920047325446553,-0.000792004732544653,-2471.9247520185913,-2471.9247520179197,-2471.924752017905,-8.738604902980285e-05,-8.738683707244308e-05,-8.738684186937462e-05
-70,-0.001690254686882244,-5275.451459202799,-8.188445136378736e-05,-70,18701747.507501986,9.1544065367627425e-05,18701747.507410441,204292298276.22943,44196600202430632.0,3.9108272176235914e-11,3.201408243862745e-11,2.7972416050126014e-17,8.3373264712459838e-10,-13.036072118321911,7.8112400001683317e-11,1.5005241493781796e-10,-70,-0.001690254686882272,-0.001690254686882244,-0.0016902546868822542,-5275.451459202838,-5275.451459202799,-5275.451459202828,-8.18844833778698e-05,-8.188445136378736e-05,-8.188445281120948e-05
-60,-0.003394143438835873,-10593.45632152367,-6.953743089126385e-05,-60,18648814.850055452,9.0996445477949377e-05,18648814.849964455,204940036416.8566,24382273220983928.0,1.4551915228366852e-09,1.3151599809191339e-09,6.31873026124552e-16,-1.2745453737368403e-09,-12.145731573003346,1.978891265427401e-09,2.9973534765304066e-09,-60,-0.0033941434388352412,-0.003394143438835873,-0.003394143438835409,-10593.456321523663,-10593.45632152367,-10593.456321522215,-6.953612043281154e-05,-6.953743089126385e-05,-6.953743559279246e-05
