voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.059848031304040754,-186791.60831473395,-150,2013254875059.8921,0.0024920921942168171,2013254875059.8896,807857301480209.5,6.781806381004457e+18,1.7388956621289253e-06,5.571446082264231e-13,9970068.6427988894,4.1886029455290286e-07,1.5825338895787222e-06,3.4739550361577269e-06,-150,-0.05984803130429328,-0.059848031304040754,-0.0598480313045979,-0.05984803130456856,-186791.6083155221,-186791.60831473395,-186791.60831647285,-186791.6083163813
-140,-0.050089891734874506,-156335.4923061002,-140,2095350632763.0154,0.0028143254230858731,2095350632763.0125,744530328857808.25,8.2766419465981194e+18,7.26897269487381e-07,2.328970349907422e-13,8776648.114148818,3.5735328743347056e-07,6.5631270764615168e-07,1.3090111404697423e-06,-140,-0.050089891734933424,-0.050089891734874506,-0.050089891735078995,-0.0500898917351074,-156335.4923062841,-156335.4923061002,-156335.49230673845,-156335.4923068271
-130,-0.04227494680864434,-131944.27842897736,-130,2181143592828.2605,0.0031782241465254501,2181143592828.2573,686277459446265.25,4.3435737663440947e+18,3.2264506444334984e-06,1.0337564138040989e-12,7714597.8251186013,7.090507501521235e-07,2.8496159160839383e-06,5.2684458435341879e-06,-130,-0.042274946809057676,-0.04227494680864434,-0.042274946809051674,-0.042274946809678096,-131944.2784302674,-131944.27842897736,-131944.27843024867,-131944.2784322038
-120,-0.03593910580100925,-112169.49376095273,-120,2270738098751.2397,0.0035891758084186593,2270738098751.2363,632662822875677.25,2.1042695398055949e+18,1.758715370669961e-06,5.634936961484982e-13,6767543.570288334,1.5241356091794107e-06,2.8579760946581525e-06,5.3918741796876116e-06,-120,-0.03593910580056096,-0.03593910580100925,-0.03593910580065788,-0.03593910580112445,-112169.49375955356,-112169.49376095273,-112169.49375985605,-112169.49376131227
-110,-0.030743598477562355,-95953.80298864655,-110,2364252517213.5103,0.0040532644614826819,2364252517213.5063,583295893885164.37,2.3766191301222651e+18,2.06069671548903e-06,6.602461632976286e-13,5920894.8534147106,1.4053614393327854e-06,2.3129530426193092e-06,4.301712620074236e-06,-110,-0.030743598477985242,-0.030743598477562355,-0.03074359847789116,-0.0307435984782226,-95953.80298996643,-95953.80298864655,-95953.8029896728,-95953.80299070725
-100,-0.026438596921266287,-82517.46854327805,-100,2461817813830.5767,0.0045773608403866031,2461817813830.5723,537824720330034.56,7.1537641658044529e+18,3.224486135877669e-06,1.0331249744588433e-12,5161678.5293333624,4.862430209515153e-07,4.0469981300616176e-06,6.5494118742126951e-06,-100,-0.026438596922167545,-0.026438596921266287,-0.026438596922140126,-0.026438596922299412,-82517.46854609097,-82517.46854327805,-82517.46854600539,-82517.46854650254
-90,-0.022837830088191555,-71279.12012544181,-90,2563576502270.209,0.0051692240815296893,2563576502270.2036,495930619728829.62,2.001091456466146e+18,1.2959353625774384e-06,4.152199417628566e-13,4478434.8655978879,1.8104047495720569e-06,2.0641193859325657e-06,4.6255269352151514e-06,-90,-0.022837830088606775,-0.022837830088191555,-0.022837830088578766,-0.02283783008830445,-71279.12012673775,-71279.12012544181,-71279.12012665033,-71279.12012579417
-80,-0.019800790161905578,-61800.21898222715,-80,2669681887082.8662,0.0058376165954199966,2669681887082.8604,457323951212796.56,3.3673003649050743e+19,4.627894668374211e-06,1.4827757077728876e-12,3861192.4708338995,1.1205387064061585e-07,6.8141127269995153e-06,1.1769533252429859e-05,-80,-0.019800790163388354,-0.019800790161905578,-0.019800790163356695,-0.019800790162592553,-61800.21898685504,-61800.21898222715,-61800.21898675623,-61800.21898437126
-70,-0.017220194161745365,-53745.92435001675,-70,2780297538455.3916,0.0065924337923146453,2780297538455.3848,421740684251788.5,3.4016891380884465e+18,5.85342786507681e-06,1.8754407749010937e-12,3301540.8143652193,1.1552859710134397e-06,9.125322777205993e-06,1.6343511334906535e-05,-70,-0.017220194163620806,-0.017220194161745365,-0.017220194163596287,-0.01722019416235965,-53745.92435587018,-53745.92435001675,-53745.92435579366,-53745.924351933994
-60,-0.015013094205603024,-46857.34770787461,-60,2895596950970.0962,0.007444850581682514,2895596950970.0889,388939565569588.62,6.1553528881258281e+18,7.783477485645562e-06,2.493826325999926e-12,2792809.8208601312,1.2129932497051372e-06,1.1042749005823706e-05,1.8051755636213588e-05,-60,-0.01501309420809685,-0.015013094205603024,-0.015013094208041313,-0.015013094207498183,-46857.347715658085,-46857.34770787461,-46857.34771548475,-46857.34771378959
-50,-0.01311452969633388,-40931.740625261795,-50,3015763349222.2339,0.008407486814383025,3015763349222.2256,358699741766237.0,1.892538444867028e+18,3.621396899688989e-06,1.160295817759227e-12,2330330.141228558,2.4546406557357379e-06,4.3471645205446986e-06,1.0642858417213991e-05,-50,-0.013114529696312775,-0.01311452969633388,-0.013114529696306077,-0.013114529697466373,-40931.740625195926,-40931.740625261795,-40931.74062517502,-40931.74062879642
-40,-0.011472956630132059,-35808.22918268433,-40,3140989611515.9043,0.0094945941168975926,3140989611515.895,330818734623512.12,1.8176369154710689e+18,1.1863063264172524e-05,3.800924852637166e-12,1911669.5085634927,2.4431115231704247e-06,1.5581134443332388e-05,2.4610338218437194e-05,-40,-0.01147295663362627,-0.011472956630132059,-0.011472956633565935,-0.011472956633932984,-35808.22919359011,-35808.22918268433,-35808.2291934018,-35808.22919454739
-30,-0.01004692339275092,-31357.438803841826,-30,3271478289361.4419,0.010722266883655143,3271478289361.4312,305110693928765.44,1.6716831977969833e+18,7.612412446178496e-06,2.439017737776439e-12,1536630.2905997061,4.8403332943146744e-06,1.3090897596485872e-05,2.4366101168860239e-05,-30,-0.010046923395172325,-0.01004692339275092,-0.010046923395189937,-0.010046923393291156,-31357.438811399268,-31357.438803841826,-31357.438811454238,-31357.438805527952
-20,-0.008802622561314697,-27473.8531876239,-20,3407441705554.5181,0.012108680551148597,3407441705554.5059,281404872410421.06,3.9680879005114737e+18,1.1358239135006443e-05,3.639179235737089e-12,1206731.6323124322,1.2141414583096729e-06,8.41179003443622e-06,1.8103312067020011e-05,-20,-0.00880262256204073,-0.008802622561314697,-0.008802622562324995,-0.008802622564953877,-27473.853189889916,-27473.8531876239,-27473.85319077714,-27473.85319898214
-10,-0.007712058678888392,-24070.09575183643,-10,3549102117553.1216,0.013674360681440392,3549102117553.1079,259544281464665.59,5.5746979119098931e+18,1.0843657946679741e-05,3.4743076471333012e-12,924036.29570884863,9.0018933174275453e-07,1.5270634599394553e-05,2.2483853269404143e-05,-10,-0.007712058675414084,-0.007712058678888392,-0.0077120586754798265,-0.007712058675469083,-24070.095740992772,-24070.09575183643,-24070.09574119796,-24070.09574116443
0,-0.0067516482790438885,-21072.560171797406,0,3696691935934.4736,0.015442486838781602,3696691935934.458,239384496456280.56,2.1942086676485676e+18,1.178331149276346e-05,3.775373243197766e-12,689580.65121290355,2.382233107333491e-06,1.3762179822391323e-05,2.2827940113946763e-05,0,-0.00675164828206306,-0.0067516482790438885,-0.006751648282351666,-0.006751648282819262,-21072.56018122054,-21072.560171797406,-21072.560182121306,-21072.560183580717
10,-0.005901124956551367,-18417.992997975554,10,3850453990105.0415,0.017439235758173938,3850453990105.0239,220792587674049.69,1.2181718928621798e+18,1.1562708095880225e-05,3.704691067807353e-12,502075.23391530121,4.4695371219606874e-06,1.318036916666359e-05,2.7147760517560321e-05,10,-0.005901124958229305,-0.005901124956551367,-0.005901124957908345,-0.005901124954524614,-18417.993003212563,-18417.992997975554,-18417.993002210816,-18417.992991649855
20,-0.005142668609856817,-16050.775935882702,20,4010641835304.165,0.01969416888641284,4010641835304.1455,203646158334264.0,9.111168755495529e+17,1.347649231320247e-05,4.317868111669565e-12,357517.02283149393,6.2245449427910077e-06,1.3037352944389988e-05,2.4316993456497543e-05,20,-0.005142668611977493,-0.005142668609856817,-0.005142668611887942,-0.0051426686141746855,-16050.775942501541,-16050.775935882702,-16050.77594222204,-16050.775949359195
30,-0.004460230871730019,-13920.820448595565,30,4177520096402.8252,0.022240670033075147,4177520096402.8027,187832474929498.0,4.9766636122495693e+17,3.735054633580148e-05,1.1967114799116274e-11,249813.21592111187,1.2245251649391464e-05,5.4606487071826657e-05,9.3912056054382305e-05,30,-0.0044602308833918925,-0.004460230871730019,-0.004460230883697134,-0.004460230879731304,-13920.820484993423,-13920.820448595565,-13920.820485946111,-13920.820473568365
40,-0.0038391045341602597,-11982.223889389075,40,4351364845144.6738,0.025116439610781846,4351364845144.6489,173247678117432.84,4.0320682757667744e+17,4.951958362653386e-05,1.5866074946913056e-11,171948.98399144277,1.5260854080656533e-05,7.4733153967564424e-05,0.00013234717036413827,40,-0.0038391045182941848,-0.0038391045341602597,-0.0038391045187681815,-0.0038391045266957025,-11982.223839869492,-11982.223889389075,-11982.223841348881,-11982.223866091457
50,-0.0032659078427121836,-10193.220482871984,50,4532464008377.3018,0.028364052781858919,4532464008377.2734,159796064519953.75,78663986821755584.0,9.764304377313238e-05,3.128483106254465e-11,117103.1732145945,8.1478833465725047e-05,0.00012103280820758617,0.00029595973208518733,50,-0.003265907841250618,-0.0032659078427121836,-0.0032659078409619387,-0.00326590787224677,-10193.220478310293,-10193.220482871984,-10193.220477409297,-10193.22057505234
60,-0.002729317884802445,-8518.47030212998,60,4721117805532.5381,0.032031589774639831,4721117805532.5059,147389431456516.69,3.679546779876256e+17,9.420421520189848e-05,3.018303055407623e-11,79372.489709588262,1.8144343968260864e-05,0.00010872529598866108,0.00018007734477988027,60,-0.0027293178607481813,-0.002729317884802445,-0.0027293178609198564,-0.0027293178546194145,-8518.47022705425,-8518.47030212998,-8518.470227590064,-8518.470207925764
