voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,0.0006114447072800496,1908.379236204899,-150,216927752600.86609,4681.2005655227103,216927747919.66553,46340196.187822081,5.8392887508009789e+18,1.7305319488514215e-07,5.5446207521125945e-14,135106623.90091023,-1.1920928955078125e-07,2.1448888227540686e-07,3.4633104917247692e-07,-150,0.0006114447073354958,0.0006114447072800496,0.0006114447073004149,0.0006114447073004524,1908.379236377952,1908.379236204899,1908.3792362684612,1908.379236268578
-140,0.0011689480813567457,3648.4022514255485,-140,218117583654.74493,5713.0590063588024,218117577941.68591,38178773.125216044,1.5798298135525972e+19,1.5232762962114066e-07,4.8805794475303976e-14,153504901.05375051,8.9406967163085938e-08,1.8631919027854741e-07,3.0431238684514028e-07,-140,0.00116894808130794,0.0011689480813567457,0.0011689480813341427,0.0011689480813341796,3648.402251273221,3648.4022514255485,3648.4022513550026,3648.402251355117
-130,0.0017193505907824977,5366.262767735636,-130,219319289536.1178,6972.3659034235206,219319282563.75189,31455504.856454711,4.1797756856487608e+19,2.0001789380330592e-07,6.408588937301118e-14,176731375.56533888,-8.9406967163085938e-08,2.5307473893539718e-07,4.000412587856772e-07,-130,0.0017193505907359859,0.0017193505907824977,0.0017193505907184118,0.0017193505907184918,5366.262767590468,5366.262767735636,5366.262767535618,5366.262767535867
-120,0.00231102321194787,7212.931373120693,-120,220533908941.68768,8509.2568162019979,220533900432.43088,25916941.244713809,3.8214247152814694e+18,2.8672002372331917e-07,9.186488375556578e-14,205774014.93623999,-2.6822090148925781e-07,3.6267372660096328e-07,5.7299985201098025e-07,-120,0.00231102321197295,0.00231102321194787,0.002311023211881154,0.0023110232118810853,7212.931373198971,7212.931373120693,7212.931372912465,7212.931372912251
-110,0.0029833069057528957,9311.195086619526,-110,221762703262.60522,10384.918486352994,221762692877.68674,21354303.700508341,9.0315132560648724e+18,1.0062831279356033e-07,3.2241570524504937e-14,241849988.97280118,2.9802322387695313e-08,1.2367953893907088e-07,2.0128211986047972e-07,-110,0.0029833069057715075,0.0029833069057528957,0.0029833069057851372,0.0029833069057850293,9311.195086677615,9311.195086619526,9311.195086720154,9311.195086719817
-100,0.0037715743083240475,11771.455394269811,-100,223007205597.66403,12674.024805885701,223007192923.63922,17595610.629868858,1.4718400028642134e+19,9.332288755103946e-07,2.9900647929848034e-13,286453322.07511377,-7.152557373046875e-07,1.2433684422623614e-06,1.8663376977201551e-06,-100,0.003771574308285472,0.0037715743083240475,0.003771574308025041,0.0037715743080250826,11771.455394149414,11771.455394269811,11771.455393336582,11771.455393336713
-90,0.004711151334801207,14703.967961302144,-90,224269280570.45511,15467.709736123021,224269265102.74536,14499191.179331515,8.0554611874460744e+18,5.025649443268776e-07,1.6102223721059516e-13,341413803.46849078,-3.5762786865234375e-07,6.3018883223523064e-07,1.0049736260953068e-06,-90,0.004711151334751494,0.004711151334801207,0.004711151334640218,0.004711151334640185,14703.967961146987,14703.967961302144,14703.967960799682,14703.967960799579
-80,0.0058404142558646155,18228.50891343513,-80,225551197331.94501,18877.19553537952,225551178454.74948,11948342.480704742,5.6352660860925932e+18,4.174362402409315e-07,1.3374717999781183e-13,408969418.37817514,-1.1920928955078125e-07,5.2071274916266805e-07,8.34865545584762e-07,-80,0.0058404142557752945,0.0058404142558646155,0.005840414255730884,0.005840414255730868,18228.50891315635,18228.50891343513,18228.50891301774,18228.508913017693
-70,0.007203386958871334,22482.481145041616,-70,226855718654.88196,23038.220742450467,226855695616.66122,9846928.7707134094,3.0107363693930255e+18,1.1751399142667651e-07,3.76521730460766e-14,491855122.94410884,1.1920928955078125e-07,1.5463933685385308e-07,2.3494806100643473e-07,-70,0.007203386958833682,0.007203386958871334,0.007203386958865393,0.00720338695886545,22482.481144924102,22482.481145041616,22482.481145023077,22482.481145023252
-60,0.008852127739141463,27628.36373015438,-60,228186209667.07794,28116.444202907616,228186181550.63373,8115756.3175602565,6.3253571046920819e+17,2.9595685191452503e-07,9.482345464384423e-14,593411451.26160431,1.1920928955078125e-07,3.7300153962044432e-07,5.9173567024117801e-07,-60,0.008852127739168792,0.008852127739141463,0.008852127739236262,0.008852127739236286,27628.36373023968,27628.36373015438,27628.363730450255,27628.363730450335
