voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.05984803130471394,-186791.60831683502,-150,2013254875059.8921,0.0024920921942168171,2013254875059.8896,807857301480209.5,6.781806381004457e+18,5.303008947521448e-07,1.699126950249763e-13,1.4111285672524782e-06,-12436143.326762082,7.2305330776900717e-07,1.0515227520370928e-06,-150,-0.05984803130454852,-0.05984803130471394,-0.05984803130454683,-0.059848031304544025,-186791.60831631874,-186791.60831683502,-186791.60831631345,-186791.60831630472
-140,-0.05008989173512515,-156335.49230688252,-140,2095350632763.0154,0.0028143254230858731,2095350632763.0125,744530328857808.25,8.2766419465981194e+18,2.2642780095338821e-07,7.254613576535007e-14,6.1327076504865363e-07,-10938311.678102827,2.6027721319767796e-07,4.5762987518059052e-07,-140,-0.05008989173508948,-0.05008989173512515,-0.05008989173505261,-0.05008989173508099,-156335.49230677116,-156335.49230688252,-156335.4923066561,-156335.49230674465
-130,-0.04227494680970663,-131944.27843229286,-130,2181143592828.2605,0.0031782241465254501,2181143592828.2573,686277459446265.25,4.3435737663440947e+18,2.9872171580791473e-07,9.571510251049631e-14,1.6780102478134045e-06,-9603998.58962119,3.5649006601646284e-07,6.0549265060150497e-07,-130,-0.04227494680975863,-0.04227494680970663,-0.042274946809802344,-0.04227494680976281,-131944.27843245515,-131944.27843229286,-131944.27843259159,-131944.2784324682
-120,-0.03593910580142343,-112169.4937622454,-120,2270738098751.2397,0.0035891758084186593,2270738098751.2363,632662822875677.25,2.1042695398055949e+18,4.6093191485852003e-07,1.4768741785076145e-13,4.90751111976807e-07,-8412762.0965856388,5.7128791921834619e-07,9.3190793981753547e-07,-120,-0.03593910580127574,-0.03593910580142343,-0.03593910580133128,-0.03593910580127807,-112169.49376178447,-112169.4937622454,-112169.4937619578,-112169.49376179175
-110,-0.030743598478607633,-95953.80299190897,-110,2364252517213.5103,0.0040532644614826819,2364252517213.5063,583295893885164.37,2.3766191301222651e+18,7.115013431757689e-07,2.2796348142506417e-13,1.4759419035839353e-07,-7346488.6983308448,9.8529750190506259e-07,1.4211315937004941e-06,-110,-0.03074359847838044,-0.030743598478607633,-0.030743598478387913,-0.03074359847837967,-95953.80299119987,-95953.80299190897,-95953.8029912232,-95953.80299119747
-100,-0.026438596922083293,-82517.46854582801,-100,2461817813830.5767,0.0045773608403866031,2461817813830.5723,537824720330034.56,7.1537641658044529e+18,9.044451871886849e-07,2.897855566619256e-13,-1.9963096044815691e-06,-6389240.8406446278,1.1518313949814116e-06,1.8430534618397347e-06,-100,-0.02643859692237308,-0.026438596922083293,-0.026438596922156943,-0.026438596922367073,-82517.46854673246,-82517.46854582801,-82517.46854605788,-82517.46854671372
-90,-0.02283783008836701,-71279.12012598943,-90,2563576502270.209,0.0051692240815296893,2563576502270.2036,495930619728829.62,2.001091456466146e+18,6.883346941322088e-07,2.205423343948354e-13,-2.4798058564266725e-06,-5527191.30871181,8.4638764525428366e-07,1.3678056888970572e-06,-90,-0.022837830088519865,-0.02283783008836701,-0.022837830088299323,-0.02283783008850731,-71279.1201264665,-71279.12012598943,-71279.12012577816,-71279.12012642731
-80,-0.019800790162337354,-61800.21898357477,-80,2669681887082.8662,0.0058376165954199966,2669681887082.8604,457323951212796.56,3.3673003649050743e+19,1.1599477147683501e-06,3.7164715749327115e-13,-3.6267835771729754e-08,-4748648.6383483699,1.5022175013914214e-06,2.3562302182615711e-06,-80,-0.01980079016263411,-0.019800790162337354,-0.019800790162709,-0.019800790162623556,-61800.21898450097,-61800.21898357477,-61800.21898473472,-61800.218984468025
-70,-0.017220194162199824,-53745.924351435155,-70,2780297538455.3916,0.0065924337923146453,2780297538455.3848,421740684251788.5,3.4016891380884465e+18,2.6973430067300797e-07,8.642045412621258e-14,-1.9616481779670111e-06,-4044160.9396535764,3.4281179191741193e-07,6.0672133494685254e-07,-70,-0.017220194162257976,-0.017220194162199824,-0.017220194162171555,-0.017220194162245003,-53745.92435161666,-53745.924351435155,-53745.92435134693,-53745.92435157617
-60,-0.015013094207546474,-46857.34771394031,-60,2895596950970.0962,0.007444850581682514,2895596950970.0889,388939565569588.62,6.1553528881258281e+18,3.7212157621979713e-07,1.1922927922736193e-13,-3.447182264865482e-06,-3406651.7801562841,5.1642388208132074e-07,8.6787695043424352e-07,-60,-0.015013094207665703,-0.015013094207546474,-0.015013094207649015,-0.01501309420763586,-46857.34771431243,-46857.34771394031,-46857.34771426035,-46857.347714219286
-50,-0.013114529697597584,-40931.740629205946,-50,3015763349222.2339,0.008407486814383025,3015763349222.2256,358699741766237.0,1.892538444867028e+18,5.8897421695292e-07,1.88708423887185e-13,7.4241733433882498e-06,-2831491.788772054,7.1013009351733076e-07,1.2422105359990478e-06,-50,-0.013114529697720255,-0.013114529697597584,-0.013114529697786292,-0.013114529697727773,-40931.740629588814,-40931.740629205946,-40931.74062979492,-40931.74062961228
-40,-0.011472956634160102,-35808.22919525625,-40,3140989611515.9043,0.0094945941168975926,3140989611515.895,330818734623512.12,1.8176369154710689e+18,2.5976187316700816e-06,8.322769556867726e-13,-2.8247354205220492e-05,-2316361.2869071644,3.0583687003161396e-06,5.1879991374284215e-06,-40,-0.01147295663437229,-0.011472956634160102,-0.011472956633540013,-0.011472956634197456,-35808.22919591851,-35808.22919525625,-35808.22919332089,-35808.229195372835
-30,-0.010046923393078857,-31357.43880486535,-30,3271478289361.4419,0.010722266883655143,3271478289361.4312,305110693928765.44,1.6716831977969833e+18,2.4378423404414207e-06,7.81085265910697e-13,-1.3501500547364071e-05,-1860754.7153799953,2.8449195504610672e-06,4.8754859102821679e-06,-30,-0.01004692339290038,-0.010046923393078857,-0.010046923393563797,-0.010046923392782712,-31357.4388043083,-31357.43880486535,-31357.438806378894,-31357.43880394105
-20,-0.008802622565587276,-27473.85320095904,-20,3407441705554.5181,0.012108680551148597,3407441705554.5059,281404872410421.06,3.9680879005114737e+18,2.1819869289174676e-06,6.991074386064611e-13,-3.1675081070864951e-05,-1465067.6018697575,2.1311673254773369e-06,4.4330813668449869e-06,-20,-0.008802622565343698,-0.008802622565587276,-0.008802622564888169,-0.008802622565039822,-27473.853200198813,-27473.85320095904,-27473.853198777055,-27473.85319925038
