voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.12257664748335445,-382573.8061278229,-150,282353003.86175507,20729.433698919936,282332274.42805618,13620.873969001212,1.0950482184552801e+18,6.140908226370811e-08,1.9664825323673085e-14,813348.78985548753,6.9468251919112188e-10,6.8337155424163585e-08,1.2816963135264814e-07,-150,-0.1225766474833525,-0.12257664748335445,-0.12257664748336,-0.12257664748334034,-382573.8061278168,-382573.8061278229,-382573.80612784025,-382573.80612777884
-140,-0.10978063913558288,-342636.2020461388,-140,258079062.99318367,22909.567272223612,258056153.42591146,11265.121681546909,4.8936383744070406e+17,7.887138053774834e-08,2.5271451598030126e-14,809939.00328472164,8.6379954602485806e-10,9.6932444317608576e-08,1.6056355889304541e-07,-140,-0.10978063913558511,-0.10978063913558288,-0.10978063913557991,-0.10978063913560518,-342636.2020461458,-342636.2020461388,-342636.20204612956,-342636.20204620843
-130,-0.09804482222584414,-306007.56000575575,-130,236388064.13041654,25318.987494959183,236362745.1429216,9336.394837174259,1.7516554002071408e+17,1.6705598682165146e-08,5.35682609381638e-15,816766.61132385954,2.202234875663382e-09,1.6232171247715243e-08,3.0493993108393624e-08,-130,-0.09804482222584548,-0.09804482222584414,-0.09804482222584335,-0.09804482222584013,-306007.56000575994,-306007.56000575575,-306007.5600057533,-306007.56000574323
-120,-0.08725064514288207,-272317.868735587,-120,217062916.46623883,27981.808654549885,217034934.65758428,7757.286855399323,2.2144891360604e+17,3.876630216836929e-08,1.2420620087993939e-14,834128.55287358107,1.5930420089804999e-09,4.0591223765297071e-08,7.7417894317477476e-08,-120,-0.08725064514287953,-0.08725064514288207,-0.08725064514288415,-0.08725064514287173,-272317.8687355791,-272317.868735587,-272317.8687355935,-272317.86873555474
-110,-0.07729046652067613,-241231.16891596795,-110,199910207.42742097,30924.681160165994,199879282.74626082,6464.4225882892797,4.126974320445751e+17,2.4243490770459175e-08,7.771561172376096e-15,862429.98499543872,7.8380256702515235e-10,2.9532868379200717e-08,5.1743199946940877e-08,-110,-0.07729046652067514,-0.07729046652067613,-0.07729046652067707,-0.0772904665206693,-241231.1689159649,-241231.16891596795,-241231.1689159709,-241231.16891594665
-100,-0.06806664816764327,-212442.72212123367,-100,184758266.9366779,34177.058268977336,184724089.87840894,5405.9148532506606,2.4241424094277907e+17,2.6193447411060333e-09,8.326672684688674e-16,902186.42625998345,1.2275549129462394e-09,3.4482754062162898e-09,8.8373326434521005e-09,-100,-0.06806664816764385,-0.06806664816764327,-0.06806664816764302,-0.06806664816764331,-212442.7221212355,-212442.72212123367,-212442.7221212329,-212442.72212123382
-90,-0.0594906389335772,-185676.15147808116,-90,171455449.28083509,37771.490864250583,171417677.78997084,4539.282018203623,1.2100258024484986e+17,4.417961463332176e-08,1.4155343563970746e-14,954010.8275140858,2.2714722885102162e-09,4.928070355972369e-08,9.051655069924891e-08,-90,-0.059490638933574334,-0.0594906389335772,-0.05949063893357874,-0.059490638933564585,-185676.15147807222,-185676.15147808116,-185676.15147808596,-185676.15147804178
-80,-0.05148204550308784,-160680.5415202492,-80,159868615.38956153,41743.953235529756,159826871.436326,3829.7430645234554,4.3026770348640544e+17,9.807990863919258e-09,3.1433189384699745e-15,1018564.0663367599,5.9288323779290426e-10,1.0263539759333277e-08,2.0057996152900159e-08,-80,-0.05148204550308681,-0.05148204550308784,-0.05148204550308806,-0.05148204550308492,-160680.54152024598,-160680.5415202492,-160680.54152024988,-160680.54152024008
-70,-0.04396768734329084,-137227.48858705006,-70,149881800.33480391,46134.203121417318,149835666.13168249,3248.8217026387274,1.5422147016756269e+17,3.8708094507455826e-09,1.2420620087993939e-15,1096432.6171681939,7.8203065859037151e-11,4.0552751378571728e-09,7.8593984653707594e-09,-70,-0.04396768734329128,-0.04396768734329084,-0.04396768734329061,-0.04396768734329185,-137227.48858705146,-137227.48858705006,-137227.48858704936,-137227.48858705323
-60,-0.03688060299680984,-115107.99936582349,-60,141395052.71480983,50986.179618385198,141344066.53519145,2773.2035185437571,1.8586482895626e+17,1.5366822481155396e-08,4.919675777870225e-15,1187874.5250126345,1.0912023143647002e-11,1.5363702639612785e-08,3.1645868148189038e-08,-60,-0.03688060299680848,-0.03688060299680984,-0.03688060299681098,-0.03688060299680606,-115107.99936581924,-115107.99936582349,-115107.99936582704,-115107.99936581167
