voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-1.0900063773156144e-07,-0.3402017407352105,-150,1048621000.9865659,0.00041439533973635577,1048621000.9861516,2530484540810.0234,3.495794312116352e+17,1.2689270079135895e-08,4.065642143011537e-15,189702019.37726176,-1.4901161193847656e-08,1.0536712167129149e-08,1.490212753196829e-08,-150,-1.090006336659193e-07,-1.0900063773156144e-07,-1.0900063772147808e-07,-1.0900063772148984e-07,-0.3402017280459404,-0.3402017407352105,-0.3402017407037393,-0.34020174070377607
-140,-7.491826112649868e-08,-0.23382728191791102,-140,1072631314.1260719,0.00043616492713714853,1072631314.1256357,2459233302334.7192,79212835141402976.0,3.550667315721512e-09,1.1376338181265836e-15,175232430.17829174,0.0,7.4514900500108707e-09,7.5674648786912998e-09,-140,-7.49182622641325e-08,-7.491826112649868e-08,-7.49182611495764e-08,-7.49182611495741e-08,-0.23382728546857834,-0.23382728191791102,-0.23382728198993885,-0.23382728198993163
-130,-4.834114947428461e-08,-0.1508774952380918,-130,1145774520.7677665,0.0004590781445215755,1145774520.7673073,2495815874575.8325,59665477133344464.0,2.695014700293541e-08,8.634827102400386e-15,179652546.18529013,-2.9802322387695313e-08,3.7252948470428691e-08,5.2213181335817184e-08,-130,-4.834114083945751e-08,-4.834114947428461e-08,-4.834114944492938e-08,-4.834114944492585e-08,-0.1508774682879448,-0.1508774952380918,-0.15087749514647122,-0.1508774951464602
-120,-2.938245013633277e-08,-0.09170552477007732,-120,1251050364.0892918,0.00048319507063689934,1251050364.0888085,2589120709448.2207,1.450408963281961e+17,1.3387762010097504e-09,4.2894389348496375e-16,202724487.20686287,0.0,1.0536712127809755e-08,1.4901203828146525e-08,-120,-2.9382449707388878e-08,-2.938245013633277e-08,-2.938245011882429e-08,-2.9382450118830433e-08,-0.09170552343130112,-0.09170552477007732,-0.09170552471543161,-0.09170552471545079
-110,-1.6962935498985462e-08,-0.05294299469096586,-110,1370945518.6078241,0.00050857894036997729,1370945518.6073155,2695639574872.0908,1.424244786509129e+17,1.8453369943216558e-08,5.912459729149047e-15,243182892.22710082,0.0,2.107374612194901e-08,2.9922397008084247e-08,-110,-1.6962929624319075e-08,-1.6962935498985462e-08,-1.6962935536778805e-08,-1.6962935536767565e-08,-0.05294297635555267,-0.05294299469096586,-0.05294299480892262,-0.052942994808887534
-100,-9.39207230550237e-09,-0.029313583974726498,-100,1508417697.3227034,0.00053529631054993808,1508417697.3221681,2817911626876.3862,4.7947291192712608e+17,3.0850060284137726e-08,9.884359314791658e-15,300621376.91963106,-1.1920928955078125e-07,4.7707135796946948e-08,6.7178923757186317e-08,-100,-9.392062421143055e-09,-9.39207230550237e-09,-9.392072249932533e-09,-9.392072249935632e-09,-0.029313553124666214,-0.029313583974726498,-0.029313583801287558,-0.029313583801297227
-90,-5.025344325578771e-09,-0.015684595273341984,-90,1667141772.9055784,0.00056341723446103401,1667141772.905015,2958982563783.959,1.261648704019539e+17,1.8044374883174896e-09,5.781417715297031e-16,376402607.23252815,0.0,5.2683610881770874e-09,7.4578761014089151e-09,-90,-5.025343747437e-09,-5.025344325578771e-09,-5.0253443191999995e-09,-5.025344319195244e-09,-0.015684593468904495,-0.015684595273341984,-0.015684595253433208,-0.015684595253418365
-80,-2.6045841624727473e-09,-0.008129164052661508,-80,1851693846.1084428,0.00059301544552324299,1851693846.1078498,3122505256966.1382,2.3630924673399255e+18,3.681330440485908e-08,1.1794982731070664e-14,473661980.46300173,-5.9604644775390625e-08,5.5380544039003278e-08,7.8347557778274401e-08,-80,-2.604572394490242e-09,-2.6045841624727473e-09,-2.6045841894624753e-09,-2.604584189472973e-09,-0.008129127323627472,-0.008129164052661508,-0.008129164136899111,-0.008129164136931877
-70,-1.2977108765160665e-09,-0.004050283634569496,-70,2067783303.3348427,0.00062416855062223295,2067783303.3342185,3312860446546.8052,1.5473871715222918e+17,7.363269105553627e-08,2.359191421405131e-14,597183508.85740221,1.1920928955078125e-07,1.0536712529667583e-07,1.490407521911874e-07,-70,-1.2977344684302805e-09,-1.2977108765160665e-09,-1.2977108896231833e-09,-1.297710889629161e-09,-0.0040503572672605515,-0.004050283634569496,-0.0040502836754781005,-0.0040502836754967575
-60,-6.029487343272194e-10,-0.0018818624666891992,-60,2322545425.1539936,0.00065695823359560241,2322545425.1533365,3535301494651.2734,59868830533979976.0,1.9164702701104236e-07,6.140370745434835e-14,753439347.94557071,3.5762786865234375e-07,2.713203950438902e-07,3.8390867196716472e-07,-60,-6.030100733041763e-10,-6.029487343272194e-10,-6.02948669596722e-10,-6.029486695995274e-10,-0.0018820539116859436,-0.0018818624666891992,-0.0018818622646589326,-0.0018818622646676886
