"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_1i': '136.0 M', 'solute_1e': '7.0 M'}"
voltage,current,solute_1
-150,-1.0900076144457561e-07,-0.34020212685572915
-140,-7.491830610965844e-08,-0.23382742231478915
-130,-4.834110825837124e-08,-0.15087736659916118
-120,-2.9382521825912408e-08,-0.09170574852032587
-110,-1.6962853290955537e-08,-0.052942738111596555
-100,-9.392043491662479e-09,-0.029313494043890387
-90,-5.025537704676389e-09,-0.015685198828577995
-80,-2.604574874904938e-09,-0.008129135065246373
-70,-1.2975733533734455e-09,-0.00404985441127792
-60,-6.030146797886118e-10,-0.0018820682889781892
-50,-2.351062002126127e-10,-0.0007337896386161447
-40,-3.8331116479821504e-11,-0.00011963519500568509
-30,7.056164368987083e-11,0.0002202298492193222
-20,1.3492777096107601e-10,0.0004211228806525469
-10,1.7747674870770425e-10,0.0005539224366657436
0,2.0976219938602298e-10,0.0006546885124407709
10,2.376456692931242e-10,0.0007417155720759183
20,2.640895288903266e-10,0.0008242494659498334
30,2.904998935642652e-10,0.0009066788188647479
40,3.17481406359002e-10,0.0009908907813951373
50,3.4445044714375395e-10,0.0010750638175522909
60,3.7123531713732517e-10,0.0011586620385060087
70,3.975385227677179e-10,0.001240756937477272
80,4.233829798962688e-10,0.0013214200371294282
90,4.489489755069371e-10,0.0014012140309205279
100,4.746607117995153e-10,0.0014814628957537934
"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_1i': '136.0 M', 'solute_1e': '7.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,1048621000.9865659,0.00041439533973635577,1048621000.9861516,2530484540810.0234,3.495794312116352e+17,3.8619201525591507e-07,1.237359216892929e-13,3.5897341582267254e-07,-2329010.811298246,4.6929375543811504e-07,8.1042253725232806e-07
-140,1072631314.1260719,0.00043616492713714853,1072631314.1256357,2459233302334.7192,79212835141402976.0,1.404385907566308e-07,4.499652448265217e-14,1.2210085241295607e-07,-2190525.317740832,1.6425830122135736e-07,2.8919611652738242e-07
-130,1145774520.7677665,0.0004590781445215755,1145774520.7673073,2495815874575.8325,59665477133344464.0,1.2858483960931366e-07,4.1198582609375265e-14,-1.4469878183738621e-07,-2085260.0223227525,1.7995764467756633e-07,2.9467979736347729e-07
-120,1251050364.0892918,0.00048319507063689934,1251050364.0888085,2589120709448.2207,1.450408963281961e+17,2.59726903095725e-07,8.321649975187825e-14,4.7482229618104549e-07,-2003023.2828326598,3.2962869432174313e-07,5.7855091257865022e-07
-110,1370945518.6078241,0.00050857894036997729,1370945518.6073155,2695639574872.0908,1.424244786509129e+17,2.581814726454468e-07,8.27213438355369e-14,-2.4859785195799519e-07,-1934540.3313889555,3.2930376772633893e-07,5.6122479219504115e-07
-100,1508417697.3227034,0.00053529631054993808,1508417697.3221681,2817911626876.3862,4.7947291192712608e+17,8.981442078948021e-08,2.8776540420891696e-14,-4.8970599768992847e-08,-1873607.1341048661,8.6767602183056643e-08,1.9894114106635907e-07
-90,1667141772.9055784,0.00056341723446103401,1667141772.905015,2958982563783.959,1.261648704019539e+17,6.196842718964035e-07,1.9854684071559838e-13,1.0179142391642481e-06,-1817381.3370078271,7.4140701347993843e-07,1.2514127892966666e-06
-80,1851693846.1084428,0.00059301544552324299,1851693846.1078498,3122505256966.1382,2.3630924673399255e+18,1.0029179975390434e-07,3.2133492640915975e-14,-1.5513368480237918e-07,-1765341.8735948631,1.440370496089895e-07,2.3951301254620345e-07
-70,2067783303.3348427,0.00062416855062223295,2067783303.3342185,3312860446546.8052,1.5473871715222918e+17,4.2926401762257566e-07,1.3753619124621098e-13,-7.9233581173832337e-07,-1718022.1169521241,5.292830935647223e-07,8.6506980555251878e-07
-60,2322545425.1539936,0.00065695823359560241,2322545425.1533365,3535301494651.2734,59868830533979976.0,2.195353090428398e-07,7.033911301727483e-14,-1.9284869532026733e-07,-1676132.1479886936,2.8799646612898869e-07,5.1868941150105602e-07
-50,2624910399.1774588,0.00069147046940894164,2624910399.1767673,3796127984209.061,1.8951461471382422e+17,9.720679372549057e-08,3.1145056709674624e-14,-6.2542401479959153e-08,-1640128.6359830853,1.4383032521209829e-07,3.1411354428889085e-07
-40,2986068745.1135645,0.0007277957495832846,2986068745.1128368,4102893905087.1123,93570786659518912.0,5.3543402600553236e-08,1.7155306193217177e-14,1.2391356563057343e-07,-1610069.8492459054,5.1994899654851549e-08,1.3412001600337023e-07
-30,3420058403.1138759,0.00076602931946502821,3420058403.1131101,4464657312989.458,1.5745053737489503e+18,1.405562183529334e-07,4.50342123602742e-14,1.4199420661498152e-07,-1585597.9073648194,1.9795899807756304e-07,3.3157221429429284e-07
-20,3944505354.1565571,0.00080627142796044075,3944505354.1557508,4892279717929.0498,53518806314913240.0,8.498816465136397e-08,2.7230207954307095e-14,-1.3528591580325156e-07,-1565959.0195465779,1.2177156865416437e-07,2.3356677882275037e-07
-10,4581557993.4194183,0.00084862759038956896,4581557993.4185696,5398785103506.0254,1.392820952528336e+17,9.34482144998583e-08,2.9940807925750824e-14,1.3277463040139992e-07,-1550040.9747545964,1.123927500668048e-07,1.8007261082296847e-07
0,5359066019.0576725,0.00089320886514874815,5359066019.0567789,5999790450092.7842,26445501552295460.0,2.2442299041358638e-07,7.190512612851332e-14,-1.1356745049424601e-06,-1536478.1846346676,2.9250698425553929e-07,4.7762941366834982e-07
10,6312067903.3782272,0.00094013214490712969,6312067903.3772869,6714021999536.8428,1.0283644733701344e+17,1.2129004289818113e-07,3.886132974460627e-14,1.8143964553019032e-08,-1523965.2728044784,1.5960956174840028e-07,2.5685569912236444e-07
20,7484667805.3789396,0.00098952046310074528,7484667805.3779497,7563934334339.1865,55194125831508144.0,2.059387043118477e-07,6.598276086151037e-14,7.2202169576485176e-08,-1511984.5152447603,2.8229412630522775e-07,4.2731273213955645e-07
30,8932403977.1387138,0.00104150331652774,8932403977.1376724,8576452744210.5391,83190762534609824.0,1.1792975755740148e-07,3.7784694321390306e-14,-2.3340805910265772e-07,-1501948.1231201633,1.4800248781960006e-07,2.4004983822586978e-07
40,10725237465.36599,0.0010962170048906237,10725237465.364893,9783863429883.6777,14940306968592320.0,3.196759692514206e-07,1.0242418054817771e-13,4.3336694943718612e-07,-1497975.8692880443,4.0594107657927591e-07,6.4601508231905413e-07
50,12951323669.736685,0.0011538049881758229,12951323669.735531,11224880982888.5,70945673749245064.0,9.15675695267737e-08,2.933824927637504e-14,-4.6811692300252616e-08,-1505856.9468777017,1.2680403799934792e-07,1.8826288760223631e-07
60,15721771929.386887,0.0012144182628075902,15721771929.385672,12945928442347.387,32387269692271212.0,1.0278017725795507e-07,3.2930768793419895e-14,-2.092740272613587e-07,-1530084.8686513493,1.3023197021794837e-07,2.1669408415401527e-07
70,19176652087.74778,0.0012782157575625473,19176652087.746502,15002672259584.785,26810916240784436.0,1.9861181499436498e-07,6.363522552418531e-14,-4.2002408169876518e-07,-1571413.1202097938,2.4087888070119212e-07,3.9760375782570655e-07
80,23492574861.55225,0.0013453647502829577,23492574861.550903,17461862930934.738,20299888758023896.0,6.48769411526473e-08,2.0786571945289446e-14,-5.9891487512475351e-08,-1627084.0136999034,8.0104583293996637e-08,1.3218988458135717e-07
90,28892258507.477886,0.0014160413064813551,28892258507.476471,20403542167333.172,1.3841089057927491e+18,4.759931471198797e-08,1.5250820433715463e-14,9.0307429260353321e-08,-1692957.0524347483,6.0896120766323522e-08,9.8038577942758916e-08
100,35656602403.306511,0.0014904307409865573,35656602403.305023,23923689590369.305,2.079066440429129e+17,1.2002509985637594e-07,3.8456041994015676e-14,2.9846635326091919e-07,-1765431.5693144917,1.6194180107826137e-07,2.4096477106265852e-07
"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_1i': '136.0 M', 'solute_1e': '7.0 M'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-1.0900068618357181e-07,-1.0900076144457561e-07,-1.0900063770865392e-07,-1.0900066123425196e-07,-0.34020189195871353,-0.34020212685572915,-0.3402017406637139,-0.3402018140894256
-140,-7.49182932972908e-08,-7.491830610965844e-08,-7.491826111313396e-08,-7.491827984391138e-08,-0.2338273823261261,-0.23382742231478915,-0.2338272818761984,-0.23382734033680208
-130,-4.834114322662353e-08,-4.834110825837124e-08,-4.834114945695385e-08,-4.834114236257987e-08,-0.1508774757385254,-0.15087736659916118,-0.1508774951840008,-0.1508774730417599
-120,-2.9382495063543317e-08,-2.9382521825912408e-08,-2.938245012838694e-08,-2.9382438609412656e-08,-0.09170566499233246,-0.09170574852032587,-0.0917055247452776,-0.09170548879342277
-110,-1.6962900978326795e-08,-1.6962853290955537e-08,-1.696293553839824e-08,-1.6962936012299372e-08,-0.05294288694858551,-0.052942738111596555,-0.05294299481397703,-0.0529429962930692
-100,-9.392050485312939e-09,-9.392043491662479e-09,-9.39207224752457e-09,-9.3920722682029e-09,-0.02931351587176323,-0.029313494043890387,-0.02931358379377207,-0.029313583858311176
-90,-5.0254034265875816e-09,-5.025537704676389e-09,-5.02534432399666e-09,-5.0253391578356736e-09,-0.01568477973341942,-0.015685198828577995,-0.01568459526840406,-0.0156845791443061
-80,-2.604607008397579e-09,-2.604574874904938e-09,-2.6045841935178275e-09,-2.6045790435212892e-09,-0.008129235357046127,-0.008129135065246373,-0.008129164149556266,-0.008129148075909143
-70,-1.2976747892796994e-09,-1.2975733533734455e-09,-1.2977108895646917e-09,-1.2977050100134931e-09,-0.004050171002745628,-0.00404985441127792,-0.004050283675295543,-0.004050265324636371
-60,-6.029993310570717e-10,-6.030146797886118e-10,-6.029486765065925e-10,-6.029443406755945e-10,-0.0018820203840732574,-0.0018820682889781892,-0.0018818622862253201,-0.0018818487536691464
-50,-2.351373452693224e-10,-2.351062002126127e-10,-2.3513202468296645e-10,-2.351273987457432e-10,-0.0007338868454098701,-0.0007337896386161447,-0.0007338702393351014,-0.0007338558013287866
