voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.12257664748335374,-382573.8061278207,-150,282353003.86175507,20729.433698919936,282332274.42805618,13620.873969001212,1.0950482184552801e+18,1.862645149230957e-09,5.967448757360216e-16,-2.2118911147117615e-09,-1289079.4457374767,2.8760346385210615e-09,5.1690562941075768e-09,-150,-0.12257664748335396,-0.12257664748335374,-0.12257664748335424,-0.12257664748335365,-382573.8061278214,-382573.8061278207,-382573.80612782226,-382573.8061278204
-140,-0.10978063913558415,-342636.20204614283,-140,258079062.99318367,22909.567272223612,258056153.42591146,11265.121681546909,4.8936383744070406e+17,5.005858838558197e-09,1.609823385706477e-15,9.5132210581036261e-09,-1257831.2327158095,8.1371667291388091e-09,1.542764493933646e-08,-140,-0.10978063913558413,-0.10978063913558415,-0.10978063913558533,-0.10978063913558372,-342636.2020461427,-342636.20204614283,-342636.2020461465,-342636.2020461415
-130,-0.09804482222584394,-306007.56000575516,-130,236388064.13041654,25318.987494959183,236362745.1429216,9336.394837174259,1.7516554002071408e+17,5.238689482212067e-09,1.6792123247455493e-15,1.8250967780424634e-08,-1239167.0871576008,8.0800057646847153e-09,1.2970758689334616e-08,-130,-0.09804482222584392,-0.09804482222584394,-0.09804482222584394,-0.0980448222258456,-306007.56000575505,-306007.56000575516,-306007.56000575516,-306007.5600057603
-120,-0.08725064514288128,-272317.86873558455,-120,217062916.46623883,27981.808654549885,217034934.65758428,7757.286855399323,2.2144891360604e+17,2.735760062932968e-09,8.743006318923108e-16,2.0531373175424624e-09,-1232898.5053594222,4.1017773457281526e-09,7.8063067121547647e-09,-120,-0.08725064514288128,-0.08725064514288128,-0.0872506451428804,-0.08725064514288043,-272317.86873558455,-272317.86873558455,-272317.8687355818,-272317.86873558187
-110,-0.07729046652067546,-241231.16891596586,-110,199910207.42742097,30924.681160165994,199879282.74626082,6464.4225882892797,4.126974320445751e+17,3.550667315721512e-09,1.1379786002407855e-15,5.5637482690249872e-09,-1238960.4137508301,2.7564341803076373e-09,6.1512537286034785e-09,-110,-0.07729046652067524,-0.07729046652067546,-0.07729046652067614,-0.07729046652067638,-241231.1689159652,-241231.16891596586,-241231.16891596798,-241231.16891596874
-100,-0.06806664816764328,-212442.72212123373,-100,184758266.9366779,34177.058268977336,184724089.87840894,5405.9148532506606,2.4241424094277907e+17,2.8812792152166367e-09,9.298117831235686e-16,-2.6004756723782167e-09,-1257410.2785896214,2.2771225588978409e-09,4.9261643653153442e-09,-100,-0.06806664816764336,-0.06806664816764328,-0.06806664816764359,-0.06806664816764421,-212442.72212123396,-212442.72212123373,-212442.72212123466,-212442.7221212366
-90,-0.05949063893357554,-185676.15147807598,-90,171455449.28083509,37771.490864250583,171417677.78997084,4539.282018203623,1.2100258024484986e+17,3.7834979593753815e-09,1.2073675392798577e-15,1.5215118661293193e-09,-1288428.3473896221,4.383336441368391e-09,9.0412868303246796e-09,-90,-0.059490638933575604,-0.05949063893357554,-0.05949063893357533,-0.059490638933576534,-185676.15147807618,-185676.15147807598,-185676.1514780753,-185676.1514780791
-80,-0.051482045503087395,-160680.54152024782,-80,159868615.38956153,41743.953235529756,159826871.436326,3829.7430645234554,4.3026770348640544e+17,1.949956640601158e-09,6.245004513516506e-16,-1.8322905348269293e-08,-1332318.9851652214,4.4975681410003722e-09,1.0277517503709532e-08,-80,-0.05148204550308711,-0.051482045503087395,-0.051482045503087735,-0.05148204550308747,-160680.54152024692,-160680.54152024782,-160680.54152024887,-160680.54152024805
-70,-0.04396768734329104,-137227.4885870507,-70,149881800.33480391,46134.203121417318,149835666.13168249,3248.8217026387274,1.5422147016756269e+17,9.89530235528946e-10,3.191891195797325e-16,1.5633304079534345e-08,-1389513.0624911571,3.3768619247238888e-09,7.5792740972246975e-09,-70,-0.043967687343290984,-0.04396768734329104,-0.04396768734329111,-0.04396768734329079,-137227.48858705052,-137227.4885870507,-137227.4885870509,-137227.4885870499
-60,-0.03688060299680912,-115107.99936582122,-60,141395052.71480983,50986.179618385198,141344066.53519145,2773.2035185437571,1.8586482895626e+17,2.8085196390748024e-09,9.020562075079397e-16,-2.8642230885738606e-09,-1460571.3385920266,3.161230832539507e-09,7.5303887570044026e-09,-60,-0.03688060299680852,-0.03688060299680912,-0.036880602996809106,-0.036880602996809425,-115107.99936581937,-115107.99936582122,-115107.99936582118,-115107.99936582218
-50,-0.030158908841292686,-94128.92896782987,-50,134323434.30690402,56348.442938020635,134267085.86396599,2383.8002845021015,2.0695047928985488e+17,2.9685907065868378e-09,9.506284648352903e-16,9.3132257461547852e-10,-1546188.7595246977,2.8162072132033453e-09,6.0620095609920099e-09,-50,-0.03015890884129245,-0.030158908841292686,-0.030158908841292898,-0.030158908841291947,-94128.92896782912,-94128.92896782987,-94128.92896783052,-94128.92896782755
-40,-0.023744333746845824,-74108.40744958122,-40,128596169.97720705,62274.660413945508,128533895.3167931,2064.9838814441741,3.253741246767209e+17,1.4260876923799515e-09,4.544975507059235e-16,-8.8475644588470459e-09,-1647199.5635331403,1.5072991272318949e-09,3.6332039599074051e-09,-40,-0.023744333746845526,-0.023744333746845824,-0.02374433374684598,-0.02374433374684562,-74108.40744958029,-74108.40744958122,-74108.40744958172,-74108.40744958058
-30,-0.017580248450552616,-54869.68929635648,-30,124155939.33930735,68824.143622529344,124087115.19568482,1803.9590876749439,1.9158214670886874e+18,5.435140337795019e-09,1.7416623698807143e-15,-9.4878487288951874e-09,-1764583.0949930965,4.6613602980351675e-09,9.8634700407274067e-09,-30,-0.017580248450552134,-0.017580248450552616,-0.01758024845055164,-0.017580248450550874,-54869.689296354976,-54869.68929635648,-54869.689296353434,-54869.68929635105
-20,-0.011609228521011039,-36233.54719416679,-20,120958303.07256776,76062.441993080982,120882240.63057467,1590.2500617002374,4.6663556598338426e+17,4.001776687800884e-09,1.2836953722228372e-15,1.2297072012581348e-08,-1899470.5404723985,6.2543559485109536e-09,1.3814315025229007e-08,-20,-0.011609228521011166,-0.011609228521011039,-0.011609228521012168,-0.011609228521012323,-36233.547194167186,-36233.54719416679,-36233.547194170314,-36233.547194170795
-10,-0.005770726596331173,-18011.00685496621,-10,118971258.15846807,84061.998848568997,118887196.1596195,1415.2799099244039,2.4822785994600019e+17,2.1100277081131935e-09,6.765421556309548e-16,-6.3412301231508258e-09,-2053154.8927862202,3.4209716230569624e-09,7.2122929850593209e-09,-10,-0.005770726596331411,-0.005770726596331173,-0.00577072659633185,-0.005770726596331523,-18011.006854966952,-18011.00685496621,-18011.00685496832,-18011.0068549673
0,3.123830538243055e-16,9.74978320300579e-10,0,118174917.58363913,92902.876442747045,118082014.70719638,1272.0264657948067,3.343397794851719e+17,2.4156179279088974e-09,7.739639841020107e-16,3.6194901978586461e-08,-2222871.0159122273,4.446726293391054e-09,1.0699750419007614e-08,0,4.10294160246849e-16,3.123830538243055e-16,-3.6366982385516165e-16,-3.543449565768242e-16,1.280568540096283e-09,9.74978320300579e-10,-1.1350493878126144e-09,-1.1059455573558807e-09
10,0.005770726596331057,18011.006854965846,10,118971258.15846807,84061.998848568997,118887196.1596195,1415.2799099244039,1.9557346541200019e+17,5.675246939063072e-09,1.8188575645616822e-15,-1.9049102331361814e-09,-2053154.8927862362,4.3484963563144847e-09,1.0423264029668644e-08,10,0.0057707265963303014,0.005770726596331057,0.005770726596331714,0.00577072659633212,18011.00685496349,18011.006854965846,18011.006854967898,18011.006854969164
20,0.011609228521011287,36233.547194167564,20,120958303.07256776,76062.441993080982,120882240.63057467,1590.2500617002374,5.0253060952056768e+17,2.9103830456733704e-09,9.315465065995454e-16,-7.420213361040927e-09,-1899470.5404724097,1.8538075137851083e-09,4.4333319237921387e-09,20,0.011609228521011398,0.011609228521011287,0.011609228521011525,0.011609228521012219,36233.54719416791,36233.547194167564,36233.547194168306,36233.547194170475
