voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.059848031304544643898775340866094819413708989694451091562802488604857665068600232,-186791.60831630663833785597356202213621035753537181182105690103040197252444747424,-150,2013254875059.8923297463657477783514200392045743167872321964928264290746410012432,0.0024920921942168175269373158972531045247887905562589234714688687347579445118839936,2013254875059.8898376541715309608244827233073212122624434059365675056031721325085,807857301480209.4867928361632277576514712962406959628228545344644979297753283441,4026509750119.7846594927314955567028400784091486335744643929856528581492820024865,1.7686873200833422592791248615015218321645568746365504276528544706905276012876651e-74,5.6664313944864062330873585525576352166441042430230728081667976259956275563962458e-81,-54017745.134807407558151782154217059025879590599989163500872560055401182167725483,-2.8677247091846010605408798170693613947453416041155427361565468794457547717664133e-75,8.1553432333020337308389852550479110220307408158497778653687574585864829363976824e-75,1.3827873118536852393262559302090255433936282001722543998061000101553181060187337e-74,-150,-0.059848031304544643898775340866094819413708989694451091562802488604857665068600237,-0.059848031304544643898775340866094819413708989694451091562802488604857665068600232,-0.059848031304544643898775340866094819413708989694451091562802488604857665068600236,-0.059848031304544643898775340866094819413708989694451091562802488604857665068600237,-186791.60831630663833785597356202213621035753537181182105690103040197252444747425,-186791.60831630663833785597356202213621035753537181182105690103040197252444747424,-186791.60831630663833785597356202213621035753537181182105690103040197252444747425,-186791.60831630663833785597356202213621035753537181182105690103040197252444747425
-140,-0.050089891735081104445979453863799589297854917637662571414496171994156694607100402,-156335.49230674502801961379192016991483347761517748503043124545545914293986364311,-140,2095350632763.0156708722223935914735553222814377155303261797570278712298360012097,0.0028143254230858733158915053709002841369703325775986227316781147763468232697506643,2095350632763.0128565467993077181576638169105374313933558471794292484981578864333,744530328857808.27583825917999956785623021311609867193012282668120989299128267256,4190701265526.0313417444447871829471106445628754310606523595140557424596720024193,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-75,9.2244232003267078213050022948612666317462162095724441063180426469696262545985396e-82,-47831771.425256617233567153801850846432336590327752696273943774583060519430088435,3.0197916152756026343543555681060761353769312153375822104094333449952060762485584e-75,6.7913578814563754494015279058214473613953011881800553726353009669346770737861961e-75,1.2041003803269820975460893506304352566255337162014933232935013019007885253886721e-74,-140,-0.050089891735081104445979453863799589297854917637662571414496171994156694607100401,-0.050089891735081104445979453863799589297854917637662571414496171994156694607100402,-0.050089891735081104445979453863799589297854917637662571414496171994156694607100402,-0.050089891735081104445979453863799589297854917637662571414496171994156694607100402,-156335.49230674502801961379192016991483347761517748503043124545545914293986364311,-156335.49230674502801961379192016991483347761517748503043124545545914293986364311,-156335.49230674502801961379192016991483347761517748503043124545545914293986364311,-156335.49230674502801961379192016991483347761517748503043124545545914293986364311
-130,-0.042274946809762738065743313626822694666454391653922748936882579693188021433602548,-131944.27843246797815944688294882461710971465453978249751479270772059789882980083,-130,2181143592828.2605020814661766395984203968705167140105390508493681771373730505291,0.0031782241465254502941294578482069228428976704140483775694389629187593584534157984,2181143592828.2573238573196511893042909390223097911676413804353197995679340876103,686277459446265.18772946514936343275753185860632758347063068367876160882529981412,4362287185656.5210041629323532791968407937410334280210781016987363542747461010582,1.0777938356757866892482167124774898664752768454816479168509581930770402570346709e-74,3.4921030686951108180654651544831937963039247079095681259632590020670727963837329e-81,-42361045.733500674260096700671441472625474222958777612147971462659340075720115372,4.302872132997904962145829009713921474770945201145602835378985227986635750341476e-75,6.9119152527880124017870078696400458286906675282550924742300043192776009866159041e-75,1.2204933263800879142096437515338837699723348439658523696833790190091382735917102e-74,-130,-0.04227494680976273806574331362682269466645439165392274893688257969318802143360255,-0.042274946809762738065743313626822694666454391653922748936882579693188021433602548,-0.042274946809762738065743313626822694666454391653922748936882579693188021433602552,-0.042274946809762738065743313626822694666454391653922748936882579693188021433602552,-131944.27843246797815944688294882461710971465453978249751479270772059789882980084,-131944.27843246797815944688294882461710971465453978249751479270772059789882980083,-131944.27843246797815944688294882461710971465453978249751479270772059789882980084,-131944.27843246797815944688294882461710971465453978249751479270772059789882980084
-120,-0.035939105801278503379444834544068857862462356009830180362191901196117966826987394,-112169.49376179308737758971637738799172375552485912466221170459467945569848308854,-120,2270738098751.2398699674295393187526445317994442863762270873073917073890774986673,0.0035891758084186592909312630741416892178193900803483782593046339055958306543801844,2270738098751.2362807916211206594617132687253025971584076972270433291297728647618,632662822875677.22877723331270245382787665678796627882168287354256163387477886436,4541476197502.4797399348590786375052890635988885727524541746147834147781549973347,3.0122955920169422853347595297447793704052609271153749470962677703948048209430546e-74,9.6856443603430432123702524096043299633335270200510663116339447793181075673284666e-81,-37520847.526580342918321517088196774870167817367882946102167988231424742102588922,-5.7871180647359021055173875771804005165092503922580609838302616821944474239523812e-76,7.1338864602119444647399316181919395268371934973574076680259155248970246814449462e-75,1.0826526702103448950176459064820273946174866775091997290799567686083774178748797e-74,-120,-0.035939105801278503379444834544068857862462356009830180362191901196117966826987385,-0.035939105801278503379444834544068857862462356009830180362191901196117966826987394,-0.035939105801278503379444834544068857862462356009830180362191901196117966826987384,-0.035939105801278503379444834544068857862462356009830180362191901196117966826987384,-112169.49376179308737758971637738799172375552485912466221170459467945569848308851,-112169.49376179308737758971637738799172375552485912466221170459467945569848308854,-112169.49376179308737758971637738799172375552485912466221170459467945569848308851,-112169.49376179308737758971637738799172375552485912466221170459467945569848308851
-110,-0.030743598478380095190092065603809622926952714154322215708931587497611278905459966,-95953.80299119880381975658899221716523908711899011143110434517207684457190286876,-110,2364252517213.5098720842839572825264697436360229526459543827131282401293336859072,0.0040532644614826821777958287884207246052358111409585401227403298034721113358727085,2364252517213.5058188198224746003486739148476022280407185715721697000065933561037,583295893885164.21793984398000607203335391282970886001263512644177953625877958542,4728505034427.0197441685679145650529394872720459052919087654262564802586673718144,1.5890550141373778110710887427552735210853440670562757748443614385110208917818866e-74,5.1063771287522846867938405560839154568595125445847458445689164652867573909384773e-81,-33237082.717879270579185101221920494276153964993823785454134443911070860560285973,-1.365607259691345663463169410430895362736036987026911916852900606339219639110078e-74,1.3566854095400795524011645041384878272388442174590499819845714969602722369372186e-74,1.6229169299680964901598182920433895081058169105225947074837416033512162776418044e-74,-110,-0.030743598478380095190092065603809622926952714154322215708931587497611278905459971,-0.030743598478380095190092065603809622926952714154322215708931587497611278905459966,-0.030743598478380095190092065603809622926952714154322215708931587497611278905459967,-0.030743598478380095190092065603809622926952714154322215708931587497611278905459967,-95953.802991198803819756588992217165239087118990111431104345172076844571902868775,-95953.80299119880381975658899221716523908711899011143110434517207684457190286876,-95953.802991198803819756588992217165239087118990111431104345172076844571902868762,-95953.802991198803819756588992217165239087118990111431104345172076844571902868762
-100,-0.026438596922366119211740993448328284445733770964319538026270154075196857413971288,-82517.468546710738289411529419090324007028882973006258330516310828155272856083002,-100,2461817813830.5763134255335291017707600340803212919731803168007151506694036559669,0.0045773608403866034750272007685035896122162802415896654061882976505866508405326119,2461817813830.5717360646931424982957328333118177023609640365591254852632153583163,537824720330034.4151129692960007713136120252983285337563470473486656003853423191,4923635627661.1526268510670582035415200681606425839463606336014303013388073119338,8.0143644191276446123585345286787708019956483381968691253019968203164531933347323e-75,2.5696607486624400359349649249970671331293030869523237153314547373701101709238789e-81,-29444754.943940170294847911693422900237859948159288417862147453286879494261326814,-8.2100098559393424944898880509409247468404791099874251984765354398303649348445909e-75,1.1038567143192615462059878049580755594184615871549072634536690506731133607413695e-74,1.8857513021802435587310665304255314383552786003586869403530624061042103591891008e-74,-100,-0.02643859692236611921174099344832828444573377096431953802627015407519685741397129,-0.026438596922366119211740993448328284445733770964319538026270154075196857413971288,-0.026438596922366119211740993448328284445733770964319538026270154075196857413971288,-0.026438596922366119211740993448328284445733770964319538026270154075196857413971288,-82517.468546710738289411529419090324007028882973006258330516310828155272856083009,-82517.468546710738289411529419090324007028882973006258330516310828155272856083002,-82517.468546710738289411529419090324007028882973006258330516310828155272856083001,-82517.468546710738289411529419090324007028882973006258330516310828155272856083001
-90,-0.02283783008850667532154842367127302242622416661997410222658027275581245993123792,-71279.120126425332321332345107821492596570344659274674536279985062229122902552602,-90,2563576502270.2088419662311299884608156363486044393601394657240600620798688779006,0.0051692240815296892183287488019477828471591581193594156717688700130954502947912649,2563576502270.2036727421496002992424868875466566565129803076047006464081000078875,495930619728829.61574533750642488316780758182632297211726513781252272458348804555,5127153004540.4176839324622599769216312726972088787202789314481201241597377558011,1.2574261416217511374562528312237381775544896530619225696594512252565469665404494e-74,4.0192129658566369792828938570466947466894227770279935034671471533224800109322208e-81,-26086693.391886889468945341725229666721054658316414856364050197107900644510550137,8.6600513238903372837574515912397466315714516229228204756129497356751826867691093e-75,9.1725508445950024296009040073658253438803093523652595581979498444824334168712424e-75,1.3466755359128702417683066727823084170144356236596795613293441517425074714616622e-74,-90,-0.022837830088506675321548423671273022426224166619974102226580272755812459931237916,-0.02283783008850667532154842367127302242622416661997410222658027275581245993123792,-0.022837830088506675321548423671273022426224166619974102226580272755812459931237918,-0.022837830088506675321548423671273022426224166619974102226580272755812459931237918,-71279.120126425332321332345107821492596570344659274674536279985062229122902552589,-71279.120126425332321332345107821492596570344659274674536279985062229122902552602,-71279.120126425332321332345107821492596570344659274674536279985062229122902552597,-71279.120126425332321332345107821492596570344659274674536279985062229122902552597
-80,-0.019800790162623566000267283679348092087977231994377485672873113633939986446111848,-61800.218984468061800824185805965920368409381443074682140243249293364399835188134,-80,2669681887082.8661460498605948614468120550798537305742657349869270365558870144,0.0058376165954199973432485974275527223377660812356968313058723375997403586435175359,2669681887082.8603084332651748641035634576523010082364996537512302052500146768003,457323951212796.51315239124125931570032387181697191681865088543557116529876078783,5339363774165.7322920997211897228936241101597074611485314699738540731117740288001,7.7380070253646223843461712690691580157199363265349081209812383092710582556335346e-75,2.4708276429446538807066970432664107049320221989926189570494757090097213181960374e-81,-23112462.353035417503479920137891654996937879382291654375627807739061531577821804,-6.5251893262555393180253526739904743893309437089453453116131475615394573029115673e-76,2.7579830926526675356985314828244021674086856804564623050727127081879125750086422e-75,4.4751136352150189520146679651048525083688068437975841393993365880980982061478936e-75,-80,-0.01980079016262356600026728367934809208797723199437748567287311363393998644611185,-0.019800790162623566000267283679348092087977231994377485672873113633939986446111848,-0.01980079016262356600026728367934809208797723199437748567287311363393998644611185,-0.01980079016262356600026728367934809208797723199437748567287311363393998644611185,-61800.218984468061800824185805965920368409381443074682140243249293364399835188141,-61800.218984468061800824185805965920368409381443074682140243249293364399835188134,-61800.218984468061800824185805965920368409381443074682140243249293364399835188141,-61800.218984468061800824185805965920368409381443074682140243249293364399835188141
-70,-0.017220194162244887151334180293809729711310883629420022920915790165171123305636045,-53745.924351575805310953864772426695669184330940712732591050111947912634852484097,-70,2780297538455.3909453563147701188321440852427787150993425704330870076985442990754,0.0065924337923146458089188552272844138163208476045186528614767756182926645710501931,2780297538455.3843529225224554730232252300154943012830217228285683548370675234571,421740684251788.38817012108795931090495092967214058386430283836358673024716365207,5560595076910.7818907126295402376642881704855574301986851408661740153970885981508,8.4979898582129335113801702329955931779781443586053008828633242146458943343118282e-75,2.7343825915254169613154113945481611801247712335518316458014197846374249254702814e-81,-20477380.444989713264949087154653253910182310031233177624817070959706381871725336,-2.9582843432550466884613334175073602385762346381361050045779057586244267513662592e-75,3.0325038525978654320639397520119325973945473839861384238820374690226115866714146e-75,4.2322837573355388049014749026083957166108338475286051622070132434785181881337169e-75,-70,-0.017220194162244887151334180293809729711310883629420022920915790165171123305636044,-0.017220194162244887151334180293809729711310883629420022920915790165171123305636045,-0.017220194162244887151334180293809729711310883629420022920915790165171123305636043,-0.017220194162244887151334180293809729711310883629420022920915790165171123305636043,-53745.924351575805310953864772426695669184330940712732591050111947912634852484092,-53745.924351575805310953864772426695669184330940712732591050111947912634852484097,-53745.924351575805310953864772426695669184330940712732591050111947912634852484089,-53745.924351575805310953864772426695669184330940712732591050111947912634852484089
-60,-0.015013094207636108029812885103452605537942571652743924784689662567265685310822753,-46857.347714220064883155992523805542892756108345057759558769988832073405948469398,-60,2895596950970.0960249598873978937955013494326324373970029295555016360280736284594,0.0074448505816825137220861356383278443084660626021776013791713364694815849032207974,2895596950970.0885801093057153800734152137943045930885368669533240346489022919899,388939565569588.62011530582537271785726462155259213712909456177533827131167182986,5791193901940.1920499197747957875910026988652648747940058591110032720561472569188,3.7308248158008000781669040047297726147221121574364735583302398991128316589661685e-75,1.185997268613433862739214580767877138367370655516457099383748340324666232734098e-81,-18141560.01942163880155880698490827126301072510071991039243020655384711626033951,1.0590357297804225346323973079568115884268420664586475834816423148556332754298294e-75,1.1716513013357231431185457372441498501819341579147749278012020544315955722591567e-75,1.8735448416510031697993621492061269473876113682205670652071477663463955525272101e-75,-60,-0.015013094207636108029812885103452605537942571652743924784689662567265685310822754,-0.015013094207636108029812885103452605537942571652743924784689662567265685310822753,-0.015013094207636108029812885103452605537942571652743924784689662567265685310822754,-0.015013094207636108029812885103452605537942571652743924784689662567265685310822754,-46857.347714220064883155992523805542892756108345057759558769988832073405948469401,-46857.347714220064883155992523805542892756108345057759558769988832073405948469398,-46857.347714220064883155992523805542892756108345057759558769988832073405948469402,-46857.347714220064883155992523805542892756108345057759558769988832073405948469402
