voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.000001613608460300027731885533801399088939354893568994995588476042367189381163846102,-3.3574874330004738338828931833982825954177835541026045747858377265614634249865405,-150,71650115082351584050.772695083318570585236187557865459499174078999346228373440731,0.12335485060155360722585488738711844762669014730987475300060231161570163938004201,71650115082351584050.649340232717016978010332670478341051547388852036353620440129,580845542213718008582.98686766979025319076640038632191057063585956688243327925239,143300230164703168101.54539016663714117047237511573091899834815799869245674688146,1.5213614527043059753429016790572584750330368630278111141638021065741964756607116e-75,7.3116631876089901694812289962141264566374634125235193756190808444365960616076847e-82,-10263758073.312681573751022956408324629375197084667030094204983219815950263673877,-1.5284184000075044875892806145271786257567979111771685931178241611432038674490867e-75,1.9198828844162258726085071140754525699380556628548549944326616929911387956682721e-75,3.0414986324255106597267276292500003583320549796720100417446671822367682478880353e-75,-150,-0.0000016136084603000277318855338013990889393548935689949955884760423671893811638466273,-0.000001613608460300027731885533801399088939354893568994995588476042367189381163846102,-0.0000016136084603000277318855338013990889393548935689949955884760423671893811638458964,-0.0000016136084603000277318855338013990889393548935689949955884760423671893811638458961,-3.3574874330004738338828931833982825954177835541026045747858377265614634249876334,-3.3574874330004738338828931833982825954177835541026045747858377265614634249865405,-3.3574874330004738338828931833982825954177835541026045747858377265614634249861125,-3.3574874330004738338828931833982825954177835541026045747858377265614634249861121
-140,-0.0000013125780814595581021532541504144069243751503340549017272192931857977698892885932,-2.7311237650011612488508156966985740453155849618607400486029754552454078339465916,-140,75989466095106091957.794021448899623193354232764376109097784693409903120723143801,0.17765885494028976388694337745596249902785427635638962947990431277770774524789688,75989466095106091957.616362593959333429467289386920146598756839133546731093663896,427726870808920638409.4591798342138825098219981520309907179762945469661568900555,151978932190212183915.5880428977992463867084655287522181955693868198062414462876,5.9819340776522320399363729373344238374992448832900445547225048867058540554786724e-75,2.8749189567766276945757893809967093384817934467126325280817761943494264247959304e-81,-11107533029.836601334491154973589032627138677583991773979061429978713694544488485,-3.6739517663366600514761883174379811161793184577708719337990803831449782421452448e-75,7.3867534364575912276675023688715337074689329677450165526408671371342226922833753e-75,1.1963617408116596833807177355688610245591779348012761863952196602104995734467775e-74,-140,-0.0000013125780814595581021532541504144069243751503340549017272192931857977698892914681,-0.0000013125780814595581021532541504144069243751503340549017272192931857977698892885932,-0.0000013125780814595581021532541504144069243751503340549017272192931857977698892897114,-0.0000013125780814595581021532541504144069243751503340549017272192931857977698892897126,-2.7311237650011612488508156966985740453155849618607400486029754552454078339525735,-2.7311237650011612488508156966985740453155849618607400486029754552454078339465916,-2.7311237650011612488508156966985740453155849618607400486029754552454078339489182,-2.7311237650011612488508156966985740453155849618607400486029754552454078339489207
-130,-0.0000010676631271321698282500625400038041990062744342419094397516537873494139375925345,-2.2215212799254469900244724674934931581555089962361122507921827578021469488907517,-130,80591621763009923189.595739392049688446951475095678331526046136838834340746001642,0.25586889031745461728479498438048077396585247966706668990709169024009441273165853,80591621763009923189.33987050173223382966668011129785075208028435916727405609455,314972334710251415163.65873660323768862235352820536375611765974486872031455318485,161183243526019846379.19147878409937689390295019135666305209227367766868149200328,6.5511073446072479888189524503624921637255056983241202773512033124314427657481297e-75,3.1484613735397687828549709883119105477007447552484047369831870227820220289675374e-81,-12401479915.98485336886224740116312624951420129451082749415068307706943029869735,5.2819131582654274828978237928968022893530895695702873900837512818652280798985566e-75,8.4942477400898295144425186247223283581968818746051145356927165194200379751538823e-75,1.3101118983087188298123944830762264674638959093622775762341531748100928215549313e-74,-130,-0.0000010676631271321698282500625400038041990062744342419094397516537873494139375931563,-0.0000010676631271321698282500625400038041990062744342419094397516537873494139375925345,-0.0000010676631271321698282500625400038041990062744342419094397516537873494139375956814,-0.000001067663127132169828250062540003804199006274434241909439751653787349413937595683,-2.2215212799254469900244724674934931581555089962361122507921827578021469488920454,-2.2215212799254469900244724674934931581555089962361122507921827578021469488907517,-2.2215212799254469900244724674934931581555089962361122507921827578021469488972994,-2.2215212799254469900244724674934931581555089962361122507921827578021469488973028
-120,-0.00000086838456201519477228330353683530951342037088072200462652467386365705195412193132,-1.8068759093116828305101702508093099158702266796490647889911138353968379744108375,-120,85472498350246282734.647765091506650995632214177554205744581085599181618424502705,0.36850901157890149236869376453921576663633073773960801966149967375086835531143551,85472498350246282734.279256079927749503263520413014989977944754861442010404841205,231941406219711290945.78224232916353240166515529578364702078249668077738917886722,170944996700492565469.29553018301330199126442835510841148916217119836323684900541,5.5450422020492840503682744617868814557779271216896523911306722158667173181434454e-75,2.6649478708610750704612257590097871068359039446809709512088465665013009087879194e-81,-15105601539.181783992051382573152683300372791195889998715847807281957512077494806,-5.5703181758379735528509726029322064533508125251000191248327386604957166048954745e-75,7.3306394709430140156523981970969403690164240047115594431838706304806032531087164e-75,1.1076366446822767872404724166048907114690984229917973407333528240110354564207313e-74,-120,-0.0000008683845620151947722833035368353095134203708807220046265246738636570519541223169,-0.00000086838456201519477228330353683530951342037088072200462652467386365705195412193132,-0.00000086838456201519477228330353683530951342037088072200462652467386365705195411965468,-0.00000086838456201519477228330353683530951342037088072200462652467386365705195411965196,-1.8068759093116828305101702508093099158702266796490647889911138353968379744116398,-1.8068759093116828305101702508093099158702266796490647889911138353968379744108375,-1.8068759093116828305101702508093099158702266796490647889911138353968379744061004,-1.8068759093116828305101702508093099158702266796490647889911138353968379744060947
-110,-0.00000070620493500396004285999893955586701267342705223503588179862071430179801722495839,-1.4694235018808989589174777542863993626595466691721768308105957296944823492792312,-110,90648976059473900558.552264620880477280779436684112777121979392355803277530124737,0.53073623544610838107156162794000487468339955198867564563577820434659761557540846,90648976059473900558.021528385434368899707875056172772247295992803814601884488959,170798543617959755048.12429839489297231721927592547608956238294246378104078254803,181297952118947801117.10452924176095456155887336822555424395878471160655506024947,1.260457234374388777493717533234959333419586421158581162950249583681526060186989e-74,6.0577573687259043510241051333061818902652777181761066905200383810792712894702862e-81,-25186179269.669212597699612340193261324432698998598914084138387221333111798030787,5.4691404852976129292576095983325475729262169417288756104716223376385437008773213e-75,1.5490535151587928137784268167325323927941301059638715012077842280678862148378305e-74,2.5221366284745181417110110507172752466949591420816095213604720547873875346033307e-74,-110,-0.00000070620493500396004285999893955586701267342705223503588179862071430179801721890063,-0.00000070620493500396004285999893955586701267342705223503588179862071430179801722495839,-0.00000070620493500396004285999893955586701267342705223503588179862071430179801722151355,-0.00000070620493500396004285999893955586701267342705223503588179862071430179801722151305,-1.4694235018808989589174777542863993626595466691721768308105957296944823492666266,-1.4694235018808989589174777542863993626595466691721768308105957296944823492792312,-1.4694235018808989589174777542863993626595466691721768308105957296944823492720634,-1.4694235018808989589174777542863993626595466691721768308105957296944823492720623
-100,-0.00000057415398761359974595142766758650115192644900988313155215393619672349786719883454,-1.1946608148431122416694183416878206614882478310786344149302347029996353459215642,-100,96138957410934057650.647363684419963865682837150812729536230796615963954728025387,0.76438009048578181183381081930606264826516418734969659832594426891413494182218681,96138957410934057649.882983593934182053849026331506666887965632428614258129699442,125773759164547905797.15899433464256510557587454539686484230005308071343725899474,192277914821868115301.29472736883992773136567430162545907246159323192790945605077,1.2786815319588513829916489131973898152782146314002816019520690126230305092227884e-74,6.1453432621871712016611190193406219543039996330156411899020692955249906465980874e-81,-66458141591.444884387774467126949733752529505936174696248537243856881698214758626,-4.7026467909995626310802529550720480469288472375087320583266084058194008322849248e-75,1.5850800006334511043612433100322157966457551956248007832481624482325032630428078e-74,2.5577232436846157400847439144662410033768706454002398968811963080261803936010685e-74,-100,-0.00000057415398761359974595142766758650115192644900988313155215393619672349786720497988,-0.00000057415398761359974595142766758650115192644900988313155215393619672349786719883454,-0.00000057415398761359974595142766758650115192644900988313155215393619672349786720273419,-0.00000057415398761359974595142766758650115192644900988313155215393619672349786720273527,-1.194660814843112241669418341687820661488247831078634414930234702999635345934351,-1.1946608148431122416694183416878206614882478310786344149302347029996353459215642,-1.1946608148431122416694183416878206614882478310786344149302347029996353459296783,-1.1946608148431122416694183416878206614882478310786344149302347029996353459296806
-90,-0.00000046651206331304260464721992463471558589485633471957773121692816306813483536647004,-0.97068677343537786627240475681661242379856144534100375609342177931926684600134707,-90,101961429157177669208.76323888469304667369044729547900827912434681453575403055433,0.97335119562756065202097304032632433406696802241514686468035812531516040912792372,101961429157177669207.78988768906548602166947425515268394505737879212060716587397,104752970577530165452.76302190933705363795228932727547895316883935047103531306549,203922858314355338417.52647776938609334738089459095801655824869362907150806110866,3.3488126708748860879582613880924075963496102960035047818619980408087608905293286e-74,1.6094393774524406934429170826140437976821026851653650126971859793372440233165685e-80,-7383553094.7717633207305176197932866972864176761484142829240325784578757077778259,9.5804332248696025905912536405726551736365816054550286062841687043275282873045884e-76,4.668598231407159468810044370480373699526965191952071659864894627307399548711574e-74,6.6955142810191363110102905526651184904529104534334233909524309817532031161529957e-74,-90,-0.00000046651206331304260464721992463471558589485633471957773121692816306813483538210553,-0.00000046651206331304260464721992463471558589485633471957773121692816306813483536647004,-0.00000046651206331304260464721992463471558589485633471957773121692816306813483538256276,-0.00000046651206331304260464721992463471558589485633471957773121692816306813483538256443,-0.97068677343537786627240475681661242379856144534100375609342177931926684603388035,-0.97068677343537786627240475681661242379856144534100375609342177931926684600134707,-0.97068677343537786627240475681661242379856144534100375609342177931926684603483173,-0.9706867734353778662724047568166124237985614453410037560934217793192668460348352
-80,-0.00000037852929361743416682022475822166320396241703453547519159935486208297537046770127,-0.78761817232092002726326720231812680607461656155050992347910357244853602067188464,-80,108136527947540760032.51153016814144046761388625517428732907510503937562395322655,0.79182860304528317380766922739549411001202451519043825378853922440011214865811643,108136527947540760031.71970156509615729380621702777879321906308052418518569943801,136565574332197541737.30253276259652784748701496113793483808713512102412372686303,216273055895081520065.0230603362828809352277725103485746581502100787512479064531,5.0800159411073190342504279727257527235299734777496780966996450157319534718131358e-74,2.4414556491776790569105642399441583562414652346623700904009319384735104800284073e-80,-2452342509.0274880133988264012853725279184996342458468823931228597144907253656134,2.1486998209033842838425730406128419533316763105945115456089975789039958569153938e-74,6.245815522327910278238221975794492610429264765435402315442157923988355587012683e-74,1.0157325836458377892935430510610179303240804481550648161021703918934618818016302e-73,-80,-0.00000037852929361743416682022475822166320396241703453547519159935486208297537044328672,-0.00000037852929361743416682022475822166320396241703453547519159935486208297537046770127,-0.00000037852929361743416682022475822166320396241703453547519159935486208297537045353407,-0.00000037852929361743416682022475822166320396241703453547519159935486208297537045353528,-0.78761817232092002726326720231812680607461656155050992347910357244853602062108448,-0.78761817232092002726326720231812680607461656155050992347910357244853602067188464,-0.78761817232092002726326720231812680607461656155050992347910357244853602064240648,-0.78761817232092002726326720231812680607461656155050992347910357244853602064240899
-70,-0.00000030615411301349046200956950650700341379300981197400226194492109855493869565341434,-0.63702478779336342201510280767034862696928542354640887804582053547072414607062509,-70,114685609969464585886.27393417990561925436526495388842850041914863122169615229675,0.64415859292842003050127723783760336971401325641481326904387075188866159989646252,114685609969464585885.62977558697719922386398771605082513070513537480688288325288,178039400899847408807.68765215804613541948853322701381136965766299152984246179397,229371219938929171772.5478683598112385087305299077768570008382972624433923045935,8.5107208272931375558363580579913878783322350621698767399509491228302754315204891e-74,4.0902524275456721112225653301850076552023612114200627221272230247190759785756988e-80,-969639676.18481538382280408905451013525102697899790721448533858998907174994816525,-4.3832027094664486575515053993504286681548178336171859258137880094441809326816137e-74,1.0423112219026414789387469107975301482765132583500729599003142507384371487441292e-73,1.7019698258738597756046670354140329704006972861677676903307988450077214767695448e-73,-70,-0.00000030615411301349046200956950650700341379300981197400226194492109855493869563339608,-0.00000030615411301349046200956950650700341379300981197400226194492109855493869565341434,-0.00000030615411301349046200956950650700341379300981197400226194492109855493869561251181,-0.00000030615411301349046200956950650700341379300981197400226194492109855493869561251743,-0.63702478779336342201510280767034862696928542354640887804582053547072414602897247,-0.63702478779336342201510280767034862696928542354640887804582053547072414607062509,-0.63702478779336342201510280767034862696928542354640887804582053547072414598551788,-0.63702478779336342201510280767034862696928542354640887804582053547072414598552958
-60,-0.00000024574242215634946642615195791798348960150245059903954971459946915887648410973372,-0.51132422421212955745140748851436764065811705207129440410715721950909787508677235,-60,121631324807510565246.0913282648030440427671195921060473939256612116000199887332,0.52402791620270920791312377755378476852364256893617736248716006347034881585485692,121631324807510565245.56730034860033483485399581455226262540201864266384262624604,232108483244354559266.86099163201595408713380598500133654849746359771838124212318,243262649615021130492.18265652960608808553423918421209478785132242320003997746639,1.0999933009230991145993996579545808369411802662817208137317005442779482842545549e-73,5.2865677843245497162630538065219304816813495443555186005894850417121221016216654e-80,-405504141.18040144965850126702330054070469879439867020903753632717125112902437588,1.110671161140562099811860761631029624188490943302138330421186482996545032700333e-73,1.3689926247674671104731311513493664524234230826532871735138618953304485156977944e-73,2.1996926006427538735461388322216794526403053222970193715215879238009211885486098e-73,-60,-0.00000024574242215634946642615195791798348960150245059903954971459946915887648407498078,-0.00000024574242215634946642615195791798348960150245059903954971459946915887648410973372,-0.00000024574242215634946642615195791798348960150245059903954971459946915887648412783683,-0.00000024574242215634946642615195791798348960150245059903954971459946915887648412784646,-0.51132422421212955745140748851436764065811705207129440410715721950909787501446079,-0.51132422421212955745140748851436764065811705207129440410715721950909787508677235,-0.5113242242121295574514074885143676406581170520712944041071572195090978751244401,-0.51132422421212955745140748851436764065811705207129440410715721950909787512446012
