"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_1i': '136.0 M', 'solute_1e': '7.0 M'}"
voltage,current,solute_1
-150,-0.00000010900063772147807017308648552468296306858632474819449748202048707415662650324239,-0.34020174070373931236546604489000012794107164057207916105873846314971551370030386
-140,-0.000000074918261149576397806381928302578937238465332767961309271879525006197785881923306,-0.23382728198993883143786993653889135688845567978104955358782772889160699995611682
-130,-0.000000048341149444929378679421246153127181344925623318039610415012024440742019263558145,-0.15087749514647122697423830780185995481474583269166816797542626285034354029120772
-120,-0.000000029382450118824287360345903138810218184688802949582110903832392393655120308270966,-0.09170552471543161312519491871332768791567497136434411146627847949489022222431497
-110,-0.000000016962935536778799136293678098567822214219651517852400403564793083758887556371722,-0.052942994808922596734043264583407588505655550456065438333859229545835663824909806
-100,-0.0000000093920722499325301071827226611654026107038969732980324475922298176910181668569575,-0.029313583801287548632493347072066604909782348135618145521048293471768861215302536
-90,-0.0000000050253443191999973477268723084322639196948442303189706749013033073800532715150928,-0.015684595253433201004069692151376322757844980630221673608004555307931882700832475
-80,-0.000000002604584189462471043944686544847854905480444298122226218273921441448891949042721,-0.0081291641368990985504943156730695590138527072931136473509689703019308735509830767
-70,-0.0000000012977108896231900555454908674534512260372543240375983712945681073246679354012382,-0.0040502836754781214766879100022601051426614384865186364261093496909590450528461301
-60,-0.00000000060294866959673075404539329754093040197812513694382002627663252939028435679304349,-0.0018818622646589600016165972209248059218772491949802342283225861754186351625560369
-50,-0.00000000023513201929924543028308419789365789606297194612491489491669238020913417227289373,-0.00073387022253197703547589437067267860650403581939522687358164475483438671333583188
-40,-0.00000000003834046285343639198049532634436623297740506836403745530066256443409047190271094,-0.00011966436595953930686077710702834980713315730217011194136022971634683836150817379
-30,0.00000000007051661100177988060486335441688930655281382327937289617159344916588640042496276,0.00022008929775836418279874819901905235125097160785089613889841196305775528405143614
-20,0.00000000013495499999754004481976032240849546110924574670858041356809345079877757317793077,0.00042120786516086158439538941854710097297294810178991042166024002361603692420466255
-10,0.00000000017750285773863456487539744861330607939593113955037037982339865905246842436348424,0.00055400392552632513684848961687156032642413115915857792766553084085501198979406874
0,0.00000000020974406738736315826989160206236104294936598857406307671074679209406966823348874,0.00065463192068465408511297220645327066437844184971196850407557041350151503050371776
10,0.00000000023760851416161112574904571286462315195226707588537254106344422867925178680697893,0.00074159960724597733382521294300735068421844985553048901008261341005862952735903702
20,0.00000000026408179849306884551923814737547255463689539507529425282459270363722415892970232,0.00082422533861756822367581210095033796530087712843246585142709762444297488222763214
30,0.00000000029053767821073588582025133593328139927875948037472386576837390970698195456157265,0.00090679674847295849096068447419312707410135705304301627485194984332256818723960788
40,0.00000000031737975539762023143604964029695483014614781777547953194648927314726380486429179,0.00099057351871916431796560441430446805183195600687205926499116999271221713730161894
50,0.00000000034442271334554278022052535888564698950418199236716878968024909785629659681890784,0.0010749772576327802672515161590232851764999781140313812404722538447338019257288114
60,0.00000000037125225365908520536108799594838515600991246198618584278313256482081648553097405,0.0011587148990608153062543472374373339016480343438842608375248254823047289457926544
70,0.00000000039756971656015656425694529143128752826182322341169764145399562596600992715384632,0.0012408542963800143082079107059220929110042076954476600182439539804626312448385392
80,0.000000000423377527842263702639486958592687408291440862526667444518864519223051206612134,0.0013214030207311601873803473603771297279681628396855210230738908930527933504211388
90,0.00000000044894556598484571307246450199181430428942435512433155599590137358080650265040159,0.001401203389465810660929556565437381679835993206286769655457350118295113582886437
100,0.00000000047466461454632879353738436031588170060663046975712601883917038260256165888404867,0.0014814750766115131633163883234308265824507369189167781604841254209323437458283555
"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_1i': '136.0 M', 'solute_1e': '7.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,1048621000.9865660955146662925406848862677316595554524683685726008078753143223556,0.00041439533973635573952387488207807001760874262187083243557842234339510014981006283,1048621000.9861517001749299368011610113856535895378437257467017683722968919789605,2530484540810.0241207413002106357402791975020144436253892683271176308819027174205,2097242001.9731321910293325850813697725354633191109049367371452016157506286447112,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-75,2.2136226892340236263962181650174038210528924076824449163007561160391244003121442e-81,189702019.37726176813420890060975726507390543948362535113063932043981387528771277,5.6836368907671981835613503787148215728439464226874182226088189305190846090214708e-74,4.8222716516924505526701287308968474156557079160311869127469672834343176688490117e-74,5.6731141569885009911992890019883427180035738805459714140125861348938744151691022e-74
-140,1072631314.1260720841590732391102794287363699476361208454283938185230418558915538,0.00043616492713714853205197030955765525722296992780989649525895988094856350931259495,1072631314.1256359192319360905782274584268122923788978755005839220277828960106053,2459233302334.7194690199085524030439063295088637947450278613814140095387598066503,2145262628.2521441683181464782205588574727398952722416908567876370460837117831077,9.5066943454479646436252961305706798478844932011714585486340927799615858569211997e-74,3.0459448736712806196488392929866947659718102920812234637038657752166339124252257e-80,175232430.17829173878888938852363706867575683457847461020284702139441967999859883,-5.3790586211671268657050295945638552430903426182261400838198140256306939133670208e-74,6.8632299936927747619002663631417279953506570094231852344805080895862100149060994e-74,9.1118212891981902905467517792309603768903106786070338516212020032063380213392644e-74
-130,1145774520.7677664914661832452390170020185528112869109069148556539513362964677034,0.00045907814452157547397410828982426182432699576478691746066515626915699486454784115,1145774520.7673074133216616697650428937287285494625839111500687364906711401985464,2495815874575.8328754857682912024415427511473470116874680926332208068105168451469,2291549041.5355329829323664904780340040371056225738218138297113079026725929354069,2.3953762888891175675481763508955470772923213885820969590329651528179803208540236e-74,7.6747856108717497673051044168980587949515183122417274603114674194587053625584029e-81,179652546.18529010174647396318115067944382510522287064187334805027231519352100213,1.2719123537151344914339096177097754258545546661030334633525779869915991163106058e-74,3.6364340438452370693169954078164143160659586232715392996534715097400466789531501e-74,5.1026929172819011879797268945546763734200688821170493057708337755325052697109608e-74
