"{'distance': [0.1, 0.105, 0.343, 0.71, 0.726, 0.832, 0.991], 'solute_1': [7.9, -7.52, 8.01, -12.0, 6.11, -6.72, 15.71]}","{'solute_1i': '130.0 mM', 'solute_1e': '161.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,28128404558.970613616560794844380259398242554292901355902633357338689203803681646,16.832472153522040838424326720271330737976694349512839712936090936604191052780547,28128404542.138141463038754005955932677971223554924661553120517625753112867077455,1671079821.3371766809395511749942362705348082082925654233404909743309342874480223,56256809117.941227233121589688760518796485108585802711805266714677378407607363292,8.29072181289066684037089778828838358827136034985883012962275533136184813103593e-76,3.9533242287114462091307152692262571278912355183881903312791611344155541091136598e-82,18068516844.783633432864798668962807760736135382503487324466398563607984603180086,2.1547409220127731028710537474871817250238544268650639951754941402279038279198911e-76,1.1002157599761282226536917365197979062939016822903431060207807986783842975807363e-75,2.0026979813783925796436953840334354585643334032389493757462688887416899635561116e-75
-140,28234211440.191873209383550089313511494199653672676368812421752811914761795816995,26.146357469722870632841880710081879595505122917610483236122973627951076549521987,28234211414.045515739660679456471630784117774077171245894811269575791788167865918,1079852574.9862752132759531989688485699791920727227748120560994091864776396881036,56468422880.38374641876710017862702298839930734535273762484350562382952359163399,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,17994948180.393576706782156948080603045043801222018170561753904341749971471901224,-1.8889088586762722292458801042103569257254400406472597087927332677867768614787976e-76,8.9697680851322546011183218328610576869203761746045754248060733853987244798872718e-76,1.5936576540743270555997668175764431614766396066571911277204092673478931445601211e-75
-130,28341862102.004671020894593777654613432167519873031623077195162132304097432645721,40.613880284453036574324693994583950377298091970936001651042468933504841155282237,28341862061.39079073644155720332991943758356949573353110625916048126162849914088,697836845.51938552237455402740885502610876766444010876602086089105190306959447378,56683724204.009342041789187555309226864335039746063246154390324264608194865291442,2.2108591501041778240989060768769022902056960932956880345660680883631595016095813e-75,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,17960566754.937451397654767094129120782045163650631282796432320618305947696033861,-1.3066063384027569867396968770588369178269772397075822468611679959897184683093666e-75,2.4986016409726483777409021286146017827788034791035608834377903478379771588674191e-75,4.4319805756987776294993357778205801763731167171566746514569305050625005240774233e-75
-120,28451344686.574694209400678509930319052129390470436903994300393202780196364635534,63.086694721051129948815101228180113691921109444192527047428466478280805413077549,28451344623.487999488349548561115217823949276778515794550107866155351729886354729,450988038.16521530985555891906568464031756266101428558792883901691401177036975998,56902689373.149388418801357019860638104258780940873807988600786405560392729271069,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,17995512129.63279073827313915465245908146012515104627621103661215249658705658046,1.2775035467606748043265602035329009033542931203154157449184233233826049251797155e-75,1.2729471536793635831163116763175424974699618974010449586921678578649119911646436e-75,1.6976706741583055021434809154394660923387378181818456370815797840540325104372003e-75
-110,28562647701.217024701460745405143458822663531467925409975563321266410635067048682,97.994356189369542049706537603286517543773448939610927662743197383513270466800131,28562647603.222668512091203355436921219377013924151961035952393603667437683535412,291472374.65411818812371085080881958016975859478808458162658530226540149477906814,57125295402.434049402921490810286917645327062935850819951126642532821270134097364,9.6725087817057779804327140863364475196499204081686351512265478865888228195419183e-76,4.6122116001633539106525011474306333158731081047862220531590213234848131272992698e-82,18147857236.942483459904604347534997464648654106446222844021550365995578518052227,4.7018624514725862801523614211626335575146736163818838413648826202503327863496767e-76,1.8585202316959617383335755526380348830089521613254227366372739460441883288620739e-75,3.2339481682337856116819885720353680549703200365140077006982343411907343299272594e-75
-100,28675760012.29258570495434508788738627041741774015749291997352536683896403583924,152.21741902044317241519675415900540854618846850270977799676427697808338623888148,28675759860.075166684511172672690632111412009193969024417263747370074687057755854,188386849.52634337374575757665266841515878551490628234814302171447322037682893481,57351520024.58517140990869017577477254083483548031498583994705073367792807167848,1.9345017563411555960865428172672895039299840816337270302453095773177645639083837e-75,9.2244232003267078213050022948612666317462162095724441063180426469696262545985396e-82,18480951723.476364636903922054670335597325967097472697618630527236165610120890689,-7.9289346638748817443577034239968990759647698951387076875191866598661868352584298e-76,9.2912195966361179237966893260433017965217364684840052163638803429063977523784988e-76,1.6004120127491863916173934554186944781906239588776403884776768820728857346755916e-75
-90,28790670839.225720269942573970794022743161175261032447172922418842772754061210056,236.44364384077344839904427923469718251022708842868821279091941884511049957084828,28790670602.782076429169125571749743508463992750805358744234206051853335216099557,121765467.5403920596422431601734030528945891991841057360633928416901293854251338,57581341678.451440539885147941588045486322350522064894345844837685545508122420113,2.0726804532226667100927244470720958970678400874647075324056888328404620327589825e-75,9.8833105717786155228267881730656428197280887959704758281979028360388852727841496e-82,19032349005.277383528132471042923748871598422730351482267169801815075362362071541,-1.4736917420446061954270422969122257030839739596490171967238604777272624688058045e-75,1.4923460934897356680961366729267941176487052389327173558655765238906977469445883e-75,2.1401699793339070477610642566068886359141284280695005657584032749656086595608851e-75
-80,28907369748.640623752595086424673548450962636685610072411237848735176698930561674,367.27463303785400023281250337084129507169929395760990810061889507271816952308454,28907369381.365990714741086191861045080121341613910778453627940634557803857843505,78707776.547315260841466445759262170495645216381748637355209983980650574304254768,57814739497.281247505190172849347096901925273371220144822475697470353397861123348,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.9649931715335846568480364519196928459184266387911427484593708508116655818352449e-82,19636138265.691930324554597027669286690887662177107945584387851971494891249247478,1.381555040460360068550880629418935990960390439159392914437690844440422309331587e-76,1.7767391059039614698267910244048249482687006231076983104845236246843554635027678e-75,2.8158179803504580175363452158870100665566001807879083292843282372283061758098556e-75
-70,29025846648.614402600021237491379298494006835303037086275870937621154481391023195,570.49812751121686580850770329769253697891528682024004258868882723863639420856883,29025846078.1162750888043716828715951963142983241217994556308950324656541523868,50878075.227413800858794539755410078931305431915335163462692212764609428257416446,58051693297.228805200042474982758596988013670606074172551741875242308962782046389,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-76,3.2944368572595385076089293910218809399093629319901586093993009453462950909280499e-82,19524150626.477193187372116864299144815882694328426788526239941944845012829812459,-7.0394472546127495778265168369950424922082496134627472314889254823857122688521473e-77,9.2453571830181210127181623592995517440608618356527964989972204134829059412653737e-76,1.5597904155137902527204110136557306000031015036295127875328554143386124990196683e-75
-60,29146091783.044570092900326140157490504563324562792911221182271386731987434847273,886.17095823293503221936226880527797570494303135460158008113670687368448395314261,29146090896.873611859965293920795221699285348857849879866580691305595280561162789,32889919.842513452753765614405353969074778225975284867754935546759168509560920257,58292183566.089140185800652280314981009126649125585822442364542773463974869694546,2.3490378469856889381050877066817086833435520991266685367264473438858569704601802e-75,1.1283446236113919388560583164249942219189568042066293237192605737811060686428571e-81,17646114295.601504372003996303485504521707273071938155872193596472203863678127914,4.6475068788772897024076201733542853395109210554943918164366816740928751943854366e-76,7.782108287683881758841395027078042729017407874801662213392085759282641470982263e-76,1.4313726373588737832642108229772980045541309698821155615023166252598158406467949e-75
-50,29268095726.128838055152553626559217250832211969702456840128634805286736390749431,1376.5145393926610328613527577807534291533875501368900746668818470359586006673843,29268094349.614298662491520765206459470078782816314906703238560138404889354790831,21262467.550137438530705261377352776926388636386518337993104456175484815643231874,58536191452.257676110305107253118434501664423939404913680257269610573472781498863,8.29072181289066684037089778828838358827136034985883012962275533136184813103593e-76,3.9533242287114462091307152692262571278912355183881903312791611344155541091136598e-82,14753708449.866003363076661126039978106790007209302885352838359547443061879360587,2.2953949269713547437303124224792263186247207316286246229086316545088966890500096e-76,9.8150341494993303242204909377383391146185020238458271253189757638170424476923302e-76,1.6943492692178184987387211098512892947732136281915630038812814842075181443913991e-75
-40,29391849376.955094914475326101012217248493320312926152290001164754923835474801035,2138.1791623341970662391253300733133269315729613442243539527416733533661862450744,29391847238.775932580278259861886887175179993381353190945776810802182162121434849,13746205.133188531881802388307784480510613828340441067758093033933858347005847983,58783698753.91018982895065220202443449698664062585230458000232950984767094960207,1.658144362578133368074179557657676717654272069971766025924551066272369626207186e-75,7.9066484574228924182614305384525142557824710367763806625583222688311082182273197e-82,12668972553.932085406501921188831671698617472581244922896089182150776087346708246,-7.7569492466290189884756807869244799858729895851467478553472180338745725692955491e-77,5.7884180512353474490911592328676807357828307938494583277937571803896338911316749e-76,1.0077441987997461767138763496898083517798692264139919452358575725332275820463021e-75
-30,29517343954.199511203737830966020025125433635260785278686737669054795259194422372,1961.9808646729901119926352694009905843442640939848738221923366094674392127398464,29517341992.218646530747718973384755724443050916521184701863846862458649726983159,15044664.545757058273835008767370549136829660384059978714765861449155765668119043,59034687908.399022407475661932040050250867270521570557373475338109590518388844744,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-75,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-82,12030144612.243359057617723751370837041835691128823720043306401171286565458732618,1.0427266901253424060156725896963073260487907383377926080766815252608415301909607e-75,1.3518804246024379390259149498641764291464991832381438101607825454142788482025375e-75,2.4357050837511188214092551136318371771780362193434873799130336686601296714180243e-75
-20,29644570990.930743775886245055210178105773368303567677429909218617014570426065268,1621.1805333206293385992886102822727282489771848198450604564617309311307767924136,29644569369.750210455256906455921567823500640054590492610064158160552839494934492,18285792.594739837152036072194134554195060510813806378457484553630495700260668989,59289141981.861487551772490110420356211546736607135354859818437234029140852130537,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,1.9766621143557231045653576346131285639456177591940951656395805672077770545568299e-82,12717876907.194070128170745740863201655264086537662608160453076685925967947314847,-4.8675014655566242610533262166561880961638125296216578319917044329008319494493935e-76,5.7845536615930309855460384212468932795174467520197511131313053862526745524560434e-76,1.1717381930580523650390910502915535431334944291931353817458235546255369601267784e-75
-10,29773522329.51825498444108849662065319874783247272862071695427270990606481233014,1339.5779586544619829037253234651364505792345457880549607504544715147010143533173,29773520989.940296329979105592895329733611381893494074928899311959451593297629126,22226046.746412762607335241929440156968069478182140392107466851336778850041737775,59547044659.03650996888217699324130639749566494545724143390854541981212962466028,2.2108591501041778240989060768769022902056960932956880345660680883631595016095813e-75,1.120108531468243092587035992947439519569183396876653927195762321417740330915537e-81,14482258575.420088131941742233576988176899548851921996199429210861437470891104087,-8.9555971527743294790841136565538811470496121943220471637910596898293685751788108e-76,8.9452944436811987624419243057577188354015691192224942272022853455859594558439442e-76,1.3082294565105432358551106387576298708844998735552268591945901657318626100367327e-75
0,29904190116.642798491715895676889746743256323171894039922918879720760591030735872,1106.8903619495620560033654115639674561880726518319930110906018638260276940806713,29904189009.752436542153839673524335179288866983821388090925868630158727204708177,27016397.598740181315981108990593510472821267079386962706615797514277112120166809,59808380233.285596983431791353779493486512646343788079845837759441521182061471743,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,17018728433.178644944912588170243513719441061020073133573012697348652344962806519,2.1242739699568368907526863684790113700915726384700190083557694050853412909189885e-76,6.2244439046429540891594410908901859514175531142199887525568389890249832671654387e-76,1.1417840796500285925772003613984886145790613865780518380790853187144333066992178e-75
10,30036566798.407160430084726961021355795372229548952869025357085353239896051120282,914.62110544689012682920977931941907415189786637472284403750131630543159973428553,30036565883.786054983194600131811576475953155397055002650634241315738579745688682,32840447.940167626555014992005364332558000083304293597581614265858315560139875707,60073133596.814320860169453922042711590744459097905738050714170706479792102240564,9.6725087817057779804327140863364475196499204081686351512265478865888228195419183e-76,4.6122116001633539106525011474306333158731081047862220531590213234848131272992698e-82,19907771665.455777904141032468062689336128805198134738251680219629721449632877702,3.826733515809134086252737592018606739646654302108709292617827356010055512467695e-76,4.5242446286453563095954889680525551641252935779725320017618125682715389780783725e-76,8.4290513410691085695724475969100650358875627966037686194172962963855187686840796e-76
20,30170645115.545282155849482744560452837269283330334654305709032428379551248245002,755.74943579372295243276023815349635703894683050980575720640903764025679792039781,30170644359.795846362126530311800214683772926291387823795903275221970513607988204,39921492.080055180718126544099987284386275592096233534963188079269283386642911619,60341290231.090564311698965489120905674538566660669308611418064856759102496490003,9.6725087817057779804327140863364475196499204081686351512265478865888228195419183e-76,4.6122116001633539106525011474306333158731081047862220531590213234848131272992698e-82,22662667344.062861743129755984079901116935687476506518697598278289967647485100969,1.9504331258729655627831783823735687566544353752747623188549870928013079915608972e-76,2.3772441503605595968507162691272416444674083882976723943165325928535094832215258e-76,5.3739586752247220756499640161545471955381712145531554428972553083597134365925585e-76
30,30306418098.727926066513259185679184906813008067491959828573531119363347845792661,624.47411972136726612682065989672367934826038632981286184067274401508663560361133,30306417474.253806345145993058858525010089328719231573498760669278690603830706025,48531103.4382822463409754998073700391269804385472568953370330474259821685322079,60612836197.455852133026518371358369813626016134983919657147062238726695691585321,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,24913628427.405934889934377736737822298529998392447671584138876483678411962871559,6.8547479466473508109359298196167917591931710900436509792115630741858175808743571e-76,6.0342656386494785573395914976430682775534329197393476083197054623880578122382519e-76,9.7319710364895164877417656159586695892892483492481239185105813074107393953593112e-76
40,30443879063.963081101332419162226494098537657294185968320559872165302268266372275,516.00161076165972766049507717317226017223887926816228640491514274651421542383219,30443878547.96147033967269150173141692536539712194708905239758576038712551985806,58999581.452905691437336937302184769184889955043180107881832485258410852369694769,60887758127.92616220266483832445298819707531458837193664111974433060453653274455,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,26542884386.669549943420532322915954186971326570406873581030233098284864422161509,1.9697042637131909592372875757392903514005291846817319506565292436112056793247899e-76,4.5429055475730074763601781854035626403258313088814812216514968326197625309290032e-76,8.6389862721789297911111446870367180733811483561689695714121895919674821857459772e-76
50,30583021608.089339665270606041345693796708944094599289308618115422988645606572606,426.37101186423591611698279254415293599816574466214336838701704504128214796775707,30583021181.718327801034689924362901252556008096433544646474747035971600565290458,71728660.619703469809201055504375626941772388711502726714971932999211569815178297,61166043216.178679330541212082691387593417888189198578617236230845977291213145212,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,1.9766621143557231045653576346131285639456177591940951656395805672077770545568299e-82,27637153878.412896166137169139543233691939080793427608736039100644950918526085532,-2.6075494080704105364032737001373315814430126881605561314664342176823488415056242e-76,2.0997367316608431983130409077084551761308150592244236897875069316620429925818957e-76,4.2242736027174962207123881731429675331468284474495879654108666114322570915137485e-76
60,30723839604.360510512061725369756651106649829730608285008054760356544524945094436,352.30944238680280552025585378767954788964365863859923400556660936686439515552743,30723839252.051068125258919849500797318970281840964626369455526350977915578230041,87206971.792225225578550328373581922458002875169660101986583204424156940908354981,61447679208.721021024123450739513302213299659461216570016109520713089049890188873,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,1.9766621143557231045653576346131285639456177591940951656395805672077770545568299e-82,28354970821.141637732357280779098563347312018926940689186909481196057067356880203,4.2738070461856541151509119203848657057256183444121929608015251303788416955591405e-77,1.6401870954963211031622176710162071918933472381574530857416616501924849555663504e-76,3.6781419700985598583182008177635014012205737570286627726020059744338088822821928e-76
70,30866327198.119765541295334941137303569270689395284230374089699271904565336924751,291.1125281528815062960260109388624743035406181316090972527048800423563673069855,30866326907.007237388413828645111292630408215091743612242480602019199685294568384,106028852.12109426949218705735456293081823361117054726235447574417866442862740033,61732654396.239531082590669882274607138541378790568460748179398543809130673849503,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,1.9766621143557231045653576346131285639456177591940951656395805672077770545568299e-82,28837619537.486967676268318049591302672552452413460035617186549145823219709416897,-9.7477379062286709941616655107663103752889386925932168211039028035359945372022785e-77,4.1392107881704129924991188822034697205394938785312729916168729080109551969476422e-76,9.5069477018072114080829722722536692695459408970896893310504388177666834476441964e-76
80,31010478802.561653639729451480399693477105617785787708018424650468844257320326965,240.54565064571410562700525525219237005536593080849105221453008307821928516317741,31010478562.01600299401534585339443822491324773042177720993359825431417424210768,128917229.3047826066248971792147831735791304169895092725591458549729382653984653,62020957605.12330727945890296079938695421123557157541603684930093768851464065393,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,1.9766621143557231045653576346131285639456177591940951656395805672077770545568299e-82,29183286981.736740137904546821954084271280966758809743440386803625046418382061913,-8.6513493201326965788294138094342283984871027088268920358958154489247475309414235e-77,1.8449206597413116411124257901350221142994978404880239584041684524248980620513849e-76,4.7594239602164102978138749953065638869171784001918695714200532861324411737314967e-76
90,31156289094.580339978127139120163106137166864097520276018801740804085221242739925,198.76234943136095999749089101643927299779456069358133197362591442247355868980864,31156288895.817990546766179122672215120727591099725715325220408830459306820266367,156751463.16047954508834746662655161966700149110039507070678730479401169070209522,62312578189.16067995625427824032621227433372819504055203760348160817044248547985,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,29452428605.269357527120223561743956149107036491630892441277179035795197014490275,3.1481111498074988452549711831902530760823486680028837246042215945577940481693896e-76,3.5024101440595764404338253268039039719909009708474910344853513377650329750313012e-76,7.5288401594639579393199561787563113246986317027783159835675405331832263426044356e-76
100,31303753010.702470563071655666401120359688114739784641596258162211058406559718533,164.23689825787477207976057371833231818183077402561546056623728898755009115475071,31303752846.465572305196883586640546641355796557953867570642701644821117572168442,190601218.98765540894778397295080230754136585817188125275151101085035427064339751,62607506021.404941126143311332802240719376229479569283192516324422116813119437067,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,29679978192.300481554735365638310385778373683385038765788818441608660819112002971,4.3334758865443388766007248495150540133092567258363987135349652691009537922460294e-76,3.5305938161814558376336399927200676384943506302957633984868169799566889784930997e-76,5.7414943699608454727413645596395109524854002689227330180895353680351484443274066e-76
"{'distance': [0.1, 0.105, 0.343, 0.71, 0.726, 0.832, 0.991], 'solute_1': [7.9, -7.52, 8.01, -12.0, 6.11, -6.72, 15.71]}","{'solute_1i': '130.0 mM', 'solute_1e': '161.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.11356880256150155901211675968902983229047058197992527243916921436700283861065393,-0.11356880256150155901211675968902983229047058197992527243916921436700283861065393,-0.11356880256150155901211675968902983229047058197992527243916921436700283861065393,-0.11356880256150155901211675968902983229047058197992527243916921436700283861065393,-236306.28914170112046779392183454000004588221963314291991999249193523602097854291,-236306.28914170112046779392183454000004588221963314291991999249193523602097854291,-236306.28914170112046779392183454000004588221963314291991999249193523602097854291,-236306.28914170112046779392183454000004588221963314291991999249193523602097854291
-140,-0.09652438167616670767695142517221918829604284281269836305932709789117032752924007,-0.09652438167616670767695142517221918829604284281269836305932709789117032752924007,-0.09652438167616670767695142517221918829604284281269836305932709789117032752924007,-0.09652438167616670767695142517221918829604284281269836305932709789117032752924007,-200841.41006276884569078644629754447647543994766187678960758351787880666841829686,-200841.41006276884569078644629754447647543994766187678960758351787880666841829686,-200841.41006276884569078644629754447647543994766187678960758351787880666841829686,-200841.41006276884569078644629754447647543994766187678960758351787880666841829686
-130,-0.081148270978265618682012695054620277328357062020228269140350813166534111690214098,-0.081148270978265618682012695054620277328357062020228269140350813166534111690214098,-0.081148270978265618682012695054620277328357062020228269140350813166534111690214099,-0.081148270978265618682012695054620277328357062020228269140350813166534111690214099,-168847.83807379446174327749607349375154799470838276103478454087988920173395607476,-168847.83807379446174327749607349375154799470838276103478454087988920173395607476,-168847.83807379446174327749607349375154799470838276103478454087988920173395607476,-168847.83807379446174327749607349375154799470838276103478454087988920173395607476
-120,-0.067261288302572160347078343249975716639312436629573612541005309156951404031470787,-0.067261288302572160347078343249975716639312436629573612541005309156951404031470787,-0.067261288302572160347078343249975716639312436629573612541005309156951404031470787,-0.067261288302572160347078343249975716639312436629573612541005309156951404031470787,-139952.74303489837711588458261680815856804509194698134981207489572799032969848169,-139952.74303489837711588458261680815856804509194698134981207489572799032969848169,-139952.74303489837711588458261680815856804509194698134981207489572799032969848169,-139952.74303489837711588458261680815856804509194698134981207489572799032969848169
-110,-0.05470594742785853748083795651945396014896346400132977484720870722744681984718171,-0.05470594742785853748083795651945396014896346400132977484720870722744681984718171,-0.05470594742785853748083795651945396014896346400132977484720870722744681984718171,-0.05470594742785853748083795651945396014896346400132977484720870722744681984718171,-113828.43826021335254394717322795059395008638505336811624965766984823646504588426,-113828.43826021335254394717322795059395008638505336811624965766984823646504588426,-113828.43826021335254394717322795059395008638505336811624965766984823646504588426,-113828.43826021335254394717322795059395008638505336811624965766984823646504588426
-100,-0.043336667977009625783725770220854140127374359076183587576895751034261765743273445,-0.043336667977009625783725770220854140127374359076183587576895751034261765743273445,-0.043336667977009625783725770220854140127374359076183587576895751034261765743273446,-0.043336667977009625783725770220854140127374359076183587576895751034261765743273446,-90172.009939678788154587149452812846911462122563404668843087893986518924852235871,-90172.009939678788154587149452812846911462122563404668843087893986518924852235872,-90172.009939678788154587149452812846911462122563404668843087893986518924852235872,-90172.009939678788154587149452812846911462122563404668843087893986518924852235873
-90,-0.032989123923102093999275409661230842084255339046395075941525219723161748627366953,-0.032989123923102093999275409661230842084255339046395075941525219723161748627366953,-0.032989123923102093999275409661230842084255339046395075941525219723161748627366953,-0.032989123923102093999275409661230842084255339046395075941525219723161748627366954,-68641.539581985214002484537793863008149425453701457687851980592179130736960735843,-68641.539581985214002484537793863008149425453701457687851980592179130736960735843,-68641.539581985214002484537793863008149425453701457687851980592179130736960735843,-68641.539581985214002484537793863008149425453701457687851980592179130736960735845
-80,-0.023407126066194004038254414377893911824767642027532466277727383766257011508487957,-0.023407126066194004038254414377893911824767642027532466277727383766257011508487957,-0.023407126066194004038254414377893911824767642027532466277727383766257011508487957,-0.023407126066194004038254414377893911824767642027532466277727383766257011508487957,-48703.966013720357744588870407196939835700488142287089734407217911093107314110394,-48703.966013720357744588870407196939835700488142287089734407217911093107314110395,-48703.966013720357744588870407196939835700488142287089734407217911093107314110395,-48703.966013720357744588870407196939835700488142287089734407217911093107314110394
-70,-0.014127346870463970286659283582773732190165862973131149554378862283164860750386317,-0.014127346870463970286659283582773732190165862973131149554378862283164860750386317,-0.014127346870463970286659283582773732190165862973131149554378862283164860750386317,-0.014127346870463970286659283582773732190165862973131149554378862283164860750386317,-29395.228611036142785183859890061390079967976389576934171397662421934826792617828,-29395.228611036142785183859890061390079967976389576934171397662421934826792617828,-29395.228611036142785183859890061390079967976389576934171397662421934826792617828,-29395.228611036142785183859890061390079967976389576934171397662421934826792617828
-60,-0.0044181867443922474273885905141326934324800763202154394189441751276253850914236655,-0.0044181867443922474273885905141326934324800763202154394189441751276253850914236645,-0.0044181867443922474273885905141326934324800763202154394189441751276253850914236647,-0.0044181867443922474273885905141326934324800763202154394189441751276253850914236644,-9193.064387000098641993300211566280889580740281280861474556436423770083833084279,-9193.064387000098641993300211566280889580740281280861474556436423770083833084277,-9193.0643870000986419933002115662808895807402812808614745564364237700838330842774,-9193.0643870000986419933002115662808895807402812808614745564364237700838330842767
-50,0.0064564073432902243783167728203808094267122992090527969121744348170296080222493872,0.0064564073432902243783167728203808094267122992090527969121744348170296080222493874,0.0064564073432902243783167728203808094267122992090527969121744348170296080222493875,0.0064564073432902243783167728203808094267122992090527969121744348170296080222493876,13434.056061777412295093959867143464494847100939716885053462299639668463443075261,13434.056061777412295093959867143464494847100939716885053462299639668463443075262,13434.056061777412295093959867143464494847100939716885053462299639668463443075262,13434.056061777412295093959867143464494847100939716885053462299639668463443075262
