voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,1.5250299941863483e-06,9.519538041113286,-150,236011738510.54465,11240.851615800242,236011727269.69302,20995894.846508287,8.6096821396643158e+20,1.419024897586496e-10,2.2732670238410912e-17,462861428.58526045,-1.1641532182693481e-10,5.2082847846840706e-10,7.1311534460697171e-10,-150,1.5250299941822654e-06,1.5250299941863483e-06,1.5250299941863438e-06,1.5250299941636156e-06,9.519538041087799,9.519538041113286,9.519538041113258,9.519538040971383
-140,2.306373740751848e-06,14.396839829911663,-140,256156845770.39572,12940.405274891198,256156832829.99045,19795117.720727604,5.4019508167432009e+21,3.346940502524376e-10,5.3618032594144466e-17,437592283.94698763,-2.9103830456733704e-10,3.3055597532327666e-10,4.9483706027067878e-10,-140,2.3063737407599314e-06,2.306373740751848e-06,2.3063737407518558e-06,2.3063737407063133e-06,14.396839829962119,14.396839829911663,14.396839829911709,14.396839829627424
-130,3.1832809169398816e-06,19.870667396628477,-130,278035009332.50494,14896.921906082005,278034994435.58301,18663923.398765411,5.7377318631152366e+20,1.0186340659856796e-10,1.6318513245327723e-17,413747033.18551427,1.8917489796876907e-10,2.399963366923996e-10,2.9109603627303776e-10,-130,3.1832809169482643e-06,3.1832809169398816e-06,3.183280916939886e-06,3.1832809169319458e-06,19.8706673966808,19.870667396628477,19.8706673966285,19.870667396578938
-120,4.189835099812882e-06,26.153777152390028,-120,301795019610.16345,17149.252868185136,301795002460.91058,17598143.891740382,2.721025296337049e+21,3.7834979593753815e-10,6.061198363962322e-17,391261470.04813677,-5.8207660913467407e-11,2.3464258315801241e-10,2.6195845503635545e-10,-120,4.189835099821753e-06,4.189835099812882e-06,4.1898350998128785e-06,4.189835099761141e-06,26.1537771524454,26.153777152390028,26.153777152390006,26.15377715206705
-110,5.365028086430266e-06,33.48956358570703,-110,327598448014.81635,19742.123627357163,327598428272.69269,16593880.891357344,2.3798357440462533e+20,5.820766091346741e-11,9.324985716322592e-18,370071270.7348249,3.2014213502407074e-10,3.4065160323523583e-10,5.5301718759892537e-10,-110,5.365028086423769e-06,5.365028086430266e-06,5.365028086430264e-06,5.365028086433094e-06,33.489563585666474,33.48956358570703,33.48956358570702,33.48956358572468
-100,6.754155932078778e-06,42.16077360848176,-100,355620744686.1051,22727.021889152453,355620721959.08319,15647485.465565637,1.6908430580315891e+21,2.5437429940211587e-12,4.0742284762931846e-19,350112546.02980256,-1.4551915228366852e-10,2.6193450726911767e-10,3.7852210276780041e-10,-100,6.754155932079185e-06,6.754155932078778e-06,6.7541559320788e-06,6.754155932079185e-06,42.160773608484305,42.16077360848176,42.1607736084819,42.160773608484305
-90,8.410427035486913e-06,52.49954454111682,-90,386052430506.73828,26163.220011157417,386052404343.51825,14755539.65995411,4.7732320690245383e+20,8.731149137020111e-11,1.3987902090957516e-17,331322309.3577624,-1.4551915228366852e-10,1.455192328181836e-10,2.0392931874418929e-10,-90,8.410427035473222e-06,8.410427035486913e-06,8.41042703548694e-06,8.41042703548721e-06,52.499544541031355,52.49954454111682,52.49954454111699,52.49954454111867
-80,1.0396832951094547e-05,64.89908209172627,-80,419100391500.30444,30118.951998675409,419100361381.35242,13914839.783228045,1.5835349996923657e+20,2.0372681319713593e-10,3.263617945770819e-17,313638865.98632514,2.6193447411060333e-10,2.7456502603724978e-10,3.7853809019619544e-10,-80,1.0396832951066253e-05,1.0396832951094547e-05,1.0396832951094527e-05,1.039683295109889e-05,64.89908209154964,64.89908209172627,64.89908209172614,64.89908209175337
-70,1.2788339686826995e-05,79.82733886908237,-70,454989284405.69043,34672.768455551522,454989249732.922,13122381.184789449,1.7977412205439294e+20,2.5195845410053153e-10,4.036281400256192e-17,297002129.65686262,1.7462298274040222e-10,3.9046889812987384e-10,5.2407145290089829e-10,-70,1.2788339686858013e-05,1.2788339686826995e-05,1.2788339686826975e-05,1.2788339686867337e-05,79.82733886927599,79.82733886908237,79.82733886908224,79.8273388693342
-60,1.5674465577905557e-05,97.84310597943545,-60,493963062977.05566,39915.096395955617,493963023061.95929,12375344.357858203,6.6284871241514602e+20,3.4924596548080444e-10,5.594822023204105e-17,281353873.53106999,-1.7462298274040222e-10,3.134578679952767e-10,5.2399684764836696e-10,-60,1.5674465577934007e-05,1.5674465577905557e-05,1.5674465577905557e-05,1.567446557787806e-05,97.84310597961303,97.84310597943545,97.84310597943544,97.84310597926378
-50,1.9162321433707048e-05,119.61499022289044,-50,536286635378.47394,45950.03489095017,536286589428.43903,11671082.223358557,2.3998949994022345e+20,1.3422152278508293e-10,2.150108433310316e-17,266637922.58405775,1.7462298274040222e-10,2.6031257982177253e-10,3.4931702062174219e-10,-50,1.9162321433728525e-05,1.9162321433707048e-05,1.9162321433707024e-05,1.91623214337192e-05,119.6149902230245,119.61499022289044,119.61499022289028,119.6149902229663
-40,2.3380199499982425e-05,145.94381710351078,-40,582247663932.95874,52897.422206738687,582247611035.5365,11007108.468487624,3.6404500287688638e+20,4.656612873077393e-10,7.459988573058074e-17,252800294.54208705,3.4924596548080444e-10,3.4924597617826571e-10,5.8223293027126477e-10,-40,2.3380199499945714e-05,2.3380199499982425e-05,2.338019949998243e-05,2.3380199500020314e-05,145.94381710328162,145.94381710351078,145.9438171035108,145.94381710374728
-30,2.8481809732149967e-05,177.78907448283377,-30,632158519452.68701,60895.215482612446,632158458557.47156,10381086.829936396,7.2704179785116279e+19,3.19175796903437e-10,5.11336849598476e-17,239789296.23014721,-5.2386894822120667e-10,3.9046901422387401e-10,6.4072480827903622e-10,-30,2.84818097322011e-05,2.8481809732149967e-05,2.8481809732150028e-05,2.8481809732173125e-05,177.78907448315294,177.78907448283377,177.78907448283414,177.78907448297832
-20,3.465127465529701e-05,216.30009148125475,-20,686358403427.39758,70102.230202843537,686358333325.16736,9790821.2255358044,1.0663913299287237e+20,4.7208459363901056e-11,7.562310153086393e-18,227555581.82616785,3.4924596548080444e-10,1.1641545019640147e-10,1.1672796756956316e-10,-20,3.4651274655304567e-05,3.465127465529701e-05,3.4651274655297004e-05,3.4651274655304567e-05,216.30009148130193,216.30009148125475,216.30009148125473,216.30009148130193
-10,4.210900718148692e-05,262.8527289730769,-10,745215652488.30127,80701.293861348866,745215571787.00745,9234246.649981102,4.97228333048489e+19,2.3283064365386963e-10,3.729655473350135e-17,216052179.06895319,1.1641532182693481e-10,2.6031270511213478e-10,3.4967229806115441e-10,-10,4.210900718146018e-05,4.210900718148692e-05,4.2109007181486945e-05,4.2109007181497475e-05,262.85272897291,262.8527289730769,262.8527289730771,262.8527289731428
0,5.111860831339313e-05,319.09243641319057,0,809130240803.1488,92902.876442747045,809130147900.27234,8709420.7605271395,2.0710843153160857e+20,1.4273382475948893e-10,2.286988957586611e-17,205234488.98033783,0.0,1.1641683449597847e-10,1.1726798004874084e-10,0,5.111860831338891e-05,5.111860831339313e-05,5.1118608313393074e-05,5.111860831337026e-05,319.09243641316425,319.09243641319057,319.0924364131902,319.09243641304784
10,6.199493234201798e-05,386.9845963921222,10,878536497402.76379,87038.853257124749,878536410363.91052,10093612.961644223,1.1045711589298352e+19,3.675495463539846e-10,5.888573049311896e-17,195060264.17503181,2.3283064365386963e-10,4.3558733929052391e-10,6.9985617301426828e-10,10,6.199493234207674e-05,6.199493234201798e-05,6.199493234201786e-05,6.199493234203945e-05,386.98459639248904,386.9845963921222,386.9845963921215,386.9845963922562
