voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3274056699518752,-65443.54002284363,-307900.02561058727,-65443.54002284363,-307900.02561058727,-65443.54002284363,-307900.02561058727,-150,152492796.92616007,437091.23965534702,152055705.68650472,348.8809271181068,6.3249812773560704e+17,5.820766091346741e-11,2.3283064365386963e-10,5.820766091346741e-11,2.3283064365386963e-10,5.820766091346741e-11,2.3283064365386963e-10,3.3306690738754696e-16,-2.3171995028321743e-10,-437091.23965534702,6.7646843958468287e-10,1.2951204553246498e-09,-150,-0.32740566995187487,-0.3274056699518752,-65443.54002284357,-65443.54002284363,-307900.02561058704,-307900.02561058727,-65443.54002284357,-65443.54002284363,-307900.02561058704,-307900.02561058727,-65443.54002284357,-65443.54002284363,-307900.02561058704,-307900.02561058727
-140,-0.27013905820165646,-58528.82825108321,-251779.1337330273,-58528.82825108321,-251779.1337330273,-58528.82825108321,-251779.13373302747,-140,127735025.29915945,399649.3087426264,127335375.99041682,319.61778115177634,2.5568519901293706e+18,0.0,1.4551915228366852e-10,0.0,1.4551915228366852e-10,0.0,3.2014213502407074e-10,1.6653345369377348e-16,9.0990957037427871e-11,-399649.30874262634,6.9545367414530606e-10,1.1932570487260818e-09,-140,-0.2701390582016563,-0.27013905820165646,-58528.82825108321,-58528.82825108321,-251779.13373302715,-251779.1337330273,-58528.82825108321,-58528.82825108321,-251779.13373302715,-251779.1337330273,-58528.82825108321,-58528.82825108321,-251779.13373302715,-251779.13373302747
-130,-0.22286668568842966,-52199.892664678206,-205763.02254867382,-52199.892664678206,-205763.02254867382,-52199.892664678206,-205763.02254867394,-130,107308145.48287363,366207.20243857335,106941938.28043506,293.02576456254496,1.711940830255682e+18,2.9103830456733704e-11,2.3283064365386963e-10,2.9103830456733704e-11,2.3283064365386963e-10,2.9103830456733704e-11,3.4924596548080444e-10,2.7755575615628914e-16,-6.6160634774511126e-11,-366207.20243857324,8.9292928116526312e-10,1.6370904631912708e-09,-130,-0.22286668568842938,-0.22286668568842966,-52199.89266467818,-52199.892664678206,-205763.0225486736,-205763.02254867382,-52199.89266467818,-52199.892664678206,-205763.0225486736,-205763.02254867382,-52199.89266467818,-52199.892664678206,-205763.0225486736,-205763.02254867394
-120,-0.1837829774554512,-46393.39114905111,-168004.90394217355,-46393.39114905108,-168004.90394217355,-46393.3911490512,-168004.90394217355,-120,90458926.709870115,336430.22090301686,90122496.488967091,268.87871864503757,1.2443524137785618e+18,2.9103830456733704e-11,8.731149137020111e-11,5.820766091346741e-11,8.731149137020111e-11,6.548361852765083e-11,8.731149137020111e-11,5.551115123125783e-17,7.2637544354188655e-11,-336430.22090301674,4.5116804534125541e-10,8.9494278654456139e-10,-120,-0.18378297745545125,-0.1837829774554512,-46393.39114905114,-46393.39114905111,-168004.90394217364,-168004.90394217355,-46393.39114905114,-46393.39114905108,-168004.90394217364,-168004.90394217355,-46393.39114905113,-46393.3911490512,-168004.90394217364,-168004.90394217355
-110,-0.15140343451226418,-41051.210285401,-136989.4120361012,-41051.210285401,-136989.4120361012,-41051.210285401,-136989.41203610125,-110,76570426.319253787,310020.34609636012,76260405.973157421,246.98516495254239,1.0386054093198223e+18,3.637978807091713e-11,5.820766091346741e-11,3.637978807091713e-11,5.820766091346741e-11,3.637978807091713e-11,1.1641532182693481e-10,5.551115123125783e-17,-1.3011634295700628e-10,-310020.34609635989,4.4987546591759638e-10,7.6397554948925972e-10,-110,-0.15140343451226412,-0.15140343451226418,-41051.210285400964,-41051.210285401,-136989.41203610113,-136989.4120361012,-41051.210285400964,-41051.210285401,-136989.41203610113,-136989.4120361012,-41051.210285400964,-41051.210285401,-136989.41203610113,-136989.41203610125
-100,-0.12450589705310836,-36119.883732075425,-111471.7862374874,-36119.883732075425,-111471.7862374874,-36119.883732075425,-111471.7862374875,-100,65137822.932081714,286713.25911487255,64851109.672966845,227.18803843663207,6.7233769412544064e+17,1.4551915228366852e-11,5.820766091346741e-11,1.4551915228366852e-11,5.820766091346741e-11,1.4551915228366852e-11,4.3655745685100555e-11,2.7755575615628914e-17,-3.1561646632091072e-11,-286713.25911487243,1.1999816708318134e-10,2.9103830456733704e-10,-100,-0.12450589705310838,-0.12450589705310836,-36119.88373207541,-36119.883732075425,-111471.78623748745,-111471.7862374874,-36119.88373207541,-36119.883732075425,-111471.78623748745,-111471.7862374874,-36119.88373207541,-36119.883732075425,-111471.78623748745,-111471.7862374875
-90,-0.10208226898682596,-31550.057115452622,-90427.91462457283,-31550.057115452622,-90427.91462457283,-31550.057115452622,-90427.91462457288,-90,55748682.364207648,266275.69479826093,55482406.669409387,209.36451750297618,2.2576462208780531e+18,1.8189894035458565e-11,2.9103830456733704e-11,1.8189894035458565e-11,2.9103830456733704e-11,1.8189894035458565e-11,7.275957614183426e-11,4.163336342344337e-17,8.0109449170636329e-11,-266275.69479826087,8.8515844695185929e-11,1.8917489796876907e-10,-90,-0.10208226898682592,-0.10208226898682596,-31550.05711545264,-31550.057115452622,-90427.9146245728,-90427.91462457283,-31550.05711545264,-31550.057115452622,-90427.9146245728,-90427.91462457283,-31550.05711545264,-31550.057115452622,-90427.9146245728,-90427.91462457288
-80,-0.08329877406153405,-27295.994074781713,-73013.23273948603,-27295.994074781713,-73013.23273948603,-27295.994074781713,-73013.232739486,-80,48066869.544406086,248503.10713354201,47818366.437272541,193.42562794828814,2.0099166778605875e+18,1.8189894035458565e-11,1.4551915228366852e-11,1.8189894035458565e-11,1.4551915228366852e-11,1.8189894035458565e-11,1.4551915228366852e-11,1.3877787807814457e-17,-5.4498925470755762e-11,-248503.10713354201,1.4982113703426149e-10,2.7648638933897018e-10,-80,-0.08329877406153403,-0.08329877406153405,-27295.994074781695,-27295.994074781713,-73013.23273948602,-73013.23273948603,-27295.994074781695,-27295.994074781713,-73013.23273948602,-73013.23273948603,-27295.994074781695,-27295.994074781713,-73013.23273948602,-73013.232739486
-70,-0.0674631556743612,-23315.11851731162,-58528.82825108325,-23315.11851731162,-58528.82825108325,-23315.118517311617,-58528.8282510833,-70,41819465.413933866,233217.62208979434,41586247.79184407,179.31520371060287,6.7069551330564915e+17,1.4551915228366852e-11,4.3655745685100555e-11,1.4551915228366852e-11,4.3655745685100555e-11,1.0913936421275139e-11,1.0186340659856796e-10,6.938893903907228e-17,-3.8547336702681173e-11,-233217.62208979431,2.2461389075663655e-10,4.1472958400845528e-10,-70,-0.06746315567436113,-0.0674631556743612,-23315.118517311606,-23315.11851731162,-58528.82825108321,-58528.82825108325,-23315.118517311606,-23315.11851731162,-58528.82825108321,-58528.82825108325,-23315.118517311606,-23315.118517311617,-58528.8282510832,-58528.8282510833
-60,-0.05399751060674289,-19567.588502444756,-46393.39114905111,-19567.588502444756,-46393.39114905111,-19567.588502444756,-46393.39114905117,-60,36786167.811966568,220266.25739507109,36565901.554571494,167.0077307664362,9.370930501140992e+17,2.9103830456733704e-11,4.3655745685100555e-11,2.9103830456733704e-11,4.3655745685100555e-11,2.9103830456733704e-11,1.0913936421275139e-10,8.326672684688674e-17,1.0963463896366153e-10,-220266.25739507106,4.0894506663306366e-10,6.6211214289069176e-10,-60,-0.05399751060674281,-0.05399751060674289,-19567.588502444727,-19567.588502444756,-46393.391149051065,-46393.39114905111,-19567.588502444727,-19567.588502444756,-46393.391149051065,-46393.39114905111,-19567.588502444727,-19567.588502444756,-46393.39114905106,-46393.39114905117
