voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.016894422951308868,-35119.61628951034,-99.39171695186486,3.98660681751205e-06,-0.03519802300172016,3.8324253670181385e-05,0.012796120934680936,-150,32686653966210.246,0.0042953198053444965,32686653966210.242,7609830105208822.0,1.3349121963861076e+19,8.526279998477548e-06,3.7854882890542285e-06,5.238831016132067e-16,1.231220992221893e-05,1.0154464752777995e-13,4.4900021201055296e-13,1.2130817184097253e-12,312104.56672290602,-1.05833969428204e-05,1.5447344247366327e-05,2.4624345841387659e-05,-150,-0.01689442295252195,-0.016894422951308868,-35119.61628098406,-35119.61628951034,-99.39171316637658,-99.39171695186486,3.986606818035933e-06,3.98660681751205e-06,-0.03521033521164238,-0.03519802300172016,3.832425377172603e-05,3.8324253670181385e-05,0.012796120935129936,0.012796120934680936
-140,-0.009854707960665267,-20480.121749009893,-74.63185234719774,6.87905931083329e-06,-0.024070618979203234,5.938668778123629e-05,0.01913975847903604,-140,28416116017086.75,0.0036894109979776391,28416116017086.746,7702073862918261.0,1.8926059100492263e+19,1.0194286005571485e-05,7.396761532163509e-07,5.2028151752148144e-17,9.454554010478872e-06,8.702875930761272e-14,2.086941730539138e-13,2.370187379696631e-13,197543.85489892334,-1.3418342859949917e-05,1.3923323918453002e-05,2.0388321350001793e-05,-140,-0.009854707960428248,-0.009854707960665267,-20480.121738815607,-20480.121749009893,-74.63185308687389,-74.63185234719774,6.879059310781262e-06,6.87905931083329e-06,-0.024080073533213713,-0.024070618979203234,5.938668769420753e-05,5.938668778123629e-05,0.019139758479244734,0.01913975847903604
-130,-0.0055813474776682465,-11593.958402024318,-58.00118094600345,1.081195908257653e-05,-0.016930629262775804,8.967909722280842e-05,0.0275914292976162,-130,24742124516870.129,0.003178434423602773,24742124516870.125,7784374701311218.0,7.4315210711194157e+19,2.7114492695545778e-06,5.444619610273094e-06,1.2485265642528387e-17,2.732698847283943e-06,2.1835006404954255e-13,4.523326158079044e-13,1.744228893263422e-12,119146.5502415049,3.6083401937503368e-06,6.6680085601700462e-06,1.0888753327226169e-05,-130,-0.005581347479412475,-0.0055813474776682465,-11593.958404735768,-11593.958402024318,-58.00117550138384,-58.00118094600345,1.0811959082589014e-05,1.081195908257653e-05,-0.016933361961623088,-0.016930629262775804,8.967909744115849e-05,8.967909722280842e-05,0.027591429298068532,0.0275914292976162
-120,-0.0030309611509634527,-6291.2039282595015,-46.28827326619959,1.6375263366751684e-05,-0.011960614896722732,0.00013449655415323503,0.039208605378557436,-120,21569212613182.082,0.002747583521470514,21569212613182.078,7850248207063850.0,3.2124292309801808e+19,8.783499652054161e-07,1.9009779990142306e-06,3.606666289408811e-17,2.779603176589901e-06,3.349715795540609e-14,1.1560197243909442e-14,6.09205828144832e-13,70761.091001814915,-1.2419259292073548e-06,3.4801920140946951e-06,5.5592918787192248e-06,-120,-0.0030309611515726585,-0.0030309611509634527,-6291.2039273811515,-6291.2039282595015,-46.28827136522159,-46.28827326619959,1.6375263366715618e-05,1.6375263366751684e-05,-0.011963394499899322,-0.011960614896722732,0.00013449655418673218,0.00013449655415323503,0.039208605378568996,0.039208605378557436
-110,-0.0015531540246517183,-3219.336508279151,-37.17012767430025,2.404366848964126e-05,-0.007864417255773637,0.00019895592802163242,0.05461796211716805,-110,18820760390939.535,0.0023843615364916955,18820760390939.531,7893417211649894.0,1.020852320214419e+21,1.1542601896508131e-06,1.0856278009896414e-06,9.434252966518397e-17,2.240012837426142e-06,1.394105913609528e-13,2.0106832865351976e-13,3.478951068197622e-13,43383.049749829341,1.8154605641029775e-06,2.7437545071014421e-06,4.4798694358138939e-06,-110,-0.0015531540243038232,-0.0015531540246517183,-3219.3365094334113,-3219.336508279151,-37.17012875992805,-37.17012767430025,2.4043668489546918e-05,2.404366848964126e-05,-0.00786217724293621,-0.007864417255773637,0.00019895592788222183,0.00019895592802163242,0.05461796211736912,0.05461796211716805
-100,-0.0007396160708721707,-1529.2423820144088,-29.238539294158656,3.375385081606235e-05,-0.0034945842879157696,0.0002847292718012595,0.07322220690076923,-100,16434357950854.77,0.0020782211950914858,16434357950854.768,7907896421069514.0,2.3847559281617498e+19,3.0265580335253617e-06,2.8610747193624775e-06,6.755663736757178e-16,1.6543720104131646e-07,1.0860420635722123e-13,5.689893001203927e-14,9.16710392491471e-13,29231.241103388642,5.0282033043913543e-06,4.1680769776269227e-06,6.0531258976964338e-06,-100,-0.0007396160717888811,-0.0007396160708721707,-1529.2423850409668,-1529.2423820144088,-29.238536433083937,-29.238539294158656,3.375385081673792e-05,3.375385081606235e-05,-0.0034944188507147283,-0.0034945842879157696,0.0002847292719098637,0.0002847292718012595,0.07322220690082613,0.07322220690076923
-90,-0.00032481133185933747,-668.5651659952165,-22.034532306370217,4.462121975525824e-05,0.0024709656250901935,0.00038727265294663527,0.09289094246651743,-90,14358499969645.537,0.0018202605907842021,14358499969645.535,7888156257593660.0,1.2078907347938804e+20,2.0674189045166713e-06,3.012475666253067e-06,6.353289205493495e-16,9.446139236498827e-07,9.927871242113029e-14,4.18928780554495e-13,9.64984223170845e-13,22735.095454689468,-3.4339645935688168e-06,3.7737979843772148e-06,6.0248526671494607e-06,-90,-0.00032481133089435325,-0.00032481133185933747,-668.5651639277976,-668.5651659952165,-22.034535318845883,-22.034532306370217,4.462121975462291e-05,4.462121975525824e-05,0.0024719102390138433,0.0024709656250901935,0.00038727265284735655,0.00038727265294663527,0.0928909424660985,0.09289094246651743
-80,-0.00013221761757010227,-269.9405048570825,-15.765531834832078,5.526347237426929e-05,0.012075160753658887,0.0004974781059944866,0.11090946533276994,-80,12550197577652.275,0.001602966510884472,12550197577652.273,7829357314974364.0,3.2127919398482136e+20,1.3284616215969436e-06,2.3584229289497216e-06,3.6536257960045893e-16,1.0301143421927866e-06,1.1252652455662204e-13,3.6665115388245795e-13,7.557121161488878e-13,20134.450792608717,-2.0554944057948887e-06,2.8962510252537641e-06,4.7170817420079132e-06,-80,-0.00013221761681439016,-0.00013221761757010227,-269.94050352862087,-269.9405048570825,-15.765534193255007,-15.765531834832078,5.5263472373903925e-05,5.526347237426929e-05,0.01207619086800108,0.012075160753658887,0.0004974781058819601,0.0004974781059944866,0.11090946533240328,0.11090946533276994
-70,-5.072093504597717e-05,-102.06426921576535,-10.755308315790312,6.45424357555699e-05,0.028799846536179063,0.0006071700891461529,0.12548163769504234,-70,10973226772508.822,0.0014199978036489821,10973226772508.82,7727636440219003.0,1.8967380400895099e+20,1.7059532808616495e-07,9.051794727099605e-07,4.371909735276236e-16,1.0759037198070087e-06,9.124873166094227e-14,3.05838687708615e-13,2.9008154385501417e-13,19244.67558561447,-2.3763641365803778e-07,1.4164574979794735e-06,2.1519200229040117e-06,-70,-5.0720935336058716e-05,-5.072093504597717e-05,-102.06426904517002,-102.06426921576535,-10.75530741061084,-10.755308315790312,6.454243575600709e-05,6.45424357555699e-05,0.028798770632459256,0.028799846536179063,0.0006071700892374016,0.0006071700891461529,0.1254816376947365,0.12548163769504234
-60,-1.8742040206589703e-05,-36.78838338135204,-7.075552347789138,7.198309686841793e-05,0.058600777308567276,0.0007128893332921521,0.13630169309019255,-60,9596822412759.1133,0.0012660025396357291,9596822412759.1113,7580413239550402.0,1.7338294637229051e+20,4.742959660575252e-07,2.1760576274232335e-07,4.255493527005605e-18,2.5678524515071466e-07,2.7794173212969397e-14,1.3725132141928498e-13,6.967516841260846e-14,19051.377075980807,-6.4407140598632395e-07,5.8153734598953439e-07,9.4857300090157425e-07,-60,-1.8742040136914535e-05,-1.8742040206589703e-05,-36.788382907056075,-36.78838338135204,-7.075552565394901,-7.075552347789138,7.198309686841367e-05,7.198309686841793e-05,0.058600520523322125,0.058600777308567276,0.0007128893333199463,0.0007128893332921521,0.1363016930900553,0.13630169309019255
