voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.009347296431355337,-5124.368106430683,0.0010926188980971419,-0.004672818864920609,-24049.464837678832,-5124.368110953053,0.00013474507520021273,-150,59546169289.100334,0.018095305095997372,59546169289.082237,3290697171072.9414,28493032271987520.0,4.0028689909377135e-06,7.702575214351467e-07,3.429678416266846e-13,4.028472176287323e-06,7.446560630341992e-07,8.5962303627337e-12,5.219696203040414e-13,437149.43365935696,6.3874176703393459e-06,5.7792201456625477e-06,9.5462773333698445e-06,-150,-0.009347296430833367,-0.009347296431355337,-5124.368110433552,-5124.368106430683,0.0010918486405757067,0.0010926188980971419,-0.004672818864577641,-0.004672818864920609,-24049.46483365036,-24049.464837678832,-5124.3681102083965,-5124.368110953053,0.0001347450837964431,0.00013474507520021273
-140,-0.0057912984218697105,-3419.5216812247822,0.0014807219147847106,-0.0031182001519263797,-14655.691973926085,-3419.521682469955,0.0001827480203340781,-140,50373010506.141029,0.016545232475500174,50373010506.124481,3044563476562.3452,2.386830745584177e+17,4.151961547904648e-07,1.0094851290412717e-07,3.8406951230474107e-13,5.914589564781636e-07,9.056957424036227e-07,6.5895192134877295e-12,7.85803713765354e-14,399674.6117327566,2.3079337552189827e-07,1.1630499345384311e-06,2.0133131613474763e-06,-140,-0.005791298421948291,-0.0057912984218697105,-3419.5216816399784,-3419.5216812247822,0.0014808228632976147,0.0014807219147847106,-0.003118200152310449,-0.0031182001519263797,-14655.691974517544,-14655.691973926085,-3419.5216815642593,-3419.521682469955,0.00018274802692359732,0.0001827480203340781
-130,-0.0034912480648376415,-2214.7046034330483,0.0019508108021312198,-0.0020195491886839424,-8681.82611818347,-2214.7046055264,0.00024093521911548732,-130,42721525108.985878,0.015160750102662447,42721525108.970718,2817903126144.356,1.1050794139215006e+17,2.1883929548494052e-06,1.5158721865149612e-06,8.035195772637671e-14,6.120644684415311e-07,6.043956091161817e-08,1.4925191589359663e-11,3.408970154772373e-13,366217.76224994502,2.5290646590292454e-06,2.7322532844289871e-06,4.3767846311022242e-06,-130,-0.0034912480644967445,-0.0034912480648376415,-2214.7046056214413,-2214.7046034330483,0.0019523266743177348,0.0019508108021312198,-0.0020195491887642944,-0.0020195491886839424,-8681.826117571405,-8681.82611818347,-2214.7046054659604,-2214.7046055264,0.0002409352340406789,0.00024093521911548732
-120,-0.0020604989890383907,-1400.6339145593276,0.002517056017059427,-0.0012772128079462566,-5030.388839039743,-1400.6339157396283,0.0003107009355492116,-120,36332210786.711151,0.013928001612556251,36332210786.69722,2608573131838.0415,58657127913502424.0,1.3706389836443122e-06,5.845382257665607e-07,2.512092096840224e-13,8.693596100783907e-07,8.326401257363614e-08,7.9575108980455e-12,2.3291611694897796e-13,336434.5403877924,1.7202692106366158e-06,1.7271527818504538e-06,2.9078115418930579e-06,-120,-0.0020604989888054746,-0.0020604989890383907,-1400.6339159299666,-1400.6339145593276,0.0025176405552851935,0.002517056017059427,-0.0012772128081974658,-0.0012772128079462566,-5030.388838170384,-5030.388839039743,-1400.6339158228923,-1400.6339157396283,0.0003107009435067225,0.0003107009355492116
-110,-0.0011972008459166256,-869.7687800686012,0.003192676626719071,-0.0007931264658506455,-2866.816325597339,-869.7687813631476,0.0003941054824757109,-110,30991692876.874622,0.012834649243951529,30991692876.861786,2414689508673.5464,2.0345972159966806e+17,1.4921808997314656e-06,8.032316804137442e-07,1.3464891094466802e-13,7.431021913362201e-07,5.4194742915569805e-08,4.207510614874163e-11,2.477295712316474e-13,310022.09667959792,1.6606063582003117e-06,1.8511949947307965e-06,3.0927519514484855e-06,-110,-0.001197200845668896,-0.0011972008459166256,-869.7687815607821,-869.7687800686012,0.0031934798583994847,0.003192676626719071,-0.0007931264659852944,-0.0007931264658506455,-2866.816324854237,-2866.816325597339,-869.7687814173423,-869.7687813631476,0.00039410552455081707,0.0003941054824757109
-100,-0.0006879355058893772,-532.8319199244904,0.004004231771789296,-0.00048587981749300253,-1614.286898523254,-532.8319189742447,0.0004939798306591858,-100,26524591759.537395,0.011869750358854854,26524591759.525524,2234637709945.6016,22446467938619908.0,1.3038528550168849e-06,1.4988015609798677e-06,1.0140011660192405e-13,3.004493009939324e-08,2.2500535123981535e-07,1.0864540820818003e-11,2.4492278864751693e-13,286713.96596359252,-1.3771932572126389e-06,1.9994921294225464e-06,3.0577163454162479e-06,-100,-0.0006879355061343,-0.0006879355058893772,-532.8319186206376,-532.8319199244904,0.004002732970228316,0.004004231771789296,-0.0004858798173916024,-0.00048587981749300253,-1614.286898553299,-1614.286898523254,-532.8319187492393,-532.8319189742447,0.000493979819794645,0.0004939798306591858
-90,-0.00039231960729310173,-323.2627902214038,0.004973972516310127,-0.00029477750846143336,-901.2108381317032,-323.2627897978472,0.0006140010693917522,-90,22786874123.198032,0.011023647924910474,22786874123.187008,2067090157306.8057,60975528445223744.0,3.254181137890555e-07,1.3659505984833092e-06,2.0784274908786093e-13,1.5232104715323658e-06,1.681519847807067e-07,6.784815331090099e-12,2.5194202193240534e-14,266275.98011676088,-2.5861663743853569e-07,2.0785003070152593e-06,3.382738445469719e-06,-90,-0.00039231960731829594,-0.00039231960729310173,-323.2627898959857,-323.2627902214038,0.00497533846690861,0.004973972516310127,-0.0002947775082535906,-0.00029477750846143336,-901.2108396549137,-901.2108381317032,-323.26278996599916,-323.2627897978472,0.0006140010626069369,0.0006140010693917522
-80,-0.0002226202746924878,-194.8565752338436,0.006148533821423524,-0.00017768619732126917,-499.97007642765556,-194.85657611126544,0.0007587874903413963,-80,19660425167.504852,0.010287873864574618,19660425167.494564,1911028986776.7317,22773090453502768.0,8.167169482931058e-07,1.5763949982178227e-08,1.4882797143116189e-13,5.946329224570945e-07,2.3785327130099176e-07,4.990396984538847e-12,9.273403442713879e-14,248503.222587759,1.0453804861754179e-06,1.0379969040301923e-06,1.6649724586562879e-06,-80,-0.00022262027459975378,-0.0002226202746924878,-194.85657605056056,-194.8565752338436,0.006148518057473542,0.006148533821423524,-0.00017768619747009714,-0.00017768619732126917,-499.97007583302263,-499.97007642765556,-194.85657587341217,-194.85657611126544,0.0007587874853509993,0.0007587874903413963
-70,-0.000125922494249838,-117.05239393659589,0.007568439199494098,-0.0001067379670634354,-275.9725791140511,-117.05239380316189,0.0009340378151786021,-70,17048627436.775721,0.0096550643037492407,17048627436.766066,1765770470338.0818,29125922460160704.0,1.6004086944576557e-07,1.5547218300965282e-07,1.5550886587559903e-13,3.090787004111917e-07,6.297540267041768e-09,1.3700375426153877e-10,2.4629712332135956e-14,233217.66906542087,-2.6007182896137238e-07,3.8125329538412663e-07,6.3102666556782636e-07,-70,-0.0001259224942744677,-0.000125922494249838,-117.05239377655502,-117.05239393659589,0.007568594671677108,0.007568439199494098,-0.00010673796690792653,-0.0001067379670634354,-275.9725794231298,-275.9725791140511,-117.05239380945943,-117.05239380316189,0.0009340376781748479,0.0009340378151786021
-60,-7.107486944012736e-05,-70.29563242397502,0.009291438874396915,-6.410131942775997e-05,-151.5464510488292,-70.29563251485253,0.0011467263848390016,-60,14872772042.003664,0.0091188858716549689,14872772041.994545,1630985654534.1797,89795642443391248.0,1.7664893903202028e-07,6.340357171612243e-07,2.0910528896519315e-13,3.989920287494897e-07,5.83996637715245e-08,5.177756010402157e-12,3.7654842893926344e-14,220266.27667738823,-2.3448956198990345e-07,7.7188813399346654e-07,1.2680817355927021e-06,-60,-7.107486940247252e-05,-7.107486944012736e-05,-70.29563260062396,-70.29563242397502,0.009292072910114076,0.009291438874396915,-6.410131963686526e-05,-6.410131942775997e-05,-151.54645144782123,-151.5464510488292,-70.29563257325219,-70.29563251485253,0.0011467263900167576,0.0011467263848390016
