voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3274056699518752,-65443.54002284342,-307900.0256105875,-65443.540022843656,-307900.0256105873,-65443.54002284361,-307900.02561058727,-150,152492796.92616007,437091.23965534702,152055705.68650472,348.8809271181068,6.3249812773560704e+17,1.964508555829525e-10,2.3283064365386963e-10,4.3655745685100555e-11,5.820766091346741e-11,0.0,0.0,5.551115123125783e-17,446861.17159115913,5.2386894822120667e-10,3.4620104280097643e-10,6.6938810050487518e-10,-150,-0.32740566995187514,-0.3274056699518752,-65443.54002284362,-65443.54002284342,-307900.02561058727,-307900.0256105875,-65443.54002284361,-65443.540022843656,-307900.02561058727,-307900.0256105873,-65443.54002284361,-65443.54002284361,-307900.02561058727,-307900.02561058727
-140,-0.2701390582016563,-58528.828251083425,-251779.13373302712,-58528.82825108322,-251779.13373302712,-58528.8282510832,-251779.13373302712,-140,127735025.29915945,399649.3087426264,127335375.99041682,319.61778115177634,2.5568519901293706e+18,2.3283064365386963e-10,2.9103830456733704e-11,1.4551915228366852e-11,2.9103830456733704e-11,7.275957614183426e-12,2.9103830456733704e-11,0.0,404357.76794459007,-5.8207660913467407e-10,2.6594595521596876e-10,4.6566128730773926e-10,-140,-0.2701390582016563,-0.2701390582016563,-58528.82825108319,-58528.828251083425,-251779.13373302715,-251779.13373302712,-58528.82825108321,-58528.82825108322,-251779.13373302715,-251779.13373302712,-58528.82825108321,-58528.8282510832,-251779.13373302715,-251779.13373302712
-130,-0.2228666856884296,-52199.89266467817,-205763.02254867382,-52199.89266467821,-205763.02254867382,-52199.89266467823,-205763.02254867376,-130,107308145.48287363,366207.20243857335,106941938.28043506,293.02576456254496,1.711940830255682e+18,6.548361852765083e-11,0.0,2.1827872842550278e-11,0.0,7.275957614183426e-12,5.820766091346741e-11,2.7755575615628914e-17,366012.0506645143,1.1641532182693481e-10,2.1324887187442577e-10,3.2741809263825417e-10,-130,-0.22286668568842963,-0.2228666856884296,-52199.892664678235,-52199.89266467817,-205763.02254867382,-205763.02254867382,-52199.892664678235,-52199.89266467821,-205763.02254867382,-205763.02254867382,-52199.892664678235,-52199.89266467823,-205763.02254867382,-205763.02254867376
-120,-0.1837829774554513,-46393.39114905096,-168004.90394217367,-46393.39114905111,-168004.90394217375,-46393.39114905114,-168004.90394217367,-120,90458926.709870115,336430.22090301686,90122496.488967091,268.87871864503757,1.2443524137785618e+18,1.964508555829525e-10,0.0,3.637978807091713e-11,8.731149137020111e-11,0.0,0.0,0.0,331422.81088277372,5.2386894822120667e-10,3.2644652345588192e-10,5.893525667488575e-10,-120,-0.1837829774554513,-0.1837829774554513,-46393.39114905116,-46393.39114905096,-168004.90394217367,-168004.90394217367,-46393.391149051145,-46393.39114905111,-168004.90394217367,-168004.90394217375,-46393.39114905114,-46393.39114905114,-168004.90394217367,-168004.90394217367
-110,-0.15140343451226423,-41051.21028540091,-136989.4120361013,-41051.210285401,-136989.41203610122,-41051.21028540101,-136989.41203610122,-110,76570426.319253787,310020.34609636012,76260405.973157421,246.98516495254239,1.0386054093198223e+18,9.458744898438454e-11,8.731149137020111e-11,0.0,0.0,7.275957614183426e-12,0.0,5.551115123125783e-17,300227.80675852409,2.6193447411060333e-10,1.3708954561601255e-10,2.5465851649641991e-10,-110,-0.15140343451226418,-0.15140343451226423,-41051.21028540101,-41051.21028540091,-136989.41203610122,-136989.4120361013,-41051.210285401,-41051.210285401,-136989.41203610122,-136989.41203610122,-41051.210285401,-41051.21028540101,-136989.41203610122,-136989.41203610122
-100,-0.12450589705310844,-36119.88373207536,-111471.7862374875,-36119.88373207545,-111471.7862374875,-36119.883732075425,-111471.78623748751,-100,65137822.932081714,286713.25911487255,64851109.672966845,227.18803843663207,6.7233769412544064e+17,7.275957614183426e-11,0.0,2.1827872842550278e-11,0.0,0.0,1.4551915228366852e-11,0.0,272104.30277386925,2.3283064365386963e-10,8.1347679133606633e-11,1.3824319466948509e-10,-100,-0.12450589705310844,-0.12450589705310844,-36119.88373207543,-36119.88373207536,-111471.7862374875,-111471.7862374875,-36119.883732075425,-36119.88373207545,-111471.7862374875,-111471.7862374875,-36119.883732075425,-36119.883732075425,-111471.7862374875,-111471.78623748751
-90,-0.1020822689868259,-31550.057115452724,-90427.9146245728,-31550.057115452622,-90427.91462457278,-31550.057115452622,-90427.91462457278,-90,55748682.364207648,266275.69479826093,55482406.669409387,209.36451750297618,2.2576462208780531e+18,1.1641532182693481e-10,2.9103830456733704e-11,3.637978807091713e-12,0.0,3.637978807091713e-12,0.0,2.7755575615628914e-17,246772.8245197483,-2.9103830456733704e-10,1.161877256721441e-10,1.964508555829525e-10,-90,-0.10208226898682587,-0.1020822689868259,-31550.057115452608,-31550.057115452724,-90427.91462457278,-90427.9146245728,-31550.057115452626,-31550.057115452622,-90427.91462457278,-90427.91462457278,-31550.057115452626,-31550.057115452622,-90427.91462457278,-90427.91462457278
-80,-0.08329877406153408,-27295.994074781658,-73013.23273948606,-27295.9940747817,-73013.23273948606,-27295.994074781716,-73013.23273948608,-80,48066869.544406086,248503.10713354201,47818366.437272541,193.42562794828814,2.0099166778605875e+18,6.912159733474255e-11,0.0,1.4551915228366852e-11,0.0,0.0,1.4551915228366852e-11,1.3877787807814457e-17,224004.97759620557,1.7462298274040222e-10,9.5423289520869735e-11,1.6007106751203537e-10,-80,-0.08329877406153409,-0.08329877406153408,-27295.994074781727,-27295.994074781658,-73013.23273948606,-73013.23273948606,-27295.994074781716,-27295.9940747817,-73013.23273948606,-73013.23273948606,-27295.994074781716,-27295.994074781716,-73013.23273948606,-73013.23273948608
-70,-0.06746315567436122,-23315.118517311592,-58528.8282510833,-23315.11851731162,-58528.82825108326,-23315.11851731163,-58528.82825108327,-70,41819465.413933866,233217.62208979434,41586247.79184407,179.31520371060287,6.7069551330564915e+17,4.001776687800884e-11,5.820766091346741e-11,3.637978807091713e-12,7.275957614183426e-12,3.637978807091713e-12,2.9103830456733704e-11,4.163336342344337e-17,203635.53533444778,1.1641532182693481e-10,9.5700280784264799e-11,1.964508555829525e-10,-70,-0.06746315567436117,-0.06746315567436122,-23315.118517311632,-23315.118517311592,-58528.82825108324,-58528.8282510833,-23315.118517311625,-23315.11851731162,-58528.82825108325,-58528.82825108326,-23315.118517311625,-23315.11851731163,-58528.82825108324,-58528.82825108327
-60,-0.053997510606742884,-19567.588502444727,-46393.391149051124,-19567.588502444756,-46393.391149051124,-19567.588502444763,-46393.391149051124,-60,36786167.811966568,220266.25739507109,36565901.554571494,167.0077307664362,9.370930501140992e+17,4.001776687800884e-11,7.275957614183426e-12,0.0,7.275957614183426e-12,7.275957614183426e-12,7.275957614183426e-12,6.938893903907228e-18,185577.31392764533,1.1641532182693481e-10,6.8641246849850031e-11,1.2369127944111824e-10,-60,-0.05399751060674289,-0.053997510606742884,-19567.588502444767,-19567.588502444727,-46393.39114905113,-46393.391149051124,-19567.588502444756,-19567.588502444756,-46393.39114905113,-46393.391149051124,-19567.588502444756,-19567.588502444763,-46393.39114905113,-46393.391149051124
