voltage,current,solute_6,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_6,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_6 transport over barrier 0,solute_6 transport over barrier 1,solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-6.955212432852024e-07,-0.0005266654169612643,-0.004300972621332341,-9.69085556939761e-11,-1.4965602740462164e-05,-1.0232067872720149e-07,-1.4452231957685968,-150,440053822267.53064,0.15466686003107816,440053822267.37598,2845172017968.8652,7.3819407658245303e+23,2.987612327670641e-13,1.7595040008311358e-13,1.7620389826824535e-12,3.037410156969374e-13,3.059308266953028e-13,2.1675994332781556e-12,1.190081290892292e-18,1.779894731555494,8.0788689530079394e-13,4.0254343660803352e-12,7.8591216979795139e-12,-150,-6.955212432863925e-07,-6.955212432852024e-07,-0.0005266654166625031,-0.0005266654169612643,-0.00430097262115639,-0.004300972621332341,-9.867059467665856e-11,-9.69085556939761e-11,-1.4965602436721148e-05,-1.4965602740462164e-05,-1.023203727963748e-07,-1.0232067872720149e-07,-1.4452231957707644,-1.4452231957685968
-140,-5.313294436984459e-07,-0.0003607431174209,-0.004246542099937007,-9.086056637148755e-11,-1.339657116331722e-05,-7.748488041455249e-08,-1.1037691322972483,-140,294933233458.98615,0.15975024427614687,294933233458.82642,1846214600768.6833,1.8333422379214347e+23,8.005610063754887e-13,2.0587871685240344e-13,3.1428953740039615e-12,8.165714977836133e-13,8.128642460537853e-13,5.830225191516547e-12,2.73888103494678e-18,1.7559072164599934,2.1560611450515057e-12,9.275902858101815e-12,1.7946403194133136e-11,-140,-5.31329443695707e-07,-5.313294436984459e-07,-0.000360743118221461,-0.0003607431174209,-0.004246542100142886,-0.004246542099937007,-8.771767099748359e-11,-9.086056637148755e-11,-1.3396571979888717e-05,-1.339657116331722e-05,-7.748569327879855e-08,-7.748488041455249e-08,-1.103769132291418,-1.1037691322972483
-130,-4.0509319354335636e-07,-0.000246693521072866,-0.00419272467066941,-7.585608627169591e-11,-1.1992079193466016e-05,-5.850712738009063e-08,-0.841238218351819,-130,199286461374.79462,0.16500989760441298,199286461374.62961,1207724289682.0327,3.574656159390355e+23,2.930724781781413e-13,6.017053175155773e-13,1.4238232576654005e-12,2.788069661209189e-13,2.7892665345793524e-13,2.6111335316159057e-12,1.2593791738895344e-18,1.7373855221768606,7.373861334173849e-13,4.0518762035052672e-12,8.1273265326172242e-12,-130,-4.05093193542097e-07,-4.0509319354335636e-07,-0.0002466935207797935,-0.000246693521072866,-0.0041927246700677046,-0.00419272467066941,-7.727990952936131e-11,-7.585608627169591e-11,-1.199207891465905e-05,-1.1992079193466016e-05,-5.850684845343717e-08,-5.850712738009063e-08,-0.8412382183492079,-0.841238218351819
-120,-3.0817544178231786e-07,-0.0001684584420322308,-0.004139535434982662,-6.662036754364428e-11,-1.0734857806865862e-05,-4.4036341380759505e-08,-0.639675127850064,-120,136019896517.18321,0.17045181065222068,136019896517.01276,797996196090.34131,1.016941852500895e+24,6.618476925367156e-14,2.78389290786496e-13,5.1516961737810045e-14,6.678893413802553e-14,6.499078120198107e-14,4.196643033083092e-14,9.237953080992213e-20,1.7246084148671776,1.7427742652421096e-13,4.9153557310599774e-13,9.5265651672749121e-13,-120,-3.081754417822255e-07,-3.0817544178231786e-07,-0.00016845844196604603,-0.0001684584420322308,-0.004139535434704272,-0.004139535434982662,-6.667188450538209e-11,-6.662036754364428e-11,-1.0734857740076928e-05,-1.0734857806865862e-05,-4.4036276389978303e-08,-4.4036341380759505e-08,-0.6396751278501059,-0.639675127850064
-110,-2.3388686504282744e-07,-0.0001148879806526845,-0.0040869827723112075,-5.3253005641588625e-11,-9.60944117171286e-06,-3.303101812119495e-08,-0.48517232726275594,-110,93976819752.58905,0.17608217917607424,93976819752.412964,533709999457.78992,2.1349667074918459e+23,2.131182329136866e-13,2.9748772889526265e-13,1.4042825186296099e-12,2.1323750192892357e-13,2.1361289149926517e-13,6.685763054292693e-13,1.9243529770433636e-19,1.7178954956614827,5.6437434574877444e-13,1.6384416809418992e-12,3.2117553079689511e-12,-110,-2.33886865042635e-07,-2.3388686504282744e-07,-0.00011488798043956627,-0.0001148879806526845,-0.00408698277201372,-0.0040869827723112075,-5.4657288160218235e-11,-5.3253005641588625e-11,-9.609440958475359e-06,-9.60944117171286e-06,-3.303080450830345e-08,-3.303101812119495e-08,-0.48517232726208737,-0.48517232726275594
-100,-1.7704843232996075e-07,-7.826490236238407e-05,-0.004035070250576392,-3.937790208995213e-11,-8.601979265726954e-06,-2.468450286092024e-08,-0.3669613649887589,-100,65871275014.071014,0.18190741105649125,65871275013.889107,362114301069.43103,7.0392403984494864e+23,4.072713303757136e-14,3.464147371734505e-13,4.971941726205679e-13,4.4706836025082755e-14,4.5429797988355744e-14,1.089850432123285e-12,6.828673741645763e-19,1.7176110736908099,1.1808507800223057e-13,2.1932223816848149e-12,3.8669688711869989e-12,-100,-1.7704843232927788e-07,-1.7704843232996075e-07,-7.82649024031112e-05,-7.826490236238407e-05,-0.004035070250229977,-0.004035070250576392,-3.8880707917331564e-11,-3.937790208995213e-11,-8.60197931043379e-06,-8.601979265726954e-06,-2.468454829071823e-08,-2.468450286092024e-08,-0.36696136498766907,-0.3669613649887589
-90,-1.336519103440739e-07,-5.3262965302426255e-05,-0.003983798016529245,-1.640199309146102e-11,-7.700076777977213e-06,-1.837472323154408e-08,-0.2767075151476378,-90,46941539397.229439,0.18793413354125077,46941539397.041504,249776549436.27344,1.7471184941654596e+24,1.3502816486460345e-14,1.1403204769333541e-13,1.6525258746618e-12,1.1916791338439925e-14,1.2740406408814877e-14,6.905587213168474e-14,5.644945197857878e-19,1.7241684921809315,3.3439223512820597e-14,2.4453612880012286e-12,3.6712271082429059e-12,-90,-1.336519103435094e-07,-1.336519103440739e-07,-5.326296531592907e-05,-5.3262965302426255e-05,-0.003983798016415213,-0.003983798016529245,-1.474946721679922e-11,-1.640199309146102e-11,-7.700076789894004e-06,-7.700076777977213e-06,-1.837473597195049e-08,-1.837472323154408e-08,-0.27670751514756875,-0.2767075151476378
-80,-1.0059651260395499e-07,-3.6215257265020476e-05,-0.003933163801859418,2.7181419464346395e-11,-6.892640295865612e-06,-1.3621015451335542e-08,-0.2079625463394791,-80,34072493205.820904,0.19416920073621574,34072493205.626736,175478361535.35666,2.6798514872813833e+23,5.889986577894274e-14,1.6266415298060721e-13,3.783525147273031e-13,5.962633290351781e-14,5.859860621438476e-14,8.68749516769185e-15,1.6658755792327935e-19,1.7380349440459126,1.567450750495362e-13,5.7236687558717275e-13,1.1108675405543873e-12,-80,-1.0059651260412158e-07,-1.0059651260395499e-07,-3.621525732392034e-05,-3.6215257265020476e-05,-0.003933163801696754,-0.003933163801859418,2.6803066949619092e-11,2.7181419464346395e-11,-6.892640355491945e-06,-6.892640295865612e-06,-1.3621074049941756e-08,-1.3621015451335542e-08,-0.20796254633947042,-0.2079625463394791
-70,-7.548469138988042e-08,-2.460248203956482e-05,-0.003883163647504769,1.0337728930534927e-10,-6.169743477205533e-06,-1.0053241567873035e-08,-0.15574033091220563,-70,25223541762.896954,0.20061970135218857,25223541762.696335,125728139324.74628,2.9762354144160556e+23,3.9915011400271094e-14,3.3675666422094963e-13,3.9719687524121824e-13,3.9311009993275945e-14,3.9326369886909385e-14,3.8796743595526095e-13,1.6380823106510118e-19,1.7597368170263543,1.0415539408627482e-13,7.9075867478366531e-13,1.6864734830346478e-12,-70,-7.548469139004423e-08,-7.548469138988042e-08,-2.460248207947983e-05,-2.460248203956482e-05,-0.0038831636478415255,-0.003883163647504769,1.0377448618059048e-10,1.0337728930534927e-10,-6.169743516516543e-06,-6.169743477205533e-06,-1.0053280894242922e-08,-1.0053241567873035e-08,-0.1557403309125936,-0.15574033091220563
-60,-5.6463834076817374e-08,-1.669621399815053e-05,-0.0038337924226493555,2.528401768634946e-10,-5.522502613896463e-06,-7.386473733578931e-09,-0.11618781408966845,-60,19055654099.259308,0.20729296671654818,19055654099.052013,91926197020.065598,1.0019361248536236e+24,9.864112022854588e-15,1.6144724446220948e-13,8.682859133202851e-13,8.757194120789617e-15,8.856854597094447e-15,1.0492995361488511e-13,2.909624348267526e-19,1.7898656221713487,2.3476018083224695e-14,1.1858806214896229e-12,1.9463952962193197e-12,-60,-5.6463834077108336e-08,-5.6463834076817374e-08,-1.6696213988286418e-05,-1.669621399815053e-05,-0.0038337924224879083,-0.0038337924226493555,2.519718909501743e-10,2.528401768634946e-10,-5.522502605139269e-06,-5.522502613896463e-06,-7.386464876724334e-09,-7.386473733578931e-09,-0.11618781408977338,-0.11618781408966845
