voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-119.25957891237897,-372220907.9662265,-150,168230404240.14157,11.098700877325658,168230404229.04288,15157666298.028778,4.4771692534440128e+17,3.5762786865234375e-07,1.1368683772161603e-13,0.0,-32498759135.970272,6.5683472366928538e-07,1.0903459042310715e-06,-150,-119.25957891237886,-119.25957891237897,-119.25957891237891,-372220907.96622616,-372220907.9662265,-372220907.96622634
-140,-114.6747149841263,-357911095.4560746,-140,157504979217.18167,12.900009701092634,157504979204.28165,12209679129.453753,68761982517502840.0,2.384185791015625e-07,7.105427357601002e-14,0.0,-22086395983.135292,4.2505929864068854e-07,7.6438300311565399e-07,-140,-114.67471498412634,-114.6747149841263,-114.67471498412637,-357911095.4560747,-357911095.4560746,-357911095.45607483
-130,-108.39132040316287,-338300001.2583111,-130,147469453430.08176,14.993669270631093,147469453415.08807,9835447932.6110058,31700980992575372.0,2.980232238769531e-07,8.526512829121202e-14,0.0,-15010774674.08025,2.6281165643845981e-07,4.2421743273735046e-07,-130,-108.39132040316292,-108.39132040316287,-108.39132040316284,-338300001.2583113,-338300001.2583111,-338300001.258311
-120,-99.75196774533741,-311335729.5422516,-120,138079514321.50046,17.427127839913613,138079514304.07333,7923251357.8775082,1.8851428965059917e+17,2.384185791015625e-07,7.105427357601002e-14,0.0,-10202388869.427107,3.2911416535906169e-07,4.7311186790466309e-07,-120,-99.75196774533748,-99.75196774533741,-99.75196774533747,-311335729.5422518,-311335729.5422516,-311335729.54225177
-110,-88.24998189345611,-275436897.2954311,-110,129293696222.47606,20.255534470376443,129293696202.22052,6383129332.4581022,1.1265804517047811e+17,1.0132789611816406e-06,3.268496584496461e-13,-9.5367431640625e-07,-6934631673.7835207,1.1631422011311224e-06,1.8863938748836517e-06,-110,-88.24998189345644,-88.24998189345611,-88.24998189345634,-275436897.2954321,-275436897.2954311,-275436897.2954318
-100,-73.98102987982925,-230902090.76101515,-100,121073197459.29843,23.542988864804361,121073197435.75545,5142643449.1627808,5.214228315877063e+17,2.682209014892578e-07,8.526512829121202e-14,0.0,-4713803027.3057089,4.2222153712607021e-07,6.6682696342468262e-07,-100,-73.98102987982932,-73.98102987982925,-73.98102987982934,-230902090.76101536,-230902090.76101515,-230902090.76101542
-90,-58.0564857561467,-181200017.96550158,-90,113381709210.0881,27.363994048091939,113381709182.72411,4143463450.9429035,1.1996161744050856e+17,2.682209014892578e-07,8.526512829121202e-14,-4.76837158203125e-07,-3204434529.6776323,2.8498470783233637e-07,5.4948031902313232e-07,-90,-58.056485756146785,-58.0564857561467,-58.0564857561467,-181200017.96550184,-181200017.96550158,-181200017.96550158
-80,-42.43805948449721,-132453369.17758182,-80,106185255356.24031,31.805144816740484,106185255324.43517,3338618829.3772593,20324754358742336.0,3.129243850708008e-07,9.947598300641403e-14,-3.5762786865234375e-07,-2178567175.3754034,3.7358226378237235e-07,5.6251883506774902e-07,-80,-42.438059484497295,-42.43805948449721,-42.43805948449731,-132453369.17758209,-132453369.17758182,-132453369.17758213
-70,-29.038856995919122,-90633136.69138303,-70,99452042622.38562,36.967090222136967,99452042585.418533,2690285927.9638638,20443163677354596.0,1.6391277313232422e-07,5.3290705182007514e-14,-5.5134296417236328e-07,-1481292401.8458502,1.772428531656795e-07,2.7078203856945038e-07,-70,-29.038856995919172,-29.038856995919122,-29.038856995919176,-90633136.69138318,-90633136.69138303,-90633136.6913832
-60,-18.840985182220976,-58804572.97821778,-60,93152320343.896347,42.966814563042938,93152320300.929535,2168006199.4639807,89083837954646496.0,3.725290298461914e-08,1.0658141036401503e-14,-2.644956111907959e-07,-1007339778.3150966,1.4736855528480715e-07,1.8789432942867279e-07,-60,-18.840985182220965,-18.840985182220976,-18.840985182220965,-58804572.97821774,-58804572.97821778,-58804572.97821774
-50,-11.777615239202062,-36759098.74907011,-50,87258249243.431808,49.940288581041536,87258249193.491516,1747251602.317673,31804733347480232.0,2.1606683731079102e-07,6.927791673660977e-14,-7.6927244663238525e-07,-685169238.87059093,3.0540105841859759e-07,4.5017804950475693e-07,-50,-11.777615239202126,-11.777615239202062,-11.777615239202131,-36759098.74907031,-36759098.74907011,-36759098.749070324
