voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,4.999939094759611e-11,0.00015605303042320884,-150,114044140444691.75,0.00021247417361991259,114044140444691.75,5.3674354158779418e+17,6.0118993669292462e+21,0.00012502233276958622,4.005715541937542e-11,9.954954721536069e-05,-8.4969549232000645,0.00019404128776685835,0.00049972206584338833,-150,3.9685968395468007e-11,4.999939094759611e-11,9.942235528220688e-12,1.639535464346409e-11,1.730163849424571e-11,1.562148411121953e-11,0.00012386382145901376,0.00015605303042320884,3.103069765362262e-05,5.117151886224747e-05,5.4000120144337416e-05,4.875619260680253e-05
-140,4.4131910829491966e-11,0.00013774004628430703,-140,102944151574897.33,0.00023072359717791064,102944151574897.33,4.4617955351795782e+17,5.8256979974827257e+21,0.0008065347058018868,2.584137197389245e-10,-0.00093117865201008954,-8.3119883994408905,0.0010502688095252281,0.0016330621381448213,-140,3.0254563056841647e-10,4.4131910829491966e-11,4.5721254097046385e-11,5.0168121652677654e-11,5.095520572504028e-11,4.7942400671109015e-11,0.0009442747520861938,0.00013774004628430703,0.0001427005433740524,0.00015657965559512377,0.0001590362226124853,0.00014963296089609557
-130,2.0916090804894336e-11,6.528118228743551e-05,-130,92924543557200.547,0.00025054046516703743,92924543557200.547,3.7089634800209606e+17,1.5781231910386181e+21,0.000648126578003505,2.07659755592323e-10,0.00040748350817564587,-8.1355190306380827,0.00071742607080469052,0.0014989236420160502,-130,-1.0191721533527142e-10,2.0916090804894336e-11,7.004409461486688e-11,1.0574254025705158e-10,1.0406670308439061e-10,1.018341206915764e-10,-0.0003180936808216961,6.528118228743551e-05,0.00021861452751206892,0.00033003289718180895,0.00032480244408361614,0.00031783433424337204
-120,8.911500086223895e-11,0.000278136706810983,-120,83880161223566.484,0.00027205940551331309,83880161223566.484,3.0831560873737869e+17,2.7995018753032069e+22,0.0010611750406726572,3.4000048303151937e-10,-0.001570335383583199,-7.957164990095249,0.0010846651171413416,0.0021375783819501948,-120,4.0392707335869284e-10,8.911500086223895e-11,8.864607181653506e-11,6.392659032717347e-11,8.318599170015659e-11,7.57937584164022e-11,0.0012606962339534733,0.000278136706810983,0.00027667313301040907,0.00019952119328081608,0.0002596316844574176,0.000236559795307123
-110,3.21404311146216e-10,0.0010031345541392511,-110,75716084325637.531,0.00029542660934595949,75716084325637.531,2.562940572390017e+17,6.7305788797622839e+21,0.001970306773006969,6.312862900714329e-10,0.0021116858689200768,-7.7913816175671382,0.0023443327728255971,0.0045838498258753534,-110,-3.098819789252168e-10,3.21404311146216e-10,1.0775321829451508e-10,1.9539395899046212e-10,1.9738717268337495e-10,1.9637359583485895e-10,-0.0009671722188677179,0.0010031345541392511,0.0003363084216433055,0.0006098438170738518,0.0006160648335935548,0.0006129013602835798
-100,9.686132918286602e-11,0.0003023137614945881,-100,68346631353751.539,0.00032080082416183664,68346631353751.539,2.1305004914598422e+17,6.3144088569764391e+21,0.0009649635305401527,3.0917431518506493e-10,-0.00085619733071418125,-7.6208919455261164,0.0011911124732947246,0.0019250352901680101,-100,3.801769644855638e-10,9.686132918286602e-11,1.3262964707436583e-10,7.632180070504546e-11,7.100264930049888e-11,7.117889900849832e-11,0.0011865698017651805,0.0003023137614945881,0.00041395020934571113,0.00023820786736905575,0.00022160627122502774,0.00022215636394662397
-90,1.5797777623215552e-10,0.0004930642204499236,-90,61694460315836.93,0.00034835443229285114,61694460315836.93,1.7710255589333866e+17,1.608403663440624e+21,0.0001734647603579537,5.557810921868836e-11,0.00019293510041062945,-7.4589659606125114,0.00022315852385140596,0.00035692660264912736,-90,1.0664087895022098e-10,1.5797777623215552e-10,1.6221898816890934e-10,1.5256859217770397e-10,1.5022182147949934e-10,1.5053549627274307e-10,0.00033283670084338635,0.0004930642204499236,0.00050630146120134,0.00047618162352591753,0.00046885712072253227,0.0004698361306889609
-80,2.0264074415404137e-10,0.0006324617482960093,-80,55689757038925.656,0.0003782746220030155,55689757038925.656,1.4722044197424832e+17,2.9918977564797929e+21,3.594100794282462e-05,1.1515498944880997e-11,5.0781372637587197e-05,-7.2984667593965895,4.3389220374083789e-05,7.5495511765058927e-05,-80,1.9451566718276905e-10,2.0264074415404137e-10,2.0247567216945102e-10,2.0584196923300623e-10,2.0603116612765005e-10,2.0602576467465957e-10,0.0006071025817190046,0.0006324617482960093,0.0006319465423515949,0.0006424530874937773,0.0006430435896618292,0.0006430267311943183
-70,2.599838560123771e-10,0.0008114352559687177,-70,50269502474569.062,0.00041076465917112647,50269502474569.062,1.2238030062276256e+17,3.1484470242900674e+21,0.00014405447574608599,4.6155054029045956e-11,0.00014922479356549445,-7.1410154168942057,0.00020894510386145881,0.00031063539426947413,-70,2.1399288800924345e-10,2.599838560123771e-10,2.590988009848707e-10,2.5919891574885697e-10,2.601388064213097e-10,2.601479420382894e-10,0.0006678929088927699,0.0008114352559687177,0.0008086729119377988,0.0008089853799901903,0.0008119188714772463,0.0008119473846388559
-60,3.4161517935872326e-10,0.0010662146671620576,-60,45376811318580.992,0.00044604526819836906,45376811318580.992,1.0173140385921688e+17,5.3194790623288461e+21,4.388240628111495e-05,1.4059922972469247e-11,3.4299392813075258e-05,-6.988900912137483,5.1917594769376644e-05,9.6133064542876614e-05,-60,3.27555256386254e-10,3.4161517935872326e-10,3.406843362074156e-10,3.356338457437232e-10,3.345977317658253e-10,3.346328917345218e-10,0.0010223322608809426,0.0010662146671620576,0.0010633094138808228,0.0010475463350303471,0.001044312521116808,0.0010444222588468222
