voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-3.6829803536448475e-05,-76.63296615990112,-150,4.3978379320994624e+17,4.0341764968392273e-06,4.3978379320994624e+17,1.0901451474780945e+23,3.0581946376342077e+20,1.5286143287165004,7.346520463811528e-07,-50212199197.62117,-1.130950927734375,1.3731306328349195,2.501305892741323,-150,-3.682417067867862e-05,-3.6829803536448475e-05,-3.7214006151822304e-05,-3.71649095390954e-05,-3.7210190000066195e-05,-3.755882272505977e-05,-76.62124569013446,-76.63296615990112,-77.43238899671724,-77.33023208301165,-77.42444860604701,-78.14986001885096
-140,-3.1476295725935e-05,-65.49374890956096,-140,3.7805748969017274e+17,6.9393089240275357e-06,3.7805748969017274e+17,5.448056770914737e+22,1.7189805900977894e+20,0.22511238494712416,1.0818901220558552e-07,-53840220480.713989,0.22005462646484375,0.43507729544924117,1.0836118272269126,-140,-3.14312952811535e-05,-3.1476295725935e-05,-3.147083550083155e-05,-3.1527871883575264e-05,-3.153948429335909e-05,-3.143312055020797e-05,-65.40011502528819,-65.49374890956096,-65.48238764217967,-65.6010650927492,-65.62522741023531,-65.40391292178104
-130,-2.544568150205867e-05,-52.945654394628946,-130,3.2507317811364557e+17,1.1936515018819023e-05,3.2507317811364557e+17,2.7233508071756081e+22,1.3341525112279569e+20,2.64695618893802,1.2721271444036115e-06,-57780395296.407944,2.459716796875,3.6184054761431814,6.9150292510766214,-130,-2.534347718850338e-05,-2.544568150205867e-05,-2.5095027648837802e-05,-2.6297738122466566e-05,-2.6367154793241413e-05,-2.624842881200591e-05,-52.73299456617433,-52.945654394628946,-52.216037554801915,-54.718556226522196,-54.862993743739935,-54.61595674574679
-120,-2.0899224758673493e-05,-43.485694462491665,-120,2.7959576329911795e+17,2.0532360261574478e-05,2.7959576329911795e+17,1.3617322107014197e+22,1.8969801528264004e+19,3.4527623914052867,1.6593976053093799e-06,-62057338684.225113,1.8857879638671875,2.9858094705388964,6.5438389221541327,-120,-2.0368130597332003e-05,-2.0899224758673493e-05,-2.1116452122268178e-05,-2.045903734145794e-05,-2.120179630934001e-05,-2.2027528202641383e-05,-42.38062962407824,-43.485694462491665,-43.93768647995876,-42.569782233578735,-44.11526489667085,-45.833392015483525
-110,-2.014885457892695e-05,-41.92437490413431,-110,2.4056476117268227e+17,3.5318333470567094e-05,2.4056476117268227e+17,6.8113282121071612e+21,1.7755498051607527e+19,5.054502259343657,2.429193785840561e-06,-66697604386.32856,3.4011764526367187,5.6004869629586151,11.524176627488261,-110,-2.0180834610868182e-05,-2.014885457892695e-05,-1.9410613812027616e-05,-2.0585860279052178e-05,-1.8705370995947506e-05,-1.8156666493211617e-05,-41.99091679331707,-41.92437490413431,-40.38829340829716,-42.833666831153096,-38.920871818450905,-37.77916457180944
-100,-1.5794063261569175e-05,-32.863219437305816,-100,2.0706961747850826e+17,6.0752132889106447e-05,2.0706961747850826e+17,3.4084337064590238e+21,1.5911207008933194e+19,2.246625066817856,1.0797280071126618e-06,-71729559307.299973,1.88232421875,2.0179063954880929,3.9217037689519141,-100,-1.6124902398814917e-05,-1.5794063261569175e-05,-1.5672896814340954e-05,-1.5244430663979706e-05,-1.5189374625127077e-05,-1.5045174391702255e-05,-33.55160715525368,-32.863219437305816,-32.61110448260706,-31.7195810736157,-31.60502418877877,-31.30498208843582
-90,-1.2666522980007925e-05,-26.355644985451363,-90,1.7832851535365926e+17,0.00010450157999814547,1.7832851535365926e+17,1.7064671687913615e+21,4.0436864207542256e+19,2.098734845598301,1.0086519667945447e-06,-77182575326.93364,-0.426910400390625,2.0708724990894685,4.312596617534501,-90,-1.3145767473991193e-05,-1.2666522980007925e-05,-1.2320699215247787e-05,-1.3076026551692141e-05,-1.3329351182042331e-05,-1.249134453049903e-05,-27.35282454013981,-26.355644985451363,-25.636078267265475,-27.20771234226413,-27.734813112863776,-25.991145506656324
-80,-1.0954892739490606e-05,-22.79420045670122,-80,1.5367017859904922e+17,0.00017975632628475146,1.5367017859904922e+17,8.5488050281813587e+20,2.8078766189269123e+19,2.3177680146905004,1.1139193078602537e-06,83084071773.238495,-2.1458740234375,2.5272300954250224,5.4592788821989622,-80,-1.1503227872349613e-05,-1.0954892739490606e-05,-1.1090297663532803e-05,-1.0794013130586445e-05,-1.0578462221371705e-05,-1.0389308564489359e-05,-23.935139143465694,-22.79420045670122,-23.075941871687064,-22.459453039089567,-22.010949274597806,-21.617371128775194
-70,-8.449705241455673e-06,-17.58157561684493,-70,1.3251824719052752e+17,0.00030920428992521886,1.3251824719052752e+17,4.285782943780537e+20,2.1486266002011333e+19,1.2367362505567172,5.943754420175576e-07,-89450149641.834229,-0.4456939697265625,1.2012451196821119,2.5340309634837963,-70,-8.283439001602469e-06,-8.449705241455673e-06,-8.339946882327174e-06,-8.877814443620026e-06,-8.601433882470176e-06,-8.650451581700336e-06,-17.235620061594815,-17.58157561684493,-17.35319784088051,-18.472356312151533,-17.897282318914222,-17.99927503474893
-60,-6.753363757487177e-06,-14.051942899473943,-60,1.1437786143186037e+17,0.00053187164471033737,1.1437786143186037e+17,2.1504786459175069e+20,2.2019817425496724e+21,1.2865165701618544,6.182998636197872e-07,-96258204090.243118,-0.964691162109375,1.5936197440044473,3.7590259163879063,-60,-6.393444123401996e-06,-6.753363757487177e-06,-6.68711978382175e-06,-7.011743987021783e-06,-6.755597031734448e-06,-6.938621237026437e-06,-13.303046449026208,-14.051942899473943,-13.914106915983666,-14.589563019188063,-14.056589745598103,-14.437414142793253
