voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,4.2429339853531696e-10,0.0013242615434934987,-150,689223.39894502959,5.0520764103363884e-09,689223.39894502459,136423787560873.06,25022289545513104.0,1.0450306375461849e-10,3.348278159895972e-17,0.00079390595347763498,4.3284000496812284e-10,1.4886783182184749e-10,5.0185427477767329e-10,-150,4.2429340750155584e-10,4.2429339853531696e-10,4.242934124573163e-10,4.2429340215564936e-10,4.242933789745347e-10,4.2429339263012746e-10,0.0013242615714780146,0.0013242615434934987,0.0013242615869454317,0.0013242615547929132,0.001324261482442368,0.0013242615250628198
-140,4.592912184223068e-10,0.0014334931910808578,-140,736540.52557028492,4.7275132729148433e-09,736540.52557028015,155798721875646.06,39862211251247256.0,1.5984766722071386e-10,5.121519254567401e-17,0.0008555088030257718,4.6254579225956232e-10,8.982458488874255e-11,3.9164390283385968e-10,-140,4.592911990668259e-10,4.592912184223068e-10,4.5929119439937994e-10,4.592911925756824e-10,4.592911959085767e-10,4.5929116720711427e-10,0.001433493130670493,0.0014334931910808578,0.0014334931161029338,0.0014334931104109938,0.0014334931208132857,0.0014334930312331906
-130,4.959051818943043e-10,0.0015477689821919612,-130,787106.22397563653,4.4238012116879081e-09,787106.22397563211,177925314974836.97,44343490276779936.0,1.7935087312861975e-10,5.746401970895531e-17,0.00092157202325678805,4.942853048739284e-10,9.7578359652218436e-11,4.3027042084647813e-10,-130,4.959052029288405e-10,4.959051818943043e-10,4.959051717509213e-10,4.959051725451917e-10,4.959051565864195e-10,4.959051454648208e-10,0.001547769047842823,0.0015477689821919612,0.0015477689505334624,0.0015477689530124586,0.0015477689032035566,0.00154776886849195
-120,5.343480045568978e-10,0.0016677528232112914,-120,841143.51819085469,4.13960068026739e-09,841143.5181908505,203194361765474.09,22417938084865116.0,1.543740506520369e-10,4.946144577676486e-17,0.00099236667675725067,5.2819536169039022e-10,9.694566281674997e-11,4.479373400484324e-10,-120,5.343479725606615e-10,5.343480045568978e-10,5.343480220221073e-10,5.343480082858053e-10,5.343480078582186e-10,5.343480081161803e-10,0.0016677527233478825,0.0016677528232112914,0.001667752877721933,0.0016677528348495799,0.0016677528335150395,0.001667752834320163
-110,5.74838281881991e-10,0.0017941269721660144,-110,898890.74400054186,3.8736581894311355e-09,898890.74400053802,232052158461753.19,25386217908904120.0,2.380868616407711e-10,7.628303046285938e-17,0.0010681337460896256,5.6442117523500446e-10,4.2344287489161186e-10,1.7088322829407731e-09,-110,5.748382599044103e-10,5.74838281881991e-10,5.748382801909361e-10,5.748382704289203e-10,5.748382853504609e-10,5.748382090674304e-10,0.0017941269035718177,0.0017941269721660144,0.0017941269668880653,0.0017941269364198514,0.001794126982991451,0.0017941267449045895
-100,6.175994737850142e-10,0.0019275888694913054,-100,960602.60014306521,3.6248007785083418e-09,960602.6001430616,265008384967950.47,16902604430161158.0,2.178975715139142e-10,6.981438191294849e-17,0.0011490983254254892,6.0311682491976876e-10,1.8261718683727224e-10,7.828947230843401e-10,-100,6.175994652429569e-10,6.175994737850142e-10,6.175994781852097e-10,6.175994528097557e-10,6.175994558274861e-10,6.175995226241376e-10,0.0019275888428307022,0.0019275888694913054,0.0019275888832247495,0.0019275888040254548,0.001927588813444089,0.0019275890219230263
-90,6.62860096591157e-10,0.002068851737175896,-90,1026551.2716796231,3.3919308419425182e-09,1026551.2716796197,302645106729749.69,2.2222102621377507e+17,4.640465524861914e-10,1.4868051544907622e-16,0.001235486728758927,6.4444591863272122e-10,3.525858473697621e-10,1.3467591251848965e-09,-90,6.628601127811388e-10,6.62860096591157e-10,6.628600927631542e-10,6.628600661978482e-10,6.628600745821176e-10,6.628599641006233e-10,0.0020688517877064257,0.002068851737175896,0.002068851725228322,0.0020688516423153815,0.0020688516684835134,0.0020688513236598732
-80,7.108546289662512e-10,0.002218647406261708,-80,1097027.6304881533,3.1740212882141993e-09,1097027.6304881501,345627055042650.44,1.1790165048955968e+17,3.6996039261619207e-10,1.1853530975596174e-16,0.0013275440971533643,6.885825820807009e-10,3.3270423035214379e-10,1.3774987160755718e-09,-80,7.108546435154263e-10,7.108546289662512e-10,7.108546308006439e-10,7.108546285779514e-10,7.108546018975904e-10,7.108545249801165e-10,0.0022186474516711183,0.002218647406261708,0.0022186474119870285,0.002218647405049786,0.002218647321777748,0.0022186470817107257
-70,7.618245950169034e-10,0.0023777296973061905,-70,1172342.5181769577,2.9701110097714822e-09,1172342.5181769547,394713367385940.5,20066418208690984.0,2.785138166101764e-10,8.923582675601129e-17,0.0014255526972058012,7.3571286633354437e-10,4.9116888927660283e-10,2.1605441734890522e-09,-70,7.618246288725676e-10,7.618245950169034e-10,7.618246190759104e-10,7.618246145138044e-10,7.618246491803567e-10,7.618245599445299e-10,0.0023777298029730577,0.0023777296973061905,0.002377729772396724,0.0023777297581579412,0.0023777298663556702,0.0023777295878418536
-60,8.1602045587793e-10,0.002546880324213265,-60,1252828.117076434,2.7793006439881348e-09,1252828.1170764312,450770995137358.87,3.2094391778803162e+17,4.17266101879199e-10,1.33692058997897e-16,0.0015298490493816392,7.860366450141832e-10,3.0434516084693755e-10,1.167101896696311e-09,-60,8.16020439861481e-10,8.1602045587793e-10,8.160204642892908e-10,8.160204636190205e-10,8.160204636577532e-10,8.1602057355354e-10,0.0025468802742243477,0.002546880324213265,0.0025468803504659515,0.0025468803483739717,0.00254688034849486,0.0025468806914904496
