"{'distance': [0.093, 0.124, 0.386, 0.4, 0.431, 0.462, 0.533, 0.573, 0.593, 0.631, 0.985], 'solute_1': [9.66, -2.8, 6.73, -14.7, 19.44, -19.72, 3.05, -7.36, 15.43, -2.37, 18.3]}","{'solute_1i': '191.0 mM', 'solute_1e': '209.0 mM'}"
-10,-0.00000000026407606803869758948792598802440729352640076552031507510954238838788123058898777,-0.00082420745330429963431375912925657666784745797682125429126046109691063666606935998
0,-0.000000000025724754421235133550897359641195500731702665053737762025477263074611696853089602,-0.000080289495696738872818373178416374109780340894632715435321569779445852681212883519
10,0.00000000020048033411363790179241049858555984086015948293650627266572867960157250838704068,0.00062571889548576127317270037264944671155274157201149455809613821591778761612607308
20,0.00000000043269048685666215868011255412835459619461738981093797482149383909782367355788176,0.0013504696843216672301746526627527962517121480749302761723273714845230307848360267
30,0.00000000068731694359929806396733501460154360565112385329539427387072722414652433541194233,0.0021451839687868230296623204915698565482801317889122197838825276864659769990086376
40,0.00000000097824621838511232795404303155080668316383473079431996157794852516199805530587584,0.0030532029287924855723903197982043800057193436940611856346850803079623176169605557
50,0.0000000013161533211531712848975843804331554661004717575259418889381359065774888673547563,0.0041078443231996608970504564829219290917299051511253014682983008368438864313423016
60,0.0000000017079501268169970263889804202968979930228413588067391793000749651871551935304778,0.0053306807953089797525202031704992510929384129323550061364742505762955685267119082
70,0.0000000021564789332484009044487535561572526843335923348699244808453358072164811194997999,0.0067305834371048720768899779784326586891383124505086065982358903857453144554568167
80,0.0000000026606211757794780119550765731630502298183798282841528366924626554254214635531136,0.0083040610979384461498777627501503794784972356241018331626719707213663421804079382
90,0.0000000032159489458270969907103999161740655429024921653389871249087379509854556941392574,0.0100372938384116640238514330562277082646893807033014098516947391393737947245697
100,0.0000000038158918243717776807411897464867242375482982546917453164460542486353415806545057,0.011909774732745873513088149355488007864903838491835107833648328625729035839713836
"{'distance': [0.093, 0.124, 0.386, 0.4, 0.431, 0.462, 0.533, 0.573, 0.593, 0.631, 0.985], 'solute_1': [9.66, -2.8, 6.73, -14.7, 19.44, -19.72, 3.05, -7.36, 15.43, -2.37, 18.3]}","{'solute_1i': '191.0 mM', 'solute_1e': '209.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,2555684555425.6444233261341818059378144346327239290710444685830840148818323506587,0.000041380942347319118550387236043923522123848701476110652728053936804627708040846567,2555684555425.6443819451918344868192640473966800055489206198816079042291042967219,61759940940330362.083265745908854693051963069467442251152054417241635205720807614,5111369110851.2888466522683636118756288692654478581420889371661680297636647013175,8.4130456621019136693370831901552336285264849007672144377815727546036402978378693e-73,2.6955398304356601268670310042289523587869531954149379458680323888274698573568382e-79,232515394069.24071850644102960422961781560516514119947742886619644356190852618307,5.2622738868730244765727203473252103455432465283118454499985604155704936157360232e-74,8.4801849198652754271569376706649506932204759095363252884693944004127102845317268e-74,2.2469296704182113477102237215959512924508891518916435401420062129012256354641945e-73
-140,2633961696158.5607518157020201794593404295436645988716974502733170614028454617066,0.000042420021037591443316163708180844071391438481565661115718164706926335990984871941,2633961696158.5607093956809825880160242658354837548003060117917514002871272969997,62092418431957332.69361793357978447423464154586061361224943777631722677171620229,5267923392317.1215036314040403589186808590873291977433949005466341228056909234132,3.0893302155283847313932057883609589345796156503661465770506792053487086598272634e-73,9.898214010869872400553343026106757886969991068017459189141343876636815589383212e-80,236769995693.76913251920730044102914986105572825020392793698076331473463883948446,-1.0351706330027195878777600953365038475451286697767482745012085890791734184192739e-73,1.2806724925522714106955215260667613874085888397723313500441263193271332075928731e-73,3.1591863953124396383313133352187514115508695284737951234134392950750752169876745e-73
-130,2715331766652.2224617756378175475456458187136730369928083792594458654587811035388,0.000043485191074830106506563111659021693058010262641995835316260500316389203310792797,2715331766652.2224182904467427174391392556020140152997503689968038696234648430385,62442677599820827.426653424493801399445053863606637589533281111430478493912028075,5430663533304.4449235512756350950912916374273460739856167585188917309175622070776,4.4502498318871774264703755282708362532984627065780273727857889573904881752952337e-73,1.4258600461374814980690004338699414113840932558454517486338065685804402001202986e-79,241558652524.42223490895303866690931789614872242121991541213250788242620264931677,2.9531175963944943370462722702224181949066215214931322720743592523191417594543533e-73,2.63874404075519623554130653624797123391033102715707924126767397680787159705144e-73,4.7245946048595783362133068706687647478557113316473723200200791206516498591935726e-73
-120,2799744151634.3730981588335696756153983327268477602263880344329838392553229419763,0.000044577107614792699995256570352310145689641875217634668633334833124014991975717226,2799744151634.3730535817259548829154030761564954500806983925577662045866896071431,62806770143724878.860280159804144305695119134326016621206734595573386540750532177,5599488303268.7461963176671393512307966654536955204527760688659676785106458839526,7.7497114037746504693255721497070564582799466778244125559780490293302367796515081e-73,2.4830075337900996049210100798268225603202096230204055381723081730993804060484286e-79,246808377298.34405467824033870201810495252138257541393241035750068058647808016918,2.5980742492342020338176007913572349086791870982294654347765451255195900431472093e-73,2.3736518552739253512439528110263919785609310588003388907920131281416445380257315e-73,4.4229061485013267015975265737576037923493184570411847362880761382502094074660937e-73
-110,2887183472551.0973496495743788071022174315460217071899594234129542874123086227694,0.000045696442264248984604275208328127861364219810914104197602693984547161977958623123,2887183472551.0973039531321145581176131563376935793285952036020401832147059287849,63181799927779297.855693583984104603965135822162220830652918918722627684175262563,5774366945102.1946992991487576142044348630920434143799188468259085748246172455389,2.9340179547476415003065767195677544525012999158557591995664355743390453020316024e-73,9.4005935267073713491701071897680844546059971073760658091203015208297194585605524e-80,252468282189.48380116326981618693088706969211854147951869195059148836035012277918,-1.9365174245879012721270382646258923315642582262500358888888844456081652410968171e-73,1.7393848947468881200537461857130885383604706291027083796151312772295771817941012e-73,3.6450595431291196881662330845399356362061504358667126935305065754331481904378711e-73
-100,2977661626807.4559851229565350251898966198281151796508723414143975312735390195662,0.000046843883494067108734075514916080986776506145560299611818386346311049440840453093,2977661626807.4559382790730409580811625443131990986640958352688372316617206332199,63565644107721855.295420238571472751450535394790640558497221603248999327839819802,5955323253614.9119702459130700503797932396562303593017446828287950625470780391324,6.2410135680245513529817010371713367540626888233635231057012295497520345524733595e-73,1.999620747223933507122252978624968817435018828206694178789851746503370053304437e-79,258506322936.52371570041730086044513585473472856149045798682509911344134294995462,-9.5531576069750411224633610619012852788583137765696542140700035096079264877434482e-74,1.9873522338325029502051964724303159868304908618488282631407496028150247186796829e-73,3.6011287537864013898561140064165880038616808997773769250087548141942773547861542e-73
-90,3071211813849.9037217125931729718218029396565092418618912782393687599991434682358,0.00004802013706267241539729047839872261326953702484323502717042214432416465971628349,3071211813849.9036736924561102994064056491781105192486217412145255249719730460915,63956748183404387.873828227118779957180003303708623591741141807292987497428239968,6142423627699.8074434251863459436436058793130184837237825564787375199982869364716,3.2429805768815311875445789347866072653799441853165050474864121197808961233826467e-73,1.0390509767867015350843320559614442419278519622111754600200438983700244922122685e-79,264906871397.88106873188206390252168961261588065397408482078229746299576353232574,1.4754003371496614527870589190058631376045915285101804254795166809362677959673306e-73,1.3790071948282933882016568778660128245386338753567730540818959448887950876607723e-73,2.7690954569799614265749233607826113803414866456757040172508355967400268718264209e-73
-80,3167884058830.7617770746809886790173285148057466322763629546793699678873080147193,0.000049225926450139366007485288705805728515628800714785401914192902273759923404814678,3167884058830.761727848754538539651321029517040826547847325878655182485393821817,64353975380016296.685872969535332291443061257762323872622318452447672214555057351,6335768117661.5235541493619773580346570296114932645527259093587399357746160294386,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,9.0669986777725986995875577806018489156257845482701976876319000923941386070170705e-80,271669178091.09814470663463641586368728619720596200064438460610947462515525070576,2.3807015493521406792198831358161792108335891223378399965232569066870297840009937e-74,2.280221260580683297742859839343570820679080834699279467347233817081198112927452e-73,4.4467258350836000948993819506621457083783223749643028867052350485306718826524915e-73
-70,3267741865286.0289132996886821655607868786386594280119053951949183152231448357305,0.000050461993303183527055595390748879777660401843689508981871563234604595232349925157,3267741865286.0288628376953789820337312832479105482342449933512288062412732724959,64756495956331452.653836288022184627751901836729955296048556259886697988988448183,6535483730572.057826599377364331121573757277318856023810790389836630446289671461,5.448904606709491606765632236029763234729902685421987886416506791649356418534093e-73,1.7458290360091531728801853117650914232307675304637576055293818599334751555831877e-79,278806708151.53180642446882805491679202977665210485366991859592615806518395781477,-4.015408834813218131438434122797442062870528652883088592254716692690395787281113e-73,3.1419870959900770854503879355976391562397308944655274247697427464346739829119181e-73,5.214704624744144393544960750192843489451739086563850606834045455866039271578606e-73
-60,3370859719183.4975847736322392573077953361163848087372080634508534198518492482805,0.000051729097891327341049742689456382818619363359193310544956198961427285586365252518,3370859719183.4975330445343479299667455934269284259185887000916601093068930493191,65163705855938388.239263515578280225094056985741553880234367254580920366065968391,6741719438366.995169547264478514615590672232769617474416126901706839703698496561,3.6537901922893576321084577461135930505477574341857019283758284641589278200819596e-73,1.1706743776077647973455478238088652096675634965998530451715910493791376610510974e-79,286347307245.29662316182459164591314188410150789564584212233310319036189958533837,1.7200343175370814820010840391575790030026068477397002347767019887307157075984507e-73,1.3341922961334237730848811613975986930806218822786339916758990067036342921637732e-73,2.5134126785072765906085370513029096462501271955328805852252316306052159875176369e-73
-50,3477321235199.5424507747655113319838741279065192818578417738793140167486330600174,0.000053028019574520268252517572740248749710439084805696590046473508480738833765664116,3477321235199.5423977467459368117156216103337790331081313347945083201585865865089,65575166923080418.286472029595958682575825710020135399061721848289336357149728241,6954642470399.0849015495310226639677482558130385637156835477586280334972661200348,1.4909481393515049201266997855938609819574663029162796183104921670899056888979614e-73,4.7769978385507712254907805060799240908379505430727367464086016780088274954175617e-80,294334134750.76456448245584804871607810170624229192175489643805699419265476585872,7.0515530713549200522555007915495968804351831163173486360788307792227044531043537e-74,8.3585120992235270578005656459184843577828393506661536719625787057509087107105542e-74,2.1609515095935848102956078367903600640604443872151962715116290724417445364063708e-73
-40,3587217787690.6451666156930641499944746017144959345978707169489737556506557860874,0.000054359557282500892648097817599773010489018587660368049451340070285036519360975108,3587217787690.6451122561357816491018265038968961615873816983613133876012044460172,65990562966660162.85202050040098901411941367649769063880642320577048430259698805,7174435575381.2903332313861282999889492034289918691957414338979475113013115721749,3.4429813178595022388027768971426352970168158652898122997673998624521124941667648e-73,1.1031312142476456476219577353195521978902362068479281353370825058373242034854079e-79,302827253916.59340982039037911926798841630083879037063170209535333899798045497535,-2.6926885360102744253398559633297578955898865830033284342331038343615390182601133e-73,1.7836202074774537717279942542852926458983296210453075216847980072293499261365628e-73,2.8298591330307762006494591189213356051524515872111613292628026252473194821747049e-73
-30,3700647507706.2219545660463632258818559719032069897681010945583177188904897316234,0.0000557245300061958555593088144315727316751260056399654340576731322429443265580293,3700647507706.2218988415163570300262966630887754170364259685526777534564320584912,66409667471304957.568455253102718391408564420652807671527014747016746991457851172,7401295015412.4439091320927264517637119438064139795362021891166354377809794632468,7.0686176006592519814324751361834990449627351382874519508280510532982907049704149e-73,2.2647850792510799046399044460100889753630165058029708210637643109510916548071201e-79,311905648847.43249875515939003490299638075362261426322104626815117871549367602035,2.8914924614478801738627634249026838124357604179551231601318662832679863946476778e-73,1.8416203417009273145811358168824556919462402989631865440308246804489891587619238e-73,2.6594540543019912628810180738770061981240878750692797600190894394308177930076578e-73
-20,3817714556681.5955293705472937567132340566525901238114899654197872605142697565258,0.000057123777301457849552241755048698556947315448543484007942124992800188414192309366,3817714556681.595472246769992298863681814897541425254542649971243776506327631533,66832319868037929.308565707342516336069217939355436379986597275042456668754381421,7635429113363.1910587410945875134264681133051802476229799308395745210285395130515,2.13209729288171648911538254788816264611711816997202914833465191271522194436474e-73,6.8312397264774892515344644075561607708406845102364843906220797307354850871733828e-80,321669184009.87078857171630539165996097924013125972279107720004174228289344912264,1.1350509584953944903610418670191172343505594344603319908491821421074244137684032e-73,7.6073348673326927287513659458170511624063493935762918201186263719464106626110643e-74,1.4663159424535896590815549859092801905401536781055861753551086829616569930253886e-73
-10,3938528609518.7712555917696565951034056527267139102832516822268186956747737576911,0.000058558159805452520801690538596893449580228133075760358406667591983504662381096477,3938528609518.7711970336098511425826039621881170168336714540937429353163670900991,67258408095536557.252987059476580157149694590119081766039902282922197684272447224,7877057219037.5425111835393131902068113054534278205665033644536373913495475153821,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,6.8002490082803580900376910699204289671694756547728961105989305736444884640909318e-80,332239554710.56584708611893208177849723581938859837987045223760822010021154999803,9.0772878520726280547674141165425012304594098205510033201431173239807969063583329e-74,6.295913513521152769256251170764650250789583701883037327923007952684723730063036e-74,1.2429609698148453037882659087387831686126280440772289080223380036022688189440059e-73
0,4063204496389.6042370756875859556408924096395087183387832690435700149430524625097,0.000060028559766011877507434535038395440468544597243845426891340233172703832960525071,4063204496389.6041770471278199437633849751044703228983147244463261695161611222765,67687855784442580.791958761613094479695657299208683452859946354015927817756254503,8126408992779.2084741513751719112817848192790174366775665380871400298861049250193,2.936124585361009283738851906314879846188017803901046945280358705787917841239162e-73,9.4073431714962871133808681669240246879367282628455979957656772422957894262345621e-80,343758518306.75217449563610280793825773833138053291288809798385726284019430912449,-1.9528181927356420363574550037669280857547396769379093700031166859081084581252862e-73,1.386658135287120763086718351034926854084621363530131842630828542155381284220883e-73,2.7542340725480820390788660896902074621523055672968970770194676888852213112834449e-73
10,4191861965123.14235889738012988794209251783109260988500479984486695207167060043,0.000061535881584279809962490640511760910438986857348005118293968196426532305077023821,4191861965123.1422973614985456081321300271905808489745658129875189469533766322336,68120612839225355.929598036886896717612551078300025981411535245341667327432662799,8383723930246.2847177947602597758841850356621852197700095996897339041433412008601,1.1109567229273493566097003036306434008283622868810832373694492144024876495588146e-73,3.5595053402529573143322610599504047854875905765994233110078407667755942814583653e-80,356380609559.17007619829895370976303620530311654722195504521770771378281219828782,-1.1220737658400283538044261567277810714325246570377095348992176176898288907416824e-73,9.101060997343758678364931004435347884992809025417445665488708290901510973667343e-74,2.0439382269424727686533431082260779521550573816898760596328589792257091178833437e-73
20,4324625535477.5579387520186794556374299364025469760070954258155208702102400584403,0.000063081052370983479590937929212109597794329369842970852470157143982906582392477207,4324625535477.5578756709663084721578389984733348664093010964456778993577699012963,68556648516961542.157488295412856549342945225837925419673131915099745880264317188,8649251070955.1158775040373589112748598728050939520141908516310417404204801168806,1.414949856066673807423299889201217465731645499709240342122283576552422081030132e-73,4.5334993388372084151408016247699667382630295177053466886909555505459538123366642e-80,370256289738.08566556420876550526326782945073914562059581541631484455635533456842,9.389067030924904840813588584964381280601027302457722509832137118790555208877189e-75,7.2650316141687826843877611936567218046148214197686723443428457007556700454243956e-74,1.469374670243084014411033398240176920837512869430985093572227264945927293346034e-73
30,4461624423708.9032945245834298180376679568998535041243473656087798187476478792646,0.000064665022516672725904248164348735161874383285500097493391614228350659982988504552,4461624423708.9032298595609131453117637087355047689624729823232797212542562650362,68995946341139103.333251869613395425888921788926141332603553176498196126626747621,8923248847417.8065890491668596360753359137997070082486947312175596374952957585292,9.9074125664043468742432228570046183879842756180813020048991926209774085165879363e-74,3.1743349862851067849439368029977195528182764914173776858896865677585142921936004e-80,385500758015.60928403158417075211986896995804149866371083721495473273299550218063,6.25022458154909427157746466808000480523025723250221717706594389348443624116842e-74,1.2486651259234637917911026571590426377852423134546600800970631228000352859707173e-73,2.5849913051800797270999374894106847014658844184528323941792721730596710951742255e-73
40,4602992521207.8413541780023583946880160977663884929277688999650604748188505961449,0.000066288766276278232151451980280837257110952081418887991058964212853302814252272587,4602992521207.8412878892360821164558646457861076556706579478836415868277916319321,69438500364051055.503884655179437119012021760858718752592694751071452079243733194,9205985042415.6827083560047167893760321955327769858555377999301209496377011922898,6.1904056202916979074769370152553264125759490612279264967849906474168466045068277e-74,1.9834059606891195635553123662102178709683462352894775114819864017345445835271776e-80,402145126781.24582598970637782426883697610712634235945645865675495792359439873395,3.5083557644202304511099788641265557592077310011735380066830628877676215202742351e-74,1.1244184131447851456787022715968298256108907683366967193542136569469536288698467e-73,2.1273442210307630368364443737519389055200157651349545053308369331680952445082868e-73
50,4748868415013.8680120313862963990002009793444042144801469370097793403902354817782,0.000067953282368347984848980563214334645642958997229510601607408630555407134716479899,4748868415013.8679440781039280510153519987811898798345039780125498297886280731476,69884312420290786.829997281888029433615804562693527699362114263648792512425890175,9497736830027.7360240627725927980004019586888084289602938740195586807804709635564,2.5666692945740689426648237736242787525356753083104628276290446713341054838998733e-73,8.2236084197902832741428769853699054017300506279355586012428127178631046973992198e-80,420073048461.54608780158253140882522830204593609636509741641427725226225029653337,-1.2503721461339767297563767133545523824360507637017521538875431924611866050324757e-73,1.197633002286782776495686011915058622327734999498921963868750629055829007237027e-73,2.3951438199786286469549475564147899217549806258630294578667054032164973231966229e-73
60,4899395441060.0802141112136505777606711132659285266855331360398397531607262886435,0.000069659594589330618513884121767375193669852100881236127856558280728994533922736745,4899395441060.0801444516190612471421572291441611514918632839389585170328697303628,70333390108625380.722384320702135808763641409377443452192594303367883656546376451,9798790882120.160428222427301155521342226531857053371066272079679506321452577287,5.903037111620930262567206157020643116847064149101309233698326914446986712256598e-74,1.8913330904114456330830512573732379105747534090416478887047753241098819712643188e-80,438959489351.0134278362052119570747742703346736957016806898796043870595471050367,2.2619407377062247305510936315278880911064142485762716957895168844355395082828178e-74,3.0879286625324660505913617506165588919991968977076664341765718012963692354351674e-74,6.6453371259734070748233358535241994758477771494426779898168335268997421759383922e-74
70,5054721763295.6514447247365169350181494193118958782900616682022213703104163221318,0.000071408752443283453463506048127432657635240854157524241812288585231366304206719265,5054721763295.6513733159840736515646859132637684456324264273480638460686040335466,70785745309167450.624102986382796361734339792184536056165012429348293858030584927,10109443526591.302889449473033870036298838623791756580123336404442740620832644264,4.5460791274017156508033756205781303342354625918392585210764775066967467251847016e-74,1.4565637524669813151286427336148047582046390902927763189633241311632582880785454e-80,458246292786.92004456163031587868769112753160318053341597394040410409063190029124,-3.1670449373135408649659012221863340302201957586456175641641612569508882753159713e-75,2.2218390240289440744183665494673565860988584584630022755426666609516940497672247e-74,4.4037071570177976002157373372153257550085421175892478908677190520137299667119682e-74
80,5215000473562.7179782727555656361036073973506312970299583627439946630173071092205,0.000073201831787392558196311848933350425252935786151552551088059245843995072988755355,5215000473562.7179050709237782435454110855016979466047054269578431104662190499746,71241393093948363.403091512654945297390797098056185970725416820919619147729158241,10430000947125.435956545511131272207214794701262594059916725487989326034614218441,1.3928412645656320291823108284324484428295885387762834617766228956687904860140362e-73,4.4626634113541552793875437618491593314793280036823157803344914212982633482486654e-80,477196994947.03937979610847016045562247550590974973229537902611034707721011663717,-6.9829495073953885577625879589394762063421303884223579258265487347815527019679821e-74,4.904288615756013041204750477894646252374234927342907219164409441973450702751968e-74,8.8735261587820616636555475979006653073482568764919900105096757313644465836702687e-74
90,5380389708408.6430473269421505677968744464816556631123308518769965393241538595525,0.00007503993549370185981432426186096504315645155114490527712016472444248076039985118,5380389708408.6429722870066568659370601222197946980691744003258516340470336948281,71700350926610563.368952799636542713297295316216208614858549127083223580053875332,10760779416817.286094653884301135593748892963311326224661703753993078648307719105,3.8702989379655753588668935873139990677956355633221195026983727101560544165872417e-74,1.2400437795631855887126359012705517880880041784365785583880615436410812824233043e-80,495048468211.6676656348472438869258831463211346785622220251353792562687003290185,-6.6305803363341678819770976367624342782162677048027882136279175336620020179742627e-74,4.2939840008375947972370330709959560323001745452369673324165381936725122385309957e-74,8.1521549291076028767048293550789596509874629908119226387650374987865039550462583e-74
100,5551052779998.5285893431441026689167805622285996525317060775980353231575572370604,0.000076924194127458344344206378848139190537782861079209512766578746446243512680164701,5551052779998.528512418949975210572436355849751513341168294736956113644790658314,72162638074580257.764507166797634116066671076622314113984307483639205520773573227,11102105559997.057178686288205337833561124457199305063412155196070646315114474121,6.1198049423538008226644035887769331460820757582486598964624218715482183665159749e-74,1.960785503645000195555643312197568632600489006308224251813559186873486294961503e-80,511215325794.17027258595295384325453396117411619934163000009000112978378457876783,6.7039742750391033262231544614214520489464238391499271737109549136217629098764509e-74,4.4689322675374447182491984037159628278329177037555699494844648658628530298652579e-74,8.0958653646911257154215652087952956281983234009939804812300923487993819012693791e-74
"{'distance': [0.093, 0.124, 0.386, 0.4, 0.431, 0.462, 0.533, 0.573, 0.593, 0.631, 0.985], 'solute_1': [9.66, -2.8, 6.73, -14.7, 19.44, -19.72, 3.05, -7.36, 15.43, -2.37, 18.3]}","{'solute_1i': '191.0 mM', 'solute_1e': '209.0 mM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773237400194,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773475408909,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773506954177,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773486742658,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773482306419,-0.000000022389357222661643796499026054928611204023578651012926631239317992577773469769706,-0.069879392080716744469538109357165477921147498193809093412004271102980832369634899,-0.069879392080716744469538109357165477921147498193809093412004271102980833112483573,-0.069879392080716744469538109357165477921147498193809093412004271102980833210939465,-0.06987939208071674446953810935716547792114749819380909341200427110298083314785732,-0.069879392080716744469538109357165477921147498193809093412004271102980833134011383,-0.069879392080716744469538109357165477921147498193809093412004271102980833094883062
-140,-0.000000017234734013329229911506979383070781741880098229681065703416728802532092802484832,-0.000000017234734013329229911506979383070781741880098229681065703416728802532092893154819,-0.000000017234734013329229911506979383070781741880098229681065703416728802532092860669664,-0.000000017234734013329229911506979383070781741880098229681065703416728802532092836486078,-0.00000001723473401332922991150697938307078174188009822968106570341672880253209287817897,-0.000000017234734013329229911506979383070781741880098229681065703416728802532092901466973,-0.053791304660827811431139982246783979522390625041739248927450936575810402772529788,-0.05379130466082781143113998224678397952239062504173924892745093657581040305551976,-0.053791304660827811431139982246783979522390625041739248927450936575810402954130387,-0.053791304660827811431139982246783979522390625041739248927450936575810402878651028,-0.053791304660827811431139982246783979522390625041739248927450936575810403008778656,-0.05379130466082781143113998224678397952239062504173924892745093657581040308146281
-130,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897605525285,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897696195271,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897734558384,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897718862768,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897663924803,-0.000000013364511250346213869781589374674659458471880294305129030285064746318897591972379,-0.041711957710194177731628473555092379865096528763346688223283498937103438349753121,-0.041711957710194177731628473555092379865096528763346688223283498937103438632743092,-0.041711957710194177731628473555092379865096528763346688223283498937103438752478151,-0.041711957710194177731628473555092379865096528763346688223283498937103438703490585,-0.041711957710194177731628473555092379865096528763346688223283498937103438532023777,-0.041711957710194177731628473555092379865096528763346688223283498937103438307453168
-120,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766120578889,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766347253856,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766368879642,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766335920108,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766305275268,-0.000000010432207253948461928709701663884200479613388729385065110987083366184766243534563,-0.032559947733921543245772392983012800381968158918928198275794927422651027477874308,-0.032559947733921543245772392983012800381968158918928198275794927422651028185349236,-0.032559947733921543245772392983012800381968158918928198275794927422651028252845449,-0.03255994773392154324577239298301280038196815891892819827579492742265102814997549,-0.032559947733921543245772392983012800381968158918928198275794927422651028054329923,-0.032559947733921543245772392983012800381968158918928198275794927422651027861631094
-110,-0.0000000081807899328943531656585919652319977346868911565234523068941244268859270002894184,-0.000000008180789932894353165658591965231997734686891156523452306894124426885926954954425,-0.0000000081807899328943531656585919652319977346868911565234523068941244268859269456582973,-0.0000000081807899328943531656585919652319977346868911565234523068941244268859269776219217,-0.0000000081807899328943531656585919652319977346868911565234523068941244268859269927714022,-0.0000000081807899328943531656585919652319977346868911565234523068941244268859270396642326,-0.025533052225013587949779825660378291389138563016388659468888831126929030600265838,-0.025533052225013587949779825660378291389138563016388659468888831126929030458770852,-0.025533052225013587949779825660378291389138563016388659468888831126929030429756721,-0.025533052225013587949779825660378291389138563016388659468888831126929030529518345,-0.025533052225013587949779825660378291389138563016388659468888831126929030576801368,-0.025533052225013587949779825660378291389138563016388659468888831126929030723158517
-100,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640775365251251,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640776951976019,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640776868327653,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640776951976019,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640777111716569,-0.0000000064264396131601077781877051454200334323116332256660556826603815404640777364871998,-0.020057551851311198823267935070162800669170189998456471386214609973590769603221229,-0.020057551851311198823267935070162800669170189998456471386214609973590770098453679,-0.020057551851311198823267935070162800669170189998456471386214609973590770072346199,-0.020057551851311198823267935070162800669170189998456471386214609973590770098453679,-0.02005755185131119882326793507016280066917018999845647138621460997359077014831028,-0.020057551851311198823267935070162800669170189998456471386214609973590770227322586
