voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-2.2248863576352596e-08,-0.06944089755415916,-150,2555684555425.6445,4.1380942347319121e-05,2555684555425.6445,61759940940330360.0,9.0208036260700083e+17,0.0004898373392667188,1.5694388350105848e-10,-0.00029722038516410976,-1686.6874347203534,0.00049873476495965457,0.00088746118003979945,-150,-2.224875018596649e-08,-2.2248863576352596e-08,-2.2389360619703924e-08,-2.233418089002371e-08,-2.235107860768594e-08,-2.2232416736202865e-08,-0.06944054365158081,-0.06944089755415916,-0.06987940268322074,-0.06970718130469322,-0.06975992074808346,-0.06938956534395402
-140,-1.7181364864110945e-08,-0.05362473428249359,-140,2633961696158.561,4.2420021037591452e-05,2633961696158.561,62092418431957328.0,37493490457465096.0,0.0001996191117541457,6.395796340602894e-11,-0.00028912525446090872,-2125.5642369379466,0.00022298792282224964,0.00044050128415952961,-140,-1.7181121373176573e-08,-1.7181364864110945e-08,-1.7234733932816864e-08,-1.7218196448683737e-08,-1.7236939944343793e-08,-1.7172981980937764e-08,-0.053623974323272705,-0.05362473428249359,-0.053791304409540774,-0.05373968929052353,-0.053798189589088,-0.05359857047733385
-130,-1.330750526189804e-08,-0.04153403639793396,-130,2715331766652.2231,4.3485191074830106e-05,2715331766652.2231,62442677599820840.0,53146840012928440.0,0.00018714645661947749,5.996172470088156e-11,-0.00013889647185007529,-2673.5382228554131,0.00022764718814972818,0.00042056914732210707,-130,-1.331035076379776e-08,-1.330750526189804e-08,-1.3364511480405528e-08,-1.334375557154417e-08,-1.3360548685249341e-08,-1.3304549755704646e-08,-0.04154291749000549,-0.04153403639793396,-0.041711958428231985,-0.04164717718958855,-0.04169959015371205,-0.04152481197161251
-120,-1.0431886875629425e-08,-0.032558947801589966,-120,2799744151634.3735,4.4577107614792705e-05,2799744151634.3735,62806770143724880.0,3.6965231049091917e+17,1.6772943126852624e-05,5.374050977843291e-12,1.2749312986670702e-05,-3335.4320151662632,2.3621933982933578e-05,7.7916367285115628e-05,-120,-1.0428945887088776e-08,-1.0431886875629425e-08,-1.043220724406695e-08,-1.0433957742154597e-08,-1.043278761584661e-08,-1.0428583691176754e-08,-0.032549768686294556,-0.032558947801589966,-0.03255994770308037,-0.0325654111802578,-0.03256175910064485,-0.032548638237130945
-110,-8.179748511314392e-09,-0.025529801845550537,-110,2887183472551.0977,4.5696442264248991e-05,2887183472551.0977,63181799927779296.0,2.4850545903094816e+17,1.4501509213005193e-05,4.646283551848154e-12,1.5677427764208786e-05,-4106.3869835992473,2.703370945932103e-05,7.4097978175045485e-05,-110,-8.182192969322204e-09,-8.179748511314392e-09,-8.18078995251563e-09,-8.184173123538494e-09,-8.18047499977656e-09,-8.179526839986646e-09,-0.025537431240081787,-0.025529801845550537,-0.02553305228625353,-0.025543611496686935,-0.02553206928769214,-0.02552910998747393
-100,-6.428026986122131e-09,-0.020062506198883057,-100,2977661626807.4561,4.6843883494067116e-05,2977661626807.4561,63565644107721848.0,4.7718673842559565e+17,3.8321790139336787e-05,1.2278301560643067e-11,-3.2291923532091777e-05,-4969.8233439893183,4.6097085715065257e-05,0.00010667737460784554,-100,-6.430385506153106e-09,-6.428026986122131e-09,-6.426439607596633e-09,-6.438717909157276e-09,-6.4264782296977495e-09,-6.429004794036154e-09,-0.020069867372512817,-0.020062506198883057,-0.020057551833947043,-0.02009587362408638,-0.0200576723773338,-0.020065558033820707
-90,-5.034855410456657e-09,-0.015714280307292938,-90,3071211813849.9048,4.8020137062672421e-05,3071211813849.9048,63956748183404400.0,50975391223923736.0,2.4937093257904053e-05,7.989844679832426e-12,-4.5654252689073666e-05,-5897.7568001462523,4.8938157443239332e-05,0.00011611495193293015,-90,-5.042391693592071e-09,-5.034855410456657e-09,-5.040025664426923e-09,-5.042845255136489e-09,-5.0383567949633284e-09,-5.036939652921137e-09,-0.015737801790237427,-0.015714280307292938,-0.01573041717985931,-0.015739217400550842,-0.015725208473668317,-0.01572078543358657
-80,-3.925775688886642e-09,-0.01225273311138153,-80,3167884058830.7622,4.9225926450139373e-05,3167884058830.7622,64353975380016296.0,31607741294486788.0,7.993387953320052e-05,2.5610815002438e-11,-0.00010080949116048918,-6854.0124700410497,8.6607681200094656e-05,0.00018787060753801076,-80,-3.92875964641571e-09,-3.925775688886642e-09,-3.931276273527389e-09,-3.945429226756096e-09,-3.95138650388908e-09,-3.932324766390229e-09,-0.012262046337127686,-0.01225273311138153,-0.012269900978549905,-0.012314073741436005,-0.012332666990914731,-0.012273173428184236
-70,-3.0436510026454926e-09,-0.009499534964561462,-70,3267741865286.0288,5.0461993303183537e-05,3267741865286.0288,64756495956331440.0,1.2494906472454181e+17,4.873424768447876e-05,1.561445295810735e-11,4.7765624012707786e-05,-7799.7464658207246,4.7750391992842823e-05,0.0001231825763776125,-70,-3.0429014325141905e-09,-3.0436510026454926e-09,-3.036793347631426e-09,-3.0280365496873852e-09,-3.0315939212800003e-09,-3.0387390332267387e-09,-0.009497195482254028,-0.009499534964561462,-0.009478131546914563,-0.009450800716876984,-0.009461903624469414,-0.009484204223554116
-60,-2.272980710864067e-09,-0.007094196975231171,-60,3370859719183.498,5.1729097891327347e-05,3370859719183.498,65163705855938392.0,1.4514072877940448e+17,0.0001704699534457177,5.4618573084008086e-11,-0.00013129796120948511,-8699.6799694153869,0.00016468070319875419,0.00036793655211590076,-60,-2.2731549739837645e-09,-2.272980710864067e-09,-2.3114264519998504e-09,-2.310246759653091e-09,-2.327599283948075e-09,-2.2825391538288383e-09,-0.007094740867614746,-0.007094196975231171,-0.007214189925093166,-0.0072105079889297485,-0.007264666928676888,-0.007124029818442068
-50,-1.6533583492040633e-09,-0.005160294473171234,-50,3477321235199.543,5.3028019574520276e-05,3477321235199.543,65575166923080416.0,67716046022842960.0,0.00025988272682297975,8.326642567408268e-11,-0.00025682930216747103,-9527.1195792236231,0.000274272493562688,0.00055536547174986069,-50,-1.6578295111656188e-09,-1.6533583492040633e-09,-1.7220998748318717e-09,-1.7251607224345207e-09,-1.736624774878146e-09,-1.6738811086564963e-09,-0.0051742494106292725,-0.005160294473171234,-0.005374843554406591,-0.0053843967616558075,-0.005420177199994214,-0.005224348029514658
-40,-1.3061450511217117e-09,-0.004076607525348663,-40,3587217787690.646,5.43595572825009e-05,3587217787690.646,65990562966660168.0,87598047583719168.0,0.0002074723745758159,6.647414881409138e-11,0.00011890903570353996,-10266.442043916211,0.00022908456402690852,0.000421762110963433,-40,-1.309761607646942e-09,-1.3061450511217117e-09,-1.2432874588328506e-09,-1.2759378522634505e-09,-1.2672760506538906e-09,-1.2889863943142698e-09,-0.004087895154953003,-0.004076607525348663,-0.003880422780377187,-0.003982327878475189,-0.0039552935413667,-0.004023053665150655
