"{'distance': [0.146, 0.211, 0.252, 0.283, 0.349, 0.361, 0.488, 0.504, 0.514, 0.514, 0.548], 'solute_1': [19.44, -6.63, 3.06, -12.75, 9.27, -8.24, 5.23, -16.61, 3.62, -11.28, 19.11]}","{'solute_1i': '450.0 nM', 'solute_1e': '261.0 uM'}"
-30,74069146881627166.758961531640756216543921197581319660605656256109570217206858711,0.0027070159748005688306368370080149299132496780069309781092016125686176903666473211,74069146881627166.756254515665955647713284360573304730692406578102639239097657098,27361917170468115134.150989199560007703875709395348009374040428588898352121911071,148138293763254333.51792306328151243308784239516263932121131251221914043441371742,9.6725087817057779804327140863364475196499204081686351512265478865888228195419183e-76,4.6486064409326395838627804577196323667839720385441699723668627218678502007525155e-82,-116222931594.7352635662985758437822801688581817512661264731307842501089183657857,-1.2817625947297399357091970274496139910334079447138926219686547396447486154732673e-76,9.5801872113881053570054421524700693247185965474324702382496779568422681702427258e-76,2.5782621142552608746167329720460423859073625343331304513725258136851737474799386e-75
-20,64285791147568395.742937317056445794696041554735080352975714860639995914687231012,0.0046564199970270411556903957912358680678834584980144889610970990721494622385802344,64285791147568395.738280897059418753540351158943844484907831402141981425726133913,13805840364188065285.514784514400487799347222187455731653314340413822946902546491,128571582295136791.48587463411289158939208310947016070595142972127999182937446202,2.2016410522226170545915356837264717855853545030629450115642800923740049402415574e-75,1.0581086132207207474066076916518043407964994999986115989717522839733997163930299e-81,-119035417103.31602538754236453575085964826656843980536386873219557756969700643299,8.6395420584362783928181434064968059771984675520786393074397283543366264093355374e-77,1.0991075289908003562827110897528479875327617270641540144908226988699053870094011e-75,2.8585219724936180950178796544911804679830492307299600973999628799407756318455362e-75
-10,55911390652283779.4852454483229604843571660695660989707506738020387865184163674,0.0080096487758298807895055752167161540066598628236842449860614605179345715730114892,55911390652283779.477235799547130603567660494349382816744013939215102273430305939,6980504665947826502.7821166194296520958302295455441836203804185203312676829672289,111822781304567558.9704908966459209687143321391321979415013476040775730368327348,4.9413305861926562612980841504520422932786069311746609640664090229182693055479129e-75,2.3748015647248745099978518088928505571254355680233062040279467686130186397522142e-81,-116741456720.65621824247970822512212145097244734427313487072970128579547680568482,1.8167664897111571127170179422627059316518792329154355379260411198533568084668334e-75,1.8003564134019453641214171709247035499477025642204124322509884150440639938192792e-75,2.776315836616154432142115188504443048888393578356090928081139090543147168807634e-75
0,48747768604209312.095687510245674764718561754543862753214057714072467580266242623,0.013777638948615773811168058341045683163740077827784501471961648657163645737688693,48747768604209312.081909871297058990907393696202817070050317636244683078794280974,3538180147267319246.7668917717576517904048275006489975155620244711080491556868625,97495537208418624.191375020491349529437123509087725506428115428144935160532485246,2.0160772840258733847965520832760169110116437628104945416678113076060513844319077e-75,9.6892717798318714639985034524640732941535932375372175849074777010133008756439172e-82,-109170656678.01502190841593594945851945422925011622227234766576889268871822069705,-1.1969864557494573601482755343589210061810075192614380316539494005020389623430048e-75,1.5746839388397817504519151281249928507586239449585952417659429812591673945986792e-75,3.1288725529923633266780967503133981786706269522229238909450548642224383936429517e-75
10,42624798926866148.822652676040171809926362915223502419248758779066220317486262479,0.023699333180654571693310829641295394570736082662384834452675547480036975190288575,42624798926866148.798953342859517238233052085582207024678022696403835483033586932,1798565326794095852.7493438547480537293008563886910499411725537915917069177039855,85249597853732297.645305352080343619852725830447004838497517558132440634972524959,3.0685576156882926708993919736845592586463677574192544929298247792177229697208736e-75,1.4747481040593645747380617993190365973965053542720215230325905729931790139810433e-81,-98927173819.674429451739288730117658149771986853475659247381149930492297207233417,-6.8601877207860577609196936838272470890011494301169531291074031999067733833284975e-76,1.3262270502954968760283679349379887417444652979069918526883600539561287724787958e-75,2.82367244737351607913225383767089627344778898549120954966751812711177636607187e-75
20,37396442560083858.717133801202278780904604877579262605504284989690480980518535944,0.040765939309514568060656888377765253952506747288303908822766793025305678084563049,37396442560083858.676367861892764212843947989201497351551778242402177071695769151,917345293485135383.28175385714814882990808731013181549072027077541382960386631412,74792885120167717.434267602404557561809209755158525211008569979380961961037071887,1.4336039801456778078141344092248663288052560604964227099139347760479862393249629e-75,6.8899052952687874094891800827822175655571479370688466654619132582022299755956251e-82,-89165340760.785151359094852929127543260962349854618239789508411584648123997825335,3.7929984823907964119348221550545426788219824256851300684575785143297094507365917e-76,1.0532151851044233035472286886275576680574899156618505409024283695084707814105871e-75,2.3075531815155149960220789647785859189540681190847973891122461652748190074780445e-75
30,32937344104542037.139116766733286872127805738711208803588856662284542514218426615,0.070122724344986188013628322410050114571442045948252652589723028395566243504905999,32937344104542037.068994042388300684114177416301158689017414616336289861628703587,469709989339526776.5831719141713669783598447019198860196967533599123875898486177,65874688209084074.27823353346657374425561147742241760717771332456908502843685323,5.0554519873677153213063023342718505030408688051310765319975108232176699891265188e-75,2.4296501983759347282847796479209263367509102063151528540937972517286702293169053e-81,-81556336991.091214421101081587692580643961732587781791090118019345796431032721081,2.1658734830408245353959658416853228650959961460848451391483762579824180282911552e-75,3.2621144739823762579033402653885263866370818846845248326317150750164270476978712e-75,7.2177278440062885349597931409563813234907860127480714892227457065039121347418204e-75
40,29139909604198125.209306044537528936279895078757017057280482701409949478209101566,0.12062021758481272745407127519400931851133966276704424911679799479339289312353286,29139909604198125.088685826952716208825823803563007738769143038642905229092303571,241583958209234126.14830118132514817547292482697415297086159711590293796655958637,58279819208396250.418612089075057872559790157514034114560965402819898956418203132,5.8656235890742611617806187721128694082900320358525801661986294389142896657380466e-75,2.8190186931961566250684761232238188348990601433735258359305278630926517197938886e-81,-76362451570.758283556170871841721883555679902913867506613121024893391216822955472,-2.8993237121056130815789243144395216435155997473480928412284264493756619294179361e-75,3.1357299511060433404383999762164780324965631071977185361120618113253115887795355e-75,6.6703823277907819492607206702969956908343359697744860876698056528325573399949811e-75
50,25911797457349781.926233701067430390680664848144022187577765575033042232025646872,0.20748248197872311669329577659680428824098613633190882704394802090759163534627829,25911797457349781.718751219088707273987369071547217899336779438701133404981698851,124886675782136542.75358256359584970876468195072816740196905441349144473219654935,51823594914699563.852467402134860781361329696288044375155531150066084464051293745,6.0230533936199055342467833329926999831378672021639037999962056974971371168783854e-75,2.8946794953570176831263346095575575179262769522935448724201828442076860358306038e-81,-73218532613.599713078908973535914396748999596254670197826223395160559894040592108,2.6808219006550399650217860292232787215542000037525702063424947018120604875855804e-75,3.2541816480138775472891438791028299201136926151247230740680610012332563851411388e-75,6.332203253566483472469224140435550445653636277309104709842499185783148750785491e-75
60,23173764060624662.712670464277239395419169580480987315179158279672125045224693513,0.30255563142209972188493237162907268059410821128868218350771443997159518599271445,23173764060624662.410114832855139673534237208851914634585050068383442861716979073,76593398548561836.1771648217874378900670621216724424618835065700583226589259112,46347528121249325.425340928554478790838339160961974630358316559344250090449387027,2.4008548583162556058574058178585110807702481013132862250365895647068685212791547e-75,1.1538507966017645644697967762948988502881426170647503038251509974400358176651305e-81,-71634416753.539839379856331784309739649501290869985779306652026145243312335363561,1.2160383158724635617193182773843761845317409614716543984984499338410144007056454e-75,2.4208218214362136373687920597306169096628284342691154517095086686169741621496126e-75,4.8509130548848625147855134155551991212158177337323018629714229444643532304110675e-75
70,20857814044813160.12246887493235448559767620969470880834141660546959720872288339,0.29045979461879603266323781070793484388940851622500365344267863523498950130740963,20857814044813159.832009080313558452934438398986773964452008089244593555280204755,71809642612284019.477830171113362365856018008457428345068588166313504627929946383,41715628089626320.244937749864708971195352419389417616682833210939194417445766781,3.7161959348248762426146367059475277728460634295242298988283744912510403425408043e-75,1.78600366918733624890699726790711669193258773284033030332585611565493758559942e-81,-71184796683.022606391350396090951185677620338362147220380774033329202725119506157,1.9512174653999419137110699162829832460686089964016105358167128783703760374961453e-75,2.1986529534224829167858862721704433007661473608678844637679030498559638852745339e-75,4.9525232474289065655112654244747764479297417762346875366934906085249586726368011e-75
80,18905612049251180.082684796356000673642074083849997836776641816114655717717832372,0.27884753588437327978627244273786326036026430620737568586003928225916985923043197,18905612049251179.80383726047162739385580164111213457641637750990728003185779309,67799100283570616.46015646598306239536699034926186529363312025887473546203468588,37811224098502360.165369592712001347284148167699995673553283632229311435435664744,6.6635103675175604735416018166119433603895108485752097785516424373577508218073074e-75,3.2024830802147865296994829507457127991667115044376018797686935956719816850262811e-81,-71548936286.527113779711819590326833400596264655339374550010704122046021164921345,2.6248386126973085944912053615814144126156570248276404838485617490435261981428146e-75,2.4235615313632903554750374701061790036361824572189948290297867877615855686899842e-75,3.7408192050720458520468000265481642608903295536007650030219281338091653218795935e-75
90,17267119067358388.959608317416833596689993398407194068142647215019220106815035062,0.26769952230681345731915927040857200996585316709265677310175318578209446877364623,17267119067358388.691908795110020139370834127998622058176794047926563333713281876,64501867312143904.56038161721428280766416203959599375557684252969459534756898509,34534238134716777.919216634833667193379986796814388136285294430038440213630070123,6.7769380920679549651216578642591780029010654070726654986859491208500993894915675e-75,3.2569964188548921410246531060726454521767504211297724074296873078936901015523905e-81,-72499390352.542943796172778808709341441666401829607996986826553516924199046743184,-2.9914203533376749324668334573514165295669539699844641231859057871630066779438479e-75,3.1266605439151736469144278330860874453152436974507384036254440638306396119111765e-75,5.9292345204081891124089076383399650620571818295233721511049742640295771617011917e-75
100,15899421621565380.887861018349738851987762566114311867433532002912074205130300619,0.25699719388236538851824053274271407199821982786053799495721941075421511360399986,15899421621565380.630863824467373463469522033371597795435312175051536210173081208,61866129280940627.584069156308932429335137398969261253716676724308291852478047794,31798843243130761.775722036699477703975525132228623734867064005824148410260601238,7.0980239232645156570702872538535192258226892428877396068401775648584231617904916e-75,3.4113105437166633954362373816980014280388135002634715848709348370377672929941521e-81,-73879862296.822970664318513034955416297597944555628031591913485666267169208214835,-1.8531412894944797100503102621692080052360816836691598363768294333951899495283954e-75,1.8329578511163164366068605704013440306300943225116330258720526020588780898450476e-75,3.3301723692165100097380258919243100648249896296122448692164912934810844705076363e-75
"{'distance': [0.146, 0.211, 0.252, 0.283, 0.349, 0.361, 0.488, 0.504, 0.514, 0.514, 0.548], 'solute_1': [19.44, -6.63, 3.06, -12.75, 9.27, -8.24, 5.23, -16.61, 3.62, -11.28, 19.11]}","{'solute_1i': '450.0 nM', 'solute_1e': '261.0 uM'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-0.000037576762251851331278898740748793301344582329634749218771062120303160916032446184,-0.00003757676225185133127889874074879330134458232963474921877106212030316091603244617,-0.000037576762251851331278898740748793301344582329634749218771062120303160916032446158,-0.00003757676225185133127889874074879330134458232963474921877106212030316091603244617,-0.000037576762251851331278898740748793301344582329634749218771062120303160916032446104,-0.000037576762251851331278898740748793301344582329634749218771062120303160916032446197,-78.187187373806348540162167977267688933414070171490628215230652760038863867223472,-78.187187373806348540162167977267688933414070171490628215230652760038863867223445,-78.187187373806348540162167977267688933414070171490628215230652760038863867223419,-78.187187373806348540162167977267688933414070171490628215230652760038863867223445,-78.187187373806348540162167977267688933414070171490628215230652760038863867223306,-78.187187373806348540162167977267688933414070171490628215230652760038863867223501
-140,-0.000031416870726305633025051960493769346999635768701072438283452141117723454379400822,-0.00003141687072630563302505196049376934699963576870107243828345214111772345437940117,-0.000031416870726305633025051960493769346999635768701072438283452141117723454379400365,-0.000031416870726305633025051960493769346999635768701072438283452141117723454379399709,-0.000031416870726305633025051960493769346999635768701072438283452141117723454379399095,-0.000031416870726305633025051960493769346999635768701072438283452141117723454379398562,-65.370101386403730508748219020737755895063815002819192455480024692577934776366393,-65.370101386403730508748219020737755895063815002819192455480024692577934776367116,-65.370101386403730508748219020737755895063815002819192455480024692577934776365441,-65.370101386403730508748219020737755895063815002819192455480024692577934776364076,-65.370101386403730508748219020737755895063815002819192455480024692577934776362798,-65.370101386403730508748219020737755895063815002819192455480024692577934776361689
-130,-0.000026243283402568398905893095122349964962119171913675415797633828040463291759979413,-0.000026243283402568398905893095122349964962119171913675415797633828040463291759979496,-0.000026243283402568398905893095122349964962119171913675415797633828040463291759980156,-0.000026243283402568398905893095122349964962119171913675415797633828040463291759980492,-0.000026243283402568398905893095122349964962119171913675415797633828040463291759980841,-0.00002624328340256839890589309512234996496211917191367541579763382804046329175998128,-54.605250525527255070369565824783995337677343690890919266943817174109516283681162,-54.605250525527255070369565824783995337677343690890919266943817174109516283681335,-54.605250525527255070369565824783995337677343690890919266943817174109516283682708,-54.605250525527255070369565824783995337677343690890919266943817174109516283683407,-54.605250525527255070369565824783995337677343690890919266943817174109516283684133,-54.605250525527255070369565824783995337677343690890919266943817174109516283685045
-120,-0.000021896625823043666554168814266110896329372339870763618325924940725992054725615996,-0.000021896625823043666554168814266110896329372339870763618325924940725992054725616605,-0.000021896625823043666554168814266110896329372339870763618325924940725992054725615401,-0.000021896625823043666554168814266110896329372339870763618325924940725992054725615808,-0.0000218966258230436665541688142661108963293723398707636183259249407259920547256156,-0.000021896625823043666554168814266110896329372339870763618325924940725992054725615253,-45.561019190685947679603400103504528709531857948533492104938748644010804498792114,-45.561019190685947679603400103504528709531857948533492104938748644010804498793379,-45.561019190685947679603400103504528709531857948533492104938748644010804498790875,-45.561019190685947679603400103504528709531857948533492104938748644010804498791721,-45.561019190685947679603400103504528709531857948533492104938748644010804498791289,-45.561019190685947679603400103504528709531857948533492104938748644010804498790568
-110,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723433433,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723433385,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723432912,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723431525,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723432621,-0.000018242820589320849621058095350314572478056095290455294651281016673618791723432524,-37.958428192511130957730050501882153514031783388964703940372288951966437236202049,-37.958428192511130957730050501882153514031783388964703940372288951966437236201949,-37.958428192511130957730050501882153514031783388964703940372288951966437236200965,-37.95842819251113095773005050188215351403178338896470394037228895196643723619808,-37.95842819251113095773005050188215351403178338896470394037228895196643723620036,-37.958428192511130957730050501882153514031783388964703940372288951966437236200159
-100,-0.000015168952632590602072483635409453750928889456140149011897568665958661695967993627,-0.000015168952632590602072483635409453750928889456140149011897568665958661695967993901,-0.000015168952632590602072483635409453750928889456140149011897568665958661695967994486,-0.000015168952632590602072483635409453750928889456140149011897568665958661695967993835,-0.000015168952632590602072483635409453750928889456140149011897568665958661695967993976,-0.0000151689526325906020724836354094537509288894561401490118975686659586616959679947,-31.56253148687183105213825162952841211567463166827623730610792169735081799301574,-31.56253148687183105213825162952841211567463166827623730610792169735081799301631,-31.562531486871831052138251629528412115674631668276237306107921697350817993017528,-31.562531486871831052138251629528412115674631668276237306107921697350817993016172,-31.562531486871831052138251629528412115674631668276237306107921697350817993016466,-31.562531486871831052138251629528412115674631668276237306107921697350817993017972
