voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-0.07008486551060414,-218741.7774987645,-150,360586657.2026065,33904.732558071351,360552752.47004843,10635.289825247872,2.5867047550167642e+17,4.3655745685100555e-08,1.3974932322469158e-14,189769.05463173304,2.1246838357812019e-07,2.6695803043824025e-08,1.1720664435527217e-07,-150,-0.07008486551060009,-0.07008486551060414,-0.07008486551060636,-0.07008486551060693,-0.07008486551061043,-0.07008486551061406,-218741.77749875182,-218741.7774987645,-218741.77749877144,-218741.7774987732,-218741.77749878413,-218741.77749879548
-140,-0.0644973283558693,-201302.52295839356,-140,342851757.51514637,36261.428773639345,342815496.08637273,9454.9985786656689,47599772534891440.0,5.3958501666784286e-08,1.7277845820729e-14,176770.63093092118,2.0137437916596122e-07,4.8983942105923593e-08,2.1700492869314303e-07,-140,-0.06449732835585997,-0.0644973283558693,-0.06449732835587725,-0.06449732835587166,-0.06449732835586472,-0.06449732835586536,-201302.52295836445,-201302.52295839356,-201302.5229584184,-201302.52295840092,-201302.52295837927,-201302.52295838128
-130,-0.05913989222878449,-184581.43641942725,-130,326665704.23864281,38781.937431702187,326626922.30121112,8423.1404068949596,55330221127123880.0,9.749783203005791e-08,3.123890035539034e-14,164869.65524486566,1.9122016145432692e-07,4.0763841768553848e-08,1.9733682646988493e-07,-130,-0.05913989222878976,-0.05913989222878449,-0.05913989222878116,-0.05913989222879754,-0.05913989222880055,-0.0591398922288124,-184581.4364194437,-184581.43641942725,-184581.43641941686,-184581.436419468,-184581.43641947737,-184581.43641951436
-120,-0.053978990898456765,-168473.7543647215,-120,311955376.23553324,41477.645030077838,311913898.59050316,7521.0484107599732,38285248297902992.0,4.45579644292593e-08,1.4280243654241076e-14,154087.06694365988,1.8196487912932453e-07,2.9853282421262036e-08,1.3326444374406332e-07,-120,-0.05397899089846256,-0.053978990898456765,-0.053978990898458326,-0.05397899089846056,-0.053978990898457674,-0.053978990898471045,-168473.75436473958,-168473.7543647215,-168473.75436472637,-168473.75436473335,-168473.75436472433,-168473.75436476606
-110,-0.04898252978828365,-152879.30645531727,-110,298654319.01569986,44360.729534744918,298609958.28616512,6732.4032347525545,1.7782960200073206e+17,2.3748725652694702e-08,7.61196661258623e-15,144425.12104463161,1.7357209326229408e-07,2.8259836275064053e-08,1.2757597960683098e-07,-110,-0.0489825297882876,-0.04898252978828365,-0.04898252978828163,-0.048982529788287,-0.04898252978828463,-0.04898252978827999,-152879.30645532958,-152879.30645531727,-152879.30645531096,-152879.30645532772,-152879.30645532033,-152879.30645530584
-100,-0.04412110614814236,-137706.32380818465,-100,286702444.52567571,47444.215394286985,286655000.31028146,6042.9378406413507,2.7231997573385554e+18,5.180481821298599e-08,1.659783421814609e-14,135867.57040025108,1.6600922175709377e-07,2.3358375091112204e-08,8.5731952946532797e-08,-100,-0.04412110614813555,-0.04412110614814236,-0.04412110614815087,-0.04412110614815215,-0.04412110614815108,-0.044121106148150395,-137706.3238081634,-137706.32380818465,-137706.3238082112,-137706.3238082152,-137706.32380821186,-137706.32380820974
-90,-0.03936951566160311,-122876.14126592732,-90,276045759.69847965,50742.032378355507,275995017.66610128,5440.1794086637647,1.0391508083957763e+17,5.4656993597745895e-08,1.7506829319557937e-14,128380.74225284126,1.5924730026641862e-07,7.0300734076584408e-08,2.8228583506817451e-07,-90,-0.03936951566160101,-0.03936951566160311,-0.03936951566160744,-0.03936951566161852,-0.039369515661608984,-0.03936951566160562,-122876.14126592076,-122876.14126592732,-122876.14126594084,-122876.14126597541,-122876.14126594565,-122876.14126593515
-80,-0.03470825535222592,-108327.88811556155,-80,266636122.5377956,54269.078505956684,266581853.45928964,4913.2236971469692,62267001931921944.0,2.8085196390748024e-08,8.992806499463768e-15,121916.04661250176,1.5326102957146238e-07,4.3687836979625845e-08,1.8450083716370358e-07,-80,-0.034708255352224944,-0.03470825535222592,-0.03470825535222379,-0.03470825535223054,-0.03470825535222947,-0.034708255352221544,-108327.88811555851,-108327.88811556155,-108327.8881155549,-108327.88811557597,-108327.88811557263,-108327.88811554789
-70,-0.030124578653756777,-94021.78106665661,-70,258431024.6345945,58041.287347843077,258372983.34724665,4452.5377785956061,3.3948970810141325e+17,4.052708391100168e-08,1.2986139941162378e-14,116414.11053733304,1.4802850139412551e-07,3.7565446735671675e-08,1.7090023315957659e-07,-70,-0.03012457865375509,-0.030124578653756777,-0.030124578653765718,-0.030124578653768077,-0.030124578653762613,-0.030124578653755646,-94021.78106665135,-94021.78106665661,-94021.78106668452,-94021.78106669188,-94021.78106667483,-94021.78106665309
-60,-0.02561260450887642,-79939.46475928971,-60,251393399.1337114,62075.700007051411,251331323.43370435,4049.7875836302237,99111136793116352.0,1.4959368854761124e-08,4.791306240647941e-15,111810.08799454276,1.4353084571141258e-07,2.8954209664001296e-08,1.2170282970291879e-07,-60,-0.02561260450887735,-0.02561260450887642,-0.025612604508880022,-0.02561260450888121,-0.025612604508878374,-0.025612604508876417,-79939.4647592926,-79939.46475928971,-79939.46475930094,-79939.46475930465,-79939.4647592958,-79939.4647592897
