"{'distance': [0.002, 0.1, 0.119, 0.137, 0.245, 0.285, 0.61, 0.636, 0.751, 0.894, 0.946], 'solute_1': [8.84, -9.85, 7.01, -9.98, 18.7, -11.23, 16.15, -7.51, 15.74, -9.7, 17.34]}","{'solute_1i': '179.0 mM', 'solute_1e': '286.0 uM'}"
voltage,current,solute_1
-150,-0.0000026270188631343533842523713467119521070227935078870512674143510783448073567787908,-8.1991849660872456835826928413582701319490304951305430200142351008257228960881339
-140,-0.0000016313804298432474784303051083193771496795582925572203589669247586096567880970882,-5.0916992192361034983739821517714632451630101999116391634394907461371136641917461
-130,-0.00000099101199626634081966300926537093798957427056951096026110782166065582103655710325,-3.0930461806065570216853849698073577489766471400281102692179754699194346317309102
-120,-0.00000058413788965092885754079297170834946035511835439480827488592466002250723746624892,-1.823151965202649460245552425752545378217487780740031395089580708549545027897182
-110,-0.00000032774087278624109286469755556316884347706495857793768694278911766020952408559331,-1.0229115879720384189402949914283815520770918812982950988825448764942979798033341
-100,-0.00000016645451858152602975374445562804824987874900561921290333667040832253317668219372,-0.5195209693555744012678791267869190270379974378822992936364041173645159793570627
-90,-0.000000064060909263066636755064858882095555083102362831063647916237770352973407946805543,-0.19994041592717428212438889120638089459831032172616102170109435477972332084371445
-80,0.0000000026841659303105719958981457943452363503729878064574707588768030253277006020065313,0.008377546598971823132190506512172006913091473289746938717630652748689351162184117
-70,0.000000048387825872929077323873972200466238452225596535538668615340063931311896056940441,0.15102317688180112287564816113152193088005223797147416461559909394143178869509006
-60,0.000000082014141734690374843209406465524294261893202473546008990924912905878210205608111,0.25597422513948308048733265175315992809358665748758649866196987770194939538038624
-50,0.00000010893960145253740544690041637985463010425904148669942875138537676340701147852955,0.34001124048856869835400913016180564539912884176712295354382451979616930028098824
-40,0.00000013235787061150312288846256523497645351513963293976496732929922985991463066900292,0.4131019682006964094186269675209360324626355578067839982565595566100397884903676
-30,0.00000015422560331646670827162604795921628284447532247834306168612409045556860010640534,0.48135331871556403266563683915655122636236606564219724203864817389045006037856189
-20,0.00000017588093318314841307816055415879529014566295420389925440402546702905038139862332,0.548941739023559369435232062027001878052629900583091269608709489460225222278518
-10,0.00000019843500757278058903211502768652780970537963812068120506014641787249043554497982,0.61933522962790449145090040567944610070261542596368288272336768415941205766272754
0,0.00000022301867159219286631049384387711922351792824754594623602655745152409367901634341,0.69606326963855454925620123914247037590785434512286703080973302764988877457455006
10,0.00000025095027015571507188166320282071216811158812896454760791148636034797061466856191,0.78324054355716318528245273785060055736248572558598125609766972929128958215631179
20,0.00000028387427816586805808736946214611454860862064533777277717019576762242224542904682,0.88599961974365815366466383136877318322039980040032655127023515186147689435995411
30,0.00000032390645110294622355394077305205760583500558625532255199117080384438435253145454,1.0109439797220544317226123425173163805569042260564936690362582621437865195831333
40,0.00000037381173945437883978481556071906432559091027096074344914674082533086012320350744,1.1667033066616069247096594054475512952148158290700614990108136772826150007850203
50,0.00000043723692621635672729577736580103401517502255691266862589267778117728344994406223,1.3646595699636602665212143933428243780488735295901964605757939778727276180969954
60,0.00000051902016099175545755191854937695765783936313978407865149075819581918554925964302,1.6199131117095988882109874822126098542774082126990475278176102710749619282021934
70,0.0000006256032745896614801220794494626268566440253855048309023013331659253793984471595,1.9525695211912032201610184302758054675916070218649812688758383069858089806278458
80,0.00000076557916276177754251553999778267321386412373123178903733669880235611865291901642,2.3894480735386316517082557665147627450661707997368496593523106788860356173939199
90,0.00000095041512251982809020572978151760301765192612895946992158249712816010294451094799,2.9663393337073287710330303418989667220590894487698541790460841360580335180663201
100,0.0000011954034505713445618612080501570298042609482040865136610094720392374503292310571,3.7309720679505138023595001624232542329015438141044681506195532183931563716034493
"{'distance': [0.002, 0.1, 0.119, 0.137, 0.245, 0.285, 0.61, 0.636, 0.751, 0.894, 0.946], 'solute_1': [8.84, -9.85, 7.01, -9.98, 18.7, -11.23, 16.15, -7.51, 15.74, -9.7, 17.34]}","{'solute_1i': '179.0 mM', 'solute_1e': '286.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,423345116.31648078551262821174055908389192658797911871129401336293239825023520502,0.3788215182610813067963737348613919179241132315500840794360075327384797834353883,423345115.93765926725154690494418534903053467005500547974392928349639071749672524,1117531861.0721424405393193137405199384875512007454493943276405930959635587975088,846690232.63296157102525642348111816778385317595823742258802672586479650047041004,8.6572529509809056718350490109029396091314202872010184001238589962188080917443666e-76,2.7737694501435809263343589707879906502486387879413721895275632825118409583322801e-82,21411043.33450630486942281463265405358812599172622788161158451054923352472072875,4.67850872393746271634692920716070548458730887782848205538362500323517651922304e-76,4.0782643788773355833575048164699392418667387640645747425303149644031153500156601e-76,5.2575445943017242214261544099566139762957026433222776385538128437790556134614336e-76
-140,429077068.69634636328740141108970701936613325303928574827584080610282819820125288,0.39113984899082902183587517104219861990059371399839065528519973757526769673609785,429077068.30520651429657238925383184832393463313869203427745015081762846062598519,1096991446.4184569644519569066363347828228175707685989464266415668687458851875714,858154137.39269272657480282217941403873226650607857149655168161220565639640250577,1.4006785875293802376798489427479398054403763091070093871335319065679684830754061e-76,4.4878256968490991181227841234263525816550946825615447999989622680165991292982877e-83,23208143.153527333767706564896916811273686236125217877736584348598870450544208306,6.1757558624694096182291469986875306650403841276827828156480174761849646286094723e-77,8.0217776837611370838313216558001920615100061506726998413053510871546701289082062e-77,1.5421351796009261816263112626400506941701621189769932313220591040700555356354614e-76
-130,434927753.91836650282832563764054703676602655906726713721269620811337618778005451,0.40385874110543151110688359731768253227813249019623538715865478682716106611748669,434927753.51450776172289412653366343944834402678913464701646082095472140095289344,1076930395.8307147395355226140176643588313633260645464876177095039899607697637164,869855507.83673300565665127528109407353205311813453427442539241622675237556010902,1.8785690709335517320674390227808712910826781105234326765876169978117507935582145e-75,6.0189224650133298289497001908052656930405832107377571249056381132521560122250232e-82,25161967.913380337046147897533460563526860973758331128868414152228650227612888007,2.8254361316875490108233488601916237631235266541498615437891980687629494033130281e-76,4.2057311473551460028748858460730634366203029885446510777492890533391593243093855e-76,7.3694180921513317373660789630653264256230317001064487788568445571567232611130595e-76
-120,440895768.92024512109668529874266766038747846987700169681366664782093289332360697,0.41699121986184583844787673342846584261767146569083464310600507403183310665574783,440895768.50325390123483946029479092695901262725933023112283200471492781929177386,1057326264.7264351145978667551645639496546656754139867947204011293091685398285661,881791537.84049024219337059748533532077495693975400339362733329564186578664721394,3.7999141642415556351699948196321758112910401603519638094104295268741803933914679e-76,1.2174979081433581365796695904356925600010499033756842873566789119859180997351226e-82,27286592.739910600904165590927739292273526816931775182680362449014497676695815685,-1.2486727767698965420079967993067815655908173170205436703720567510545486256357223e-76,1.1251440929986704541909080049591470628143957108306594594810572781651093795386747e-76,1.351125019539371014154156966072591233037355788321387096182743057204438897616928e-76
-110,446979965.10453113618082347314148942176522651717583724846578401445784812900881004,0.43055073406589120010794971607140173051297543343004111301173331139617263062368924,446979964.67398040211493227303353970569382478666286181503574290144611481761263741,1038158641.3370871582364652645355566835227375160208724201844738319349037121031299,893959930.20906227236164694628297884353045303435167449693156802891569625801762007,5.0622791147557514081463904708274529673502617761222983774869411825527300233693508e-76,1.6219581972947332720528550913393630900061881970539621370174124855357495766653289e-82,29597418.778314937187192436268582605822432597031926653233754425209169096220249235,-2.7043619121222572694321309901376221267393119172329613758423208022991713609681336e-76,4.1646651946277222958792614445919017353525463384309797868251214260947569101824527e-76,7.3633643097556460237554104699332952502303910254124302464718762872982690539799129e-76
-100,453179427.88025824659226360040725352510898481409140597398489336518634829527889797,0.44455116984500143500031158109328119954084489458803698533876013059900066751426331,453179427.4357070767472621654069419440157036145505610793968563798475881646798973,1019408919.873645066147415467231090998853523463581463507723560777270482295837633,906358855.76051649318452720081450705021796962818281194796978673037269659055779594,7.7185756461156598839390519773778571166849253257149264878649349764631789240764192e-76,2.4730319437288157270744743191727264623663335021629035098910003572405171409459336e-82,32111308.4080724493720960980576374041423890929372443578696617003726599565500954,1.3126978509849355912264210157707181063412978490497200098347055854166921283213453e-76,1.6154990428510286094007027157678653741388682533385937415499459807977512221590994e-76,2.814663211159868326718890537642033330900456473710047207561496440577962211482404e-76
-90,459493458.03069044809547664926836911522151536103914303548897582448490086757872184,0.45900686486883285629740578352566533082231968627621194492711914523172273036685508,459493457.57168358322664379297096333169585003021682334921276387955778172234699911,1001060099.9660356759210017098423065565604494456813220473989043154672414022378317,918986916.06138089619095329853673823044303072207828607097795164896980173515744367,1.0363402266113333550463622235360479485339200437323537662028444164202310163794912e-75,3.3204335311598645931071282105190575409847127708615988945074987066360570005086383e-82,34846709.583118819005278292151143521480210699727985530011423735195089878501838302,-3.3241710030170380511305105087986358652000736314680190353133474234848271614146642e-76,3.9578778580223769479114392941988817118771139113349140158477894790832624901085655e-76,6.8292756617532973558134497901292598090225186190889130258037673678320284523820234e-76
-80,465921554.74708393105754616271190943500518473976901549123599561358588020330211908,0.47393262303229088937024653498314158415793066693658139191893803241262199317058771,465921554.27315130802525527334166290002204315561108482429941422166694217088949709,983096609.31557958441251321757652084923617051640179793502504060971935340456934044,931843109.49416786211509232542381887001036947953803098247199122717176040660423816,6.2180413596680001302781733412162876912035202623941225972170664985213860982769475e-76,1.9922604642960987128242262642537801556246329279721314166657486078346920502773929e-82,37823796.58761740510880497263346527042746265079843196845705959172580564806332398,-1.772729060408428836982722785217744334533113397637307369860892690263714359264429e-77,7.9101816484852680624944423372293874943051820946057267508982085147865951432214771e-77,1.3363275670135664083020171794798318452666416430901658929597495433527531930733054e-76
-70,472463400.18245351366480359701783274539388595217074528295348101600083480875821974,0.48934372961601209675649639265174750767500365517981843004021863896678901307088586,472463399.69310978404879150026133635274213844449574162777366258596061616979143072,965504146.85643448744937155029989958184892695206854793151280889176688534935728753,944926800.36490702732960719403566549078777190434149056590696203200166961751643947,7.0678268514759261463464631983410613833770048295040832538137348204493033932834379e-76,2.2645319835247453477478924983123340058929666976746484880672661417179159066431839e-82,41064642.509643669926144982621556019486229195920200350766689212010210218176083741,3.3985816658832056482614778398329167222930831835391844001611797016033894088883719e-76,3.0684248065597133760688529169212953377110943381707695822743351728027521170023802e-76,3.73933047208675844154025210725402777670935372334843128638029135077687252211274e-76
-60,479118845.39217247803233304866237902367673707666670458485833620090928393933724071,0.5052559669398272039171810755490995207753037615420383100314351382396283154117102,479118844.88691651109250584474519794812763755589140082331629789087784880109761239,948269544.03733446246907808489675563482801177369596770053761015582412121760112477,958237690.78434495606466609732475804735347415333340916971667240181856787867448142,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-76,1.1068115959625972364417086010122260058237591241722566981221957917308770001358612e-82,44593425.994466198518759360250455528901132550132359360565723510514239305019445215,1.018692340171601164703414639904517610073943075176048985302118536168629081864276e-76,1.6491875946292940628879674725081650037806967177403693674945248862141818889824078e-76,3.0634956202325838868308145913580560095182089584984659778649665466574921081757626e-76
-50,485887897.53994599823210211750730257125469512544479673600164536721214360025765346,0.52168563052523575767874076005769919086083951710852785581148946556933424625077543,485887897.01826036770686635982856181119699593458395721889311751140065413468831921,931380642.11343444707177441498356450956584757532011436165381200139484258292101656,971775795.07989199646420423501460514250939025088959347200329073442428720051530691,7.811009637681905111570140274659392643344526267115533562064016802667327133219642e-76,2.5026479940592365204057395894168753447477361079273993891745635614633987594887232e-82,48436661.775282776886065525517449397202141132903912028391375281902672617409342288,4.5447687124307509532093580471699811247415186041832525236470511843569201107715635e-77,5.0694267411971855276247515599565004103980769832730156044331017976257228943084647e-76,7.6006785668141130902006623572093472397359380874195826461681646682774712105405304e-76
-40,492770708.25838124241645503122463099854868065657919302369167404408426690384061902,0.53864954578344414454134540464269662104456192555585270030746430256446884796418858,492770707.71973169663301088668328559390598403553463109813582134377680260127615017,914826183.58410759562486969785955026033105609383937654304616806987262744114772288,985541416.51676248483291006244926199709736131315838604738334808816853380768123804,1.0145473950230872174369888512572625652411820115627215873953236646947274605011986e-75,3.2506097275292875211608879315253839474554448095497347235410737033846226151128396e-82,52623438.209715587696601903005509191574076581697541050991138240928133504067555682,-8.5196047902108876339101327230872633797001272851766055931059374041203491902552108e-77,1.2989212941005933232166651767637016708369778954871513243144430011596020669668446e-76,2.4036685824731140713692312347154373014964397247653740035056364700984095420107003e-76
-30,499767563.06312091627166281901685931769649403772061347384486874289710145823245957,0.55616508524605691688963269694449486738580440338382525613754031730527114290699192,499767562.50695583102560590212722662075199917033480907046104348675956114092718843,898595716.12988834930281699715054050391610903205098471423543762812656915289024383,999535126.12624183254332563803371863539298807544122694768973748579420291646491914,5.4043523536176954257300530016430625441124346030573917104718644371914390893227376e-77,1.7315448725392674814429226278449127184394525279825898495493106187885407646875327e-83,57185649.841537027021569947984341993358302590266171362148202346135199634215885053,-4.2069859834098588956010800055467688946214367360626365737270791093043827922298469e-77,1.0356225424449137336302466475471362197799657796081809855699153768012754669569229e-76,1.9852693481129305043908817339026135235538337225717736129203687294400874207545699e-76
-20,506878871.72839427684285707443575740368737237884390325578247277930699923105729237,0.57425018635606719516728482329036164530090141761699794007692515356514604014757634,506878871.15414409048678987926847258039701073354300183816547483923007407749214633,882679507.59375297850109771911877419471530135568313404743638853775891232691824508,1013757743.4567885536857141488715148073747447576878065115649455586139984621145847,1.1137283932729999799316602359316109040657173282480445064264552592349448819906421e-75,3.5683859511798944040321319370390683401806193361393310927018049186862370623983265e-82,62158224.116085082355735917853084861312539478235130955486329427791224805496056865,4.0757615627068898003236876789274114552878495030852380772276599791367309978811145e-76,6.3413230735900927344240623825239143137339858284268335730849643210076941726371862e-76,1.1018246952361011764061648272352728968882729223723338141205054277729183086606639e-75
-10,514105159.53994624927719565475984661266562088685764154174299113603735320028185451,0.59292336983736584340924272540958832132280407275168245945066800343615994051224315,514105158.94702287943982981135060388725603256553483746899130867658668519684569457,867068470.7215389380240331185010536084077667394057266001219563542713751710701357,1028210319.079892498554391309519693225331241773715283083485982272074706400563709,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,1.7708980508489847318195347246125134187233887580135422370518777993467736002577998e-82,67579349.779350065268596958916649454887144771609094922922789944293981149296269526,-1.3291331375784319769331804427166480659743176788448325131052768179728357252709671e-77,1.6159726317936120709909546917908274916783868101906075699934257468737001484437348e-76,2.4907615953020588393014519625433830589082288831950160924857352836380021043368437e-76
0,521447059.34869923202770452269219909525942456981980888537279255083191004276747582,0.61220375866158106982859961546672627597780373797173893426608991168142233723746871,521447058.73649547336612345286359947979269829384200514740105361656582013108605348,851754096.52613541391729181816011498198919334827599017915763177676981191699925504,1042894118.6973984640554090453843981905188491396396177707455851016638200855349516,3.2576235020417775205095041704348460335344397468429277810344293968626174510639835e-76,1.0437427049402698362325281042286135275792250594055917697573642800646920715705596e-82,73490715.700991138607662269299316357666341453996541529828945685554704773720119719,5.2523223287473108724501699325708802934379672771533758660446101968160709366141354e-77,2.5933632917207077111744544482781771983489246474408645289524142606140211311535427e-76,4.1647358302056586010741302242865509749049722528624974146589269720030780894421047e-76
