voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,4.242933828610863e-10,0.001324261494572679,-150,689223.39894502959,5.0520764103363884e-09,689223.39894502459,136423787560873.06,25022289545513104.0,2.7502833344072997e-11,8.811907761136123e-18,1.9743539988973927e-11,-0.0014221787248752612,2.9818704067180425e-11,5.7162460668996833e-11,-150,4.242933855624765e-10,4.242933828610863e-10,4.2429338733735487e-10,4.242933785254471e-10,4.2429337940640506e-10,4.2429337940512474e-10,0.0013242615030039841,0.001324261494572679,0.0013242615085435547,0.0013242614810407213,0.001324261483790278,0.001324261483786282
-140,4.5929119848803207e-10,0.0014334931288640202,-140,736540.52557028492,4.7275132729148433e-09,736540.52557028015,155798721875646.06,39862211251247256.0,2.591966723718142e-11,8.304661377569365e-18,-2.9829587840183371e-11,-0.0015214781613238793,3.2237717849921246e-11,7.2102854747116193e-11,-140,4.592911901833707e-10,4.5929119848803207e-10,4.59291195224811e-10,4.5929119629364257e-10,4.59291196727827e-10,4.592911967620887e-10,0.001433493102944353,0.0014334931288640202,0.0014334931186791855,0.0014334931220151143,0.0014334931233702466,0.0014334931234771808
-130,4.959051556757819e-10,0.0015477689003613668,-130,787106.22397563653,4.4238012116879081e-09,787106.22397563211,177925314974836.97,44343490276779936.0,2.6334683565776285e-11,8.437632677290007e-18,-3.0977117698466219e-11,-0.0016283321785830916,4.9294391976120285e-11,1.02561959607206e-10,-130,4.959051598222772e-10,4.959051556757819e-10,4.959051641134145e-10,4.959051573357237e-10,4.959051571614555e-10,4.959051571576502e-10,0.0015477689133029876,0.0015477689003613668,0.0015477689266960503,0.0015477689055422086,0.0015477689049983006,0.001547768904986424
-120,5.343480155066897e-10,0.0016677528573866719,-120,841143.51819085469,4.13960068026739e-09,841143.5181908505,203194361765474.09,22417938084865116.0,3.705495285610816e-11,1.187240690630239e-17,-1.2633082293889977e-11,-0.0017435392995498961,4.3094482426355589e-11,1.0054743797101798e-10,-120,5.343480152601608e-10,5.343480155066897e-10,5.343480185329639e-10,5.34348006660557e-10,5.343480071190989e-10,5.34348007130226e-10,0.001667752856617231,0.0016677528573866719,0.0016677528668319723,0.0016677528297770194,0.0016677528312081741,0.0016677528312429024
-110,5.748382744342298e-10,0.001794126948920817,-110,898890.74400054186,3.8736581894311355e-09,898890.74400053802,232052158461753.19,25386217908904120.0,4.086869341210497e-11,1.3094329377501568e-17,7.332427831852333e-11,-0.0018680335258636405,6.8831011736752949e-11,1.4898318529864948e-10,-110,5.748382873076762e-10,5.748382744342298e-10,5.748382742133468e-10,5.748382840075009e-10,5.748382845528157e-10,5.748382845646213e-10,0.001794126989100113,0.001794126948920817,0.0017941269482314197,0.0017941269787999405,0.0017941269805019217,0.0017941269805387683
-100,6.175994414592051e-10,0.0019275887685992672,-100,960602.60014306521,3.6248007785083418e-09,960602.6001430616,265008384967950.47,16902604430161158.0,4.647019639751615e-11,1.4889050951643837e-17,4.0147454174033323e-11,-0.0020029041909768314,5.7579129191780278e-11,1.274890977758574e-10,-100,6.175994487377799e-10,6.175994414592051e-10,6.175994462706821e-10,6.175994561962991e-10,6.175994563482561e-10,6.17599456348194e-10,0.0019275887913164167,0.0019275887685992672,0.001927588783616361,0.0019275888145951908,0.0019275888150694636,0.00192758881506927
-90,6.628600784839609e-10,0.002068851680661551,-90,1026551.2716796231,3.3919308419425182e-09,1026551.2716796197,302645106729749.69,2.2222102621377507e+17,1.5580237620882453e-11,4.991908127931072e-18,-4.7307716080570612e-12,-0.002149413870100491,1.7665422291377026e-11,4.0450539370182744e-11,-90,6.628600779329511e-10,6.628600784839609e-10,6.62860079245363e-10,6.628600742534549e-10,6.628600750860168e-10,6.628600750729522e-10,0.002068851678941795,0.002068851680661551,0.002068851683037962,0.0020688516674577245,0.0020688516700562323,0.0020688516700154563
-80,7.108545964528302e-10,0.0022186473047841144,-80,1097027.6304881533,3.1740212882141993e-09,1097027.6304881501,345627055042650.44,1.1790165048955968e+17,2.0255082767289823e-11,6.489728524038764e-18,-9.1172785331638737e-12,-0.0023090114878745673,4.660387152140531e-11,9.635309781797172e-11,-80,7.108546029425588e-10,7.108545964528302e-10,7.108546023497618e-10,7.108546026128773e-10,7.108546024719604e-10,7.108546024686247e-10,0.002218647325039197,0.0022186473047841144,0.0022186473231890196,0.002218647324010229,0.0022186473235704133,0.0022186473235600024
-70,7.618246416966312e-10,0.002377729842998225,-70,1172342.5181769577,2.9701110097714822e-09,1172342.5181769547,394713367385940.5,20066418208690984.0,3.869929463690136e-11,1.2399253954869051e-17,4.3343022476226983e-11,-0.002483338805768791,3.7583405083797844e-11,8.1117340297988057e-11,-70,7.618246540958852e-10,7.618246416966312e-10,7.618246433680246e-10,7.618246490344388e-10,7.6182464887695e-10,7.618246488746525e-10,0.0023777298816975195,0.002377729842998225,0.0023777298482148086,0.002377729865900246,0.002377729865408708,0.002377729865401537
-60,8.160204588337764e-10,0.002546880333438753,-60,1252828.117076434,2.7793006439881348e-09,1252828.1170764312,450770995137358.87,3.2094391778803162e+17,2.3511643586909825e-11,7.53313063319555e-18,-5.758325728136976e-11,-0.0026742298001649644,3.7016894920991426e-11,9.5008879037826862e-11,-60,8.160204613517247e-10,8.160204588337764e-10,8.16020466366907e-10,8.160204634061081e-10,8.160204634299272e-10,8.16020463420264e-10,0.002546880341297518,0.002546880333438753,0.0025468803569503964,0.002546880347709451,0.0025468803477837927,0.002546880347753633
-50,8.737025676610455e-10,0.00272691188408566,-50,1338839.4153557881,2.6007486064526516e-09,1338839.4153557855,514790015472478.75,46770407221928632.0,3.945317943870874e-11,1.2640798758745508e-17,-7.0767245931519299e-11,-0.0028837021283482792,4.2756765375103941e-11,8.727015696356239e-11,-50,8.737025559845139e-10,8.737025676610455e-10,8.737025686253126e-10,8.737025571476552e-10,8.737025566620501e-10,8.737025566597282e-10,0.0027269118476420536,0.00272691188408566,0.002726911887095233,0.0027269118512723324,0.0027269118497567106,0.0027269118497494638
-40,9.351433926017437e-10,0.002918674758432409,-40,1430755.7727267328,2.4336673790927552e-09,1430755.7727267304,587901117884114.12,44685650960072832.0,2.6648303355636394e-11,8.538116303356265e-18,-2.9070949938763899e-11,-0.0031139424132520755,3.098797356195852e-11,6.8652154829794716e-11,-40,9.351433840636274e-10,9.351433926017437e-10,9.35143390459852e-10,9.351433911534704e-10,9.351433908514445e-10,9.35143390847829e-10,0.0029186747317841055,0.002918674758432409,0.002918674751747353,0.002918674753912205,0.002918674752969552,0.0029186747529582682
-30,1.0006290875056705e-09,0.0031230620708666374,-30,1528982.5936398457,2.2773200367638171e-09,1528982.5936398434,671395574164711.87,1.4633818605937101e+17,3.818787517109734e-11,1.2235395265786584e-17,-4.4670396864203519e-11,-0.0033672871916412667,4.0311105836109968e-11,9.032340170172559e-11,-30,1.0006290845697931e-09,1.0006290875056705e-09,1.0006290956884724e-09,1.0006290968051884e-09,1.0006290966123693e-09,1.000629096605885e-09,0.0031230620617034746,0.0031230620708666374,0.0031230620964059694,0.0031230620998913498,0.003123062099289542,0.003123062099269304
-20,1.0704612036449735e-09,0.00334101499264973,-20,1633953.1153533417,2.1310169969814478e-09,1633953.1153533396,766748044557040.5,40829102846526616.0,5.117194992396157e-11,1.639549274108344e-17,3.7829679059436794e-11,-0.0036462027434380614,5.8803854928199407e-11,1.2802625190053231e-10,-20,1.0704611950254495e-09,1.0704612036449735e-09,1.0704611872494807e-09,1.070461201245753e-09,1.0704612008470991e-09,1.070461200847578e-09,0.003341014965747346,0.00334101499264973,0.00334101494147778,0.003341014985161527,0.003341014983917288,0.003341014983918783
-10,1.1449583584123456e-09,0.0035735279600884696,-10,1746130.3187606863,1.9941129784626773e-09,1746130.3187606842,875642622870260.62,70446952974379136.0,4.302954000057202e-11,1.378666455755985e-17,-8.0259028589768633e-11,-0.0039532659548868572,5.0348472332629128e-11,1.1051272640129101e-10,-10,1.1449583641910236e-09,1.1449583584123456e-09,1.1449583721990102e-09,1.1449583609489845e-09,1.1449583610218883e-09,1.1449583610253039e-09,0.0035735279781242933,0.0035735279600884696,0.0035735280031180096,0.0035735279680055698,0.0035735279682331095,0.00357352796824377
0,1.224458105431761e-09,0.0038216545113350844,0,1866008.9704049095,1.8660041550611373e-09,1866008.9704049076,1000002580564335.4,3.533945057399287e+17,3.6798311793539984e-11,1.1790179156355177e-17,-1.327540508078151e-11,-0.0042911489110872541,4.7222476174043913e-11,8.6196601481180752e-11,0,1.2244581009507756e-09,1.224458105431761e-09,1.2244581031987773e-09,1.2244581121467088e-09,1.2244581127409548e-09,1.2244581127387772e-09,0.0038216544973494874,0.0038216545113350844,0.0038216545043657218,0.003821654532293099,0.003821654534147799,0.003821654534141003
10,1.3093186608511052e-09,0.004086512674316808,10,1994117.8046860807,1.7461254925434503e-09,1994117.804686079,1142024335136072.3,85371668788687088.0,9.010578221058108e-11,2.886989274588048e-17,-1.1733256214051117e-10,-0.0046626083363898582,1.0392150613163436e-10,2.1644718736322501e-10,10,1.3093186319812124e-09,1.3093186608511052e-09,1.3093186512524114e-09,1.309318642502541e-09,1.3093186421503116e-09,1.3093186421472096e-09,0.0040865125842110255,0.004086512674316808,0.004086512644358338,0.004086512617049129,0.0040865126159497864,0.004086512615940105
20,1.3999206191639124e-09,0.004369290321984746,20,2131021.8558867532,1.6339482564604537e-09,2131021.8558867513,1304216242748768.0,1.338906202100877e+17,6.029276036767506e-11,1.9317800456478394e-17,1.3149589307308304e-11,-0.0050704813699273283,1.1542085671526177e-10,2.5012917807211735e-10,20,1.3999206169806432e-09,1.3999206191639124e-09,1.39992061398881e-09,1.399920599846112e-09,1.3999206001362266e-09,1.3999206001301453e-09,0.004369290315170547,0.004369290321984746,0.004369290305832741,0.004369290261691985,0.004369290262597462,0.004369290262578481
30,1.4966689749903983e-09,0.00467125148249188,30,2277324.9503009617,1.5289776801215346e-09,2277324.9503009603,1489442900252110.2,1.9102307039481043e+17,1.1231791538501845e-11,3.598666005319351e-18,-5.7826384104943786e-12,-0.0055176868214484222,1.7082296885062057e-11,4.4203807868835871e-11,30,1.4966689733090117e-09,1.4966689749903983e-09,1.4966689749427672e-09,1.4966689713917323e-09,1.4966689718568347e-09,1.4966689718563547e-09,0.004671251477244107,0.00467125148249188,0.004671251482343219,0.004671251471260089,0.004671251472711719,0.004671251472710221
40,1.5999950195213393e-09,0.004993742258181459,40,2433672.3694585003,1.4307507823864864e-09,2433672.3694584989,1700975739044604.7,1.7888272285040264e+18,2.3493861370238456e-11,7.52743311653386e-18,-8.2545104475784071e-11,-0.006007232220997155,6.6673728847495504e-11,1.5596508929468675e-10,40,1.5999950125811703e-09,1.5999950195213393e-09,1.5999950150807625e-09,1.5999950201086034e-09,1.5999950197162154e-09,1.5999950197162082e-09,0.004993742236520507,0.004993742258181459,0.004993742244321981,0.004993742260014368,0.0049937422587896865,0.004993742258789664
50,1.7103583284051107e-09,0.005338197029978498,50,2600753.6961908573,1.3388343256500828e-09,2600753.6961908559,1942550804355900.0,1.3489086415621554e+17,5.612885590339234e-11,1.7983685514244693e-17,1.4035137571189964e-10,-0.0065422253949271704,5.6611567389292805e-11,1.3040947382249145e-10,50,1.7103583324531268e-09,1.7103583284051107e-09,1.7103583144694413e-09,1.7103583156309644e-09,1.71035831507936e-09,1.7103583150853761e-09,0.005338197042612756,0.005338197029978498,0.0053381969864839,0.005338196990109127,0.005338196988387516,0.0053381969884062925
60,1.8282488868908417e-09,0.005706145090171167,60,2779305.8560916008,1.2528229050128966e-09,2779305.8560915994,2218434740433637.5,51251096801891200.0,4.69590017912469e-11,1.5045664055548222e-17,1.3934153518892849e-10,-0.0071258906028984249,8.5962421186437076e-11,2.0005548226636399e-10,60,1.8282488876855472e-09,1.8282488868908417e-09,1.8282488817647422e-09,1.8282488726398831e-09,1.8282488727615653e-09,1.8282488727649923e-09,0.005706145092651521,0.005706145090171167,0.005706145074172104,0.005706145045692519,0.0057061450460723015,0.005706145046082998
