voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.01477249467518747891587884718691206532490378813227879985459399158301450081911196,-92212.825687811982911794168527971467937177192393318511104135091107984891940077952,-150,1651524712.6379203960436824581565504105711874853105735533863283489182156935564703,98588.113336956527762618273087889594300611281585930491283592542630200188435863525,1651426124.5245834395159198398834625209768868740289876228950447563755854933680344,16751.76303448778343125907210225974951853716294470596242364704349414290349318335,6011257254.514555455676322306130757765493975779374906181433029913217026945937979,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,29790636.834890399151539678908790901804672449610468307896881545275090360824489888,-3.2992550123437412984205387953678678285574921241452308662425300404701258643272208e-76,3.2956929696477225677441038448120282268502565259220407993052535451566539517346771e-76,3.8695760051649207378360447899892571319535185026141900344892046422184777878112616e-76,-150,-0.01477249467518747891587884718691206532490378813227879985459399158301450081911196,-0.01477249467518747891587884718691206532490378813227879985459399158301450081911196,-0.01477249467518747891587884718691206532490378813227879985459399158301450081911196,-92212.825687811982911794168527971467937177192393318511104135091107984891940077951,-92212.825687811982911794168527971467937177192393318511104135091107984891940077952,-92212.825687811982911794168527971467937177192393318511104135091107984891940077952
-140,-0.014041554253311712566444064750761986958489013397829690059109459197098045954417265,-87650.151393955763271494841915622855803859693527271268985893395985811712776400563,-140,1711508469.3109948946428156143928934578021250598359056047629316631971399600663402,95674.394248823569946816928098955933004588440176663420982243955815994207014469421,1711412794.9167460710728687974647945018691204713957289413419494192413239658593258,17888.88743690206242870041787050390221581033786863155696437335466914687927368206,5916260994.8653138202039391717933798741065377311199789022035453037630881919239546,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-83,27569458.608409867350863692512736259302191465507224571023194460910882323386900379,-2.3215638331619280146789591568690173643622615185414852991755862091643749989892216e-76,3.1512305556546047660026242913625950520218685379282880485637303707877352173993649e-76,5.4002830271185340820391632489879220389469796498531850080787881636780340213091721e-76,-140,-0.014041554253311712566444064750761986958489013397829690059109459197098045954417265,-0.014041554253311712566444064750761986958489013397829690059109459197098045954417265,-0.014041554253311712566444064750761986958489013397829690059109459197098045954417265,-87650.151393955763271494841915622855803859693527271268985893395985811712776400563,-87650.151393955763271494841915622855803859693527271268985893395985811712776400563,-87650.151393955763271494841915622855803859693527271268985893395985811712776400563
-130,-0.013243427937132697648982515595011018428065875915344902847838007222016588183331108,-82668.089495210351549907809844469409949893523510662560461737625131692283272919078,-130,1778846736.2164167300848900799488941325627566389446554900057070342798315051444352,92846.788573729914208644430496830648500409674853222206558687077668816698816343721,1778753889.4278430001706814355183973019142562292698022677991483472021626884456189,19158.947374941559597427707172028297210927839551032205653885762164551868704670112,5822809617.6666402323290899099390636193690182140313505659473951466005610747721363,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-76,1.1530529000408384776631252868576583289682770261965555132897553308712032818248175e-82,25574384.39559623044711666792511150773427923078166320663897308535508000535005778,-5.4962766134412011712655515073245722102436080682783466073801069565568185929580166e-77,4.7245702960699257520836831617061792152122864901003817972464047503295206368503421e-76,7.7939406306087752655089682735209384941649742461312048174478125720665034548189328e-76,-130,-0.013243427937132697648982515595011018428065875915344902847838007222016588183331108,-0.013243427937132697648982515595011018428065875915344902847838007222016588183331108,-0.013243427937132697648982515595011018428065875915344902847838007222016588183331108,-82668.089495210351549907809844469409949893523510662560461737625131692283272919077,-82668.089495210351549907809844469409949893523510662560461737625131692283272919078,-82668.089495210351549907809844469409949893523510662560461737625131692283272919077
-120,-0.012351761139437518505203499152513785378718578291350797685113084452050289950453478,-77102.129459659919659500979672300155200391712594231198574060530867968908572681248,-120,1854223237.8508477283783025868802877752840813491715542419275801775602351129656185,90102.751275698856726049139893052793062777429149142573134621802368478903605377252,1854133135.0995720295215765377403947224910185717424050993544455557578666340620131,20578.985786762991003306115412390367392900691991106358756683000193175894637575028,5730881879.2640185205083117107446035414140196369889386166231333046063072002160315,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,3.2944368572595385076089293910218809399093629319901586093993009453462950909280499e-83,23794362.281212433690434489247225298207648862802216991581012557769620797858026707,-1.6932170032492555602169543721330834825781659459329918942833882121225451906711078e-79,3.0066326749336786302769763678649586058386988058783757845171083040004248120043919e-76,4.8785061634251657046421661268785098781513984213205526245542076722768337699249523e-76,-120,-0.012351761139437518505203499152513785378718578291350797685113084452050289950453478,-0.012351761139437518505203499152513785378718578291350797685113084452050289950453478,-0.012351761139437518505203499152513785378718578291350797685113084452050289950453478,-77102.129459659919659500979672300155200391712594231198574060530867968908572681248,-77102.129459659919659500979672300155200391712594231198574060530867968908572681248,-77102.129459659919659500979672300155200391712594231198574060530867968908572681248
-110,-0.011332599842207652492009579383082511492236602318239885295660790668072265504098042,-70740.323609286223874847097135698708624448471021717761400516984883815430647081072,-110,1938387982.5320253569548623090120707252159686555196604932404753488193292306395332,87439.812535934105325860037533749825708192986533297489261278553252200874337598832,1938300542.7194894228495364489745369753902604625331271957512140702660770297651956,22168.254097473378952245872699885980623831049445974224391208496911101570805027077,5640457163.2771751459092971143532878003521586811924582402541264076822198922871429,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,9.8833105717786155228267881730656428197280887959704758281979028360388852727841496e-83,22220822.039158992355631419713582029375194269646327691258872344210720199518639421,-5.5483354282009985459954818448963521361765910679307650433567825625689661984709275e-76,6.857505263229613975236204845052795930663534611026562749131526006855480196539456e-76,1.1517038295400909015410932194516470517851857993595567595378599533809233598156415e-75,-110,-0.011332599842207652492009579383082511492236602318239885295660790668072265504098042,-0.011332599842207652492009579383082511492236602318239885295660790668072265504098042,-0.011332599842207652492009579383082511492236602318239885295660790668072265504098042,-70740.323609286223874847097135698708624448471021717761400516984883815430647081072,-70740.323609286223874847097135698708624448471021717761400516984883815430647081072,-70740.323609286223874847097135698708624448471021717761400516984883815430647081072
-100,-0.010142931695715803903010202891660682654395170265840566037513002203306267473055723,-63314.180372757830309776595180983585510660818725306567222715311557657074370745294,-100,2032163643.5242203848634301792370788666257430799018387296048660704635473214211262,84855.575529816104400232908351574196984052311534976076287519378201357441545772014,2032078787.9486905687590299463287272924287590275903037535285785510853459639795805,23948.498738426085463879411412381315489335974805543407232728054865015264898678959,5551515496.3154913803879128924738783516466302042358043023362241613632870398207934,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,4.9416552858893077614133940865328214098640443979852379140989514180194426363920748e-83,20847799.527386071010797464812422618566769307352933885822396970882040417128193312,-3.4390156483875555839249966189323020635944785074157090627147636993172644438860569e-76,8.9836243057412912738978653917859271130942841340797963420736747451253438219483034e-76,1.6124886352808022682520458171820257122118813612960526609449507827200484428380337e-75,-100,-0.010142931695715803903010202891660682654395170265840566037513002203306267473055723,-0.010142931695715803903010202891660682654395170265840566037513002203306267473055723,-0.010142931695715803903010202891660682654395170265840566037513002203306267473055723,-63314.180372757830309776595180983585510660818725306567222715311557657074370745294,-63314.180372757830309776595180983585510660818725306567222715311557657074370745294,-63314.180372757830309776595180983585510660818725306567222715311557657074370745294
-90,-0.0087295266536594383877324474653836593029829569539784898007770179028937309200054805,-54491.427301244936510087675885099030488337363455585280329425657233043274470209215,-90,2136452555.1798939464300123318634949851094394593823450963505481907886401171048722,82347.714269598126240120103704145489325415066059784692010678719598867677644979364,2136370207.4656243483037722117597908396201140443162853116585375120690412494272272,25944.284842993496651516240479947665613284278567709782619693379160698672972460109,5464037565.7159192583377251852993230027316886582484451317260767711069714700650927,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,19672121.947682873780119809669435778989079416555387757655117182741821698805888956,-1.5137509494120742859899354842040883952096451943983986588340392109655949092739455e-76,5.5864654125560571432409914447667219887538192385884406186425496904922684758742932e-76,9.4503872313929537710236257145086648354903446189345836693423390523083890375950402e-76,-90,-0.0087295266536594383877324474653836593029829569539784898007770179028937309200054806,-0.0087295266536594383877324474653836593029829569539784898007770179028937309200054805,-0.0087295266536594383877324474653836593029829569539784898007770179028937309200054805,-54491.427301244936510087675885099030488337363455585280329425657233043274470209215,-54491.427301244936510087675885099030488337363455585280329425657233043274470209215,-54491.427301244936510087675885099030488337363455585280329425657233043274470209215
-80,-0.007028539445294804235172950912212286218128728275787887642743252794189213662977823,-43873.529621066195945005973903999725421336653606276518792804801059187638057797117,-80,2252244383.3618838901192372319193975763645121129409400149004684379681933760267493,79913.971510860251814136710921305072709933174389740469440680373700579898474107914,2252164469.3903730298674230952084762712918021797665502744310277575944927961282752,28183.361942608564792122126340162788433448633326845431837015940111230405027107299,5378004739.4723647760467415263917534946708616007519631517546814883018594623911798,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-75,2.2237448786501884926360273389397696344388199790933570613445281381087491863764337e-82,18693663.81156560223698154049415644100203010048581482552869636611315057188493419,-5.4389012364811583532920418795015611728497993387262824534395827586790711364273659e-76,9.3548253067460407952943958619595034008371342105749227615817729392545368903050495e-76,1.7037755584693045703877758636607566795311625682659489388522568222168026427751623e-75,-80,-0.0070285394452948042351729509122122862181287282757878876427432527941892136629778231,-0.007028539445294804235172950912212286218128728275787887642743252794189213662977823,-0.0070285394452948042351729509122122862181287282757878876427432527941892136629778233,-43873.529621066195945005973903999725421336653606276518792804801059187638057797117,-43873.529621066195945005973903999725421336653606276518792804801059187638057797117,-43873.529621066195945005973903999725421336653606276518792804801059187638057797118
-70,-0.004966490408401457657241753329378657586235653822227465999221854790442779020496689,-31001.812786525954483423088408034011966563731652098897081926961498681298923229965,-70,2380624535.1214750675225971437755352821918108213232875006350249587452688287158821,77552.156720837059271244272430714040224581154907685591693072037085612150054542641,2380546982.9647542304633258995031045681515862401683798150433318867081832165658275,30697.077112774070050714242035447390608125865851333285053775523109068320363849676,5293399088.5406141425866927488722296720559249196129344800971127367295775075251,8.29072181289066684037089778828838358827136034985883012962275533136184813103593e-76,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,17915685.159408667372673595574046585892968597948897451822145574974971672893479303,-2.8973120960162018347707932260640697727948816912481903304799411422254240281724645e-76,6.9518723002883632196875239958063627080237401127202268548849863959461637948695083e-76,1.2644478330439061098252343111339440138790081934013074417129277750337113760429101e-75,-70,-0.0049664904084014576572417533293786575862356538222274659992218547904427790204966891,-0.004966490408401457657241753329378657586235653822227465999221854790442779020496689,-0.0049664904084014576572417533293786575862356538222274659992218547904427790204966891,-31001.812786525954483423088408034011966563731652098897081926961498681298923229965,-31001.812786525954483423088408034011966563731652098897081926961498681298923229965,-31001.812786525954483423088408034011966563731652098897081926961498681298923229966
-60,-0.0024632766591399089519895989960389902983281214426941986287267275812679709255288402,-15376.258796129270140335310381853201486259240398555022680984121546791920122615575,-60,2522783378.869072965478700085442700856905897546999528762685388104741805907676634,75260.144106790244374322845828024732274112099380056607302573175136559042760894781,2522708118.7249661752343257625968728321736234349001487060780855315666693486338731,33520.841725859228836197749754490032934881342219270357085428424711284516957595879,5210203411.7193260868311227166710082237937760906765467109683352845128919402541848,1.5890550141373778110710887427552735210853440670562757748443614385110208917818866e-75,2.5531885643761423433969202780419577284297562722923729222844582326433786954692387e-82,17345265.37815010226627447223212733662152409152224140984224635891753102925095073,5.0274246728737776583878208647679370591557204470414655473082010759024171073950389e-76,8.3218632270359200140187760118413861179067031927601848779554566829469951642750369e-76,1.5610308084701860514138094003686350076091889301809963120304507484885277056347894e-75,-60,-0.0024632766591399089519895989960389902983281214426941986287267275812679709255288405,-0.0024632766591399089519895989960389902983281214426941986287267275812679709255288402,-0.0024632766591399089519895989960389902983281214426941986287267275812679709255288404,-15376.258796129270140335310381853201486259240398555022680984121546791920122615577,-15376.258796129270140335310381853201486259240398555022680984121546791920122615575,-15376.258796129270140335310381853201486259240398555022680984121546791920122615576
