voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.21023098434329715,-656151.6365271447,-150,433542989.0448944,12522.845398806083,433530466.19949561,34620.16620329977,19072736871799564.0,3.3760443329811096e-09,1.0824674490095276e-15,4.4726941927919484e-08,-15887512.683360528,3.7655681630538035e-09,5.8389559853821993e-09,-150,-0.21023098434329626,-0.21023098434329715,-0.21023098434329734,-656151.6365271419,-656151.6365271447,-656151.6365271453
-140,-0.18373026260504838,-573440.2703028976,-140,381737748.32482421,14312.805243240478,381723435.51958096,26671.064255912224,19532003763771880.0,3.4924596548080444e-09,1.1379786002407855e-15,3.9648330577013446e-08,-13905316.721195539,6.0266113910990942e-09,1.0262738214805722e-08,-140,-0.18373026260504724,-0.18373026260504838,-0.18373026260504755,-573440.2703028941,-573440.2703028976,-573440.270302895
-130,-0.160498332685587,-500931.1257352903,-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188989,35045603691435144.0,1.3387762010097504e-09,4.163336342344337e-16,1.1028760127373971e-09,-12172814.497549273,2.1838784051850837e-09,3.6234268918633461e-09,-130,-0.16049833268558697,-0.160498332685587,-0.16049833268558739,-500931.1257352902,-500931.1257352903,-500931.1257352915
-120,-0.14011201587290628,-437303.42032742285,-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,16849181151875730.0,3.6088749766349792e-09,1.1657341758564144e-15,3.5418011634646973e-08,-10659560.409845062,6.2615068829932626e-09,1.0182702681049705e-08,-120,-0.14011201587290623,-0.14011201587290628,-0.14011201587290512,-437303.4203274227,-437303.42032742285,-437303.42032741924
-110,-0.12219488576830095,-381382.29016323644,-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,44900965635083800.0,6.984919309616089e-10,2.220446049250313e-16,4.2078084454277853e-09,-9203106.5385771822,1.4291145823192515e-09,2.3537722881883383e-09,-110,-0.12219488576830118,-0.12219488576830095,-0.12219488576830104,-381382.29016323714,-381382.29016323644,-381382.2901632367
-100,-0.10640836653128675,-332111.0066519562,-100,234492411.26088765,24423.715527832945,234467987.54535982,9601.0130397098346,19310541873368184.0,4.249159246683121e-09,1.3600232051658168e-15,-1.0752761448636953e-08,-7919128.6986441612,4.0826243633037702e-09,6.653863238170743e-09,-100,-0.10640836653128637,-0.10640836653128675,-0.10640836653128773,-332111.00665195496,-332111.0066519562,-332111.0066519592
-90,-0.09244239302487513,-288521.8259203344,-90,209429907.32486603,27914.732836956453,209401992.59202906,7502.4865381337531,79872063263659920.0,3.2014213502407074e-09,1.0269562977782698e-15,-3.6459005053418808e-09,-6817343.0126381693,4.1908757938591702e-09,6.5047061070799828e-09,-90,-0.09244239302487538,-0.09244239302487513,-0.09244239302487615,-288521.82592033513,-288521.8259203344,-288521.8259203376
-80,-0.08000502133257456,-249703.5622115311,-80,188066307.04156122,31904.740639099407,188034402.30092213,5894.6195228142706,21245938181716516.0,1.979060471057892e-09,6.245004513516506e-16,-1.6216652419780847e-09,-5860196.3226900883,2.6027246827446651e-09,4.2000465327873826e-09,-80,-0.08000502133257474,-0.08000502133257456,-0.08000502133257412,-249703.56221153168,-249703.5622115311,-249703.5622115297
-70,-0.06881044919538677,-214764.19848747432,-70,170024291.33495164,36465.062416810317,169987826.27253482,4662.6628357715572,14869075282489108.0,5.529727786779404e-10,1.8041124150158794e-16,5.5883886994248712e-09,-5030363.9681241689,9.781783588715246e-10,1.7444108380004764e-09,-70,-0.06881044919538663,-0.06881044919538677,-0.06881044919538681,-214764.1984874739,-214764.19848747432,-214764.19848747447
-60,-0.05856555027941136,-182788.85854997305,-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.70340466988,1.000178904126679e+18,3.550667315721512e-09,1.1310397063368782e-15,1.9253923181800171e-09,-4317153.2486343766,4.1584437081953357e-09,7.123162504285574e-09,-60,-0.0585655502794114,-0.05856555027941136,-0.05856555027941027,-182788.85854997317,-182788.85854997305,-182788.85854996962
