"{'distance': [0.202, 0.612, 0.698, 0.918, 0.975], 'solute_1': [7.05, -5.63, 1.37, -5.18, 13.2]}","{'solute_1i': '22.0 mM', 'solute_1e': '72.0 mM'}"
voltage,current,solute_1
-150,-0.14029053632601699432403772355138803054227987184294498657760682526677676039699467,-875721.20053693508997636763250078230458799290871130532674209211988542025024830473
-140,-0.13645621695587322125425560845376105836551720346269928689051738733469241188286548,-851786.62269583787859331093793621754392192122072910304257578753866684167879722939
-130,-0.1325112044383077059657693045433965918168726475223299598574733915943926225719677,-827161.07639393079065408360795763020169452976528299239667420393604056277450338685
-120,-0.12839893129962202273767079200960408483211804479804082591376191500033012807132987,-801491.45630225985784553397806902211194267224149915827693911198239408802708941775
-110,-0.12404754787609260639277012896312290580271011304410648067668891186128053391703459,-774329.26264726974196028895886674443366314555299862985215590437573938332029192799
-100,-0.11936710124139032601107340837204672319752942077680316804219129057610462809277095,-745112.99151929046219597614643950483176126085351614063651474175087798428623305904
-90,-0.11424753696974798201143967678178939452259689260262039851588471683933432434965949,-713155.66148406983636343811300057813572409170667950448389724721197090941779221047
-80,-0.10855890651759266876626836991972977833240395591727578273519167085834173838318928,-677646.10809982942729558332145509110532339088978923577017917209684551522938446191
-70,-0.1021559903125028044759865372876767654103070752550624865767999625521760374634914,-637677.84215045449212779106904096476399200864666597782704439339395898703764756027
-60,-0.094890341423273296152969609004986658696136805306454689715656491903677323611685562,-592324.2286096960109154485954046429681287450149371107304129488291320137501793373
-50,-0.086632863784266579482307534254318860484641980181552012372801739239805657249460649,-540779.42437120214644610604283896302599308586571847254709086282272789392899384748
-40,-0.077308268751861281096653783604335775509030023996460550322507694289343876942748646,-482573.46287054485021070248826370550663308452568543890929976455562970228065311688
-30,-0.066937774116429032199744409268705613400158594965617427394976768113921623947037168,-417838.78974050584009193695231278496327851877263098061533011874395664087023817169
-20,-0.055678264790368296082937527853455796094802936822048148536559774465658100440124336,-347554.71155036391321394776237527774278949374449524950217375520792603474297257644
-10,-0.043838552441975445248342525403098926996990315266526982643436437644625221436580579,-273648.89164778681313301763687696822815521325202534355292244398598717839179407755
0,-0.031854087525526351775376856994465513022157458411064547301904867045392950726443036,-198839.49766246163161834000826226586432855047372957908072561038556517524497402951
10,-0.02021655462465421117024032347131411760001113321251585298497072530991321234916776,-126195.72175189895250917307577043143598618510281855220334020945877387566506392341
20,-0.0093790128262226445208187126849290039544733971708707626529428451327689081853472551,-58545.648103761828931503402889994589532455723345237628070123118403446512757267238
30,0.00032681534705694141123274814843701511387359624570425399028947746118156534990684519,2040.0458617786605976887999118490569422418953926097958168831341387370332887171288
40,0.008731003403768033632225385691483601728156057216425480120321594534475336728993783,54500.645466716816938099985789862635127834231102497172973491656303058226527432033
50,0.015817333610506865236747631648732112868465556434864915058254688217357843384595352,98734.91642014273430801230122534384291668775598980244919806629255705333464774389
60,0.021682479564486700852919228387916467488816286102415209025214402936444863995549719,135346.31438506056147774754401473204313109210456913943515083737238247144009199244
70,0.026485527761671558630659658625549940445698103343444105671926665672482841125355088,165327.88864963520580036184716184576288258175600469327844750741386574951561973521
80,0.030404961415413730174130547874336340111804466451511034959775012445082213918441899,189793.76663803827534815253001744100863349410804425048836878632785631215198313147
90,0.033610156533370672043447253842270867265661623023948483634767024678393750929245447,209801.22680006662760348845367570097753820265182111330403592310666923515584189517
100,0.036246944782985347123575706778211496961529186998610112897102124706627002283303037,226260.57916969631058344921331281399479420203072440280517872300146269351139084063
"{'distance': [0.202, 0.612, 0.698, 0.918, 0.975], 'solute_1': [7.05, -5.63, 1.37, -5.18, 13.2]}","{'solute_1i': '22.0 mM', 'solute_1e': '72.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,9320730897.055966129793147204546133734455217037086213742531531123057935733875887,89438.801397448794512667881283265755923507522795263280893732089185201202015136564,9320641458.2545686809986345366648504686992935295634184792506373909687505326738718,104213.50411032941451442044834340011737302859648752535659218067044366156115553548,18641461794.111932259586294409092267468910434074172427485063062246115871467751774,2.3214021076093867153038513807207474047159808979604724362943714927813174766900604e-74,3.6897692801306831285220009179445066526984864838289776425272170587878505018394159e-81,1242046443.7017049789896578932747699191093457762683512629031617518226694837842373,-4.4545090903707577367375229883981374272757695911847956040071555142679622732170418e-76,4.9203771186885266613482867998688285540609485515242383940614001238882008149016922e-75,7.0168530365769561242712463662118535172489705202295251241432903420718085148716851e-75
-140,9005903283.0446225331016924881753739455293758417990698042494854020368569987996542,87422.667984635784574542065173586755948934039005611279188416737773763431319555687,9005815860.3766378973171179461102003587734269077600641929702969852990832353683347,103015.65361317246949508368221651935433559128328787694161624882577165185639186288,18011806566.089245066203384976350747891058751683598139608498970804073713997599308,6.632577450312533472296718230630706870617088279887064103698204265089478504828744e-74,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-80,1136477093.7239063560625956383798864868849366261215405398152711528290893041230695,-6.3245332659459546140088135916072189277542421252211635195515618685920605304141618e-74,7.4885799564685596220364816254176834993128680750199402695525608770700492592581015e-74,1.1803075767846794392921360694067553720204497711567715004851569469019494657895419e-73
-130,8701782972.2404309263995448824695712339480261252089525010893097839659265931101088,85451.982340294060937506074235568409046134234182239749960224144239952123069027411,8701697520.2580906323386073763953356655389799909747702613393495598216866409870398,101832.42955777737182328851288681867189473257726595848075579758353548637838682118,17403565944.480861852799089764939142467896052250417905002178619567931853186220218,7.6274640678594134931412259652253129012096515218701237192529349048529002805530556e-74,1.2123527634715101708000860158960521858866455589723783682589427478874365934615224e-80,1037785241.1529949300742647933979179830630395117313757116462329085335877761005835,-7.9200483911450901201899926115904042943806036781798931427642433634912377706025625e-74,7.2967754529439281190139692355216893819014080412742828568570737574325615465725697e-74,1.1058162860025941316554339757124288573949493055320323491380428579301504559734207e-73
-120,8408018821.9063430500487352410193439268537189926395725681280338587423906851176425,83525.71997881871108072838408936107242504897105534237274946127426559662289028082,8407935296.1863642313376545126352545657812939436685172257552843974681250884947522,100663.82934548223832294587937699368989645660125603757152491787631273982537086755,16816037643.812686100097470482038687853707437985279145136256067717484781370235285,3.5373746401666845185582497230030436643291137492731008553057089413810552025753301e-74,5.5346539201960246927830013769167599790477297257434664637908255881817757527591238e-81,945340319.11964710240023741321934985689696475558672524273326066603652463245298745,2.5227224021614426592529100982746088709934298271670908801052601009832178052425841e-74,1.2526418427174806972309878968634156692538209714022794854353871599736764921062454e-73,1.7769080137010740133645582268093826465743144202991392554048127862103348334864848e-73
-110,8124273510.0847472891881994576089686800562994366253761666828430574973004411388688,81642.879508604588841645871740326901386656249149008143128518343132354604020470254,8124191867.2052386845993578117372283531549127803762271585397145391541680865348483,99509.884499217174810606304738637262754755827446059199658717856465981069352838118,16248547020.169494578376398915217937360112598873250752333365686114994600882277738,1.7686873200833422592791248615015218321645568746365504276528544706905276012876651e-73,2.8332156972432031165436792762788176083220521215115364040833988129978137781981229e-80,858596784.68053166568024287770003207839950440713383947056344539666723533693974863,3.7490915897950771523671409269721900633249039715604672459433197917661623122894359e-74,8.1612429657529760678680987466451324149774942447812224352536398091360553277068652e-74,1.4085613829996657432164998124387063520883217423595422213145256095047595211760509e-73
-100,7850223415.2059202990372346561432924228020997910654678498505962636610413389983491,79802.482111460358378825239717531106815522531147199745893345422765804005833882108,7850143612.7238088386788558309035748916952842685343206501047029182382755349925152,98370.667271244652152800598500231108936910674539653783506304008249227396301099099,15700446830.411840598074469312286584845604199582130935699701192527322082677996698,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,4.5331451155891249864698868420461081733152833944184582465334381007965020451169966e-80,777109664.57993083119777287632265677336518791096078795313087808228337788381634144,-9.19185535047170098594029374478445066985333411641001747645889892657173122274548e-74,1.6915275777849446633894386046461531709921730120458787746112181114360153369642638e-73,2.9268850600114746838702908526680543715120570907361225387896636588584266550640848e-73
-90,7585558561.6005248980113688293989610144970962135118165636538946391085116291873633,78003.571033757593829327141290487458406339828540179126971175367608156445456820799,7585480558.0294911404175395022576705270386898736832763845269234637409034727419065,97246.298612633053018055323874492377723140518190525823663316439079533190813279789,15171117123.201049796022737658797922028994192427023633127307789278217023258374727,1.0501580962994844664469803865165285878477056443154518164188823419725007632645511e-73,1.6867516709168837158957718482032030412335938211789612080124420840173030865551615e-80,700554576.96767592360868778946988422352698146949688925717930439346448303545629429,-1.0181160352724593961685477139615903271309521455676078838836401406061820547617085e-73,1.397709705284580645284859819709180815597898188621906720229556992043683784346578e-73,2.3861650168825518024553892922908223579750148795077828373837844255796044280274245e-73
-80,7329982639.7071315010259176289644213065361572378785727482681881778313868409341164,76245.211089050440594003027125351337568831694411008953012531059619725006396156329,7329906394.4960424505853236259372959551985884061841617393151756467717671159277202,96136.957784090768048180308556874460204492747895842300875019529041428999510449701,14659965279.414263002051835257928842613072314475757145496536376355662773681868233,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,3.3998588366918437398524151315345811299864625458138436849000785755973765338377475e-80,628751778.18705923824299320796791944203466535764871240351972431077261596203862307,-2.2099159903885245909829166271340477833420427576549966768440052156545376342728127e-73,3.310319584930134499820424527711190708599014982932818689997128394271122597435429e-73,5.5477928918420702622559244606666734648931466141028989847670642382416920317041685e-73
