voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-0.13805546308648098,-203235.04285436327,-48829.26108234893,-203235.0428544029,-150,433542989.0448944,12522.845398806083,433530466.19949561,34620.16620329977,20066516639451548.0,2.648448571562767e-08,6.628397386521101e-09,2.7328496798872948e-08,2.55351295663786e-15,-1.7825062142879283e-08,-314072.43270391435,3.5480820100281158e-08,7.4111994763370603e-08,-150,-0.1380554630864822,-0.13805546308648098,-0.13805546308648353,-203235.04285438824,-203235.04285436327,-203235.04285436176,-48829.2610823426,-48829.26108234893,-48829.26108234923,-203235.04285438496,-203235.0428544029,-203235.04285441228
-140,-0.12010427376800406,-176847.57788807587,-42324.25628770256,-176847.57788818542,-140,381737748.32482421,14312.805243240478,381723435.51958096,26671.064255912224,26669096508997616.0,5.9371814131736755e-08,6.1409082263708115e-09,6.59783836454153e-08,3.635980405647388e-15,2.08718876351135e-08,-304333.20191767125,8.3729759274756586e-08,1.3812359611620195e-07,-140,-0.12010427376800353,-0.12010427376800406,-0.12010427376800717,-176847.57788813525,-176847.57788807587,-176847.5778880829,-42324.256287708704,-42324.25628770256,-42324.25628770422,-176847.57788812133,-176847.57788818542,-176847.5778881873
-130,-0.10417309778091226,-153447.9606854934,-36477.182107700275,-153447.96068547625,-130,336674673.37130946,16358.613989633934,336658314.75731981,20580.880115188989,27600054772609536.0,1.3184035196900368e-08,5.0495145842432976e-09,7.450580596923828e-09,1.2212453270876722e-15,-1.040916025054853e-08,-299132.93155645853,1.4863464321860858e-08,3.8692633097525686e-08,-130,-0.10417309778091122,-0.10417309778091226,-0.10417309778091244,-153447.9606854802,-153447.9606854934,-153447.96068548865,-36477.182107705325,-36477.182107700275,-36477.18210770283,-153447.9606854837,-153447.96068547625,-153447.96068548027
-120,-0.08993127451068042,-132507.0814986519,-31340.42875372795,-132507.08149864274,-120,297557870.34723133,18696.841542522128,297539173.50568879,15914.873625606604,1.2896229862459747e+17,6.9267116487026215e-09,1.17652234621346e-08,5.8498699218034744e-09,2.6922908347160046e-15,5.0847048805497708e-08,-298945.30153656757,1.3440944033496252e-08,3.5155153454979882e-08,-120,-0.08993127451068014,-0.08993127451068042,-0.08993127451067773,-132507.08149864498,-132507.0814986519,-132507.08149864915,-31340.428753729917,-31340.42875372795,-31340.42875371815,-132507.08149864784,-132507.08149864274,-132507.081498642
-110,-0.077110168201094,-113599.36790523244,-26939.408535762144,-113599.36790520734,-110,263696467.12531567,21369.284946004384,263675097.84036967,12339.976175694241,51053987659255648.0,2.569868229329586e-08,1.4224497135728598e-08,1.760781742632389e-08,1.9290125052862095e-15,4.6871504916034414e-08,-304391.25677630131,3.6302848861760794e-08,7.2901457315310836e-08,-110,-0.07711016820109207,-0.077110168201094,-0.07711016820109237,-113599.36790521015,-113599.36790523244,-113599.36790523585,-26939.408535769464,-26939.408535762144,-26939.40853575524,-113599.36790521993,-113599.36790520734,-113599.36790520232
-100,-0.06550961952042042,-96417.03840150934,-23255.813437752335,-96417.03840152595,-100,234492411.26088765,24423.715527832945,234467987.54535982,9601.0130397098346,47345945310190120.0,1.410080585628748e-08,1.4471879694610834e-08,1.862645149230957e-08,6.675215935558754e-15,-4.2992161855641873e-08,-316269.6956747779,3.1714580198362022e-08,6.5930635173572227e-08,-100,-0.06550961952042048,-0.06550961952042042,-0.0655096195204271,-96417.03840152344,-96417.03840150934,-96417.03840151825,-23255.813437749246,-23255.813437752335,-23255.813437763718,-96417.03840151354,-96417.03840152595,-96417.03840153216
-90,-0.05499787546778601,-80772.4869565736,-20217.639363371065,-80772.48695657862,-90,209429907.32486603,27914.732836956453,209401992.59202906,7502.4865381337531,35407644744533704.0,1.4581019058823586e-08,2.3137545213103294e-08,5.122274160385132e-09,2.768618667658984e-15,-4.0689508860372814e-08,-335587.10429757438,1.7760876701296753e-08,4.519461072050035e-08,-90,-0.054997875467788754,-0.05499787546778601,-0.05499787546778878,-80772.48695658546,-80772.4869565736,-80772.48695657088,-20217.639363360388,-20217.639363371065,-20217.639363383525,-80772.48695658066,-80772.48695657862,-80772.48695658374
-80,-0.04550156651828056,-66582.13495578125,-17701.213724206104,-66582.13495577537,-80,188066307.04156122,31904.740639099407,188034402.30092213,5894.6195228142706,52354484453218736.0,1.31258275359869e-08,1.5512341633439064e-08,5.4424162954092026e-09,3.00454106039183e-15,3.3712625130306723e-08,-363575.71731029399,1.609179933259621e-08,4.0625764086144045e-08,-80,-0.04550156651827815,-0.04550156651828056,-0.04550156651827755,-66582.13495576812,-66582.13495578125,-66582.13495577947,-17701.21372421368,-17701.213724206104,-17701.21372419817,-66582.13495577718,-66582.13495577537,-66582.13495577173
-70,-0.036985986130810104,-53831.83891563724,-15546.465378722034,-53831.838915632536,-70,170024291.33495164,36465.062416810317,169987826.27253482,4662.6628357715572,25730468936322952.0,1.0288204066455364e-08,1.3940734788775444e-08,3.9071892388165e-09,2.060851489460447e-15,2.8006334517958993e-08,-401676.2864434942,1.7496934814523022e-08,3.9588940126122907e-08,-70,-0.036985986130809084,-0.036985986130810104,-0.03698598613080804,-53831.838915626955,-53831.83891563724,-53831.83891563362,-15546.465378728433,-15546.465378722034,-15546.465378714493,-53831.83891563644,-53831.838915632536,-53831.8389156335
-60,-0.029429929663673537,-42531.48524727634,-13581.485126215674,-42531.48524727356,-60,154985206.20450801,41677.216314127232,154943528.98819387,3718.70340466988,21607174914248168.0,7.32688931748271e-09,1.1932570487260818e-09,9.022187441587448e-09,1.592476150946709e-15,4.8829681284304685e-09,-451433.53199825325,1.0439636152532923e-08,2.6690941012930125e-08,-60,-0.02942992966367254,-0.029429929663673537,-0.029429929663671944,-42531.48524726901,-42531.48524727634,-42531.48524727556,-13581.48512621512,-13581.485126215674,-13581.485126216314,-42531.48524727806,-42531.48524727356,-42531.48524726904
