voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.0011182719947698966,-3466.7960823553713,-46.88222389350767,7.130162625803592e-06,-150,28160588024.307907,8.3628504269429141e-09,28160588024.307907,3.3673432605684142e+18,3.2661954523485114e+17,6.194563866301905e-07,4.5579736251966096e-07,1.5349631682618415e-07,1.0866828270561513e-13,-54862369.353056647,1.1920928955078125e-07,1.1067427548639385e-06,2.5898202176076298e-06,-150,-0.0011182719946612283,-0.0011182719947698966,-0.0011182719947683102,-0.0011182719947292108,-3466.796081777662,-3466.7960823553713,-3466.7960823971184,-3466.796082242563,-46.882224349305034,-46.88222389350767,-46.882223906637904,-46.88222415085534,7.119516650164493e-06,7.130162625803592e-06,7.183426624106162e-06,7.273012966990677e-06
-140,-0.0007845923234785138,-2428.624502248218,-40.331082667330975,2.0240704196318156e-05,-140,26361799597.327843,7.5670199877359512e-09,26361799597.327843,3.4837755999129165e+18,2.484572222998625e+17,2.7465284802019596e-07,2.1151709006517194e-07,1.5266970977251645e-07,5.84115004628738e-14,-62199499.162166007,-7.4505805969238281e-07,1.5174384932337987e-06,3.6508116107754394e-06,-140,-0.0007845923235369253,-0.0007845923234785138,-0.0007845923234969475,-0.0007845923234842767,-2428.624502522871,-2428.624502248218,-2428.624502459129,-2428.624502425382,-40.331082455813885,-40.331082667330975,-40.331082548426586,-40.33108262748755,2.0227290409726203e-05,2.0240704196318156e-05,2.0334629508137192e-05,2.037996011949872e-05
-130,-0.0005234770823984118,-1617.3779856183355,-32.89133301334459,4.91337098374954e-05,-130,24691235391.060955,6.8469228279294947e-09,24691235391.060955,3.6061798871665638e+18,5.4786731337079132e+18,9.617560863262042e-07,8.339745889429651e-07,1.0954540032684536e-07,1.4711777802933756e-13,-73632975.377446249,-8.4936618804931641e-07,7.237340045953199e-07,2.0352138703711048e-06,-130,-0.0005234770823185033,-0.0005234770823984118,-0.0005234770823942653,-0.0005234770824656211,-1617.3779851626605,-1617.3779856183355,-1617.3779857028862,-1617.3779861244166,-32.891333418898284,-32.89133301334459,-32.89133303045896,-32.891332584923695,4.9130214174910004e-05,4.91337098374954e-05,4.923975957523685e-05,4.921581370442851e-05
-120,-0.00034327887713507673,-1058.2822589981952,-26.250147348203427,0.00010066519100812381,-120,23138789787.346474,6.195351973115194e-09,23138789787.346474,3.7348628274483092e+18,6.6592156667650035e+17,9.587438398739323e-07,8.458449549664238e-07,2.4935680956121695e-07,1.4286401922580794e-13,-93806908.94092311,-1.2516975402832031e-06,1.0237928965973771e-06,3.0609419565371099e-06,-120,-0.00034327887703685517,-0.00034327887713507673,-0.0003432788771226075,-0.0003432788771797192,-1058.2822583727539,-1058.2822589981952,-1058.2822591344388,-1058.2822593314977,-26.25014792289585,-26.250147348203427,-26.2501474335221,-26.250147077050894,0.00010063365492539528,0.00010066519100812381,0.0001008830117349565,0.00010072358359636269
-110,-0.00022843459752385203,-702.3962738403061,-21.14162797751942,0.0001792028110140883,-110,21695216772.555515,5.6057862831775406e-09,21695216772.555515,3.8701469654062454e+18,1.2297692292342458e+17,1.3725002645514905e-06,9.548505239820315e-07,4.821568045280207e-07,1.3229898405096863e-13,-138751231.52970678,-7.5995922088623047e-07,7.8761178475285226e-07,2.613756075349287e-06,-110,-0.00022843459757551472,-0.00022843459752385203,-0.00022843459758187387,-0.000228434597656151,-702.3962740376592,-702.3962738403061,-702.3962746788775,-702.3962752128064,-21.14162793941796,-21.14162797751942,-21.14162748630905,-21.141627022668896,0.0001792198690101347,0.0001792028110140883,0.00017961468537115325,0.00017968496781861631
-100,-0.0001542495558600374,-472.84747135211364,-17.16179104090952,0.00028990615950869535,-100,20352053132.115398,5.0723251865317635e-09,20352053132.115398,4.0123715226608435e+18,67344486525897072.0,5.532237992156297e-07,4.3691039053328495e-07,4.7142075678899146e-07,1.5110029655436563e-13,-322627633.39421743,-1.7881393432617188e-07,6.8989886470641157e-07,2.514965996128674e-06,-100,-0.00015424955576886056,-0.0001542495558600374,-0.00015424955591996086,-0.00015424955588364564,-472.8474712446332,-472.84747135211364,-472.8474715531254,-472.847471797857,-17.16179072484374,-17.16179104090952,-17.16179060399913,-17.161790830690634,0.00028992521812724203,0.00028990615950869535,0.00028970168904937985,0.00029017310980616884
-90,-0.00010390204379655695,-317.39518482892163,-13.7875572268822,0.00043723588036928595,-90,19101548712.304287,4.5896296252201689e-09,19101548712.304287,4.1618932837936717e+18,1.6028299643376301e+17,6.805530574638397e-07,9.169518939700083e-07,2.1089421767305286e-07,9.660444644753186e-14,470739384.12307018,-7.7486038208007813e-07,9.0797627141577759e-07,2.9607203121279395e-06,-90,-0.00010390204370096389,-0.00010390204379655695,-0.00010390204379756834,-0.00010390204373071414,-317.3951846174896,-317.39518482892163,-317.39518460016853,-317.39518414836857,-13.7875568382442,-13.7875572268822,-13.787557337862602,-13.787557755196094,0.00043712848466805537,0.00043723588036928595,0.00043705946081447415,0.0004370249861516129
-80,-6.808942147414116e-05,-207.17413209173537,-10.680588286057173,0.0006263778939384014,-80,17936603088.771576,4.1528686198255666e-09,17936603088.771576,4.3190875346123924e+18,56315806681464200.0,2.60940123553155e-06,1.4771622858233968e-06,1.135187847548587e-06,4.3071713459307687e-13,122168644.93082863,-1.8775463104248047e-06,1.5997613585599806e-06,4.8683050058041238e-06,-80,-6.808942175282427e-05,-6.808942147414116e-05,-6.808942132210713e-05,-6.808942135155778e-05,-207.17413325421512,-207.17413209173537,-207.17413159615535,-207.17413064481389,-10.68058772943914,-10.680588286057173,-10.680589206601425,-10.680589022745457,0.000626392267191506,0.0006263778939384014,0.0006268170992134648,0.0006256819113659162
-70,-4.262760735289709e-05,-129.13069712246215,-7.830261028157111,0.0008608671989695639,-70,16850708043.535534,3.7576709194055246e-09,16850708043.535534,4.4843490568890394e+18,1.1120148344360418e+17,2.078403667837847e-06,9.510869380946474e-07,1.6526693444506241e-06,2.0260655403826072e-13,63660152.161098503,2.2174790501594543e-06,1.4291405641216151e-06,3.7997807984342361e-06,-70,-4.2627607406239716e-05,-4.262760735289709e-05,-4.262760720363316e-05,-4.26276072520711e-05,-129.13069710880518,-129.13069712246215,-129.1306963943751,-129.13069504405848,-7.830261453986168,-7.830261028157111,-7.830261979244049,-7.830261676897789,0.0008608999689327667,0.0008608671989695639,0.0008610805228345862,0.0008594278534901356
-60,-2.525343008728467e-05,-76.12677858280222,-5.385610925888614,0.001138080438554199,-60,15837895308.606686,3.4000812525437046e-09,15837895308.606686,4.6580931843196017e+18,1.2931459417496565e+17,1.685177267063409e-06,1.367358545500963e-06,1.8724863474410373e-07,3.0593877989792614e-13,40097796.829932623,-4.4703483581542969e-07,1.3979048116548039e-06,4.2390108434594011e-06,-60,-2.525342981001946e-05,-2.525343008728467e-05,-2.5253430071027802e-05,-2.525343011595824e-05,-76.12677742168307,-76.12677858280222,-76.12677868457804,-76.12677910686034,-5.3856117986142635,-5.385610925888614,-5.385610711726397,-5.385610431255718,0.0011382210543103212,0.001138080438554199,0.001138125872572705,0.001138267687188943
