voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.08521401550644243,-119063.34835567247,-55669.300125627065,-119063.3483556789,-150,295856046.71085787,20729.433698919936,295835317.27715898,14272.268649879848,39257861656198256.0,1.613807398825884e-08,1.2267264537513256e-08,8.047209121286869e-09,5.079270337660091e-15,-2.7313488318856243e-08,-258343.95741943191,1.7815465774806892e-08,7.8569065919964487e-08,-150,-0.08521401550644711,-0.08521401550644243,-0.08521401550644714,-0.08521401550644206,-119063.34835568229,-119063.34835567247,-119063.34835567842,-119063.34835566615,-55669.30012562973,-55669.300125627065,-55669.30012563037,-55669.30012563933,-119063.34835568235,-119063.3483556789,-119063.34835568599,-119063.34835567794
-140,-0.07659747143855142,-106534.49573556651,-51998.542891389174,-106534.49573556606,-140,270498094.55090827,22909.567272223612,270475184.98363602,11807.210993411907,62788761303785528.0,2.954038791358471e-09,1.4319084584712982e-08,1.5410478226840496e-08,3.524958103184872e-15,5.5947244875291954e-10,-243960.25714318329,2.6017428179811911e-08,1.2132926485719508e-07,-140,-0.07659747143855168,-0.07659747143855142,-0.07659747143854816,-0.07659747143854906,-106534.4957355692,-106534.49573556651,-106534.49573556647,-106534.49573556942,-51998.542891380624,-51998.542891389174,-51998.54289139494,-51998.54289138527,-106534.49573556846,-106534.49573556606,-106534.49573555305,-106534.49573555772
-130,-0.06871389837414975,-95144.0932231917,-48349.33481105683,-95144.093223183,-130,247816440.13489366,25318.987494959183,247791121.14739871,9787.7705490486933,22246696664960024.0,1.1888914741575718e-08,5.980837158858776e-09,1.3838871382176876e-08,5.467848396278896e-15,3.0322152872311171e-09,-230199.1133919534,2.2925462519208694e-08,9.3073538209864637e-08,-130,-0.0687138983741551,-0.06871389837414975,-0.06871389837415522,-0.06871389837415008,-95144.09322319414,-95144.0932231917,-95144.09322319532,-95144.09322318343,-48349.33481106174,-48349.33481105683,-48349.33481105602,-48349.334811062,-95144.0932231948,-95144.093223183,-95144.09322319683,-95144.09322318972
-120,-0.06146466362358541,-84736.87643015993,-44727.04873370616,-84736.87643015744,-120,227585586.7109825,27981.808654549885,227557604.90232795,8133.3408258431764,2.1028350306076102e+17,1.3460521586239338e-08,1.7556885723024607e-08,4.540197551250458e-09,5.197231534026514e-15,-1.8904889553960908e-08,-216976.95656206348,1.3204943702203909e-08,7.1037433713172504e-08,-120,-0.06146466362358528,-0.06146466362358541,-0.061464663623588336,-0.06146466362358314,-84736.87643016121,-84736.87643015993,-84736.87643016377,-84736.87643015031,-44727.04873369386,-44727.04873370616,-44727.04873370842,-44727.04873371142,-84736.8764301619,-84736.87643015744,-84736.8764301616,-84736.87643015735
-110,-0.05475796823356387,-75167.39291375355,-41140.46725612259,-75167.39291375279,-110,209604492.37899879,30924.681160165994,209573567.69783863,6777.9031024898595,1.1724464553859218e+17,2.4156179279088974e-09,1.4064426068216562e-08,5.718902684748173e-09,2.0539125955565396e-15,-2.6008885791432002e-08,-204188.55321762149,1.3175928645753491e-08,6.7632427658281813e-08,-110,-0.054757968233563326,-0.05475796823356387,-0.05475796823356538,-0.05475796823356359,-75167.3929137534,-75167.39291375355,-75167.39291375532,-75167.3929137529,-41140.46725611557,-41140.46725612259,-41140.46725612861,-41140.46725612963,-75167.39291375475,-75167.39291375279,-75167.39291375274,-75167.39291374903
-100,-0.04850975542259847,-66302.22222402418,-37598.57316755537,-66302.22222402856,-100,193694561.58446226,34177.058268977336,193660384.52619329,5667.3854156804255,57720090862941200.0,4.132743924856186e-09,7.472408469766378e-09,4.20550350099802e-09,8.951173136040325e-16,2.2621917854528705e-08,-191705.52624005877,8.1518200871310017e-09,4.4993711867391539e-08,-100,-0.048509755422598944,-0.04850975542259847,-0.04850975542259909,-0.048509755422598194,-66302.22222402703,-66302.22222402418,-66302.22222402832,-66302.22222402424,-37598.573167555885,-37598.57316755537,-37598.57316755339,-37598.57316754841,-66302.22222402693,-66302.22222402856,-66302.22222402737,-66302.22222403114
-90,-0.0426447154797628,-58022.54409550802,-34106.549459181115,-58022.544095509424,-90,179697861.0881651,37771.490864250583,179660089.59730086,4757.4998226570651,91902626112787536.0,2.029992174357176e-09,1.042644726112485e-08,2.4301698431372643e-09,9.645062526431047e-16,-7.5150324300594938e-09,-179385.84969213424,7.2681205290549263e-09,4.5594759967571008e-08,-90,-0.042644715479762674,-0.0426447154797628,-0.04264471547976364,-0.042644715479763534,-58022.54409550775,-58022.54409550802,-58022.54409550736,-58022.54409550599,-34106.549459179914,-34106.549459181115,-34106.549459183385,-34106.54945919034,-58022.544095509904,-58022.544095509424,-58022.54409551156,-58022.54409550913
-80,-0.037097395910440936,-50227.02481151139,-30661.163615633435,-50227.02481151127,-80,167475542.56464702,41743.953235529756,167433798.61141148,4011.9713056333785,5.8065690766330509e+17,2.5320332497358322e-09,9.084033081308007e-09,8.076312951743603e-09,1.0408340855860843e-15,2.4569647178605107e-08,-167102.89135110183,8.3359662526069037e-09,4.4829889134234691e-08,-80,-0.037097395910441366,-0.037097395910440936,-0.03709739591044191,-0.03709739591044198,-50227.02481151078,-50227.02481151139,-50227.02481150947,-50227.02481150886,-30661.163615639125,-30661.163615633435,-30661.16361563004,-30661.163615630634,-50227.02481151036,-50227.02481151127,-50227.02481151793,-50227.02481151844
-70,-0.03181347251724871,-42835.03261454815,-27245.840311147207,-42835.03261454964,-70,156906456.05052221,46134.203121417318,156860321.84740078,3401.0873806050427,7.5391879673227149e+17,2.6047928258776665e-09,2.546585164964199e-09,7.697963155806065e-09,3.3792413312028202e-15,-8.9090047223717751e-09,-154800.86518049487,1.0683348282380698e-08,4.9956639713855111e-08,-70,-0.031813472517246644,-0.03181347251724871,-0.03181347251724872,-0.03181347251725002,-42835.032614545824,-42835.03261454815,-42835.03261454665,-42835.03261454843,-27245.84031114677,-27245.840311147207,-27245.840311149317,-27245.840311147287,-42835.03261454571,-42835.03261454964,-42835.03261455009,-42835.032614553405
-60,-0.026751170230153228,-35789.99219966921,-23826.112538111734,-35789.992199668275,-60,147885940.37330967,50986.179618385198,147834954.19369128,2900.5103241738711,1.1021066566607848e+17,3.7834979593753815e-09,9.618815965950489e-09,6.337359081953764e-09,1.2004286453759505e-15,1.1693900287972245e-08,-142569.68042234113,1.1866587401999604e-08,5.7318487733937218e-08,-60,-0.026751170230154234,-0.026751170230153228,-0.02675117023015383,-0.026751170230154428,-35789.992199668864,-35789.99219966921,-35789.99219966556,-35789.992199669345,-23826.11253811595,-23826.112538111734,-23826.11253811011,-23826.112538106332,-35789.99219966965,-35789.992199668275,-35789.99219967461,-35789.99219967458
-50,-0.021882470043087437,-29061.906718637565,-20347.06752674444,-29061.90671863765,-50,140324778.4623175,56348.442938020635,140268430.01937947,2490.3044546708234,35389488528012576.0,3.5652192309498787e-09,5.195033736526966e-09,3.4415279515087605e-09,1.1796119636642288e-15,3.3635086235727913e-09,-130705.83160357313,4.2187996037884626e-09,2.5363391387145384e-08,-50,-0.021882470043086376,-0.021882470043087437,-0.021882470043087555,-0.02188247004308748,-29061.906718635975,-29061.906718637565,-29061.906718638023,-29061.90671863954,-20347.067526745668,-20347.06752674444,-20347.067526742067,-20347.067526740473,-29061.906718635306,-29061.90671863765,-29061.906718638747,-29061.90671863778
