voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.001115487418077328,-3458.1635138896727,-46.76548376399137,7.090868830094392e-06,-150,28160588024.307907,8.3628504269429141e-09,28160588024.307907,3.3673432605684142e+18,3.2661954523485114e+17,3.8974530980340205e-07,4.15632752037709e-06,9.213927112603403e-07,7.212637605225058e-13,8.2263954227686107e-05,1.5661215777085803e-05,3.2452063440864274e-06,1.5746969049886024e-05,-150,-0.0011154874178172065,-0.001115487418077328,-0.0011154874182376247,-0.0011154874185384702,-3458.163514018059,-3458.1635138896727,-3458.1635136283135,-3458.163513665215,-46.765482732094824,-46.76548376399137,-46.765484293134975,-46.765486888422345,7.515172335038588e-06,7.090868830094392e-06,6.593779623778248e-06,6.989356220898912e-06
-140,-0.0007839133708900067,-2426.522874745362,-40.29618175316364,2.0272359761589875e-05,-140,26361799597.327843,7.5670199877359512e-09,26361799597.327843,3.4837755999129165e+18,2.484572222998625e+17,1.000993506750092e-06,1.9941245241739125e-06,1.7104248263738158e-07,3.4131161438799573e-13,7.1652672106144554e-05,1.4733908417446317e-05,2.652264327125301e-06,1.3999418414964903e-05,-140,-0.000783913370548695,-0.0007839133708900067,-0.0007839133708340915,-0.0007839133705710075,-2426.5228737443686,-2426.522874745362,-2426.522874684645,-2426.5228746567154,-40.29618181567639,-40.29618175316364,-40.29618137453999,-40.29617982155187,2.0367890095694423e-05,2.0272359761589875e-05,2.019684761305704e-05,2.0213535266933036e-05
-130,-0.0005238795107830261,-1618.6213612971187,-32.91661888029421,4.9067396615228855e-05,-130,24691235391.060955,6.8469228279294947e-09,24691235391.060955,3.6061798871665638e+18,5.4786731337079132e+18,8.116185199469328e-07,7.901712706370745e-07,5.168509222420038e-07,2.8312660375895415e-13,7.2118390804129539e-05,1.3885781247031916e-05,3.6437035633594603e-06,1.9008991282206308e-05,-130,-0.0005238795109294036,-0.0005238795107830261,-0.0005238795107430791,-0.000523879510646277,-1618.6213621087372,-1618.6213612971187,-1618.621361432395,-1618.621361388632,-32.91661809012294,-32.91661888029421,-32.91661886731581,-32.91661879670291,4.902707053026863e-05,4.9067396615228855e-05,4.932086186082865e-05,4.954392145251063e-05
-120,-0.0003423385534090714,-1055.3833688367595,-26.17824232055318,0.00010107983427891159,-120,23138789787.346474,6.195351973115194e-09,23138789787.346474,3.7348628274483092e+18,6.6592156667650035e+17,1.1232186807319522e-06,1.8704228317290017e-06,6.726994206508274e-07,5.987366635470948e-13,8.8094735760323056e-05,1.3112779875247149e-05,3.7063932636270339e-06,2.0870493800641349e-05,-120,-0.00034233855281033475,-0.0003423385534090714,-0.00034233855332860573,-0.0003423385530092017,-1055.3833677135408,-1055.3833688367595,-1055.3833688041852,-1055.3833687959777,-26.178241002373397,-26.17824232055318,-26.178241082099518,-26.17824045013035,0.00010116624197232507,0.00010107983427891159,0.00010067917453411836,0.00010135187395476919
-110,-0.00022819988790738987,-701.6745837523194,-21.119905013669268,0.00017949451652232913,-110,21695216772.555515,5.6057862831775406e-09,21695216772.555515,3.8701469654062454e+18,1.2297692292342458e+17,3.269169610575773e-07,2.6960720944657623e-06,3.629321207761346e-07,3.6878559559437585e-13,0.00012622714170777106,1.2411565948201632e-05,4.8530998944247777e-06,2.3462261896338065e-05,-110,-0.00022819988797760247,-0.00022819988790738987,-0.00022819988804759626,-0.00022819988827617546,-701.6745838355273,-701.6745837523194,-701.6745835086103,-701.6745837822991,-21.11990498751402,-21.119905013669268,-21.119906482353194,-21.119907683586113,0.00017934550627354536,0.00017949451652232913,0.00017954755136877234,0.0001797084383943215
-100,-0.00015424996199893423,-472.8487163520258,-17.161835843801782,0.0002897079647410847,-100,20352053132.115398,5.0723251865317635e-09,20352053132.115398,4.0123715226608435e+18,67344486525897072.0,5.059287673248036e-07,2.59747086772677e-06,5.771136580518606e-07,3.1047682328734505e-13,0.00019644694180380657,1.1779400929771288e-05,4.5881036159525515e-06,2.277810965032513e-05,-100,-0.00015424996177211368,-0.00015424996199893423,-0.000154249961858739,-0.0001542499616884574,-472.84871613420546,-472.8487163520258,-472.8487166401342,-472.8487163935097,-17.161835441365838,-17.161835843801782,-17.16183442209526,-17.161833246330914,0.00028999685557259464,0.0002897079647410847,0.0002897227829627686,0.0002894197419145428
-90,-0.00010395948095989199,-317.5706402058786,-13.795179450444266,0.00043667301086564947,-90,19101548712.304287,4.5896296252201689e-09,19101548712.304287,4.1618932837936717e+18,1.6028299643376301e+17,4.725702638097573e-07,2.688519895599484e-06,4.569910675413717e-07,4.0485167572979625e-13,0.0003165691781365314,1.1213970328773232e-05,4.2353495513696492e-06,2.3559614228815351e-05,-90,-0.00010395948055504031,-0.00010395948095989199,-0.00010395948095362245,-0.00010395948077753746,-317.5706401411444,-317.5706402058786,-317.57064039033185,-317.5706399177616,-13.795177267864347,-13.795179450444266,-13.795179956384242,-13.795179428836061,0.0004367805686947204,0.00043667301086564947,0.00043713000193319084,0.0004369432362372194
-80,-6.805679912597408e-05,-207.0748735429588,-10.675472175249524,0.0006273397780728344,-80,17936603088.771576,4.1528686198255666e-09,17936603088.771576,4.3190875346123924e+18,56315806681464200.0,2.3314860300160944e-06,1.0470499063330863e-06,9.04572587406339e-07,1.1353763388439672e-12,0.00050172057059088269,1.071314796768989e-05,2.5527616928614544e-06,1.4091255653514117e-05,-80,-6.805680026135042e-05,-6.805679912597408e-05,-6.805679944403625e-05,-6.805679956631031e-05,-207.07487587444484,-207.0748735429588,-207.07487411336027,-207.07487449393693,-10.675472790375352,-10.675472175249524,-10.675471743325446,-10.675472393141082,0.0006264352054854281,0.0006273397780728344,0.0006267015141028337,0.0006270253691904593
-70,-4.262561179322895e-05,-129.12465180799336,-7.82989549258491,0.0008611234838314637,-70,16850708043.535534,3.7576709194055246e-09,16850708043.535534,4.4843490568890394e+18,1.1120148344360418e+17,6.662289990799763e-07,5.327889756046034e-07,8.408047665582966e-07,3.632200334773017e-13,0.00076048382080315467,1.0274732210758187e-05,3.4202074607047329e-06,1.8828170673978622e-05,-70,-4.262561179829561e-05,-4.262561179322895e-05,-4.26256119040533e-05,-4.2625612156448984e-05,-129.12465163879097,-129.12465180799336,-129.12465230501996,-129.12465208959293,-7.829894982278347,-7.82989549258491,-7.8298950434238765,-7.829895515067323,0.0008606833146307968,0.0008611234838314637,0.0008610500362129479,0.0008602826790649054
-60,-2.5250472931333598e-05,-76.11786497567664,-5.384979483078496,0.0011383272858060914,-60,15837895308.606686,3.4000812525437046e-09,15837895308.606686,4.6580931843196017e+18,1.2931459417496565e+17,2.166545527870767e-06,7.564692925399186e-07,1.1607033656394362e-06,3.6041136709189653e-13,0.001078436781925583,9.8962227485211219e-06,3.0721045648115082e-06,1.788003342579947e-05,-60,-2.525047328931373e-05,-2.5250472931333598e-05,-2.525047316362818e-05,-2.5250472928902363e-05,-76.11786591634154,-76.11786497567664,-76.11786513252427,-76.11786374979602,-5.384979406371713,-5.384979483078496,-5.384980162841005,-5.384979598256772,0.0011381123060168134,0.0011383272858060914,0.0011380990003900494,0.001137166582440452
