voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.00000000078721618696929099471069528782353899946131612391234120008656279125207351807429468,-0.000000000004601323941043880862524500705498641620601901694529257338620466185655264234637535,-0.0049555045272642467962477665038363883257092828811865486357540366434568151306289861,0.000041545820910346993311999821526164160785019732959131144042929296647194006850507321,-150,109295593343731701.35763784856599716780905723078378511997274273476500086311958896,0.071169557664079852732452782854173796703668147457226369006087389886622695887905878,109295593343731701.28646829090191731507660444792961132326907458730777449411350157,1535707076607201195.3670316467284365018563905645186735798509533780650597845755587,218591186687463402.71527569713199433561811446156757023994548546953000172623917793,6.3198029711688635577568376358861230926783003650792626647245640182203545145238816e-75,2.1067834093492231296711696492705492815558810415405314174794353884503843687258406e-75,6.3129770148061739610703995551201895933736507776307657182577817778913924700604175e-75,1.6884516876275514552582001685452442500953438296828363213971044222230414048550611e-81,195.67339909561508441382558544330169507967805721210655409279554626083566907282314,2.1078940922693310129386018909223475800511203990273990036446831692546853339324293e-75,2.675793043982641889823746006667354196423086246154701137688659150746989909572522e-75,4.4401908556944353901338651116592795186109820276036158325784063690641243271521733e-75,-150,-0.00000000078721618696929099471069528782353899946131612391234120008656279125207351874922943,-0.00000000078721618696929099471069528782353899946131612391234120008656279125207351807429468,-0.00000000078721618696929099471069528782353899946131612391234120008656279125207351739935846,-0.00000000078721618696929099471069528782353899946131612391234120008656279125207351706077774,-0.0000000000046013239410438808625245007054986416206019016945292573386204661877618037953506944,-0.000000000004601323941043880862524500705498641620601901694529257338620466185655264234637535,-0.0000000000046013239410438808625245007054986416206019016945292573386204661835487254083367776,-0.0000000000046013239410438808625245007054986416206019016945292573386204661814420008241818309,-0.0049555045272642467962477665038363883257092828811865486357540366434568151285224469,-0.0049555045272642467962477665038363883257092828811865486357540366434568151306289861,-0.0049555045272642467962477665038363883257092828811865486357540366434568151306291341,-0.0049555045272642467962477665038363883257092828811865486357540366434568151306292303,0.000041545820910346993311999821526164160785019732959131144042929296647194006850510915,0.000041545820910346993311999821526164160785019732959131144042929296647194006850507321,0.000041545820910346993311999821526164160785019732959131144042929296647194004744123892,0.0000415458209103469933119998215261641607850197329591311440429292966471940005375339
-140,-0.00000000061708632798688388975014841226917533828157961589843499444552083428507325925529075,-0.0000000000023949395467801734090560392929463752200867884264957349666304757192654053106371483,-0.0039287369090280671383591087573162078268878395213830825973016076720137705254733785,0.000076762334521974911426100648710903534349056846533260692003481200801749795610541853,-140,99053100908673406.859116210368166695238935480001383918304962708483094175390859799,0.081929995242835362785536423545159593121708072736918108327012889729087093214069733,99053100908673406.77718621512533133245339905645622432518325463574617606706384691,1208996785793606282.70974946637025244813904609489048718512527577327241026908765,198106201817346813.7182324207363333904778709600027678366099254169661883507817196,3.5291825869050383078651061750605157416553768391889081016613191287092170465966424e-75,1.1764087607238271170197411776413670885635503560624557628987125339337216606775255e-75,6.4403373081583419121437546782335826930057948210911596579702712329977239612396231e-75,7.5381818968319404093573239985029447580779604579469554270803639592090466907542063e-82,299.06209470651056877592591541094986558355122387641705232838543584807580387789529,1.1771072300509168864585521042533113581134071824216255053314031736591584244495852e-75,2.2270718434213648719778951832269068033948079285573681892333126452131023651257708e-75,3.8507807428526759913191027540501431456963050224973142205955987097725939574541472e-75,-140,-0.0000000006170863279868838897501484122691753382815796158984349944455208342850732596322016,-0.00000000061708632798688388975014841226917533828157961589843499444552083428507325925529075,-0.00000000061708632798688388975014841226917533828157961589843499444552083428507325887838341,-0.00000000061708632798688388975014841226917533828157961589843499444552083428507325915627331,-0.0000000000023949395467801734090560392929463752200867884264957349666304757204417795738149847,-0.0000000000023949395467801734090560392929463752200867884264957349666304757192654053106371483,-0.0000000000023949395467801734090560392929463752200867884264957349666304757180890305649097349,-0.0000000000023949395467801734090560392929463752200867884264957349666304757169125969869099464,-0.0039287369090280671383591087573162078268878395213830825973016076720137705242970119,-0.0039287369090280671383591087573162078268878395213830825973016076720137705254733785,-0.0039287369090280671383591087573162078268878395213830825973016076720137705254734206,-0.0039287369090280671383591087573162078268878395213830825973016076720137705254733841,0.000076762334521974911426100648710903534349056846533260692003481200801749795610546148,0.000076762334521974911426100648710903534349056846533260692003481200801749795610541853,0.000076762334521974911426100648710903534349056846533260692003481200801749794434189719,0.000076762334521974911426100648710903534349056846533260692003481200801749789170208839
-130,-0.00000000048082721214542648444423705021643314710781020263808366009015040715331490548997766,-0.0000000000012296937452596651042577742343361743992757248365109629673070663097984847033043905,-0.0031146945381746968963104083039189744812680419560540923522179768173382124317075382,0.00011327623883365011245846451618651872446777815617866236494581792215468760565089125,-130,89770470161900419.705756468264181176692395631949588696172211949365025311616509605,0.09431735057528564336830619170569757951784911174719507789933615244156972507686383,89770470161900419.611439117688895533324089440243891116654362837617830233717173452,951791686411337119.16211873910718392471337177188805559301648851177852667838554493,179540940323800839.41151293652836235338479126389917739234442389873005062323301921,1.5709195418454137653411319794648954537154395732795946503018907206381545526338942e-75,5.2366910494688286771161924648428292238483323273818155609826628636556391029814545e-76,3.3679444408583019768953446933091714014444221797209995019937281635914666486256947e-75,3.3557406051809226654723194534667268229660549704158561606818035577426095208053322e-82,459.26876611274682352517003791991510057021296691247988531853950368522985356123337,5.2399480013567861998211485912556325053366841477078959970942856030818991499705877e-76,5.8582650425268061686361669836432553667024299199289961416866878023597922630358523e-76,8.9519736443209733179754419915148102027937560356116949030425441227916654512369348e-76,-130,-0.00000000048082721214542648444423705021643314710781020263808366009015040715331490565776453,-0.00000000048082721214542648444423705021643314710781020263808366009015040715331490548997766,-0.00000000048082721214542648444423705021643314710781020263808366009015040715331490532219047,-0.00000000048082721214542648444423705021643314710781020263808366009015040715331490552621672,-0.0000000000012296937452596651042577742343361743992757248365109629673070663103221620657651689,-0.0000000000012296937452596651042577742343361743992757248365109629673070663097984847033043905,-0.0000000000012296937452596651042577742343361743992757248365109629673070663092748099157346211,-0.0000000000012296937452596651042577742343361743992757248365109629673070663087512425239197551,-0.0031146945381746968963104083039189744812680419560540923522179768173382124311838754,-0.0031146945381746968963104083039189744812680419560540923522179768173382124317075382,-0.0031146945381746968963104083039189744812680419560540923522179768173382124317075445,-0.0031146945381746968963104083039189744812680419560540923522179768173382124317075422,0.00011327623883365011245846451618651872446777815617866236494581792215468760565090186,0.00011327623883365011245846451618651872446777815617866236494581792215468760565089125,0.00011327623883365011245846451618651872446777815617866236494581792215468760512723399,0.00011327623883365011245846451618651872446777815617866236494581792215468760228295742
-120,-0.00000000037097509408076213833760985654640541375370003772011301361813716765121756992677905,-0.00000000000060305705032407638081333805311036841132334047119058221116367938948249030875984484,-0.0024693085673635471107750160367642205523859957105235101619347330296815256647113727,0.00015360885580965860452872291657350574120779520711402528301860607533013709276066709,-120,81357748929247466.99917770302453345680320867480788427222056467443210805102216188,0.1085776044924066345267437766798746203413145711935517338382255145749133637777865,81357748929247466.890600098532126822276464898128009651879250103238556317183936366,749305064424562932.81286390181010025269883916199602537449674477421261223047245014,162715497858494933.99835540604906691360641734961576854444112934886421610204432376,3.7412294275550353907665982004107544401793896791415890585997096201550594865313593e-75,1.2471059055381692613239697818879559100196358500297561660481420877828062925446571e-75,2.9423569641098800773807151937168058611050718097109210890478438780441533744136746e-75,1.1268886105441426131192702206324278719960010058641779982255513573595390474411224e-81,704.02296680886655686570356263725657821382620536921115194932460560055733354017229,-1.2478483347649644525708022179152631082084894552800407834281240459982350969607558e-75,1.3712560922386582340110507879271407324620041708291669694927018013051564432305992e-75,2.0535704729362072002427600236247340969776054159585993602785073562387358030110804e-75,-120,-0.00000000037097509408076213833760985654640541375370003772011301361813716765121756952720493,-0.00000000037097509408076213833760985654640541375370003772011301361813716765121756992677905,-0.00000000037097509408076213833760985654640541375370003772011301361813716765121757032635142,-0.00000000037097509408076213833760985654640541375370003772011301361813716765121757065409354,-0.00000000000060305705032407638081333805311036841132334047119058221116367938823538003278737241,-0.00000000000060305705032407638081333805311036841132334047119058221116367938948249030875984484,-0.00000000000060305705032407638081333805311036841132334047119058221116367939072959679068103918,-0.0000000000006030570503240763808133380531103684113233404711905822111636793919766094603424078,-0.0024693085673635471107750160367642205523859957105235101619347330296815256659584786,-0.0024693085673635471107750160367642205523859957105235101619347330296815256647113727,-0.0024693085673635471107750160367642205523859957105235101619347330296815256647114129,-0.0024693085673635471107750160367642205523859957105235101619347330296815256647114082,0.00015360885580965860452872291657350574120779520711402528301860607533013709276066262,0.00015360885580965860452872291657350574120779520711402528301860607533013709276066709,0.00015360885580965860452872291657350574120779520711402528301860607533013709400781729,0.00015360885580965860452872291657350574120779520711402528301860607533013709570301958
-110,-0.0000000002815658024068890028763420455365042617386594361258107263207903544352799113649516,-0.00000000000024636515711166125660966901272448350475893189895838271060151775655776843592512724,-0.0019576375856365741916247470832270864919824976606768787881273965792638295680174437,0.0002000483079306695561778190567374422657857958398583763005810016890242690164007986,-110,73733414786107862.855952523188654178396101599851883421405889048646749778353472149,0.12499392874590164005112385011351362098062372102832635477801307230814807061994572,73733414786107862.730958594442752538344977749738369800425265327618423423575459076,589895969555445058.9391688663941587093190331922680036066063389938703726648368778,147466829572215725.7119050463773083567922031997037668428117780972934995567069443,5.2569489552094860588063489443762905562142936687605245296057346412535659652908707e-75,1.7524023767630453412419294218528158515791702785735207612655024799326753551876653e-75,3.3761115835265629347042201127779433199091366652498360932383053848978909246589134e-75,1.7049078633600588119099551701880084445500189021650008537390690981881017331594657e-81,1051.5079115367559105048193350807755182723976248752178809467489066814845083371417,1.7532878020365633566967422783160575848070311992941651277409316148143632047045041e-75,1.7712660835272210100116014841698565912879736700537131068432698930012040804294881e-75,2.118266114759384995906252314439813071548724119627853537660746325014331063936564e-75,-110,-0.00000000028156580240688900287634204553650426173865943612581072632079035443527991192637928,-0.0000000002815658024068890028763420455365042617386594361258107263207903544352799113649516,-0.00000000028156580240688900287634204553650426173865943612581072632079035443527991080352256,-0.00000000028156580240688900287634204553650426173865943612581072632079035443527991022147142,-0.00000000000024636515711166125660966901272448350475893189895838271060151775831004062445276692,-0.00000000000024636515711166125660966901272448350475893189895838271060151775655776843592512724,-0.00000000000024636515711166125660966901272448350475893189895838271060151775480549557257887383,-0.00000000000024636515711166125660966901272448350475893189895838271060151775305309166924328087,-0.0019576375856365741916247470832270864919824976606768787881273965792638295662651683,-0.0019576375856365741916247470832270864919824976606768787881273965792638295680174437,-0.0019576375856365741916247470832270864919824976606768787881273965792638295680175707,-0.0019576375856365741916247470832270864919824976606768787881273965792638295680175336,0.00020004830793066955617781905673744226578579583985837630058100168902426901640079744,0.0002000483079306695561778190567374422657857958398583763005810016890242690164007986,0.00020004830793066955617781905673744226578579583985837630058100168902426901464865779,0.00020004830793066955617781905673744226578579583985837630058100168902426901302468701
-100,-0.00000000020778812175789673997715847421635576886183089823202696181429757363548569423501254,-0.000000000000011315434008308302351984126526705626853244288041591475026016745595417091123476322,-0.0015519779348340308982624371553831727043242305635636520058780185414509722493283032,0.00025492349193478899505258571311767697556071613838619545293334055969035373548426586,-100,66823585074553322.961053784006327874684428601490791443099953801226715172334040394,0.14389230906662862229822934938052307306692319960822112313063261922657033969971324,66823585074553322.817161474939699252386199252110268370033030601618494049203407775,464399977372042812.05485198663476957090127937216065908095072597713530036798582079,133647170149106645.92210756801265574936885720298158288619990760245343034466808079,4.0487933822731636171426491252762728771572005683445540855914581587967168633759484e-75,1.3495889878568964760300108831806750393252122942557751258443450513956893942125085e-75,1.5448684456781213960285541294767803634164285349182164122989655025675826158007159e-75,1.4821580183541337539977402486171181024924339905172346196917485511532481009546779e-81,1416.7355486733747727518960445041774445472422313575279745335038753541645232269432,-1.3502972102987386663749204930936797848933334182086366748601021690957362592256101e-75,1.3498008242354057347120168866014266591491218455048464618819431384304615624109759e-75,1.3879754150646815486135005259490771754750279939145745971521354519159042032237924e-75,-100,-0.00000000020778812175789673997715847421635576886183089823202696181429757363548569380262423,-0.00000000020778812175789673997715847421635576886183089823202696181429757363548569423501254,-0.00000000020778812175789673997715847421635576886183089823202696181429757363548569466740146,-0.00000000020778812175789673997715847421635576886183089823202696181429757363548569528478225,-0.000000000000011315434008308302351984126526705626853244288041591475026016744245888000399032477,-0.000000000000011315434008308302351984126526705626853244288041591475026016745595417091123476322,-0.000000000000011315434008308302351984126526705626853244288041591475026016746944946718485106384,-0.000000000000011315434008308302351984126526705626853244288041591475026016748294681382672196094,-0.0015519779348340308982624371553831727043242305635636520058780185414509722506778258,-0.0015519779348340308982624371553831727043242305635636520058780185414509722493283032,-0.0015519779348340308982624371553831727043242305635636520058780185414509722493282432,-0.0015519779348340308982624371553831727043242305635636520058780185414509722493282368,0.00025492349193478899505258571311767697556071613838619545293334055969035373548425429,0.00025492349193478899505258571311767697556071613838619545293334055969035373548426586,0.00025492349193478899505258571311767697556071613838619545293334055969035373683373786,0.00025492349193478899505258571311767697556071613838619545293334055969035373702912274
-90,-0.00000000014571125817746012898089874967675880031901502778101836049797225398955318259596341,0.00000000000019377388899005771838227618914174307467243331713573006187370147271734813029064307,-0.0012303649381942982174221227595225763718066152832468807303173344117380482152273536,0.00032080652202333774680005034708113498469680447927398243833059777103701421556083999,-90,60561300952659106.330085836588125075903379556397465874603633564121650079621881096,0.16564801839789405631122877492297144572063467859100705072962648356386138197242196,60561300952659106.164437818190231019592150781474494428882998885530643028892254612,365602326779352793.28863308427303629332363923738841451718299254342159995491526961,121122601905318212.66017167317625015180675911279493174920726712824330015924376219,2.5544533708200070048439720108397945316320073738485555611344835179527011233361924e-75,8.5166545396442902856881062365943685097714149529369351063172550951412679493439075e-76,8.5149754475390665303992406555069994326033666483845730222280095064319485763934387e-76,1.0492033755564148510701082492028611399274625949264485106015750238954753648942676e-81,1528.3574834154719516819093759615384654459826518814610989905429422486829364178659,8.5205987780467841192744012933545131622615187327680526248096876729561297408316218e-76,1.5023246360362554601948859762053479615832703649736578364397874253759256012703126e-75,2.6020403867872248931178158269230086560241136560081592370897784490580284639583651e-75,-90,-0.00000000014571125817746012898089874967675880031901502778101836049797225398955318286880955,-0.00000000014571125817746012898089874967675880031901502778101836049797225398955318259596341,-0.00000000014571125817746012898089874967675880031901502778101836049797225398955318232311445,-0.00000000014571125817746012898089874967675880031901502778101836049797225398955318181960617,0.00000000000019377388899005771838227618914174307467243331713573006187370147186576536023254385,0.00000000000019377388899005771838227618914174307467243331713573006187370147271734813029064307,0.00000000000019377388899005771838227618914174307467243331713573006187370147356893185244156634,0.00000000000019377388899005771838227618914174307467243331713573006187370147442021873105255086,-0.0012303649381942982174221227595225763718066152832468807303173344117380482143757737,-0.0012303649381942982174221227595225763718066152832468807303173344117380482152273536,-0.0012303649381942982174221227595225763718066152832468807303173344117380482152274392,-0.0012303649381942982174221227595225763718066152832468807303173344117380482152273662,0.00032080652202333774680005034708113498469680447927398243833059777103701421556084903,0.00032080652202333774680005034708113498469680447927398243833059777103701421556083999,0.00032080652202333774680005034708113498469680447927398243833059777103701421470935149,0.00032080652202333774680005034708113498469680447927398243833059777103701421529841578
-80,-0.000000000092067180725786655133970009064921033368463736295635511141939354591363608267278941,0.00000000000044167132276828557302001288194113131381403428406535361723685201252033527116325014,-0.00097538430433564236951913170517475658593809593415963780927063173634211696681267581,0.00040068280035278408294352033534798557429261351106019372465292310437128974556266492,-80,54885878538204001.292333811509302844302234364378660628768272505610963406150698337,0.19069306884528089199825189113507224332436480691506015725814245198279842037311738,54885878538204001.101640742664021952303982473243588385443907698695903248892555885,287823143602223641.03190822449417029527021585842404027227702475266772574626437817,109771757076408002.58466762301860568860446872875732125753654501122192681230139667,1.8416821291390530416796821321108498052346688238475451930489445926057571474843442e-75,6.1389116219061118229562129443874549285316492922580645795461828092549243672289285e-76,8.4475475494941641038563071758750763910300537353829440479377121341233568855083961e-76,8.2375715696464689857361339083220308112394147343107131638667174228096642607016613e-82,1335.1853647517599635249554624580562013636871185189950488525914919501322111198037,-6.1419355002510216012050479679798186808853554464338647733049087250271282039317461e-76,6.4858521448146795516262840769329917539350201975840265300543466162443420273125036e-76,9.1018819545132304879981631384350467971821259121647021882928900702296147041686858e-76,-80,-0.000000000092067180725786655133970009064921033368463736295635511141939354591363608070600191,-0.000000000092067180725786655133970009064921033368463736295635511141939354591363608267278941,-0.00000000009206718072578665513397000906492103336846373629563551114193935459136360846395533,-0.000000000092067180725786655133970009064921033368463736295635511141939354591363608894357348,0.00000000000044167132276828557302001288194113131381403428406535361723685201313418959611785942,0.00000000000044167132276828557302001288194113131381403428406535361723685201252033527116325014,0.00000000000044167132276828557302001288194113131381403428406535361723685201190648828356868086,0.00000000000044167132276828557302001288194113131381403428406535361723685201129250746697880638,-0.00097538430433564236951913170517475658593809593415963780927063173634211696742653278,-0.00097538430433564236951913170517475658593809593415963780927063173634211696681267581,-0.00097538430433564236951913170517475658593809593415963780927063173634211696681268452,-0.00097538430433564236951913170517475658593809593415963780927063173634211696681264161,0.00040068280035278408294352033534798557429261351106019372465292310437128974556266646,0.00040068280035278408294352033534798557429261351106019372465292310437128974556266492,0.00040068280035278408294352033534798557429261351106019372465292310437128974617652178,0.00040068280035278408294352033534798557429261351106019372465292310437128974533176703
-70,-0.000000000044073641023965924719432730226429443693421326378924645008788674918170535804332512,0.00000000000081276932446638963734279032937014590407257464157054068255392466042616650070243566,-0.00077322959216549547369919239079313424392734290173410898355524340956693365914774595,0.00049811322877858620849677223759769736953877116600403320876109400118824955370156049,-70,49742320859084040.548212635551428647825499046082227774751251603474704065401615888,0.21952479031945570655767357320551518068291012286926499583606475259444705578942061,49742320859084040.328687845231972941267825472876712594068341480605439069565551135,226590904775256967.39621247412906954353359848331052116262662859333118335592697652,99484641718168081.096425271102857295650998092164455549502503206949408130803231776,8.7938001040151272319900006934010322896192124335064004088708472803761381093077234e-76,2.9317852480124085086913384436581922860441402604366819496766258972825749273186901e-76,1.3029650632331651640180068795815282532617142190461121643533711366408461152712656e-75,1.8783657803310749095756194805357001304702306512159031637342710745122131373775594e-82,1069.2176999120137346272557157873885282289230196369898091276159812807249777784943,2.9328854231329445275062177305898362986899643501357964789348666634291634800474719e-76,1.4634093555512515496028550780703716718239636272284306739886387945082738113784322e-75,2.3208689828737157128650721116179998936252405558913355973935161777111394194789366e-75,-70,-0.000000000044073641023965924719432730226429443693421326378924645008788674918170535898251664,-0.000000000044073641023965924719432730226429443693421326378924645008788674918170535804332512,-0.000000000044073641023965924719432730226429443693421326378924645008788674918170535710415086,-0.000000000044073641023965924719432730226429443693421326378924645008788674918170535731323834,0.00000000000081276932446638963734279032937014590407257464157054068255392466013303801720655049,0.00000000000081276932446638963734279032937014590407257464157054068255392466042616650070243566,0.00000000000081276932446638963734279032937014590407257464157054068255392466071929363593801154,0.00000000000081276932446638963734279032937014590407257464157054068255392466101241802760806321,-0.00077322959216549547369919239079313424392734290173410898355524340956693365885463442,-0.00077322959216549547369919239079313424392734290173410898355524340956693365914774595,-0.00077322959216549547369919239079313424392734290173410898355524340956693365914775617,-0.00077322959216549547369919239079313424392734290173410898355524340956693365914781295,0.00049811322877858620849677223759769736953877116600403320876109400118824955370157254,0.00049811322877858620849677223759769736953877116600403320876109400118824955370156049,0.0004981132287785862084967722375976973695387711660040332087610940011882495534084404,0.00049811322877858620849677223759769736953877116600403320876109400118824955239860748
-60,0.00000000000071285021386276822444478134202863066358537268162472635459888438200382406244161251,0.0000000000014211484873015783949656413428194124814129375454483476683532060445749639197374441,-0.00061295484356558848641438698920839395155392775213729874687145206395097145211480428,0.00061740459094922647182845110605511046380161888826538999953945415002207783260476908,-60,45080784912018962.760608692236966276155407980071320761402964495061656574049103094,0.25271570622160865159567754743298032783695829000572279806188456870015764246880686,45080784912018962.507892986015357624559730432638340433566006205055933775987218525,178385370604893157.35866098316713514470323161333160852050510203718268635225248319,90161569824037925.521217384473932552310815960142641522805928990123313148098206188,2.076835565475402973384215859854223183336776714617471742606636378228224464561397e-75,6.9231457269030304456155033680614316425151933194924578561964676006927192210341689e-76,7.7612504633898570419512150051373981536281352493907542064276497611888166921662648e-76,9.0066913566947784028097725721600617576311055238309248298783788811131923172675409e-82,843.89553757667222275263533298237497010192804902816850106282917482463749306475099,-6.9259002306865604115142673650397614056784834713059635276761689574383269684854233e-76,7.7871314803108029967955168280791331240868037747020805994227066684558960535771171e-76,1.1967519888093763003032167609659125502240000892110599814871234809893648466058259e-75,-60,0.00000000000071285021386276822444478134202863066358537268162472635459888438200382428422737544,0.00000000000071285021386276822444478134202863066358537268162472635459888438200382406244161251,0.0000000000007128502138627682244447813420286306635853726816247263545988843820038238406581106,0.00000000000071285021386276822444478134202863066358537268162472635459888438200382338355823977,0.0000000000014211484873015783949656413428194124814129375454483476683532060452671799010920667,0.0000000000014211484873015783949656413428194124814129375454483476683532060445749639197374441,0.0000000000014211484873015783949656413428194124814129375454483476683532060438827548166026345,0.0000000000014211484873015783949656413428194124814129375454483476683532060431903443356166638,-0.00061295484356558848641438698920839395155392775213729874687145206395097145280702716,-0.00061295484356558848641438698920839395155392775213729874687145206395097145211480428,-0.00061295484356558848641438698920839395155392775213729874687145206395097145211476152,-0.00061295484356558848641438698920839395155392775213729874687145206395097145211471258,0.00061740459094922647182845110605511046380161888826538999953945415002207783260477449,0.00061740459094922647182845110605511046380161888826538999953945415002207783260476908,0.00061740459094922647182845110605511046380161888826538999953945415002207783329693725,0.00061740459094922647182845110605511046380161888826538999953945415002207783252081221
