voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_2 transport over barrier 5,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-0.03952005124170215,-51461.645086136436,-97615.1551151782,-150,360586657.2026065,33904.732558071351,360552752.47004843,10635.289825247872,6.096910446381143e+17,2.741580829024315e-08,1.5745172277092934e-08,4.045375145977914e-15,559069.39288114058,-3.7136487662792206e-08,1.7767300148572453e-08,9.080569018406464e-08,-150,-0.039520051241702776,-0.03952005124170215,-0.0395200512417062,-0.03952005124170236,-0.03952005124170316,-0.039520051241703644,-51461.64508613228,-51461.645086136436,-51461.64508614415,-51461.64508615153,-51461.64508615564,-51461.6450861597,-97615.15511518222,-97615.1551151782,-97615.15511518696,-97615.1551151713,-97615.15511517174,-97615.15511517122
-140,-0.03622726256726092,-48331.577821345636,-88903.0705377071,-140,342851757.51514637,36261.428773639345,342815496.08637273,9454.9985786656689,1.0659497643856576e+17,1.5876139514148235e-08,1.7811544239521027e-08,5.946632075648495e-15,573457.38854910445,2.537854015827179e-08,2.1713517745256817e-08,9.9573805521096809e-08,-140,-0.036227262567259735,-0.03622726256726092,-0.03622726256726405,-0.036227262567258105,-0.03622726256726184,-0.03622726256726284,-48331.57782134555,-48331.577821345636,-48331.57782134067,-48331.57782133582,-48331.57782133375,-48331.57782132976,-88903.07053770343,-88903.0705377071,-88903.07053771934,-88903.0705377032,-88903.07053771589,-88903.07053772101
-130,-0.03303509632282134,-45242.94410285248,-80484.32171518219,-130,326665704.23864281,38781.937431702187,326626922.30121112,8423.1404068949596,1.9810521678038336e+17,7.255584932863712e-08,5.360925570130348e-08,6.050715484207103e-15,589108.63037957659,-8.4692146629095078e-08,2.4325470168600759e-08,1.097190369924719e-07,-130,-0.033035096322824864,-0.03303509632282134,-0.03303509632282075,-0.033035096322823074,-0.03303509632281881,-0.033035096322819306,-45242.94410283645,-45242.94410285248,-45242.94410286803,-45242.94410288375,-45242.94410289784,-45242.94410290901,-80484.3217152012,-80484.32171518219,-80484.32171517257,-80484.32171517197,-80484.32171515163,-80484.32171514758
-120,-0.029934115493181188,-42185.624026452766,-72334.51474451766,-120,311955376.23553324,41477.645030077838,311913898.59050316,7521.0484107599732,4.9304740622285261e+18,3.9981387089937925e-08,2.4694600142538548e-08,4.093947403305265e-15,605852.20330883097,-5.0873495638370514e-08,2.0500845365093544e-08,9.6411770879431709e-08,-120,-0.029934115493181056,-0.029934115493181188,-0.029934115493181854,-0.029934115493183287,-0.029934115493182513,-0.029934115493179193,-42185.62402644352,-42185.624026452766,-42185.6240264617,-42185.624026471676,-42185.6240264835,-42185.624026481295,-72334.51474452186,-72334.51474451766,-72334.51474451525,-72334.51474451474,-72334.51474450642,-72334.51474449717
-110,-0.026916950250065776,-39147.200986770986,-64436.85596749395,-110,298654319.01569986,44360.729534744918,298609958.28616512,6732.4032347525545,1.6800689637676086e+17,5.107722245156765e-09,4.94765117764473e-09,1.7312540290248535e-15,623448.52816007636,-3.6088749766349792e-09,1.0719805484397412e-08,6.1285646619623629e-08,-110,-0.026916950250066445,-0.026916950250065776,-0.02691695025006536,-0.02691695025006709,-0.02691695025006629,-0.02691695025006633,-39147.2009867711,-39147.200986770986,-39147.20098677237,-39147.200986773285,-39147.200986775286,-39147.20098677609,-64436.855967496,-64436.85596749395,-64436.85596749197,-64436.855967496915,-64436.855967493415,-64436.855967493146
-100,-0.023978608608828354,-36112.03518687232,-56783.58480615296,-100,286702444.52567571,47444.215394286985,286655000.31028146,6042.9378406413507,2.3853953072613965e+17,2.0590960048139095e-08,2.7299392968416214e-08,6.643990912991171e-15,641583.00486126717,-1.6414560377597809e-08,1.5698679319245895e-08,8.0191611325722972e-08,-100,-0.023978608608830637,-0.023978608608828354,-0.023978608608827865,-0.023978608608831827,-0.023978608608826855,-0.023978608608825183,-36112.03518686896,-36112.03518687232,-36112.0351868751,-36112.035186878835,-36112.03518688044,-36112.03518688955,-56783.58480616176,-56783.58480615296,-56783.584806150044,-56783.58480616055,-56783.584806144216,-56783.58480613446
-90,-0.02111689672252568,-33060.047832589655,-49377.89344489644,-90,276045759.69847965,50742.032378355507,275995017.66610128,5440.1794086637647,4.5325365452360941e+17,1.0390067473053932e-08,1.3271346688270569e-08,2.9906632725840154e-15,659868.94440127758,-1.0360963642597198e-08,1.1612848624251151e-08,6.6496988931517495e-08,-90,-0.021116896722525626,-0.02111689672252568,-0.0211168967225266,-0.02111689672252502,-0.021116896722525636,-0.02111689672252361,-33060.04783258872,-33060.047832589655,-33060.04783259126,-33060.047832592536,-33060.047832595475,-33060.04783259911,-49377.893444896734,-49377.89344489644,-49377.89344489851,-49377.893444892936,-49377.89344489339,-49377.89344488524
-80,-0.018332903750640575,-29965.49873444962,-42236.051352627175,-80,266636122.5377956,54269.078505956684,266581853.45928964,4913.2236971469692,1.3407076002913576e+17,2.593515091575682e-08,9.844370651990175e-09,2.4494295480792516e-15,677865.64812729857,3.1082890927791595e-08,1.5375376660152814e-08,8.6296869829119785e-08,-80,-0.018332903750641998,-0.018332903750640575,-0.01833290375064075,-0.018332903750641828,-0.0183329037506402,-0.018332903750639548,-29965.498734454435,-29965.49873444962,-29965.4987344439,-29965.49873443775,-29965.4987344285,-29965.498734432447,-42236.051352629205,-42236.051352627175,-42236.05135263057,-42236.05135263702,-42236.05135263657,-42236.05135263255
-70,-0.015631458756552107,-26796.33138344719,-35389.158766928434,-70,258431024.6345945,58041.287347843077,258372983.34724665,4452.5377785956061,5.027844113277113e+17,1.5264959074556828e-08,1.4988472685217857e-08,2.706168622523819e-15,695116.38209016691,2.0256265997886658e-08,1.5200440603408936e-08,7.5546696941177632e-08,-70,-0.015631458756552457,-0.015631458756552107,-0.015631458756552353,-0.01563145875655479,-0.01563145875655366,-0.015631458756554813,-26796.33138345061,-26796.33138344719,-26796.331383444194,-26796.3313834413,-26796.331383436296,-26796.331383435347,-35389.15876692781,-35389.158766928434,-35389.15876693069,-35389.15876693974,-35389.15876693872,-35389.1587669428
-60,-0.013021455781933483,-23514.90172289,-28883.79689739858,-60,251393399.1337114,62075.700007051411,251331323.43370435,4049.7875836302237,2.8272197824879766e+17,3.771856427192688e-08,1.9110302673652768e-08,3.4295483120061476e-15,711205.53898325132,4.6566128730773926e-08,1.450121421939411e-08,7.7984113567349661e-08,-60,-0.013021455781936912,-0.013021455781933483,-0.013021455781935021,-0.013021455781933599,-0.013021455781934182,-0.013021455781934869,-23514.901722898154,-23514.90172289,-23514.901722881114,-23514.901722875962,-23514.901722869858,-23514.901722860435,-28883.796897405206,-28883.79689739858,-28883.796897407825,-28883.796897405962,-28883.796897410833,-28883.79689741769
