voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4","current, barrier 5",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_2 transport over barrier 5,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4,solute_1 transport over barrier 5
-150,-1.7632439093222927e-08,-0.1122947633266449,0.001114800223800198,-150,22921310230.508453,5.0520764103363884e-09,22921310230.508453,4.5370078298127437e+18,32427185866655276.0,8.642673492431641e-07,4.6923501709249596e-07,2.5930123597486497e-13,0.00072988227347353576,3.4512544391915225e-07,1.2429759875306816e-06,4.0572542800091372e-06,-150,-1.7632698394458902e-08,-1.7632439093222927e-08,-1.76325456643934e-08,-1.7632572307191638e-08,-1.763259245087438e-08,-1.7632614516910173e-08,-0.11229562759399414,-0.1122947633266449,-0.11229561269283295,-0.11229547183029354,-0.11229562224224188,-0.11229540284031164,0.001114423052743323,0.001114800223800198,0.0011148922877604155,0.0011147387016897242,0.0011147510372433481,0.0011145724660042156
-140,-2.3934441456241452e-08,-0.15192154049873352,0.0012590178890625986,-140,22163949124.543102,4.7275132729148433e-09,22163949124.543102,4.6882891374469847e+18,28403086658481520.0,9.796345580292964e-07,6.537120935440517e-07,8.808942948538157e-14,0.0010217211892163635,-2.2289423868876619e-07,9.9418603449206272e-07,3.2628587308204409e-06,-140,-2.3934454451738986e-08,-2.3934441456241452e-08,-2.3934477033772363e-08,-2.3934462530521424e-08,-2.393444640760246e-08,-2.3934388944342877e-08,-0.15192198753356934,-0.15192154049873352,-0.1519220471382141,-0.15192217810545117,-0.15192211772744557,-0.15192252013329155,0.0012592008462510012,0.0012590178890625986,0.0012591601678200223,0.00125927091751514,0.0012592910497325885,0.0012596716011561426
-130,-2.4760541537293928e-08,-0.15736684203147888,0.0014033288269319237,-130,21431612584.759949,4.4238012116879081e-09,21431612584.759949,4.844614746281216e+18,31893334059502972.0,1.5391468182190948e-06,5.597357038123439e-07,1.0050320046496401e-13,0.0014028702415088061,-7.236122371346871e-07,9.0761617736413811e-07,3.3920577857332109e-06,-130,-2.4760499748330033e-08,-2.4760541537293928e-08,-2.476056395164659e-08,-2.4760506496855042e-08,-2.4760566980330813e-08,-2.4760600251530498e-08,-0.1573663353919983,-0.15736684203147888,-0.15736708045005798,-0.15736747928895056,-0.1573678745388165,-0.15736764676433365,0.0014032059346694495,0.0014033288269319237,0.0014033780788161553,0.001403756820333446,0.0014037656703732619,0.0014035479404361784
-120,-6.427954429178328e-10,-0.007118195295333862,0.0015528696735163917,-120,20723473754.712784,4.13960068026739e-09,20723473754.712784,5.0061528527370394e+18,1.5728585378667088e+17,2.578555722720921e-06,1.493748196438379e-06,2.4336130039716527e-13,0.0018722819343618107,2.0549272889728524e-06,1.3387743863520519e-06,3.771870527946742e-06,-120,-6.429163752346562e-10,-6.427954429178328e-10,-6.427326225214301e-10,-6.429151630634648e-10,-6.429373016664416e-10,-6.429759838218273e-10,-0.007118642330169678,-0.007118195295333862,-0.007117122411727905,-0.007116063774446957,-0.007116214094539348,-0.007116334770876032,0.001552715749246336,0.0015528696735163917,0.0015525293003663555,0.0015514302546908165,0.001551436317973664,0.0015513759253199533
-110,-7.542095070785423e-09,-0.05047681927680969,0.0016987870704103908,-110,20038733098.772003,3.8736581894311355e-09,20038733098.772003,5.1730772615522857e+18,1.4533315654717917e+17,1.821414915580133e-06,1.2011135979267916e-06,3.1266540143918187e-13,0.0024094761785468308,1.3475072527858491e-06,1.5988987489645916e-06,4.6102141972303736e-06,-110,-7.542403522588824e-09,-7.542095070785423e-09,-7.542267336382192e-09,-7.542378707884802e-09,-7.542357166662196e-09,-7.542407736186862e-09,-0.050478190183639526,-0.05047681927680969,-0.050477758049964905,-0.05047703208401799,-0.05047680037649079,-0.050476368768723946,0.0016985098153253068,0.0016987870704103908,0.0016987187990704887,0.001698008214653185,0.0016979595931698765,0.001697585956812464
-100,-1.2350149886788698e-08,-0.08078721165657043,0.0018475699768847886,-100,19376617499.395901,3.6248007785083418e-09,19376617499.395901,5.3455675727838648e+18,17763138886376052.0,6.337560777419649e-07,3.864271314307083e-07,7.606793244379077e-14,0.0029778620469895936,-1.4962934274075079e-07,1.1337417701217143e-06,3.6822597997034239e-06,-100,-1.2350184321374586e-08,-1.2350149886788698e-08,-1.2350225954721141e-08,-1.2350209323071684e-08,-1.2350212910266621e-08,-1.2350222410166594e-08,-0.08078709244728088,-0.08078721165657043,-0.08078691363334656,-0.08078702678903937,-0.08078721549045903,-0.0807875473894243,0.0018474028985012842,0.0018475699768847886,0.001847183549753358,0.0018472920366180492,0.001847375191338682,0.0018475114906965628
-90,-8.869877670155661e-09,-0.05937376618385315,0.0020031200764594683,-90,18736379384.229774,3.3919308419425182e-09,18736379384.229774,5.5238093750460058e+18,29527850421078168.0,3.075900380747343e-06,1.7352608927892477e-06,2.0781982063886078e-13,0.0035372634771804641,1.0752544559828811e-06,1.4438552667773014e-06,4.3778696471330559e-06,-90,-8.869875233939336e-09,-8.869877670155661e-09,-8.86977219734505e-09,-8.869881425623153e-09,-8.869686081441034e-09,-8.869893901261672e-09,-0.05937361717224121,-0.05937376618385315,-0.0593734011054039,-0.05937276757322252,-0.05937170344552187,-0.0593706902834724,0.0020030531743249285,0.0020031200764594683,0.0020032667282791974,0.0020026090499597193,0.0020026866745679437,0.002001531467386408
-80,-1.0678763262096761e-08,-0.07098200917243958,0.0021615312338578584,-80,18117295882.047279,3.1740212882141993e-09,18117295882.047279,5.7079944451918346e+18,44151362121183064.0,2.598931702971208e-06,1.165185077075647e-06,2.0462147981160262e-13,0.0040587787845280613,-1.3090458580349365e-06,1.9079111170076089e-06,6.012482071265075e-06,-80,-1.0678794096675084e-08,-1.0678763262096761e-08,-1.0678967883576573e-08,-1.0678838637332702e-08,-1.0678813106828036e-08,-1.0678806285656882e-08,-0.07098272442817688,-0.07098200917243958,-0.070983512327075,-0.07098421780392528,-0.07098400366172507,-0.07098460810414255,0.0021617926239664545,0.0021615312338578584,0.002161644167355938,0.002162400296055328,0.0021623729081782783,0.002162696418934934
-70,-6.155306933540258e-09,-0.04308980703353882,0.0023335834994777194,-70,17518668006.580902,2.9701110097714822e-09,17518668006.580902,5.8983209546530632e+18,2.7187019164812963e+17,3.4514814615249634e-06,2.4662518915211096e-06,3.4440618692859426e-13,0.0045364735930836005,3.0961162896109284e-06,2.7027693860866005e-06,7.3885956431155788e-06,-70,-6.1553968150983866e-09,-6.155306933540258e-09,-6.155302514205727e-09,-6.155602591004918e-09,-6.1556469203926555e-09,-6.155616811923776e-09,-0.04309070110321045,-0.04308980703353882,-0.04308902099728584,-0.043087249621748924,-0.043087329806008365,-0.043087748813634266,0.002333750005105891,0.0023335834994777194,0.0023332042745301653,0.00233138201747584,0.0023312837532143697,0.0023315872285281924
-60,-8.353361718383677e-09,-0.057149648666381836,0.0025031585454765707,-60,16939819867.320179,2.7793006439881348e-09,16939819867.320179,6.0949936826598666e+18,59050966856217008.0,7.016117627822727e-06,3.355724531724138e-06,3.755445537102714e-13,0.0049715149311723422,-3.6719904658493244e-06,2.5292036216212345e-06,6.0110346320904436e-06,-60,-8.353091746625172e-09,-8.353361718383677e-09,-8.353467291178882e-09,-8.353116255589377e-09,-8.353246620939271e-09,-8.353140554529184e-09,-0.05714753270149231,-0.057149648666381836,-0.05715060606598854,-0.05715274251997471,-0.05715370190409177,-0.05715454881912013,0.0025029431715165294,0.0025031585454765707,0.002503307742173789,0.0025054715858632004,0.0025055443948072097,0.0025062988960482535
