voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_4 transport over barrier 2,solute_4 transport over barrier 3,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.000000000042471320672436285137060061540508802468439231920766914860796101551749432741329228,0.00018818831768501529262974377247106442074839088678715931811604275578548263381709626,-0.00021498241071215522795343662901705045929789796643678642536575853816158260336047261,-0.00013702714852568207189255088572753303133003148557914713618064213045183852413535475,-0.000050646559849170417376672492117093910028504599290859164074128046584953870373118222,-150,2394669417269.1234278762595264470368310717454164146243411614191260703490754981525,0.00041439533973635573952387488207807001760874262187083243557842234339510014981006283,2394669417269.1230134809197900912973071968633383446067324187972552379134970758091,5778707402435187.7786540614808364257811907477768055506408469060024509445961891101,4789338834538.246855752519052894073662143490832829248682322838252140698150996305,1.2144266114731550502906258369477004599383185029380661731035596078325320862212616e-77,2.7069311816565429098978681765022540100240796060830655257263173908695542112665155e-78,1.152740494770733662988083433850250332164772183639770384030373387786245365185648e-77,4.2070717931948753276431453818795006676765434377502557548896083067211936090097934e-78,1.5791406177265272977727312242496370701519722847084682504628008685384775118586469e-84,0.0031990726798684175001027717103829700040328133113002653654925292418501831585563591,-5.954837709795697246834207536790807877339583546017766908400140277441053748226557e-78,6.5375817795135817528499634267608366826831971543066306685067442628935848435897766e-78,1.3316513101339334407822120426540284855207063233061237278444492936149121100424577e-77,-150,-0.000000000042471320672436285137060061540508802468439231920766914860796101551749432742216095,-0.000000000042471320672436285137060061540508802468439231920766914860796101551749432741329228,-0.000000000042471320672436285137060061540508802468439231920766914860796101551749432741378662,-0.000000000042471320672436285137060061540508802468439231920766914860796101551749432740636955,0.00018818831768501529262974377247106442074839088678715931811604275578548263382127387,0.00018818831768501529262974377247106442074839088678715931811604275578548263381709626,0.00018818831768501529262974377247106442074839088678715931811604275578548263381291556,0.00018818831768501529262974377247106442074839088678715931811604275578548263380912961,-0.00021498241071215522795343662901705045929789796643678642536575853816158260336044398,-0.00021498241071215522795343662901705045929789796643678642536575853816158260336047261,-0.00021498241071215522795343662901705045929789796643678642536575853816158260335776568,-0.00021498241071215522795343662901705045929789796643678642536575853816158260335776577,-0.00013702714852568207189255088572753303133003148557914713618064213045183852414509854,-0.00013702714852568207189255088572753303133003148557914713618064213045183852413535475,-0.00013702714852568207189255088572753303133003148557914713618064213045183852413357292,-0.00013702714852568207189255088572753303133003148557914713618064213045183852413357114,-0.000050646559849170417376672492117093910028504599290859164074128046584953870373117447,-0.000050646559849170417376672492117093910028504599290859164074128046584953870373118222,-0.000050646559849170417376672492117093910028504599290859164074128046584953870373426541,-0.000050646559849170417376672492117093910028504599290859164074128046584953870369219469
-140,-0.000000000037800391678958121342892605833597343747661334978926969908178044113077847161543571,0.00017342608029567556002370526727017898929514050902147769391753764955649438386352838,-0.00018833057997221834551954783862687250513654640483695096799496672697284060453698841,-0.00012464057664373112497413864876815946024584811165060068543271412823335408328009309,-0.000048206212398408997490650715235576425666129541255320234419431366781962931906017191,-140,2146417733121.7415979043049250588200060785052302710903497919827354301445365945513,0.00043616492713714853205197030955765525722296992780989649525895988094856350931259495,2146417733121.7411617393777879102879541081956726158331268220549255336492776346703,4921114925975737.4066615218835464696808791724557726131205054159489559834447816368,4292835466243.4831958086098501176400121570104605421806995839654708602890731891025,9.6146410099769570086850109589043308743761304754593484182048663456935315423812398e-78,1.2874082711720256068496864497470081884001306199704441567775823216747885613705906e-78,3.9878399664515905520545002503717107724233313847009575045104952026238313362275218e-77,3.6418022794889842478512149060112280662134061595392009331743632370236084453155035e-78,6.2119849119062281494324724588015677731838256434338119151693060378315686519366703e-84,0.00344864079975984076335600505905163474380365784799057606635316016246504995984863,4.5767749345998099365215570939801424614885434642870622162719616279546086383345236e-78,3.2719074922892537506322657009559767093739333047582828812814054434062661225678698e-78,4.7164829687192517022901714055276984365940744591057278724116281933114501521458997e-78,-140,-0.000000000037800391678958121342892605833597343747661334978926969908178044113077847155927162,-0.000000000037800391678958121342892605833597343747661334978926969908178044113077847161543571,-0.000000000037800391678958121342892605833597343747661334978926969908178044113077847161602298,-0.000000000037800391678958121342892605833597343747661334978926969908178044113077847162139147,0.00017342608029567556002370526727017898929514050902147769391753764955649438386031196,0.00017342608029567556002370526727017898929514050902147769391753764955649438386352838,0.00017342608029567556002370526727017898929514050902147769391753764955649438386672921,0.0001734260802956755600237052672701789892951405090214776939175376495564943838699266,-0.00018833057997221834551954783862687250513654640483695096799496672697284060453704675,-0.00018833057997221834551954783862687250513654640483695096799496672697284060453698841,-0.00018833057997221834551954783862687250513654640483695096799496672697284060453827567,-0.00018833057997221834551954783862687250513654640483695096799496672697284060453827582,-0.00012464057664373112497413864876815946024584811165060068543271412823335408324176281,-0.00012464057664373112497413864876815946024584811165060068543271412823335408328009309,-0.00012464057664373112497413864876815946024584811165060068543271412823335408328163869,-0.00012464057664373112497413864876815946024584811165060068543271412823335408328164121,-0.000048206212398408997490650715235576425666129541255320234419431366781962931906015585,-0.000048206212398408997490650715235576425666129541255320234419431366781962931906017191,-0.00004820621239840899749065071523557642566612954125532023441943136678196293190638447,-0.000048206212398408997490650715235576425666129541255320234419431366781962931909657387
-130,-0.000000000033472459158013667795375315326113309379629668953943163294210284000313955069069129,0.00015885448424930391034968149719973823937631293217261882853298009993696737515608835,-0.00016448462240989168124330404090874034980639590680988225868045803775629537452543501,-0.00011311526500996341971892607379553106914115448803753739765952695208395311691502098,-0.000045098144725628491731952257299198940511449458713555689547377680987779759123903908,-130,1924424971351.1501715278989050437945387510251494371636773471396016232994407796515,0.00045907814452157547397410828982426182432699576478691746066515626915699486454784115,1924424971351.1497124497543834683205646427353251753393503513748147058387756233823,4191933321845834.9485666198682389155474949175741213725023353133994842108400703313,3848849942702.3003430557978100875890775020502988743273546942792032465988815593029,2.6168453205505397762101938161999780228911549375457527620145762251598324823636959e-78,9.8199750231978008950180065055232471586583312936029650289322012753646027496610579e-79,2.4086867910047788877295262451339560881549890154421169013957358417048222663661542e-77,8.1473476068617187669699931747150287479934777899474639716297052958495060153599904e-79,3.7199314779091239175872965096293460592149764968647132130736879660954272436534248e-84,0.0037302704050718701245952918069049457712531166966608198793351546308013881538168412,1.18350610143594454664450404323304103295568587639255896740823774002393096382319e-78,6.1426835456686486793365516649973674496146062087629665859562313413456386107256625e-78,1.1037774059833775846451610764716890128651459925279095338257482946323071993087644e-77,-130,-0.000000000033472459158013667795375315326113309379629668953943163294210284000313955065389936,-0.000000000033472459158013667795375315326113309379629668953943163294210284000313955069069129,-0.000000000033472459158013667795375315326113309379629668953943163294210284000313955069000055,-0.000000000033472459158013667795375315326113309379629668953943163294210284000313955069109868,0.00015885448424930391034968149719973823937631293217261882853298009993696737515525623,0.00015885448424930391034968149719973823937631293217261882853298009993696737515608835,0.00015885448424930391034968149719973823937631293217261882853298009993696737515692888,0.00015885448424930391034968149719973823937631293217261882853298009993696737515787308,-0.00016448462240989168124330404090874034980639590680988225868045803775629537452541181,-0.00016448462240989168124330404090874034980639590680988225868045803775629537452543501,-0.00016448462240989168124330404090874034980639590680988225868045803775629537452639375,-0.0001644846224098916812433040409087403498063959068098822586804580377562953745263938,-0.0001131152650099634197189260737955310691411544880375373976595269520839531168912465,-0.00011311526500996341971892607379553106914115448803753739765952695208395311691502098,-0.00011311526500996341971892607379553106914115448803753739765952695208395311691533323,-0.00011311526500996341971892607379553106914115448803753739765952695208395311691533337,-0.00004509814472562849173195225729919894051144945871355568954737768098777975912390356,-0.000045098144725628491731952257299198940511449458713555689547377680987779759123903908,-0.000045098144725628491731952257299198940511449458713555689547377680987779759123473088,-0.000045098144725628491731952257299198940511449458713555689547377680987779759124287823
-120,-0.000000000029357132601928391395160164336978234929363479613348255570809058225976875019242699,0.00014476276683543741073630679689447949760979550444666350305242156177448395480623538,-0.00014284348375693123434193584392835373955176776945116868419298290444714371851934796,-0.00010294583517747908376168711619775561618905516323782495996435529195850770270716932,-0.000041113230198729504115490436549455048320436488793021379271321835374152946498767099,-120,1725931599089.2586004960019588113863781418519874993466073117662833347473911085896,0.00048319507063689933678539449385109525860066782144874013397958678357141384906372192,1725931599089.2581173009313219120495927473581364040880066439448345946134115218061,3571914748249208.0605915784834359199196487921455855257751156933574428004490044031,3451863198178.5172009920039176227727562837039749986932146235325666694947822171792,1.0828163298532794315655298144734195827996443858272583292770145845416566070600042e-77,2.8418800661777957028186907605772051551940137460226705212261189744840745342872637e-78,2.5464834459423591046186585463724565421338039476964993741956646937001887885547405e-77,4.0244840648282522408950681440723297561932777577191777572421860348350340830777057e-78,4.0809389704342574141552937629354031652428004572110417974038827486384191131054091e-84,0.004035795367600582357972822483652222417777780571503751931950391197361637286392049,5.1437871332749326464302856962201342882540269894896919036852347091298170529642244e-78,8.1603446549811314642728752327579476561806606149530462197342594442446174968383234e-78,1.7472965416700459855931149928436075088468170041035368192672806233923660808803227e-77,-120,-0.000000000029357132601928391395160164336978234929363479613348255570809058225976875015814085,-0.000000000029357132601928391395160164336978234929363479613348255570809058225976875019242699,-0.000000000029357132601928391395160164336978234929363479613348255570809058225976875019301917,-0.000000000029357132601928391395160164336978234929363479613348255570809058225976875019895024,0.00014476276683543741073630679689447949760979550444666350305242156177448395480262297,0.00014476276683543741073630679689447949760979550444666350305242156177448395480623538,0.00014476276683543741073630679689447949760979550444666350305242156177448395480984672,0.00014476276683543741073630679689447949760979550444666350305242156177448395481345114,-0.00014284348375693123434193584392835373955176776945116868419298290444714371851940145,-0.00014284348375693123434193584392835373955176776945116868419298290444714371851934796,-0.00014284348375693123434193584392835373955176776945116868419298290444714371852218984,-0.00014284348375693123434193584392835373955176776945116868419298290444714371852218984,-0.0001029458351774790837616871161977556161890551632378249599643552919585077026821044,-0.00010294583517747908376168711619775561618905516323782495996435529195850770270716932,-0.00010294583517747908376168711619775561618905516323782495996435529195850770270756739,-0.00010294583517747908376168711619775561618905516323782495996435529195850770270756923,-0.000041113230198729504115490436549455048320436488793021379271321835374152946498765568,-0.000041113230198729504115490436549455048320436488793021379271321835374152946498767099,-0.000041113230198729504115490436549455048320436488793021379271321835374152946499137623,-0.000041113230198729504115490436549455048320436488793021379271321835374152946502790052
-110,-0.000000000025302192866209824766878663901942599181476723495891030338918975635836807421084059,0.00013129194056017876993052639081502529556261002142769480561941447890196209941240387,-0.00012278531064212089675293800968460936994566936482843365433045387741419484424967657,-0.000094588174236711734379031433235739128649957691558586521596560596171143924523318835,-0.000035929867248319218105995493084536648770575615842940657313875891588138731940225115,-110,1548468801611.3433707789584128079848914768045890632458978395259676677743057393888,0.0005085789403699773250195757751726549105120514334290119639417095581891830585677284,1548468801611.3428622000180428306598719010294164083353857880925386558103640298306,3044697054276125.7458731879322074148571333922965047866092424553348021136867767756,3096937603222.6867415579168256159697829536091781264917956790519353355486114787776,1.176961451923185263497470189680651874419434250334741091857818407656817681873455e-77,2.9318346645652674017689525775990576142582389008806618020557668867967551217450541e-78,1.4415096989542000423063732238685563140740108008598467196036105084515818326355442e-77,4.0518963532594463352928335060817185414578079615031264941838018119041788100272669e-78,2.9272459503782848057627091911676173896086265885315377965129470885979674979876785e-84,0.0043505909793970615744756286186778963478057562176837400751714656124466509182797323,5.4579433807339265013567633471236125431425983672128059899216759861258470465314597e-78,7.7694941775885611881729005042524427690089587722887860684293328467625432577969819e-78,1.8072176870582731265262573633944882217177315542744267713631661204443060611196455e-77,-110,-0.000000000025302192866209824766878663901942599181476723495891030338918975635836807424011305,-0.000000000025302192866209824766878663901942599181476723495891030338918975635836807421084059,-0.000000000025302192866209824766878663901942599181476723495891030338918975635836807421116496,-0.000000000025302192866209824766878663901942599181476723495891030338918975635836807421688953,0.00013129194056017876993052639081502529556261002142769480561941447890196209940858296,0.00013129194056017876993052639081502529556261002142769480561941447890196209941240387,0.00013129194056017876993052639081502529556261002142769480561941447890196209941622362,0.00013129194056017876993052639081502529556261002142769480561941447890196209942035258,-0.000122785310642120896752938009684609369945669364828433654330453877414194844249713,-0.00012278531064212089675293800968460936994566936482843365433045387741419484424967657,-0.00012278531064212089675293800968460936994566936482843365433045387741419484425260828,-0.0001227853106421208967529380096846093699456693648284336543304538774141948442526084,-0.000094588174236711734379031433235739128649957691558586521596560596171143924537733932,-0.000094588174236711734379031433235739128649957691558586521596560596171143924523318835,-0.000094588174236711734379031433235739128649957691558586521596560596171143924524003342,-0.00009458817423671173437903143323573912864995769155858652159656059617114392452400778,-0.000035929867248319218105995493084536648770575615842940657313875891588138731940225117,-0.000035929867248319218105995493084536648770575615842940657313875891588138731940225115,-0.000035929867248319218105995493084536648770575615842940657313875891588138731940428115,-0.000035929867248319218105995493084536648770575615842940657313875891588138731944277011
-100,-0.000000000021191952730144933053613704491886355957703137697124772775696445776164107855580133,0.00011850309790387634133409365291343279654610448785709049351720861287283367178274062,-0.00010380765865046701412864439950144703225790725408208784052615780979432511841456474,-0.000088303192485840673240298494287436853494271327376411172724763777804645701260659327,-0.000029338297947282872939625260162045033415831041538096800047884044594797940567552856,-100,1389827868571.0945141391947143161475598264171885485016787256946959142467973366684,0.00053529631054993805672053190682136801326089220447438908251981794700333262969734077,1389827868571.0939788428841643780908392945103671804884178334902215251642775187214,2596371096119177.8792834508243895186407496271717686939469866620046652690586020301,2779655737142.1890282783894286322951196528343770970033574513893918284935946733369,6.1321000442600420011378807219785780875002926934598817276053888146203263674989256e-78,3.6019107671936428109472052822476918653822786611364651001127994517016464946332284e-79,5.2027870088659347937388222307315296537955986163356354510684404242435929127603936e-77,2.2591930192343011269778994191871650733522447242415711679816646162806753215548195e-78,8.6824286085145942633232936903736640577649661971021788996439824161953983701468544e-84,0.0046599464988622632624561748269995311552211092634375151414592981883566988548374879,3.0280583679598810406005722760848967457991268209348291148119546897845718831517358e-78,7.3966829762300871516104254960009574741196910128561213678659226021396340527838302e-78,1.460387346166347992638926668827946398219227898836878853816301994697777333611909e-77,-100,-0.000000000021191952730144933053613704491886355957703137697124772775696445776164107864262562,-0.000000000021191952730144933053613704491886355957703137697124772775696445776164107855580133,-0.000000000021191952730144933053613704491886355957703137697124772775696445776164107855596573,-0.000000000021191952730144933053613704491886355957703137697124772775696445776164107855981423,0.00011850309790387634133409365291343279654610448785709049351720861287283367178063038,0.00011850309790387634133409365291343279654610448785709049351720861287283367178274062,0.00011850309790387634133409365291343279654610448785709049351720861287283367178485069,0.00011850309790387634133409365291343279654610448785709049351720861287283367178676248,-0.00010380765865046701412864439950144703225790725408208784052615780979432511841462476,-0.00010380765865046701412864439950144703225790725408208784052615780979432511841456474,-0.00010380765865046701412864439950144703225790725408208784052615780979432511841426457,-0.00010380765865046701412864439950144703225790725408208784052615780979432511841426468,-0.000088303192485840673240298494287436853494271327376411172724763777804645701312687197,-0.000088303192485840673240298494287436853494271327376411172724763777804645701260659327,-0.000088303192485840673240298494287436853494271327376411172724763777804645701262965674,-0.00008830319248584067324029849428743685349427132737641117272476377780464570126296849,-0.000029338297947282872939625260162045033415831041538096800047884044594797940567552509,-0.000029338297947282872939625260162045033415831041538096800047884044594797940567552856,-0.000029338297947282872939625260162045033415831041538096800047884044594797940567656113,-0.000029338297947282872939625260162045033415831041538096800047884044594797940569811702
-90,-0.000000000017074820083088495075801558924858825852739947362049328930023919473939577299265314,0.00010652567488231958142478021589391520951573660892221996957092325956112771700627504,-0.000085832470292850198429421501241826508649930236982172581102612563231945055589256796,-0.00008382106697298820135417192770523137328392569599273710043943183021714316589197527,-0.000021728266321001189880362126830715659878969116346646652133154421047299006350377322,-90,1248032807526.5271252108848759042018788070745648542104700966768710254629214502071,0.0005634172344610339626111026870594076020768175480668582432004409055992563835497525,1248032807526.5265617936504148702392677043875054466083932791288041672197210093015,2215112941513757.1531112618883794221879827821116552870128952509246158098513167109,2496065615053.0542504217697518084037576141491297084209401933537420509258429004142,1.5926230210312641816563695176429258590185035034861383962246852574068687432171653e-77,4.9682631397582077395919772837913009069350053272501292103582486392210342504270504e-78,8.6358201941345773765293168092120598745650497923481213319238736300256600679744918e-78,5.3763945785087454043078324548718509639679009692892195405492517164954531953563238e-78,2.2564817476965552872870797595226863019445260748138901157045231865595072258459655e-84,0.0049744428290397689747959130247280949556009005889786129574405613410880783834333799,7.7259015641069285919249324076963490147658415432802342686978801666464072618039954e-78,6.2046990118653762947490230787909512777738953964000599611306400963444247571330568e-78,1.1796220444848249689603008652255244242867317271882118371561327402641916164429658e-77,-90,-0.000000000017074820083088495075801558924858825852739947362049328930023919473939577297019956,-0.000000000017074820083088495075801558924858825852739947362049328930023919473939577299265314,-0.000000000017074820083088495075801558924858825852739947362049328930023919473939577299276438,-0.00000000001707482008308849507580155892485882585273994736204932893002391947393957729838526,0.00010652567488231958142478021589391520951573660892221996957092325956112771701164243,0.00010652567488231958142478021589391520951573660892221996957092325956112771700627504,0.00010652567488231958142478021589391520951573660892221996957092325956112771700090759,0.0001065256748823195814247802158939152095157366089222199695709232595611277169957162,-0.000085832470292850198429421501241826508649930236982172581102612563231945055589242729,-0.000085832470292850198429421501241826508649930236982172581102612563231945055589256796,-0.000085832470292850198429421501241826508649930236982172581102612563231945055584288533,-0.000085832470292850198429421501241826508649930236982172581102612563231945055584288572,-0.000083821066972988201354171927705231373283925695992737100439431830217143165883339449,-0.00008382106697298820135417192770523137328392569599273710043943183021714316589197527,-0.000083821066972988201354171927705231373283925695992737100439431830217143165891509516,-0.000083821066972988201354171927705231373283925695992737100439431830217143165891507976,-0.000021728266321001189880362126830715659878969116346646652133154421047299006350377982,-0.000021728266321001189880362126830715659878969116346646652133154421047299006350377322,-0.000021728266321001189880362126830715659878969116346646652133154421047299006350445326,-0.000021728266321001189880362126830715659878969116346646652133154421047299006345068931
-80,-0.000000000013227099030622461003656494243081447306261822875936202960708191807777665328360609,0.000095673791610228635791457201410923306494484578757043571090090883518566446809107034,-0.000069355936517193192610183147591338806655002746111964506663942207140599973001688257,-0.00008022202288844706211551223375205575695750759421967267647571049478566681700691093,-0.000014330996722214482892880783139860810955421326912143762246223802786935026087798377,-80,1121315844107.5584321583662146095647184630958685265282940562538223942212205452301,0.00059301544552324292032772173936464870606001479753442663840082340907947337926785715,1121315844107.557839142920691366644390741356503877822234041456287967582819721821,1890871228688105.1614025578924170900344573352398811718736552918744379718606610228,2242631688215.1168643167324292191294369261917370530565881125076447884424410904602,2.2710200475518628702202154757009336259265193371674158373894081066744685209312512e-77,3.8518885178764250184814363332766934137514262337122133476957566583083416832639852e-78,3.3101994507321280323606085834198772722845870815248362096895698037678453370416207e-78,7.8787116328733315317169068172166487054120396391131041175506161968145716358562498e-78,1.2331501341572420210630268078996071373086778144001663417169616605865069446390799e-84,0.0053584018560805285176931836887950126894740179694441312862903480324726923549950895,1.0745084983704957257062544551162067667393785376524844822328714834665395726405995e-77,9.099038075932114399789736765662046928829765341278200277894759462921553399351176e-78,1.7529185470365579228375977066229672459885514177367215175413964991540626822851229e-77,-80,-0.000000000013227099030622461003656494243081447306261822875936202960708191807777665327127459,-0.000000000013227099030622461003656494243081447306261822875936202960708191807777665328360609,-0.00000000001322709903062246100365649424308144730626182287593620296070819180777766532830869,-0.000000000013227099030622461003656494243081447306261822875936202960708191807777665327127872,0.000095673791610228635791457201410923306494484578757043571090090883518566446816594427,0.000095673791610228635791457201410923306494484578757043571090090883518566446809107034,0.000095673791610228635791457201410923306494484578757043571090090883518566446801619979,0.000095673791610228635791457201410923306494484578757043571090090883518566446793884227,-0.000069355936517193192610183147591338806655002746111964506663942207140599973001639335,-0.000069355936517193192610183147591338806655002746111964506663942207140599973001688257,-0.000069355936517193192610183147591338806655002746111964506663942207140599972997836485,-0.000069355936517193192610183147591338806655002746111964506663942207140599972997836369,-0.000080222022888447062115512233752055756957507594219672676475710494785666817006747963,-0.00008022202288844706211551223375205575695750759421967267647571049478566681700691093,-0.000080222022888447062115512233752055756957507594219672676475710494785666817003603668,-0.000080222022888447062115512233752055756957507594219672676475710494785666817003600731,-0.000014330996722214482892880783139860810955421326912143762246223802786935026087799236,-0.000014330996722214482892880783139860810955421326912143762246223802786935026087798377,-0.000014330996722214482892880783139860810955421326912143762246223802786935026087472321,-0.000014330996722214482892880783139860810955421326912143762246223802786935026079920524
-70,-0.0000000000099597642963349736166571423394922296797342569388315197440072486301458893867645111,0.000086296244800797202196349771825845929675925417734171461848135604901512249657373688,-0.000054988535598460026273267512794259369909087708432939450130237962857101932228358739,-0.000076528595751081559619985642073177392841308215177772212949735911370852236846494841,-0.0000084749633933399620841825462147680141239030559831775495939372972566875172060584328,-70,1008095504231.8050759176458612749250528793922735168625598354063615419783502384303,0.00062416855062223284963826845413494479733098172927475040337687001287398904209791116,1008095504231.8044517490952390420754146109381385720652288536770867915749733684174,1615101406866520.149194179341291799234559076193870891030279675092386276222612173,2016191008463.6101518352917225498501057587845470337251196708127230839567004768606,7.6967269408783146245565895576566000022914464307499677559673988125936422950333844e-78,7.3845574289110975852391873142581482021413661377496590423109408651096270001064174e-80,1.7531204178072923797445668933138168950281038112147145087790632354447813977756429e-77,2.9119568561777776612986671998859793401370607822897661825463038547177719137401669e-78,3.2135523199149976433664853059089932751333065291359074129989155032739988703279036e-84,-0.005916708433402831832498007322311204369936484447679350266605652083696012817182954,-3.5214105563082545856573825347067359102873950442965055614300972196001780894618207e-78,6.3660997234929817609263539112354675081181978107829994580951967660197737214323728e-78,1.3204381558439978045764242469193831067940789070390952393275325155239080746653197e-77,-70,-0.0000000000099597642963349736166571423394922296797342569388315197440072486301458893899780634,-0.0000000000099597642963349736166571423394922296797342569388315197440072486301458893867645111,-0.0000000000099597642963349736166571423394922296797342569388315197440072486301458893868243073,-0.0000000000099597642963349736166571423394922296797342569388315197440072486301458893872002163,0.000086296244800797202196349771825845929675925417734171461848135604901512249654889847,0.000086296244800797202196349771825845929675925417734171461848135604901512249657373688,0.000086296244800797202196349771825845929675925417734171461848135604901512249659857173,0.000086296244800797202196349771825845929675925417734171461848135604901512249662586574,-0.000054988535598460026273267512794259369909087708432939450130237962857101932228402917,-0.000054988535598460026273267512794259369909087708432939450130237962857101932228358739,-0.000054988535598460026273267512794259369909087708432939450130237962857101932228329072,-0.000054988535598460026273267512794259369909087708432939450130237962857101932228329122,-0.000076528595751081559619985642073177392841308215177772212949735911370852236864026045,-0.000076528595751081559619985642073177392841308215177772212949735911370852236846494841,-0.000076528595751081559619985642073177392841308215177772212949735911370852236848632466,-0.000076528595751081559619985642073177392841308215177772212949735911370852236848633188,-0.0000084749633933399620841825462147680141239030559831775495939372972566875172060586346,-0.0000084749633933399620841825462147680141239030559831775495939372972566875172060584328,-0.0000084749633933399620841825462147680141239030559831775495939372972566875172064328261,-0.0000084749633933399620841825462147680141239030559831775495939372972566875172089703897
-60,-0.000000000007365025523151591915017256965287011618135395319258600398401758730610703637351414,0.000078484418984652896351066764766759839157015945121648914953451326914212492806467731,-0.000042867709542585757688837040062859877636533855449977317191494020003344268490331803,-0.000072378989049907358757873619218228222107570117589009518754664267873925597809898484,-0.0000046058312421210643817661051947443213826277891794703643757821959502675349325806159,-60,906957005995.65950898794683734245549784152566332343472354338259316815378874894683,0.00065695823359560236263838423467494641655622945524105338774068158820342199995982941,906957005995.65885202971324174009285945729098837701816731392735211476604806735862,1380539826758525.0377008117356346287856536278176830747146234656746322770762328797,1813914011991.3190179758936746849109956830513266468694470867651863363075774978937,4.7937202460324968144984689166936793571978844102056858368231805087191399284814962e-77,7.2625695796443663423313467978607814226254910367576447036277119375111807964754313e-78,1.1642086868487335899345160240080061733010451064250071878808337136973821735764726e-77,1.6113834233550201497492498823129477662568209580794375099839368000284909402738287e-77,4.4162139768329932876772735988078132116052769328839507670036758130189396142331931e-84,0.0067605877499002582721256393083234548408357751122633049475247479479768356203972291,2.2152295992108759042476216902177616656880544694985834961518420988965757047399335e-77,1.9972378067357896677401287630131004119154070723416990236815047231170810576434758e-77,4.0324195635449149789987775087151125537759575284095935504459605319024320635339521e-77,-60,-0.0000000000073650255231515919150172569652870116181353953192586003984017587306107036329352,-0.000000000007365025523151591915017256965287011618135395319258600398401758730610703637351414,-0.000000000007365025523151591915017256965287011618135395319258600398401758730610703637320453,-0.0000000000073650255231515919150172569652870116181353953192586003984017587306107036347850119,0.000078484418984652896351066764766759839157015945121648914953451326914212492822431607,0.000078484418984652896351066764766759839157015945121648914953451326914212492806467731,0.000078484418984652896351066764766759839157015945121648914953451326914212492790506546,0.000078484418984652896351066764766759839157015945121648914953451326914212492774494404,-0.000042867709542585757688837040062859877636533855449977317191494020003344268490373164,-0.000042867709542585757688837040062859877636533855449977317191494020003344268490331803,-0.000042867709542585757688837040062859877636533855449977317191494020003344268483110771,-0.000042867709542585757688837040062859877636533855449977317191494020003344268483110595,-0.000072378989049907358757873619218228222107570117589009518754664267873925597798256397,-0.000072378989049907358757873619218228222107570117589009518754664267873925597809898484,-0.000072378989049907358757873619218228222107570117589009518754664267873925597801358254,-0.000072378989049907358757873619218228222107570117589009518754664267873925597801354045,-0.000004605831242121064381766105194744321382627789179470364375782195950267534932579477,-0.0000046058312421210643817661051947443213826277891794703643757821959502675349325806159,-0.0000046058312421210643817661051947443213826277891794703643757821959502675349323840219,-0.0000046058312421210643817661051947443213826277891794703643757821959502675349164667817
