voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00863263300290259,-0.004731031031022421,-24349.181486326535,-5188.23058982795,0.00013644831386638162,-150,50374437412.131905,0.018095305095997372,50374437412.113808,2783840180913.8096,9.3467616560689549e+17,2.4015970327868896e-08,4.6311470214277506e-08,1.3836142898071557e-08,2.4027791312028956e-08,2.860038594842962e-14,0.021126495375343637,7.0326822753125364e-08,1.2326585909679507e-07,2.1637514942447755e-07,-150,-0.00863263300293119,-0.00863263300290259,-0.004731055046992749,-0.004731031031022421,-24349.181486372847,-24349.181486326535,-5188.230589841786,-5188.23058982795,0.0001364242860750696,0.00013644831386638162
-140,-0.0052914985885767814,-0.00314680051105508,-14789.872941965361,-3450.829294161925,0.0001843667368064683,-140,42073846005.340546,0.016545232475500174,42073846005.323997,2542958889676.6846,3.6372724692355578e+17,5.464381109144406e-08,3.26181179843843e-08,1.1861084203701466e-07,5.465072077924537e-08,3.187554387107383e-15,0.018743159178496067,1.5011000567031014e-07,1.5120810107155497e-07,3.0246034028215407e-07,-140,-0.005291498588579969,-0.0052914985885767814,-0.0031467458672439887,-0.00314680051105508,-14789.872941997979,-14789.872941965361,-3450.829294280536,-3450.829294161925,0.00018442138752724756,0.0001843667368064683
-130,-0.003156976135699295,-0.002032719770448577,-8738.63493594901,-2229.196343916473,0.00024255896932067617,-130,35211839457.336067,0.015160750102662447,35211839457.320908,2322565784601.4067,3.6874783161377619e+17,4.7453998387909924e-08,1.212738425238058e-07,1.7082857084460557e-07,4.7455738104895846e-08,3.429678416266846e-14,0.016963797571168417,1.2322714472244085e-07,2.2461328815214243e-07,4.3236827934221497e-07,-130,-0.0031569761357335916,-0.003156976135699295,-0.002032767224446965,-0.002032719770448577,-8738.634936070284,-8738.63493594901,-2229.1963437456443,-2229.196343916473,0.00024251151358257127,0.00024255896932067617
-120,-0.0018444966760167273,-0.001283026433808162,-5053.343122627679,-1407.0251809852027,0.00031213434775102106,-120,29536810694.180191,0.013928001612556251,29536810694.166264,2120678293686.6135,9.679198563315991e+17,1.576512699856189e-08,9.136601875070482e-08,1.0234293768007774e-07,1.5766286777919945e-08,5.324603605250111e-14,0.015518259851915846,3.9160543151558023e-08,2.6467256641037305e-07,4.5047887178265196e-07,-120,-0.0018444966760699734,-0.0018444966760167273,-0.0012830421989351605,-0.001283026433808162,-5053.343122719045,-5053.343122627679,-1407.0251810875457,-1407.0251809852027,0.00031211858146424314,0.00031213434775102106
-110,-0.001061175267858506,-0.0007955817520348666,-2875.787402118849,-872.4905333541966,0.00039536801527811916,-110,24842526372.901741,0.012834649243951529,24842526372.888905,1935582804073.0491,4.4588974934515098e+17,2.9581221942451275e-08,8.22119545773603e-08,3.986781393905403e-08,2.958262160652732e-08,4.6944869866449856e-14,0.014287316213708849,7.110677077516493e-08,2.0723695324426628e-07,3.624853802742297e-07,-110,-0.0010611752679054508,-0.001061175267858506,-0.0007956113332568091,-0.0007955817520348666,-2875.787402201061,-2875.787402118849,-872.4905333940644,-872.4905333541966,0.00039533843265651263,0.00039536801527811916
-100,-0.0006038479659484439,-0.0004869441899674038,-1617.6914712628295,-533.9556750196324,0.000494977437737805,-100,20960065447.624531,0.011869750358854854,20960065447.612659,1765838776212.196,2.5177570454629002e+17,4.500415651058874e-08,1.1557085599633865e-07,2.2447579794970807e-08,4.5007922180330916e-08,6.225521400476941e-14,0.013217831036942376,1.0568769159607472e-07,2.6440429441535931e-07,4.5606149796982662e-07,-100,-0.0006038479658861887,-0.0006038479659484439,-0.0004868991858108932,-0.0004869441899674038,-1617.6914711472587,-1617.6914712628295,-533.9556749971848,-533.9556750196324,0.0004950224456599853,0.000494977437737805
-90,-0.00034101788487177377,-0.00029517792296834925,-902.4900917245417,-323.72165547731464,0.0006148930665318408,-90,17751234707.904148,0.011023647924910474,17751234707.893124,1610286796967.7388,4.6220708688707328e+17,2.0994702947766276e-08,1.5400257780129323e-07,7.810439228705945e-08,2.0999006061892152e-08,7.194608407298797e-14,0.012284258941928305,4.8514911598311353e-08,3.2531537868738478e-07,5.4820152689348924e-07,-90,-0.00034101788494371986,-0.00034101788487177377,-0.000295198917671297,-0.00029517792296834925,-902.4900918785443,-902.4900917245417,-323.72165555541903,-323.72165547731464,0.0006148720675257789,0.0006148930665318408
-80,-0.00019158601603543081,-0.00017787553696618603,-500.4397161566214,-195.0396118524502,0.0007594743264976236,-80,15103198982.663044,0.010287873864574618,15103198982.652756,1468058335616.8052,3.0819716700239334e+17,2.6961403604868536e-08,1.45739477375173e-07,4.520506990957074e-08,2.6972246281830974e-08,6.68979032326239e-14,0.011472520764439347,6.162413684330137e-08,2.9103843418023064e-07,4.8975672031637408e-07,-80,-0.0001915860159685329,-0.00019158601603543081,-0.00017784857556258117,-0.00017787553696618603,-500.4397160108819,-500.4397161566214,-195.03961180724514,-195.0396118524502,0.0007595012987439055,0.0007594743264976236
-70,-0.0001072402527896397,-0.00010680340914331406,-276.1454326056904,-117.12570865493346,0.0009346243757600899,-70,12924112266.250319,0.0096550643037492407,12924112266.240664,1338583758704.9158,4.0526451127878226e+18,1.7605406570520704e-09,4.630396688298788e-08,6.22769391611655e-09,1.7637126233224429e-09,1.4685247375773036e-14,0.010773416393672046,3.9943553430077364e-09,6.3953665902653929e-08,9.9656603562902832e-08,-70,-0.00010724025280432494,-0.0001072402527896397,-0.00010680516968397112,-0.00010680340914331406,-276.1454326519944,-276.1454326056904,-117.12570864870577,-117.12570865493346,0.0009346226120474666,0.0009346243757600899
-60,-5.984152374032626e-05,-6.411486926040196e-05,-151.60988452254665,-70.32505641761179,0.001147222225790721,-60,11139576025.682123,0.0091188858716549689,11139576025.673004,1221593973481.8091,3.5640972060935859e+17,1.7281667099986646e-08,1.0585500831439276e-07,3.417473237732338e-08,1.728554715682562e-08,3.674796876301442e-14,0.010180088484776646,3.9019380359897307e-08,1.5575359185763852e-07,2.8084450620700745e-07,-60,-5.984152377707423e-05,-5.984152374032626e-05,-6.413215092750194e-05,-6.411486926040196e-05,-151.60988462840166,-151.60988452254665,-70.32505638343706,-70.32505641761179,0.0011472049402435642,0.001147222225790721
