voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3261808883334334,-97798.08649987681,-460122.31806940236,-97798.08649987681,-460122.31806940195,-150,101661864.61744003,437091.23965534702,101224773.37778468,232.58728474540447,4.7690114725971053e+17,1.4551915228366852e-10,3.4924596548080444e-10,1.4551915228366852e-10,7.566995918750763e-10,4.440892098500626e-16,6.0495922909601531e-11,-437091.23965534702,1.7071077455826918e-09,2.9394868761301041e-09,-150,-0.32618088833343384,-0.3261808883334334,-97798.08649987695,-97798.08649987681,-460122.3180694027,-460122.31806940236,-97798.08649987695,-97798.08649987681,-460122.3180694027,-460122.31806940195
-140,-0.26912850345788186,-87464.81938534901,-376255.8915836708,-87464.81938534905,-376255.89158367034,-140,85156683.532772973,399649.3087426264,84757034.224030346,213.0785207678509,9.9194538493916429e+17,4.3655745685100555e-11,1.1641532182693481e-10,8.731149137020111e-11,3.4924596548080444e-10,1.1102230246251565e-16,-1.7281963382504591e-10,-399649.3087426264,5.9110159088129591e-10,9.8953023552894592e-10,-140,-0.269128503457882,-0.26912850345788186,-87464.81938534896,-87464.81938534901,-376255.8915836707,-376255.8915836708,-87464.81938534896,-87464.81938534905,-376255.8915836707,-376255.89158367034
-130,-0.22203297068271718,-78006.9295811707,-307489.9351512331,-78006.9295811707,-307489.9351512329,-130,71538763.655249089,366207.20243857335,71172556.452810511,195.35050970836329,4.0159907791422611e+17,0.0,0.0,0.0,2.3283064365386963e-10,8.326672684688674e-17,-5.1789349084221317e-10,-366207.20243857341,4.0823244894579807e-10,5.9662852436304092e-10,-130,-0.22203297068271727,-0.22203297068271718,-78006.9295811707,-78006.9295811707,-307489.9351512331,-307489.9351512331,-78006.9295811707,-78006.9295811707,-307489.9351512331,-307489.9351512329
-120,-0.18309546947001218,-69329.75934727525,-251064.62948680593,-69329.75934727525,-251064.62948680582,-120,60305951.139913417,336430.22090301686,59969520.919010401,179.25247909669176,1.9235033904234373e+18,5.820766091346741e-11,0.0,5.820766091346741e-11,1.1641532182693481e-10,2.7755575615628914e-17,-4.5216072827853867e-11,-336430.22090301692,2.1681865365464676e-10,4.0745362639427185e-10,-120,-0.1830954694700122,-0.18309546947001218,-69329.75934727519,-69329.75934727525,-251064.62948680593,-251064.62948680593,-69329.75934727519,-69329.75934727525,-251064.62948680593,-251064.62948680582
-110,-0.1508370541450982,-61346.4646474642,-204715.42895138997,-61346.4646474642,-204715.42895138988,-110,51046950.879502527,310020.34609636012,50736930.533406168,164.65677663502828,2.6270102076569232e+17,1.8189894035458565e-10,2.3283064365386963e-10,1.8189894035458565e-10,1.4551915228366852e-10,1.942890293094024e-16,-3.5441356785675234e-10,-310020.34609636012,7.016679418297248e-10,1.3242242857813835e-09,-110,-0.15083705414509802,-0.1508370541450982,-61346.46464746402,-61346.4646474642,-204715.42895138974,-204715.42895138997,-61346.46464746402,-61346.4646474642,-204715.42895138974,-204715.42895138988
-100,-0.12404013684156211,-53977.145985103714,-166582.17738441785,-53977.14598510371,-166582.17738441762,-100,43425215.288054474,286713.25911487255,43138502.028939605,151.45869229108803,5.3633475622266624e+17,2.1827872842550278e-11,5.820766091346741e-11,1.4551915228366852e-11,1.7462298274040222e-10,4.163336342344337e-17,-7.3885103463232478e-12,-286713.25911487255,1.6007106751203537e-10,2.4738255888223648e-10,-100,-0.12404013684156215,-0.12404013684156211,-53977.14598510369,-53977.145985103714,-166582.1773844178,-166582.17738441785,-53977.14598510369,-53977.14598510371,-166582.1773844178,-166582.17738441762
-90,-0.10170039262334617,-47148.04874210747,-135134.45350557886,-47148.04874210744,-135134.4535055789,-90,37165788.242805094,266275.69479826093,36899512.548006833,139.57634500198412,2.6976062200694611e+17,3.637978807091713e-11,8.731149137020111e-11,6.548361852765083e-11,5.820766091346741e-11,5.551115123125783e-17,-3.4283250013587113e-11,-266275.69479826099,2.8179662667443458e-10,5.0931703299283981e-10,-90,-0.10170039262334622,-0.10170039262334617,-47148.04874210751,-47148.04874210747,-135134.45350557895,-135134.45350557886,-47148.04874210751,-47148.04874210744,-135134.45350557895,-135134.4535055789
-80,-0.0829871642860397,-40790.825017928684,-109110.14973516746,-40790.825017928684,-109110.14973516758,-80,32044579.696270727,248503.10713354201,31796076.589137185,128.95041863219211,5.2500763697355238e+17,2.9103830456733704e-11,1.0186340659856796e-10,2.9103830456733704e-11,1.4551915228366852e-11,4.163336342344337e-17,-2.4406248801016969e-11,-248503.10713354201,2.0592374054955007e-10,3.5652192309498787e-10,-80,-0.08298716428603974,-0.0829871642860397,-40790.82501792871,-40790.825017928684,-109110.14973516756,-109110.14973516746,-40790.82501792871,-40790.825017928684,-109110.14973516756,-109110.14973516758
-70,-0.06721078486781965,-34841.8495807991,-87464.81938534896,-34841.8495807991,-87464.81938534898,-70,27879643.609289248,233217.62208979434,27646425.987199452,119.54346914040192,4.3787081351465485e+17,3.637978807091713e-11,1.1641532182693481e-10,3.637978807091713e-11,1.0186340659856796e-10,8.326672684688674e-17,3.956982029320629e-11,-233217.62208979437,3.399515520497128e-10,5.893525667488575e-10,-70,-0.06721078486781973,-0.06721078486781965,-34841.849580799135,-34841.8495807991,-87464.81938534908,-87464.81938534896,-34841.849580799135,-34841.8495807991,-87464.81938534908,-87464.81938534898
-60,-0.05379551301017569,-29241.58308502418,-69329.75934727519,-29241.58308502418,-69329.75934727519,-60,24524111.874644384,220266.25739507109,24303845.617249314,111.33848717762415,7.1209740521151014e+17,2.1827872842550278e-11,4.3655745685100555e-11,2.1827872842550278e-11,4.3655745685100555e-11,2.7755575615628914e-17,4.2566259209773346e-11,-220266.25739507104,1.173212913024843e-10,2.1827872842550278e-10,-60,-0.05379551301017572,-0.05379551301017569,-29241.583085024202,-29241.58308502418,-69329.75934727523,-69329.75934727519,-29241.583085024202,-29241.58308502418,-69329.75934727523,-69329.75934727519
