voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.008632619118427906,-0.004731045684020815,-24349.142323780725,-5188.222245225792,0.0001364236177983369,-150,50374437412.131905,0.018095305095997372,50374437412.113808,2783840180913.8096,9.3467616560689549e+17,6.452927202998948e-10,8.003553375601768e-11,2.128217602148652e-10,5.095268943366375e-10,1.1796119636642288e-16,2.3510633264332506e-09,-0.022938976250523054,8.6794438899721248e-10,1.6077029195774029e-09,-150,-0.008632619118427788,-0.008632619118427906,-0.004731046329313536,-0.004731045684020815,-24349.142323780645,-24349.142323780725,-5188.222245225579,-5188.222245225792,0.00013642412732523123,0.0001364236177983369
-140,-0.005291520713361813,-0.003146761992072331,-14789.934781326998,-3450.8437228608623,0.00018442240228299517,-140,42073846005.340546,0.016545232475500174,42073846005.323997,2542958889676.6846,3.6372724692355578e+17,1.7476988779796532e-10,1.2369127944111824e-10,1.5870682545937598e-10,4.4664689823189704e-10,1.0581813203458523e-16,8.6623943776638403e-10,-0.019456259939517807,6.2288134194443041e-10,1.2462886308899079e-09,-140,-0.005291520713361919,-0.005291520713361813,-0.003146762166842219,-0.003146761992072331,-14789.934781326874,-14789.934781326998,-3450.8437228607036,-3450.8437228608623,0.00018442195563609694,0.00018442240228299517
-130,-0.003156963306166861,-0.0020327560473975582,-8738.599423318045,-2229.187284573994,0.0002425109650282392,-130,35211839457.336067,0.015160750102662447,35211839457.320908,2322565784601.4067,3.6874783161377619e+17,3.9184234112629723e-10,1.8189894035458565e-11,1.4233592082746327e-10,1.7760209202279977e-10,2.2551405187698492e-17,-2.7487810258946877e-09,-0.016889051439846384,4.5677522775136482e-10,7.8488577659810432e-10,-130,-0.0031569633061668836,-0.003156963306166861,-0.002032755655555217,-0.0020327560473975582,-8738.599423318063,-8738.599423318045,-2229.1872845741364,-2229.187284573994,0.0002425107874261472,0.0002425109650282392
-120,-0.0018444939154767148,-0.0012830389050456131,-5053.335559562562,-1407.0230752354041,0.00031211820878034036,-120,29536810694.180191,0.013928001612556251,29536810694.166264,2120678293686.6135,9.679198563315991e+17,6.803960975361456e-11,9.094947017729282e-12,2.9331204132176936e-11,3.452235632778189e-11,1.734723475976807e-18,6.7717089204171779e-10,-0.014941891044126727,8.3468615484395589e-11,1.5497777800660417e-10,-120,-0.001844493915476713,-0.0018444939154767148,-0.0012830389730852229,-0.0012830389050456131,-5053.335559562571,-5053.335559562562,-1407.0230752353748,-1407.0230752354041,0.0003121182433026967,0.00031211820878034036
-110,-0.001061171922375022,-0.0007956059201533044,-2875.7783358090323,-872.4877827207663,0.0003953374758654468,-110,24842526372.901741,0.012834649243951529,24842526372.888905,1935582804073.0491,4.4588974934515098e+17,5.1012139282678726e-11,4.092726157978177e-12,6.514255801448599e-11,7.006138003735549e-11,4.2500725161431774e-17,-7.4083662891844282e-10,-0.013422051892283127,2.197974395577323e-10,3.8183209101049637e-10,-110,-0.0010611719223749794,-0.001061171922375022,-0.0007956058691411651,-0.0007956059201533044,-2875.7783358090282,-2875.7783358090323,-872.4877827207011,-872.4877827207663,0.00039533754592682686,0.0003953374758654468
-100,-0.000603851192966838,-0.00048690716703904397,-1617.7001164003561,-533.9585285605797,0.0004950242480291078,-100,20960065447.624531,0.011869750358854854,20960065447.612659,1765838776212.196,2.5177570454629002e+17,1.645172328446423e-11,4.092726157978177e-12,5.4569682106375694e-12,3.421413391317685e-11,1.1275702593849246e-17,-3.532504777781538e-10,-0.012205378584595999,5.6365683121031023e-11,1.0111122117524574e-10,-100,-0.0006038511929668267,-0.000603851192966838,-0.0004869071505873207,-0.00048690716703904397,-1617.7001164003602,-1617.7001164003561,-533.9585285605851,-533.9585285605797,0.0004950242822432417,0.0004950242480291078
-90,-0.0003410169349913349,-0.00029519513116058684,-902.4875778736401,-323.7207537764828,0.0006148708863490705,-90,17751234707.904148,0.011023647924910474,17751234707.893124,1610286796967.7388,4.6220708688707328e+17,1.6216362508456733e-11,3.296918293926865e-12,6.644995664828457e-11,2.7615816643004887e-11,1.8431436932253575e-18,-5.1677119558638752e-10,-0.011212317346458996,7.6294774555952929e-11,1.3287762746670359e-10,-90,-0.00034101693499133303,-0.0003410169349913349,-0.0002951951149442243,-0.00029519513116058684,-902.4875778736368,-902.4875778736401,-323.72075377654926,-323.7207537764828,0.0006148709139648872,0.0006148708863490705
-80,-0.0001915867782464377,-0.00017785381210932316,-500.4417071434998,-195.0403878296564,0.0007595032187608063,-80,15103198982.663044,0.010287873864574618,15103198982.652756,1468058335616.8052,3.0819716700239334e+17,1.289203932410693e-13,1.0800249583553523e-12,3.646505319920834e-11,4.731387796743508e-11,2.0626946331536722e-17,6.2044587548254337e-12,-0.010391816487774404,1.0199131204609604e-10,1.6772023277589893e-10,-80,-0.00019158677824641706,-0.0001915867782464377,-0.00017785381223824355,-0.00017785381210932316,-500.4417071435009,-500.4417071434998,-195.04038782961993,-195.0403878296564,0.0007595032660746842,0.0007595032187608063
-70,-0.00010724022187727055,-0.00010680479275138323,-276.14535301356983,-117.12567487284709,0.0009346224566445793,-70,12924112266.250319,0.0096550643037492407,12924112266.240664,1338583758704.9158,4.0526451127878226e+18,2.657070364512487e-12,5.115907697472721e-12,2.7768010113504715e-11,1.3815394249612478e-11,1.1926223897340549e-18,-1.9311272253731657e-10,-0.0097108567217080947,3.3587250054154978e-11,6.088648858639141e-11,-70,-0.00010724022187727175,-0.00010724022187727055,-0.00010680479009431287,-0.00010680479275138323,-276.14535301357495,-276.14535301356983,-117.12567487281932,-117.12567487284709,0.0009346224428291851,0.0009346224566445793
-60,-5.984133608892577e-05,-6.41279501075851e-05,-151.60940911404842,-70.32483582557661,0.0011472027787641798,-60,11139576025.682123,0.0091188858716549689,11139576025.673004,1221593973481.8091,3.5640972060935859e+17,7.646940128639909e-13,2.8421709430404007e-13,2.9757529773632996e-11,1.1941300812751132e-12,5.3600244902252125e-18,-8.3517333556037313e-11,-0.0091477989945861378,4.369404094906804e-11,6.396253658831879e-11,-60,-5.984133608892041e-05,-5.984133608892577e-05,-6.412794934289109e-05,-6.41279501075851e-05,-151.60940911404813,-151.60940911404842,-70.32483582554686,-70.32483582557661,0.00114720277995831,0.0011472027787641798
