voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00020316022555649233519901172581307120012836040681548028328357396135342897997028655,-610.32953537145140128863734423494332452805120425762552099537042167831403525180783,-4.2419183517911760448022276311773632280809807759884612702383347006852442761608102,-0.00000010427522205744932931719527379172725374968954284995801148699196816940224667236119,-34.781376073056096134061845702488120528576694123160662412225539378501830572970214,-150,275086757505.99657221336866600321700257381794035316864960494293392229962871883596,3.0059783008388628223298167143469127306475623476479397017806627895380132860715583,275086757502.99059391252980318088718585947102762252108725729499422051896592929795,91513221312.751836266569364813540737308954052635872289207330334346887944640441175,550173515011.99314442673733200643400514763588070633729920988586784459925743767192,3.2385632081604167345198819485501498391685001366636055193838888013132219261859101e-78,0.0,3.9209911326026001524886549758866380815571641341435603566458965108796847090513289e-86,9.1084590229511720658371679802972964226614066343663905232671872536934366673978723e-78,5.1475575894680289181389521734716889686083795812346228271864077271035860795750779e-85,144370.95642743547173844389178219022166227090807687182323270924316947232130155282,-1.875097032931737545356483330677670711135280625090822457681926737082301301509978e-79,6.1829250697947284811770889397108148673965867511528891699241483123603169290573543e-78,1.0010099603895043939997873880457208146658060203008313313155289347408382950620949e-77,-150,-0.00020316022555649233519901172581307120012836040681548028328357396135342897997028655,-0.00020316022555649233519901172581307120012836040681548028328357396135342897997028655,-610.32953537145140128863734423494332452805120425762552099537042167831403525180784,-610.32953537145140128863734423494332452805120425762552099537042167831403525180783,-4.2419183517911760448022276311773632280809807759884612702383347006852442761608102,-4.2419183517911760448022276311773632280809807759884612702383347006852442761608102,-0.00000010427522205744932931719527379172725374968954284995801148699196816940224667236123,-0.00000010427522205744932931719527379172725374968954284995801148699196816940224667236119,-34.781376073056096134061845702488120528576694123160662412225539378501830572970205,-34.781376073056096134061845702488120528576694123160662412225539378501830572970214
-140,-0.00016957864045359371720578982270793729684437129572518168045710032407310615140781599,-505.4132160916105195531528690948707118155080739475242183610820564675430143587263,-3.4282656831504409450687240552262926441257484158179124848403486242559526043878947,-0.00000011209237164470573286211382886562834209114084364564894828502043893458116886246453,-37.432094335595601528758208445928741826675647742053148318238482692668642641731509,-140,208465609849.60101618679324389015766796622951137015298656690127545153776202242152,3.0479617413855117821873792655721496941436204868677847649445258359902655956407448,208465609846.55305444540773210797028870065736167600936608003349068659323618643126,68395087451.077655810597209764289426550251948749433093589160160439277414987278493,416931219699.20203237358648778031533593245902274030597313380255090307552404484304,3.7783237428538195236065289399751748123632501594408731059478702681987589138835618e-78,0.0,2.0132781392401812321432132280033314764918515842621742600470276315478381102244323e-85,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-78,1.8016451563138101213486332607150911390129328534321179895152427044862551278512773e-84,121213.83948098737813308296054977756742306237698792374322869929109754635400665568,-6.4071942746998802455583359584956282406163496358889963442688112023195686020875914e-78,6.2610494778397906716832367733753275394784427957139583572840034911298339005675674e-78,1.0222210610787190415080420091193604888382366777973860397112656061250010152391643e-77,-140,-0.00016957864045359371720578982270793729684437129572518168045710032407310615140781599,-0.00016957864045359371720578982270793729684437129572518168045710032407310615140781599,-505.41321609161051955315286909487071181550807394752421836108205646754301435872629,-505.4132160916105195531528690948707118155080739475242183610820564675430143587263,-3.4282656831504409450687240552262926441257484158179124848403486242559526043878947,-3.4282656831504409450687240552262926441257484158179124848403486242559526043878947,-0.00000011209237164470573286211382886562834209114084364564894828502043893458116886246473,-0.00000011209237164470573286211382886562834209114084364564894828502043893458116886246453,-37.432094335595601528758208445928741826675647742053148318238482692668642641731506,-37.432094335595601528758208445928741826675647742053148318238482692668642641731509
-130,-0.00014177269361055789321259849708303799321726988021186022225356124704813777018435685,-418.10681100694193575163982093689252699630822858584331852364054280124321212709177,-2.7662697811301540985606796060259916487107340575947584937030911798974969722061577,-0.00000012101227019154288017732582249345057118285699864948580861373180835599107250331494,-40.460687189365707522974914857624943508590398279754164787397457309990173208788438,-130,159371206933.49619543188809816971132785539343335767589190020378807818344376390946,3.0905719095389360818710363977330748694724877460413565121396814269675018964573453,159371206930.40562352234916208784029145766035848820340415416243156604376233694195,51566898165.871128863654852694197093543175308668174689194592620471002824849029348,318742413866.99239086377619633942265571078686671535178380040757615636688752781891,0.0,0.0,1.0104092534014392700643841668630951979397307576446867072895194854959187519478424e-85,1.4168714035701823213524483524906905546362188097903274147304513505745345927063357e-78,2.573778794734014459069476086735844484304189790617311413593203863551793039787539e-85,101787.0754615299714420145870037879590968822327858766947607634632714336836577924,-3.8629901226191616129765660656593590830330427040202759800420298204538117729724761e-80,1.0394801743359569789866844682629798232234544160945372909037198282312257804783894e-77,1.5988545261499319107137290111924116551350259976779155294132931338396700990825992e-77,-130,-0.00014177269361055789321259849708303799321726988021186022225356124704813777018435685,-0.00014177269361055789321259849708303799321726988021186022225356124704813777018435685,-418.10681100694193575163982093689252699630822858584331852364054280124321212709177,-418.10681100694193575163982093689252699630822858584331852364054280124321212709177,-2.7662697811301540985606796060259916487107340575947584937030911798974969722061577,-2.7662697811301540985606796060259916487107340575947584937030911798974969722061577,-0.00000012101227019154288017732582249345057118285699864948580861373180835599107250331484,-0.00000012101227019154288017732582249345057118285699864948580861373180835599107250331494,-40.460687189365707522974914857624943508590398279754164787397457309990173208788439,-40.460687189365707522974914857624943508590398279754164787397457309990173208788438
-120,-0.00011878039773499031789889925745969918679096562640708205590494433540122320014957904,-345.45660444971907243901512022696276295041299904460180788985070071743517796333399,-2.218674825938729714535763676958188280429025987847939845836223281824321212252,-0.00000013105998351163245459145155092324645852388504661994089156753081637638244564952041,-43.881438994746380614307091100737109701877972915677341854902209727112938506739313,-120,122883085218.67254610472363530068031448567151704093412856587665764398375554400273,3.1338145801845982787726133862322293879369094507771398563329772236582047461864461,122883085215.53873152453903702190770109943928765299721911509951778765077832034452,39211983375.045144332192739440385322049443192946371481302407997963205744006669982,245766170437.34509220944727060136062897134303408186825713175331528796751108800545,8.6361685550944446253863518628003995711160003644362813850237034701685918031624271e-78,4.2168791772922092897394296205080076030839845529474030200311052100432577163879038e-81,2.3626485029784898354739331264957947414511117218557350866968863591198100169924674e-86,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,2.8311566742074159049764236954094289327346087696790425549525242499069723437662929e-84,85488.873964867314242393943437487257020304556800253289971403624062256323752629419,6.4522416746800818085198597766764316967596303194841035813035447260290292397796099e-78,8.8809814388380452862616553121320460857694706838597751440986137564737100298687221e-78,1.119877271491884467312955450282334368134297364545418030879951590344131479462385e-77,-120,-0.00011878039773499031789889925745969918679096562640708205590494433540122320014957904,-0.00011878039773499031789889925745969918679096562640708205590494433540122320014957904,-345.45660444971907243901512022696276295041299904460180788985070071743517796333399,-345.45660444971907243901512022696276295041299904460180788985070071743517796333399,-2.218674825938729714535763676958188280429025987847939845836223281824321212252,-2.218674825938729714535763676958188280429025987847939845836223281824321212252,-0.00000013105998351163245459145155092324645852388504661994089156753081637638244564952039,-0.00000013105998351163245459145155092324645852388504661994089156753081637638244564952041,-43.881438994746380614307091100737109701877972915677341854902209727112938506739313,-43.881438994746380614307091100737109701877972915677341854902209727112938506739313
-110,-0.000099800992250463546936709018032354032209600259692200158956618097396298823434389093,-285.00642270391005838970144810517622817178568390606332726108683598974428577896534,-1.7530194545433216186092467458881593568570496730623763882624904105787104594544361,-0.00000014224138097120402870959271639371213398487323262105591550303166942460553880545274,-47.705575802061046345954667759769369037569410442100029356927042021361407863872725,-110,95525728552.783300624538057530404058463555547700084975721601664757453612973233189,3.177695878671784012828032454332399948855489093873232289336655019865148162180165,95525728549.605604745866273517576026009223147751229486627728432468116957953368041,30061318703.887807137325404853283653961234501907194396506594363214184254551400865,191051457105.56660124907611506080811692711109540016995144320332951490722594646638,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-78,0.0,1.5256677035190886490773163912584546894264093778366289336436276808358773194834337e-85,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-79,1.4155783371037079524882118477047144663673043848395212774762621249534861718831464e-84,71815.48706814508396934210040943578957864915266369872455659706864408952540572907,-4.0257822471827723144595292484790352801436993630878548148827534124161839426895211e-78,8.6325408810413749270716574818351842553349764198207856756441304537682360269689153e-78,1.4830436906377513072651558980864863824183297300889023995211510661234937631078744e-77,-110,-0.000099800992250463546936709018032354032209600259692200158956618097396298823434389091,-0.000099800992250463546936709018032354032209600259692200158956618097396298823434389093,-285.00642270391005838970144810517622817178568390606332726108683598974428577896534,-285.00642270391005838970144810517622817178568390606332726108683598974428577896534,-1.7530194545433216186092467458881593568570496730623763882624904105787104594544361,-1.7530194545433216186092467458881593568570496730623763882624904105787104594544361,-0.00000014224138097120402870959271639371213398487323262105591550303166942460553880545259,-0.00000014224138097120402870959271639371213398487323262105591550303166942460553880545274,-47.705575802061046345954667759769369037569410442100029356927042021361407863872725,-47.705575802061046345954667759769369037569410442100029356927042021361407863872725
-100,-0.00008416341563674870498900677833720688736151907009462381828639798541812885168200029,-234.71420613580302726542123227354687778907535147530902909298003841857691603193825,-1.3323385496693251922242851334997780117711580413671993693037704469533139041464104,-0.00000015453067170800439806816403125038782381659325015771083859175892649398680351553252,-51.939213852125642799303654974753417808674539382071900359998165287768938551172283,-100,74831968773.578948266463338896287758702372897878014839706337276460517400311400941,3.222222262106770281751014493739308939345828683814762592885364728364148560693845,74831968770.356726004356568614536744208633588938669011022522513867632035583036792,23223714159.510498026081659002373895632768001124894159683785258739608831632449514,149663937547.15789653292667779257551740474579575602967941267455292103480062280188,8.9060488224411460199296753585129120577133753758249151783056942036113602970112529e-78,0.0,2.3626485029784898354739331264957947414511117218557350866968863591198100169924674e-86,6.3421862826474827717681021492440434350383127676328941421267822359050596054474074e-78,3.7319792523643209656507403257669745022410751963951015497101456021500999076919315e-84,60345.19567117479100147053862931494503926537977801149045321721261592682956923143,1.3481123272863960375119695218456694717309479416396527033888688449738684978547108e-77,1.4235121784729295800356717061011122572671842375999890001225880008018630572724036e-77,2.324740133177082597085716915731080909222827772096835879861104398617366811461046e-77,-100,-0.000084163415636748704989006778337206887361519070094623818286397985418128851682000294,-0.00008416341563674870498900677833720688736151907009462381828639798541812885168200029,-234.71420613580302726542123227354687778907535147530902909298003841857691603193826,-234.71420613580302726542123227354687778907535147530902909298003841857691603193825,-1.3323385496693251922242851334997780117711580413671993693037704469533139041464104,-1.3323385496693251922242851334997780117711580413671993693037704469533139041464104,-0.0000001545306717080043980681640312503878238165932501577108385917589264939868035155325,-0.00000015453067170800439806816403125038782381659325015771083859175892649398680351553252,-51.939213852125642799303654974753417808674539382071900359998165287768938551172289,-51.939213852125642799303654974753417808674539382071900359998165287768938551172283
-90,-0.000071294739432703381115381179890128970347981240548438013810515490865076432018635317,-192.88259303453990017167785173138351670128070673923280824159647577377725929756083,-0.8966189959825707282103880510549350198813147414994465196334026309104439762905382,-0.00000016785261714688343599848581590052802965147025016647843911202827638962373559230992,-56.580783446177203001967753751288660795798147146717551379368184753673742025549763,-90,59040612881.287814462437849241264707574470351949543368363147708261150335760715181,3.2674005024607788273114814125823809032695208209066568150754291045488435818011198,59040612878.020413959977070413953226161887971046273847542241051446074906656166337,18069597784.790242523250998450006869325476289835466421375412580474567240359278758,118081225762.57562892487569848252941514894070389908673672629541652230067152143036,5.1277250795873264963231464185377372453501252163840420723578239354126013831276911e-78,4.2168791772922092897394296205080076030839845529474030200311052100432577163879038e-81,4.9615618562548286544952595656411689570473346158970436820634613541516010356841816e-85,1.0660270560194705084461278080644243220596312949851034834638633970989355507028621e-77,3.3459124331542187967903189127565978295954467278025048376711650226173309517238007e-84,50724.968367224538980707028845875595025344314685820887151024710954353537546764865,-3.5952349143339056787913996472471208294861346030367619036865868280756221122454553e-78,9.4781573879831830872697340580899636455912902627325637172485545486520162801577183e-78,1.3531072199854842144349628862250312015120711820660088812217247540184811864851584e-77,-90,-0.000071294739432703381115381179890128970347981240548438013810515490865076432018635314,-0.000071294739432703381115381179890128970347981240548438013810515490865076432018635317,-192.88259303453990017167785173138351670128070673923280824159647577377725929756082,-192.88259303453990017167785173138351670128070673923280824159647577377725929756083,-0.89661899598257072821038805105493501988131474149944651963340263091044397629053819,-0.8966189959825707282103880510549350198813147414994465196334026309104439762905382,-0.00000016785261714688343599848581590052802965147025016647843911202827638962373559230943,-0.00000016785261714688343599848581590052802965147025016647843911202827638962373559230992,-56.580783446177203001967753751288660795798147146717551379368184753673742025549752,-56.580783446177203001967753751288660795798147146717551379368184753673742025549763
-80,-0.000060681507219596369248942539685776400438985869413824289849527005612501726914869161,-158.10114013447622822924417538187841736291043824038397482772808951702814531804719,-0.32191666138251330602743151235159777747133933362222181717056587726063898145827901,-0.00000018205724026284970643246334874708733093944109430214506668135160581307532533802844,-61.617907265194650421868192183895659068872934719543167617118277661468998046875618,-80,46886601675.712002257018715480991754881944424626851859762568895525775818003940285,3.3132376713356088814984058621727760504937628098509167250769543562936120432785061,46886601672.398764585683106599493349019771648576358096952717978800698863647646673,14151294391.389497809005752429209938739420667309367224763701197895569016806765206,93773203351.424004514037430961983509763888849253703719525137791051551636007880571,3.1306111012217361767025525502651448445295501321081520020710925079361145286463798e-77,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,4.9515080328378989105145194246773570645305213745274448093541129015596018441225115e-86,2.0173549984165929242113431304510308373153782101300376047828807324846944915199732e-77,6.8205138060451383165341116298499878834061029451358752460219902384122515554369783e-84,42659.343532945269203150957164450591924431439443539232208222963108994143953045793,-3.6760207199400106305955353321665014437110011237211214870683244271601222788953477e-77,3.420252027730185030540145779548723834789088344937825216562437815455816236815445e-77,4.3215119333620676982323566813112265183989310245075379747584538176683235888323585e-77,-80,-0.000060681507219596369248942539685776400438985869413824289849527005612501726914869154,-0.000060681507219596369248942539685776400438985869413824289849527005612501726914869161,-158.10114013447622822924417538187841736291043824038397482772808951702814531804716,-158.10114013447622822924417538187841736291043824038397482772808951702814531804719,-0.32191666138251330602743151235159777747133933362222181717056587726063898145827901,-0.32191666138251330602743151235159777747133933362222181717056587726063898145827901,-0.00000018205724026284970643246334874708733093944109430214506668135160581307532533802849,-0.00000018205724026284970643246334874708733093944109430214506668135160581307532533802844,-61.617907265194650421868192183895659068872934719543167617118277661468998046875638,-61.617907265194650421868192183895659068872934719543167617118277661468998046875618
-70,-0.000051810233071092074373511418174057187815054471865284196927210083701852993935447945,-129.19819571081048687863710795226295422040212368386254653481935243690305668896523,0.67015986153897426486395762145589327371542052108232624231602169778658432960054156,-0.00000019688398848622398430854350046691853890147453094830940072866305057500353243982834,-67.023782542217310174688816110333152332767449156909086927322658503991507158242732,-70,37455041785.225003274765018311833497440164810502515921439976476822138588608743543,3.3597411262436861970358084997902944788794110450251379451043777577634657908269847,37455041781.865262148521332114797688940374516023636510394951338877034210850980077,11148192785.645099303704248495662081004857678785201314070304171928181841628517564,74910083570.450006549530036623666994880329621005031842879952953644277177217487085,2.4289224061203125508899114614126123793763751024977041395379166009849164446394326e-78,4.2168791772922092897394296205080076030839845529474030200311052100432577163879038e-81,3.5012440049457833412927540906474915689802113069628074210305986151637184613516033e-85,4.0482040102005209181498524356876872989606251708295068992298610016415274077323877e-79,7.7213363842020433772084282602075334529125693718519342407796115906553791193626169e-85,35901.162616663737235741488805946186133585273564238343704968102033733825287801742,1.3083698279359050931469653176962312281409962410301412074111441219289679150301509e-78,9.3138293850946826682809859502726785386055142542277323044147467677419743956091543e-78,1.3805552261200027571438611734213240837070801931378203154989641616572260270483833e-77,-70,-0.000051810233071092074373511418174057187815054471865284196927210083701852993935447946,-0.000051810233071092074373511418174057187815054471865284196927210083701852993935447945,-129.19819571081048687863710795226295422040212368386254653481935243690305668896523,-129.19819571081048687863710795226295422040212368386254653481935243690305668896523,0.67015986153897426486395762145589327371542052108232624231602169778658432960054156,0.67015986153897426486395762145589327371542052108232624231602169778658432960054156,-0.00000019688398848622398430854350046691853890147453094830940072866305057500353243982799,-0.00000019688398848622398430854350046691853890147453094830940072866305057500353243982834,-67.023782542217310174688816110333152332767449156909086927322658503991507158242732,-67.023782542217310174688816110333152332767449156909086927322658503991507158242732
-60,-0.000044060319287278827697342305456952052312447695756811721694601437213019045729956277,-105.20076594224066511392152500037201752419121240216029764436119622323290085151499,2.7071860518047577382801261036891865292445301247083379787477059814324690960669311,-0.00000021191112277850282501443478290471014791502072370066980757505757725914393227254894,-72.753230099463955013586577602190095671291093545366385015860479432605742417542638,-60,30079395450.850198595155258542670073560897906919926432277338581401928233212547923,3.4069184982718917504655284040655842415419796551067842618519213097590147441405923,30079395447.443280096883366792204545156832322678384452622231797140076311902788908,8828915474.8220482120830881071105046366785436505961212227472678859226994847122672,60158790901.700397190310517085340147121795813839852864554677162803856466425095845,4.5070004646899132888735023783989585261761626901901843478092452484942338472753916e-77,0.0,2.5260231335035981751609604171577379948493268941117167682237987137397968798696061e-85,2.2265122056102865049824188396282280144283438439562287945764235509028400742528132e-77,1.8016451563138101213486332607150911390129328534321179895152427044862551278512773e-83,30243.845055026674134705231874367083672425848183749826497721483017214980661234042,-4.6216979775927660550852269705352327796695800056101290492695728912935310220098581e-77,4.8082668874340394078059041904854178039660509214445082849722959778752346040059496e-77,6.9161694430401960589413159178551311666667056995089646570820822150121223259620447e-77,-60,-0.000044060319287278827697342305456952052312447695756811721694601437213019045729956259,-0.000044060319287278827697342305456952052312447695756811721694601437213019045729956277,-105.20076594224066511392152500037201752419121240216029764436119622323290085151495,-105.20076594224066511392152500037201752419121240216029764436119622323290085151499,2.7071860518047577382801261036891865292445301247083379787477059814324690960669311,2.7071860518047577382801261036891865292445301247083379787477059814324690960669311,-0.00000021191112277850282501443478290471014791502072370066980757505757725914393227254919,-0.00000021191112277850282501443478290471014791502072370066980757505757725914393227254894,-72.753230099463955013586577602190095671291093545366385015860479432605742417542615,-72.753230099463955013586577602190095671291093545366385015860479432605742417542638
