voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.02906824289918876,-0.0033768543285077612,46.91914939038223,-181497.05385037296,0.43884410011489816,-150,487508379959.93817,781.2429524777051,487508379178.69519,624016355.49326837,8.7764549637117145e+21,2.0511476774877357e-09,1.8474111129762605e-13,2.066371962428093e-09,8.326672684688674e-16,6.522560269672795e-16,979.79212754880609,-6.4180767367361113e-09,2.9329933549593325e-09,4.2154519874770813e-09,-150,-0.02906824289918941,-0.02906824289918876,-0.0033768563796554387,-0.0033768543285077612,46.919149390382046,46.91914939038223,-181497.0538503709,-181497.05385037296,0.438844100114899,0.43884410011489816
-140,-0.027545029439851466,-0.00214284422156652,64.10461643252238,-172006.2110110284,0.6057079508541596,-140,444905061527.86517,767.37851764893298,444905060760.48663,579772630.18900955,6.5076142412884292e+22,4.371594069380036e-09,7.602807272633072e-12,4.394678398966789e-09,4.440892098500626e-16,1.394717674685353e-15,1095.7366282228973,-1.7145111996796913e-09,6.1781249283404825e-09,8.751272151386047e-09,-140,-0.02754502943985007,-0.027545029439851466,-0.0021428398499724506,-0.00214284422156652,64.10461643251477,64.10461643252238,-172006.2110110328,-172006.2110110284,0.6057079508541601,0.6057079508541596
-130,-0.02576425727756804,-0.0008586041095668406,81.60843217613593,-160908.0039185678,0.8220474222109839,-130,409315165330.914,757.57293575880976,409315164573.34106,540298030.73803127,4.943436443571217e+21,1.4430455658534513e-09,2.7995383788947947e-12,1.4551915228366852e-09,1.7763568394002505e-15,4.579669976578771e-16,1235.2596152614817,-7.8244966061902232e-10,2.0710674845658582e-09,2.9921816135924928e-09,-130,-0.025764257277567582,-0.02576425727756804,-0.0008586026665212748,-0.0008586041095668406,81.60843217613873,81.60843217613593,-160908.00391856924,-160908.0039185678,0.8220474222109821,0.8220474222109839
-120,-0.02376579770734362,0.0009368531693780824,99.19634864041079,-148451.09208963026,1.095756000731697,-120,379919192225.81354,752.21012750649129,379919191473.60339,505070562.51052004,2.6010158524614412e+21,2.749447926275739e-10,2.4158453015843406e-13,3.7834979593753815e-10,4.218847493575595e-15,6.938893903907228e-17,1401.7013568660152,1.2218492884130683e-09,4.482723513472038e-10,6.8195493696521226e-10,-120,-0.02376579770734369,-0.02376579770734362,0.0009368528944332898,0.0009368531693780824,99.19634864041103,99.19634864041079,-148451.09208962988,-148451.09208963026,1.0957560007317013,1.095756000731697
-110,-0.02160030319348536,0.004182911678753953,116.59086630171112,-134951.38984660406,1.4331638684386574,-110,356014069872.47467,751.74962552860711,356014069120.72504,473580641.45643783,8.3602544475058723e+21,1.2483025790127611e-08,4.547473508864641e-13,1.2485543265938759e-08,3.3306690738754696e-15,4.000272335602517e-15,1598.9855889907187,1.223520484927576e-08,1.7634731646737434e-08,2.4954265320786817e-08,-110,-0.02160030319348936,-0.02160030319348536,0.004182899195728163,0.004182911678753953,116.59086630171157,116.59086630171112,-134951.38984659157,-134951.38984660406,1.4331638684386607,1.4331638684386574
-100,-0.019324728605420557,0.01087863179282067,133.48919498867915,-120764.12753598738,1.837881004968433,-100,336998895301.05902,756.73842577644507,336998894544.32062,445330756.07371747,9.8592835664218811e+21,2.366856537150408e-10,6.821210263296962e-13,2.764863893389702e-10,1.1102230246251565e-15,6.938893903907228e-17,1831.7293813963802,8.4872908701072447e-10,3.53331156331567e-10,5.0954529484670275e-10,-100,-0.019324728605420487,-0.019324728605420557,0.010878632029506324,0.01087863179282067,133.48919498867983,133.48919498867915,-120764.12753598766,-120764.12753598738,1.837881004968432,1.837881004968433
-90,-0.016997368564410184,0.02531910455900288,149.58805865790677,-106252.90112272186,2.309738397039114,-90,322362712078.80359,767.82480942941697,322362711310.97876,419838885.27691174,3.4563545205803172e+21,8.739372586719085e-09,2.1600499167107046e-12,8.702045306563377e-09,5.329070518200751e-15,2.806782584130474e-15,2105.3623662858122,9.5239442998718005e-09,1.2312433424191286e-08,1.7425809240023682e-08,-90,-0.01699736856441299,-0.016997368564410184,0.025319095819630294,0.02531910455900288,149.58805865790893,149.58805865790677,-106252.90112271316,-106252.90112272186,2.309738397039119,2.309738397039114
-80,-0.01467296622904701,0.05670425874995999,164.6121925351594,-91759.17589203024,2.8440920433552215,-80,311674084716.68317,785.77445771359976,311674083930.90869,396645731.68180352,1.2785688658323164e+21,2.1274300376905586e-10,1.7621459846850485e-12,1.6007106751203537e-10,2.6645352591003757e-15,7.632783294297951e-17,2426.2593233142197,5.6788849178701639e-09,2.7529947919822053e-10,3.8972114424495885e-10,-80,-0.014672966229047086,-0.01467296622904701,0.05670425853721699,0.05670425874995999,164.61219253515765,164.6121925351594,-91759.17589203008,-91759.17589203024,2.844092043355219,2.8440920433552215
-70,-0.012398450348912352,0.12460791094372325,178.34213787082254,-77575.72041435636,3.4317379440179208,-70,304572269999.31201,811.48923496398208,304572269187.82275,375325089.81814212,1.2149085806015562e+22,8.807727547299748e-09,7.105427357601002e-13,8.760252967476845e-09,1.7763568394002505e-15,2.8293339893181724e-15,2801.8907504701801,1.0219878276984673e-08,1.2422358310100903e-08,1.7577182376271594e-08,-70,-0.012398450348915182,-0.012398450348912352,0.12460790213599571,0.12460791094372325,178.34213787082325,178.34213787082254,-77575.7204143476,-77575.72041435636,3.4317379440179225,3.4317379440179208
-60,-0.010209764260805493,0.27038232155882724,190.6368206717998,-63926.8699772121,4.059582575032721,-60,300759818278.21161,846.0290769322097,300759817432.18256,355495841.0753426,6.8414055450464202e+21,1.8628091846828454e-09,3.865352482534945e-12,1.811713445931673e-09,8.881784197001252e-16,6.054184931159057e-16,3240.9963720430424,2.9414195523713715e-09,2.5738518582406151e-09,3.6500313882470437e-09,-60,-0.010209764260806099,-0.010209764260805493,0.27038231969601806,0.27038232155882724,190.63682067180366,190.6368206717998,-63926.86997721029,-63926.8699772121,4.059582575032722,4.059582575032721
