voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.034714585603939870380143440206561487166346752868372325909820695220609139834089197,-151.27498354714469655239845485527933399358985748193478334944594052356182912580293,-108044.6678344073836410605496576823647678553783859480671319537794454741292183259,-111.08325335037334856164663758484160301510605835786918050973839634480684079880704,-27.079589458555209373503871401799222687136331207700285838989934646364890123350407,-150,1895709289.5089175819909102719020593969948148308912639299340253283151499450537555,149.37612952975675655797309327527621318445586416838242480868987671949365747918765,1895709140.132788052234153713928966121718601646435399761551600519625273225560098,12690844.885837527342064684691896688149176714077125649569932220433082750585385621,3791418579.0178351639818205438041187939896296617825278598680506566302998901075109,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-78,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-78,0.0,4597009.4425555311655331273103400057638726705695399090618262758478275278662649911,-4.5465936245473691588214166684945203079146696469123918221317453096243328741084945e-78,8.5267845460342699919433540649893659416377728229154654532346539485781320721514821e-77,1.2629708258548614090317111648165817981804061080225317705815089084978772584282971e-76,-150,-0.034714585603939870380143440206561487166346752868372325909820695220609139834089197,-0.034714585603939870380143440206561487166346752868372325909820695220609139834089197,-151.27498354714469655239845485527933399358985748193478334944594052356182912580292,-151.27498354714469655239845485527933399358985748193478334944594052356182912580293,-108044.6678344073836410605496576823647678553783859480671319537794454741292183259,-108044.6678344073836410605496576823647678553783859480671319537794454741292183259,-111.08325335037334856164663758484160301510605835786918050973839634480684079880704,-111.08325335037334856164663758484160301510605835786918050973839634480684079880704,-27.079589458555209373503871401799222687136331207700285838989934646364890123350406,-27.079589458555209373503871401799222687136331207700285838989934646364890123350407
-140,-0.02114987823893411350625081467904781809664439478123302979184475124619609699428888,-92.594113625508782439923109715560224861465556930185584353962524818154338337248863,-65826.984222875390804936686105825097302493653869818505361635989471421859127300061,-67.486074735620150002909248241698758862464685748672786218179468361544528996265199,-15.861010349424991413325368824004049626595615846272909249046511322142869956960989,-140,1763752843.4012242362843654341820922699801067004602005297828678612636688579331827,98.613274003813520533444009431745238754616388501386426665191489450646001201351548,1763752744.7879502324708449007380828382348679458438120283964411960721794072871815,17885552.03362396543443187153285372906710592043389854571459333352869245238227719,3527505686.8024484725687308683641845399602134009204010595657357225273377158663655,1.524823510508862879169777750775695549275168814345780932043247643951641990245866e-77,0.0,0.0,3.5421785089254558033811208812267263865905470244758185368261283764363364817658392e-79,0.0,3026416.1241131820367726152978282188891768367144821300041966597255089224447353217,1.5713633508088817488230097382188791099937024653966603422172640341735445775292162e-77,1.10933286221757168135987950551732988301041545367873440702117736781165399786757e-76,1.7199258968516995130938111970740699234402866350179688106709827088777101709120111e-76,-140,-0.02114987823893411350625081467904781809664439478123302979184475124619609699428888,-0.02114987823893411350625081467904781809664439478123302979184475124619609699428888,-92.594113625508782439923109715560224861465556930185584353962524818154338337248878,-92.594113625508782439923109715560224861465556930185584353962524818154338337248863,-65826.984222875390804936686105825097302493653869818505361635989471421859127300061,-65826.984222875390804936686105825097302493653869818505361635989471421859127300061,-67.486074735620150002909248241698758862464685748672786218179468361544528996265199,-67.486074735620150002909248241698758862464685748672786218179468361544528996265199,-15.861010349424991413325368824004049626595615846272909249046511322142869956960989,-15.861010349424991413325368824004049626595615846272909249046511322142869956960989
-130,-0.012665902284415244680733937241569102068722979842339548942182658040889555550680391,-55.879515951310481806192923964329883574434500842657084478217647048018384615058289,-39421.751467959273096776202863634122367342296563088290916498944208158144467130945,-40.161419630181959067717673897004828976010150013707521497279542877514431629220319,-9.1585483162381239147462449900062180024090407427066330001502307062807210822965335,-130,1652691024.0708987663421271933098184378573187057152487536382067287450628466022262,65.303805861859464634926467294025598445898602732133680265452897160683713065234904,1652690958.7670929044826625583833511438317202598166460215045264632921656859185131,25307729.04058489339630132929166116795045664465690281207924612372011260493905908,3305382048.1417975326842543866196368757146374114304975072764134574901256932044524,3.602901569078463617153368667762041696074956402038261140314576291460959392881825e-77,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,6.7470066836675348635830873928128121649343752847158448320497683360692123462206461e-80,3.5927810590529623148579940366728224778275548391111873730665016389568555743624941e-78,0.0,1994967.4313879908029126336789851327384244611725546656434646620367029959449574299,3.6552469020412483718409115375507492296876211127065506766324359201136053110995112e-77,6.5381082902419180358848899738160282091312881361028576429381050124626718582779799e-77,1.1323329359334305815774576546144004274961714254259273966639971063005037367933333e-76,-130,-0.012665902284415244680733937241569102068722979842339548942182658040889555550680391,-0.012665902284415244680733937241569102068722979842339548942182658040889555550680391,-55.879515951310481806192923964329883574434500842657084478217647048018384615058325,-55.879515951310481806192923964329883574434500842657084478217647048018384615058289,-39421.751467959273096776202863634122367342296563088290916498944208158144467130944,-39421.751467959273096776202863634122367342296563088290916498944208158144467130945,-40.161419630181959067717673897004828976010150013707521497279542877514431629220319,-40.161419630181959067717673897004828976010150013707521497279542877514431629220319,-9.1585483162381239147462449900062180024090407427066330001502307062807210822965299,-9.1585483162381239147462449900062180024090407427066330001502307062807210822965335
-120,-0.0074420796312610322874902117928381718245131754648891608047367449529721440405741179,-33.251959598318558693702632188744116152243041756763836492481502032847604383262307,-23163.125521718891362977045070965454996395603431143571969127855053701183645532938,-23.267978264466843023558669596076062867127528098184739073231399417054544212098484,-5.2127049751631878093790888374163099549548784641673653361985147027232530899834247,-120,1564210247.3284029599825611991199792003554866679200753774914098084200628917698539,43.466203226139205905700669321545295417327819964725847769605717616307743248934618,1564210203.8621997338433552934193098788101912505922554127655620388143452754621107,35986815.760980387928517775774026082073870299341559928526539388565072190563608071,3128420494.6568059199651223982399584007109733358401507549828196168401257835397078,2.6515736266813412013881533453754351808192094868933270189955589560752004520647139e-77,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-80,6.6036327916395997477319467857155399064295198099156331293687107589277415838634574e-78,0.0,1317752.2232292824289625414216288659134160009922867225360798149732782188963889915,-2.6772866291388880574196072671880783594798675354518164884225780921575123786956162e-77,4.1324471015495870883513650747386731218569355386655114703034189848721070083361832e-77,7.383491262542099806089517624718313216134589714049447496085156657530442409653985e-77,-120,-0.0074420796312610322874902117928381718245131754648891608047367449529721440405741179,-0.0074420796312610322874902117928381718245131754648891608047367449529721440405741179,-33.251959598318558693702632188744116152243041756763836492481502032847604383262281,-33.251959598318558693702632188744116152243041756763836492481502032847604383262307,-23163.125521718891362977045070965454996395603431143571969127855053701183645532938,-23163.125521718891362977045070965454996395603431143571969127855053701183645532938,-23.267978264466843023558669596076062867127528098184739073231399417054544212098484,-23.267978264466843023558669596076062867127528098184739073231399417054544212098484,-5.2127049751631878093790888374163099549548784641673653361985147027232530899834313,-5.2127049751631878093790888374163099549548784641673653361985147027232530899834247
-110,-0.0042848588235218934714968931005307874725321106685242585571739832206780056351428062,-19.546978561758044805012231768638529803497618430433551879967316573637009248123537,-13336.552226069991012018807776391166504897363120256329040542622225513798859163598,-12.976705292790380906718497320050406620443261069686009653666859207073169181591606,-2.9273865627783023804159983986647479221149833742705058315343854374850128737898752,-110,1501070807.9482926728674941166208295669604156984817256206993954720763461870850977,29.17072096923730143822983413335182478748449329825020717639371011360915205425144,1501070778.7775717036301926783909954336085909109972323224491882956826360734759456,51458131.923831559521347679102062356577555587634477530313649005550609908123907659,3002141615.8965853457349882332416591339208313969634512413987909441526923741701954,1.629402114105709669555315605364294137831651631258876526940019053160714781612286e-77,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-77,5.0602550127506511476873155446096091237007814635368836240373262520519092596654846e-80,1.8638605963631565060648278922645393605631211724027521348537485028391199106434535e-78,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-83,873233.20509825735978587225116944313567942551590557181623634461791727383718508509,-1.6455390894417812040502110437538670661455626682404973213485091790162572715414244e-77,2.876509787165752124047950490599164109892436970238999643228552656362149857167486e-77,5.2319530092251766121916038822166118346595754742252815021505204819239554782858892e-77,-110,-0.0042848588235218934714968931005307874725321106685242585571739832206780056351428062,-0.0042848588235218934714968931005307874725321106685242585571739832206780056351428062,-19.54697856175804480501223176863852980349761843043355187996731657363700924812352,-19.546978561758044805012231768638529803497618430433551879967316573637009248123537,-13336.552226069991012018807776391166504897363120256329040542622225513798859163598,-13336.552226069991012018807776391166504897363120256329040542622225513798859163598,-12.976705292790380906718497320050406620443261069686009653666859207073169181591606,-12.976705292790380906718497320050406620443261069686009653666859207073169181591606,-2.9273865627783023804159983986647479221149833742705058315343854374850128737898771,-2.9273865627783023804159983986647479221149833742705058315343854374850128737898752
-100,-0.0024163111440498542613351703814576950010951912923520564800991200445326428428760878,-11.400466145329192848398548367889415894160243988259753376339593842443911829193199,-7520.9149880769274101646341059354094198615086118009214990668010351975697390092169,-6.7930399346110626534754349348122294758884046218897881998209576024930581900472718,-1.6245995047731654830106660703999727071087335821347483395001434794079495088589942,-100,1467445489.3903474353859801689921071698151902427743858250526325838538317993609337,19.835764705355350228908902602403078086778232340360197687545759459124104648835206,1467445469.554582730030629940083204567412112155996153484692434896308072340236829,73979779.009687476728931973699807352104564688469624355737518054563123014495133381,2934890978.7806948707719603379842143396303804855487716501052651677076635987218674,1.8571135896794889712012448048717265483981867971180362900216987345030506982972328e-77,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-77,0.0,2.5596456606163710388718337796483606150719786236390736331588808624962574338474576e-78,1.2354138214723269403533485216332053524660110994963094785247378545048606590980187e-83,581482.18629994462208729618691008343858574379525095196989601733104308221723164868,-1.8758887976657616467123009667029374035819002115631059298648569720298979770433576e-77,1.8656461918315314799407718297881080146774356235214495667140508006949509075038894e-77,2.1110126027960135783276382009967197872269049452106637363391237500206087603687111e-77,-100,-0.0024163111440498542613351703814576950010951912923520564800991200445326428428760878,-0.0024163111440498542613351703814576950010951912923520564800991200445326428428760878,-11.40046614532919284839854836788941589416024398825975337633959384244391182919318,-11.400466145329192848398548367889415894160243988259753376339593842443911829193199,-7520.9149880769274101646341059354094198615086118009214990668010351975697390092169,-7520.9149880769274101646341059354094198615086118009214990668010351975697390092169,-6.7930399346110626534754349348122294758884046218897881998209576024930581900472718,-6.7930399346110626534754349348122294758884046218897881998209576024930581900472718,-1.6245995047731654830106660703999727071087335821347483395001434794079495088589916,-1.6245995047731654830106660703999727071087335821347483395001434794079495088589942
-90,-0.0013350323471887892527488115942470650791225277362773263978188079003440084103374857,-6.6465927131484474087582580261867508504080022043039640032276480630863583955695615,-4155.6765980878632083067467197194648050178551733386212440872219216919727764204712,-3.1106464133354578574970108668852874310130146684078431061287676923844209863332481,-0.88919214588536206408332370178652385504775770653621535297665995352653772541240965,-90,1469381099.00536301661933511448884384179206187667365888776265228280717881450801,13.765579092969167189817551542983566063773890798134908666371774990874762301553331,1469381085.2397839236501679246712922988084958128997680896277436164354038236332477,106743137.2905957998195561339663606133590175569722647920901323213256605049441307,2938762198.01072603323867022897768768358412375334731777552530456561435762901602,2.0241020051002604590749262178438436494803125854147534496149305008207637038661938e-79,8.6361685550944446253863518628003995711160003644362813850237034701685918031624271e-78,0.0,7.8855640615364313718127333903499742177670511140116436474581667427808919296453802e-79,4.1180460715744231345111617387773511748867036649876982617491261816828688636600623e-84,389868.32956758846549369247612525545641121411943636682564628971265746241953283023,2.0777305469567357513513273563251150730775168359869510588842652931236606395397269e-79,8.9184753560873971881192856378072399687142761651505502426709961724993777089135384e-78,1.3824116663985353319422382739053607054561615008148434700202090299685518531731655e-77,-90,-0.0013350323471887892527488115942470650791225277362773263978188079003440084103374857,-0.0013350323471887892527488115942470650791225277362773263978188079003440084103374857,-6.6465927131484474087582580261867508504080022043039640032276480630863583955695617,-6.6465927131484474087582580261867508504080022043039640032276480630863583955695615,-4155.6765980878632083067467197194648050178551733386212440872219216919727764204712,-4155.6765980878632083067467197194648050178551733386212440872219216919727764204712,-3.1106464133354578574970108668852874310130146684078431061287676923844209863332481,-3.1106464133354578574970108668852874310130146684078431061287676923844209863332481,-0.88919214588536206408332370178652385504775770653621535297665995352653772541240886,-0.88919214588536206408332370178652385504775770653621535297665995352653772541240965
-80,-0.000723435813015136160336045845288392225595826355956917141512286977951186854873507,-3.9159830199163958257163537254156334680305267059383468681022365676974643956380412,-2252.3812458216446257090578045877511973031587970734262033208028592696880072979925,-0.91363984968912859638556420083632469873323704683526250400335939958342499818967217,-0.46910255193435036100234302950053575188445371791648243174488844892471122115488814,-80,1515426037.4494087596590295667700989047779458336468023118060059205793825608304903,9.8464912727160382753196481737007706751251117338903408623619594912170431497876072,1515426027.6029174869429912914504507310771751585216905779156650582174230696134472,153905182.61551217451140221053814218333920183892916556838449361469213212482197735,3030852074.8988175193180591335401978095558916672936046236120118411587651216609806,9.0241214394053278800423793878871362705997269433074424628665651494925715130701142e-79,0.0,4.2168791772922092897394296205080076030839845529474030200311052100432577163879038e-81,2.2022651503408563015664171193103069707106109327767812272112446959450913423835828e-78,1.0295115178936057836277904346943377937216759162469245654372815454207172159150156e-84,263656.00984058569916233129132196874827297347727977275965364392721134142078619911,-8.9713705561178568866965209407514417699716704214538453567892656397071457388231487e-79,5.412256206234137769097499498692692846192649423340843795470125000655905834962075e-78,9.5436649824200558613646881784316769867627060741355560861749228509357374095566116e-78,-80,-0.000723435813015136160336045845288392225595826355956917141512286977951186854873507,-0.000723435813015136160336045845288392225595826355956917141512286977951186854873507,-3.9159830199163958257163537254156334680305267059383468681022365676974643956380403,-3.9159830199163958257163537254156334680305267059383468681022365676974643956380412,-2252.3812458216446257090578045877511973031587970734262033208028592696880072979925,-2252.3812458216446257090578045877511973031587970734262033208028592696880072979925,-0.91363984968912859638556420083632469873323704683526250400335939958342499818967218,-0.91363984968912859638556420083632469873323704683526250400335939958342499818967217,-0.46910255193435036100234302950053575188445371791648243174488844892471122115488594,-0.46910255193435036100234302950053575188445371791648243174488844892471122115488814
-70,-0.00038499819318864447847877531336213115830433224250357407574563494514027407779083699,-2.3632694114981006962212144878479091835121628181026695464628926490494127908349437,-1199.3656347238226918831265795855103437528202366780345862511236295962258996516002,0.42516514298844732099404483364826506998745328533282518981623827339651401504586118,-0.20906203807993031622778176954602800183192078293010182479915923535537825733267784,-70,1617482254.9018189797983503196084548007032394066754493010579898824617586912234673,7.3473328186464252274884185511917684192777003617276197666063700483553023415695909,1617482247.554486161151925092120036249511470987397748939330370115855388642868165,220145499.71071031113147851775781026953634388981908454415441485147805537534021313,3234964509.8036379595967006392169096014064788133508986021159797649235173824469346,3.9849508225411377788037609913800671849143654025352958539293944234908785419865691e-78,0.0,8.4337583545844185794788592410160152061679691058948060400622104200865154327758077e-81,2.1189817865893351680940633843052738205497022378560700175656303680467370024849217e-79,1.5442672768404086754416856520415066905825138743703868481559223181310758238725234e-84,179871.76467469356553821193749822727866584866803076399620298441132557323325853987,-4.0182668769439276897429206560056617344550486106633349625079029614972866662082079e-78,4.1556779402890600899612579779206539280269743850667462856255022643641068639959232e-78,5.9075307930988800089222860760824667688546014321117917699224722375954410369600886e-78,-70,-0.00038499819318864447847877531336213115830433224250357407574563494514027407779083699,-0.00038499819318864447847877531336213115830433224250357407574563494514027407779083699,-2.3632694114981006962212144878479091835121628181026695464628926490494127908349398,-2.3632694114981006962212144878479091835121628181026695464628926490494127908349437,-1199.3656347238226918831265795855103437528202366780345862511236295962258996516002,-1199.3656347238226918831265795855103437528202366780345862511236295962258996516002,0.42516514298844732099404483364826506998745328533282518981623827339651401504586119,0.42516514298844732099404483364826506998745328533282518981623827339651401504586118,-0.20906203807993031622778176954602800183192078293010182479915923535537825733267805,-0.20906203807993031622778176954602800183192078293010182479915923535537825733267784
-60,-0.0002014079293857364033537453618469486521777172995140656427896142330814864764960953,-1.4808509446362733811344186234333113004441364012539767526119223090738169959308736,-628.41171710175467628470907432424791877534324004395522798907872717960041472539056,1.2817942102369141858282373376175863884873008340773127472093991820423249101786172,-0.0021586530017906052725573253474824682585595498106077491093972456717624269140701776,-60,1791960570.6818464496213029255781157931578940531415993273684342018551038063740688,5.7883122509987269849347440147087999419236560972739433016640066859094605347567332,1791960564.8935341986225759406433717784490941112179432300944909001910971204646082,309582567.93638905450510855368676715861243459612273204672971078019595698806692996,3583921141.3636928992426058511562315863157881062831986547368684037102076127481375,4.7439890744537354509568583230715085534694826220658283975349933612986649309363918e-79,2.1590421387736111563465879657000998927790000911090703462559258675421479507906068e-78,2.1084395886461046448697148102540038015419922764737015100155526050216288581939519e-81,8.4074028597263422714179878058878401586486942024388847711870160125237450720483833e-79,1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-84,123397.0764713805846077578870513168932443715338915528838175253495159684731180622,4.8298919980903019301704722324691703619484600675530575240209701821742939913935357e-79,1.0280979467855006037168094509830534723641911521186241927677097682484711876344065e-78,1.8990493298368690250794348829889766244436006696906038805523217190721319954888522e-78,-60,-0.0002014079293857364033537453618469486521777172995140656427896142330814864764960953,-0.0002014079293857364033537453618469486521777172995140656427896142330814864764960953,-1.480850944636273381134418623433311300444136401253976752611922309073816995930874,-1.4808509446362733811344186234333113004441364012539767526119223090738169959308736,-628.41171710175467628470907432424791877534324004395522798907872717960041472539057,-628.41171710175467628470907432424791877534324004395522798907872717960041472539056,1.2817942102369141858282373376175863884873008340773127472093991820423249101786172,1.2817942102369141858282373376175863884873008340773127472093991820423249101786172,-0.0021586530017906052725573253474824682585595498106077491093972456717624269140710184,-0.0021586530017906052725573253474824682585595498106077491093972456717624269140701776
