"{'distance': [0.25, 0.5, 0.75], 'solute_4': [8.0, -10.0, 8.0], 'solute_3': [8.0, -10.0, 8.0], 'solute_2': [8.0, -10.0, 8.0], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_4i': '1.0 mM', 'solute_3i': '1.0 mM', 'solute_1e': '1.0 mM', 'solute_2i': '1.0 mM', 'solute_3e': '1.0 mM', 'solute_1i': '1.0 mM', 'solute_2e': '1.0 mM', 'solute_4e': '1.0 mM'}"
-70,27879643.609289243103005514457967778045773975767775105075245806812889402265221954,233217.62208979431881750512470528239010890905198236971858815710083260303016546545,27646425.987199448784188009333262495655665066715792735356657649712056799235056488,119.54346914040191492245675849608571185222665914854188118826154043950829791205172,55759287.218578486206011028915935556091547951535550210150491613625778804530443907,0.0,0.0,0.0,0.0,0.0,204765.7782288825881771281226806130269435823332853756572422780820853233737006484,9.6516704802525542215105353252594168161407117148149178009745144883192238992032711e-86,1.7451517089174334032996856276982040943558586359505658521763673562559022445353174e-76,3.0999391523811537006375617518736045833335904182899324178319879701224672193011049e-76
-60,24524111.874644386279367109580411316047425777386910466030505528350321284872978072,220266.25739507108354886393758276206489842566600044049692698253276427457631327329,24303845.617249315195818245642828553982527351720910025533578545817557010296664799,111.33848717762416741576462124960524631240537494530307945307918911134540735815817,49048223.749288772558734219160822632094851554773820932061011056700642569745956144,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-76,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,186234.59320480414373419215146196569252752156567740877255457733332535516683600127,-4.0138799851997375784193283552238218364346511101636497138466273237102840800827062e-76,2.206155081877033546906113935117751599242143561607878382260008775837297213288323e-76,3.536457169758812058872747464035078990865004202462106961237963347454722555862343e-76
-50,21860503.007356016882654816788712228459385210720590591705783230303102893770274333,209519.39143840351889347530749780303945884968476195153130404050134054257708516409,21650983.615917613363761341481214425419926361035828640174479189801762351193189169,104.33641896951945444359152021967250157467973819437573979141818013951742977601559,43721006.014712033765309633577424456918770421441181183411566460606205787540548666,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-76,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,170172.24797838255836627963713845999544798600546375203366147085183007626268096674,-8.0277599707211975061804085178313281837112827808653231515204185741197186431093866e-76,4.0213356170466456422550064624701205614675449460771601136602110610010375893429882e-76,5.2328310952201316857453473147696688103499733631528974598442956291985286868745114e-76
-40,19796179.221317702629304180687676249338470260209808027369536349225455857120784173,200869.465973150891226818293708046741488695311017354124994040666767511186456228,19595309.755344551738077362393968202596981564898790673244542308558688345934327945,98.552456070967741021513968554546333895722486927834576806972371308084357872328477,39592358.442635405258608361375352498676940520419616054739072698450911714241568346,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,156652.39255369917874320763005938466472941639084907957694389175544297338259252825,0.0,1.4474900295003367780401656387398645720175800142446459932101820618112349227915196e-76,2.4989541956849312302767993119723208610481657073708314116676564521893629381429961e-76
-30,18259771.29046118912160839334677838776611693753040629683822228228083248761171312,194229.90963791659888001081825091150245181591238594961539332442618625503147897625,18065541.380823272522728382528527476263665121618020347222828957854646232580234144,94.011119731770740650533525993721969008589896750212101169166940016121563567528614,36519542.58092237824321678669355677553223387506081259367644456456166497522342624,2.4181271954264444951081785215841118799124801020421587878066369716472057048854796e-76,0.0,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,0.0,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,145824.45686003746165507296756624049853737839068903856389337676695845634764775769,-4.0138799850388764037484524515319795810136608298946378519330453603607088386107192e-76,1.9175120012014043477146724140425317399894750567619241217104747349268558131783104e-76,2.6825919191760876644039030363896624464299381667933128727012569484552971939947073e-76
-20,17198429.140170933746513801440530552614068860643970644856740520809772755881494033,189534.27152126567354520962809521335138749325677787781750814385314032172724346227,17008894.868649668072968591812435339262681367387192767039232376956632434154250571,90.740471378239773933685214492453520893427194800487588402170094083638727965178044,34396858.280341867493027602881061105228137721287941289713481041619545511762988067,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,0.0,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-83,137883.13542134808334285772828985455247509272335899406286366212511365591198227985,-2.0069399911521182171717810443853306194284130326607180997010759917089648667934695e-76,1.8449150611588498020202558278626573298636043491066099761644475089686784358831682e-76,3.5477789348406038261475432763608730199478400883536481103898901484745937620485547e-76
-10,16575788.975376585693748240122591747266185311337862069068605148949102195675228786,186735.55609866819382173856988518013652330347539033250519261466949765648092590784,16389053.419277917499926501552706567129662007862471736563412534279604539194302878,88.766110331008380186612531488372496505552723929094371749958968427137512746515244,33151577.950753171387496480245183494532370622675724138137210297898204391350457572,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-83,133022.27262539261969024906408370256130354034079949594217962934376617984758341424,2.006939992278146439867912370228226407375344994543801133096149735155991557097379e-76,8.56967883065292144940660965503456376452578467475890673469534433938533652099877e-77,1.3529622223830596364122070923510083754484415658022708003300539414959892799357745e-76
0,16370576.241642577734483789338106017742371926525551584794575296498088057410582477,185805.75288549406692086687664891266871853308874485620308551711339515020393523083,16184770.488757083667562922461457105073653393436806728591489779384692907206647247,88.10586317922686606783160258113697746541405047422712429694170542090081127428317,32741152.483285155468967578676212035484743853051103169589150592996176114821164955,0.0,0.0,0.0,0.0,0.0,131384.50784880477447523672106831180709346927653121047140863275351964258396672324,-4.8258352401262771107552676626297084080703558574074589004872572441596119496016356e-86,1.195462650780156451782781925705745038106862583743633223866256534271481154251956e-76,2.1385086013652174593466748948519183561458963681735600440317431371189615423174191e-76
10,16575788.975376585693748240122591747266185311337862069068605148949102195675228786,186735.55609866819382173856988518013652330347539033250519261466949765648092590784,16389053.419277917499926501552706567129662007862471736563412534279604539194302878,88.766110331008380186612531488372496505552723929094371749958968427137512746515244,33151577.950753171387496480245183494532370622675724138137210297898204391350457572,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-76,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,133022.27262539261969024906408370256130354034079949594217962934376617984758341424,-2.0069399932433134878931677923792799399012866761578723045776415152534430059293014e-76,1.5976290702697311475906382112013133768126965849421584690170920107818742877928084e-76,2.5355503859790257758606831861389148386889746020955913798604996143748688546738615e-76
20,17198429.140170933746513801440530552614068860643970644856740520809772755881494033,189534.27152126567354520962809521335138749325677787781750814385314032172724346227,17008894.868649668072968591812435339262681367387192767039232376956632434154250571,90.740471378239773933685214492453520893427194800487588402170094083638727965178044,34396858.280341867493027602881061105228137721287941289713481041619545511762988067,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,0.0,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-83,137883.13542134808334285772828985455247509272335899406286366212511365591198227985,-2.0069399911521182171717810443853306194284130326607180997010759917089648667934695e-76,1.8449150611588498020202558278626573298636043491066099761644475089686784358831682e-76,3.5477789348406038261475432763608730199478400883536481103898901484745937620485547e-76
30,18259771.29046118912160839334677838776611693753040629683822228228083248761171312,194229.90963791659888001081825091150245181591238594961539332442618625503147897625,18065541.380823272522728382528527476263665121618020347222828957854646232580234144,94.011119731770740650533525993721969008589896750212101169166940016121563567528614,36519542.58092237824321678669355677553223387506081259367644456456166497522342624,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-77,0.0,145824.45686003746165507296756624049853737839068903856389337676695845634764775769,4.0138799850388764037484524515319795810136608298946378519330453603607088386107192e-76,2.1186892191292564766552507351704839681766719047733880579061746422929901634447187e-76,3.3729145278138359693659803546925886898751797326683007496316441091184198598247762e-76
40,19796179.221317702629304180687676249338470260209808027369536349225455857120784173,200869.465973150891226818293708046741488695311017354124994040666767511186456228,19595309.755344551738077362393968202596981564898790673244542308558688345934327945,98.552456070967741021513968554546333895722486927834576806972371308084357872328477,39592358.442635405258608361375352498676940520419616054739072698450911714241568346,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,156652.39255369917874320763005938466472941639084907957694389175544297338259252825,0.0,1.4474900295003367780401656387398645720175800142446459932101820618112349227915196e-76,2.4989541956849312302767993119723208610481657073708314116676564521893629381429961e-76
50,21860503.007356016882654816788712228459385210720590591705783230303102893770274333,209519.39143840351889347530749780303945884968476195153130404050134054257708516409,21650983.615917613363761341481214425419926361035828640174479189801762351193189169,104.33641896951945444359152021967250157467973819437573979141818013951742977601559,43721006.014712033765309633577424456918770421441181183411566460606205787540548666,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-76,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,170172.24797838255836627963713845999544798600546375203366147085183007626268096674,-8.0277599707211975061804085178313281837112827808653231515204185741197186431093866e-76,4.0213356170466456422550064624701205614675449460771601136602110610010375893429882e-76,5.2328310952201316857453473147696688103499733631528974598442956291985286868745114e-76
60,24524111.874644386279367109580411316047425777386910466030505528350321284872978072,220266.25739507108354886393758276206489842566600044049692698253276427457631327329,24303845.617249315195818245642828553982527351720910025533578545817557010296664798,111.33848717762416741576462124960524631240537494530307945307918911134540735815817,49048223.749288772558734219160822632094851554773820932061011056700642569745956144,2.0726804532226667100927244470720958970678400874647075324056888328404620327589825e-76,0.0,0.0,0.0,0.0,186234.59320480414373419215146196569252752156567740877255457733332535516683600127,4.0138799842345705303940729330727683039087094285495785423651355436128326312507838e-76,1.9987932165282871738251483315204268569789179032193289486837007690586685294813259e-76,3.3679613913762385110632389745487430499338180584345027207128925229093731473376145e-76
70,27879643.609289243103005514457967778045773975767775105075245806812889402265221954,233217.62208979431881750512470528239010890905198236971858815710083260303016546545,27646425.987199448784188009333262495655665066715792735356657649712056799235056488,119.54346914040191492245675849608571185222665914854188118826154043950829791205172,55759287.218578486206011028915935556091547951535550210150491613625778804530443907,0.0,0.0,0.0,0.0,0.0,204765.7782288825881771281226806130269435823332853756572422780820853233737006484,9.6516704802525542215105353252594168161407117148149178009745144883192238992032711e-86,1.7451517089174334032996856276982040943558586359505658521763673562559022445353174e-76,3.0999391523811537006375617518736045833335904182899324178319879701224672193011049e-76
80,32044579.6962707230078002328676569395270632465780397295895687580138127545624522,248503.10713354198894913833981435742386635027169084244072333411229612013728617793,31796076.589137181018851094527842582103196896306348887148845423901516634425166022,128.95041863219210224133444125318194872785390834496373405177930282100672951490152,64089159.3925414460156004657353138790541264931560794591791375160276255091249044,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,225779.74516290969181994319316265480318244179988713762396314175639868416108034892,-9.6516704802525542215105353252594168161407117148149178009745144883192238992032711e-86,9.0516740372083671418731100231631948535832748310448397641700469552293165396315241e-77,1.5964188821131805088800115820531411669572293004916313310455127304816198550175382e-76
90,37165788.242805091426956406652584035319484257069108400099074744895724558866277637,266275.6947982608785463607657285339986322645940419046998047789686974649608163056,36899512.548006830548410045886855501320851992475066495399269965927027093905461332,139.57634500198413018269179468557912862723043660133431554937177908345857326728887,74331576.485610182853912813305168070638968514138216800198149489791449117732555275,8.29072181289066684037089778828838358827136034985883012962275533136184813103593e-76,0.0,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,249375.19737706582190382966520944386964166743746301206242467688464249490967729893,1.6055519940798950313677313420895287345738604440654598855386509294841136320330825e-75,8.018596750438778107003471233520954640105324758167189417231772778855767172088237e-76,1.0411743564874050497417946274194460587815579388210301956916202354819547660222606e-75
