"{'distance': [0.25, 0.5, 0.75], 'solute_4': [8.0, -10.0, 8.0], 'solute_3': [8.0, -10.0, 8.0], 'solute_2': [8.0, -10.0, 8.0], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_4i': '1.0 mM', 'solute_3i': '1.0 mM', 'solute_1e': '1.0 mM', 'solute_2i': '1.0 mM', 'solute_3e': '1.0 mM', 'solute_1i': '1.0 mM', 'solute_2e': '1.0 mM', 'solute_4e': '1.0 mM'}"
voltage,current,solute_4,solute_3,solute_2,solute_1
-150,-0.32618088833343339557651875659403443361300712893382455306009082590909675797033388,-97798.086499876823708646669435987170003564459698203780928039966579955760505714967,-460122.31806940211882834098420602819241481526401626906600093003862558571963850627,-97798.086499876823708646669435987170003564459698203780928039966579955760505714967,-460122.31806940211882834098420602819241481526401626906600093003862558571963850627
-140,-0.26912850345788192935081774262076112536388327520024582805811933042159492486939604,-87464.819385348961193765409913454451161280815981743406938022266777391621038428561,-376255.89158367062388558670848449725490112837400558237822474939970958307894839527,-87464.819385348961193765409913454451161280815981743406938022266777391621038428561,-376255.89158367062388558670848449725490112837400558237822474939970958307894839527
-130,-0.2220329706827171638170810779977318891264185416155505219923183668370428613362649,-78006.929581170665537973442896524767772002618955563669940975734158652230769429436,-307489.93515123298033722042793664676697950425562338734450719918519298603408030324,-78006.929581170665537973442896524767772002618955563669940975734158652230769429436,-307489.93515123298033722042793664676697950425562338734450719918519298603408030324
-120,-0.18309546947001218777193566283909899571140509739860988405635050063587178553545617,-69329.759347275201397483429768816820831067598103655800729882658351135756005674208,-251064.62948680590277416809399469235709119161507734560304464350095489390138637269,-69329.759347275201397483429768816820831067598103655800729882658351135756005674208,-251064.62948680590277416809399469235709119161507734560304464350095489390138637269
-110,-0.15083705414509824376456864086576031265937867569265105381664130358655884596466173,-61346.464647464126584191322101016459431861253099129341119769444517768042643251782,-204715.42895139005185733934767753402514944432266364935057287777889350391464300566,-61346.464647464126584191322101016459431861253099129341119769444517768042643251782,-204715.42895139005185733934767753402514944432266364935057287777889350391464300566
-100,-0.12404013684156211419801304348861348115338026601979400392383854582520398293245206,-53977.145985103683948244505834812263831099392527051009137689544767748604322095673,-166582.17738441775925388439146597826110212863704670195577345705236240093415818945,-53977.145985103683948244505834812263831099392527051009137689544767748604322095673,-166582.17738441775925388439146597826110212863704670195577345705236240093415818945
-90,-0.10170039262334613114302376576970729319444295189805104725696198854143891409249297,-47148.048742107456262344683002312815247563979775788115493418243649040555948820154,-135134.45350557881912676117770168479868274016831067576653226081611749414760324224,-47148.048742107456262344683002312815247563979775788115493418243649040555948820154,-135134.45350557881912676117770168479868274016831067576653226081611749414760324224
-80,-0.082987164286039685853164114295184964270447616850204133529938886646137123368804328,-40790.825017928678747235624494900694450012197750001975808093734622881374968264686,-109110.14973516751151163796919410335247156027419754302488582651310544271471184741,-40790.825017928678747235624494900694450012197750001975808093734622881374968264686,-109110.14973516751151163796919410335247156027419754302488582651310544271471184741
-70,-0.067210784867819638402971250914624169525418609837972957800232577896635320901589721,-34841.849580799086974993824068827374499266543549272580027154217433749595922318445,-87464.819385348961193765409913454451161280815981743406938022266777391621038428561,-34841.849580799086974993824068827374499266543549272580027154217433749595922318445,-87464.819385348961193765409913454451161280815981743406938022266777391621038428561
-60,-0.053795513010175695729037847945276882078154416674093936526363727364030108611339332,-29241.583085024186617710784426233763666326741730092066346469597910355188394422847,-69329.759347275201397483429768816820831067598103655800729882658351135756005674208,-29241.583085024186617710784426233763666326741730092066346469597910355188394422847,-69329.759347275201397483429768816820831067598103655800729882658351135756005674208
-50,-0.04225700111571082315887320074435654066988862563584759061934695522746526260720171,-23933.976181199702311094342784201991178033660624489737068629327643083008611677308,-53977.145985103683948244505834812263831099392527051009137689544767748604322095673,-23933.976181199702311094342784201991178033660624489737068629327643083008611677308,-53977.145985103683948244505834812263831099392527051009137689544767748604322095673
-40,-0.032183397772665726195223862740061510642955285989934796888104099001369127171487509,-18865.908555483865419848860273612555392184435300232143965686452807833555329260858,-40790.825017928678747235624494900694450012197750001975808093734622881374968264686,-18865.908555483865419848860273612555392184435300232143965686452807833555329260858,-40790.825017928678747235624494900694450012197750001975808093734622881374968264686
-30,-0.023219331434562443797053105645227402476107471022688616580867858328136636146570843,-13986.65728364215413829987775704486463752673161685244053695403921907312718712044,-29241.583085024186617710784426233763666326741730092066346469597910355188394422847,-13986.65728364215413829987775704486463752673161685244053695403921907312718712044,-29241.583085024186617710784426233763666326741730092066346469597910355188394422847
-20,-0.015052137695297007850134146990211437436294219731660122747405167634306385699277778,-9247.3891789729951617307123055411879526090801581286538065915738022321119264904808,-18865.908555483865419848860273612555392184435300232143965686452807833555329260858,-9247.3891789729951617307123055411879526090801581286538065915738022321119264904807,-18865.908555483865419848860273612555392184435300232143965686452807833555329260858
-10,-0.007399782311783027157050771247494141096003793549127050933757767647421436654645787,-4600.6720533618359281930940942727694659512324204305212242502919376588380385502278,-9247.3891789729951617307123055411879526090801581286538065915738022321119264904807,-4600.6720533618359281930940942727694659512324204305212242502919376588380385502278,-9247.3891789729951617307123055411879526090801581286538065915738022321119264904807
0,0.0,0.0,0.0,0.0,0.0
10,0.007399782311783027157050771247494141096003793549127050933757767647421436654645787,4600.6720533618359281930940942727694659512324204305212242502919376588380385502277,9247.3891789729951617307123055411879526090801581286538065915738022321119264904807,4600.6720533618359281930940942727694659512324204305212242502919376588380385502277,9247.3891789729951617307123055411879526090801581286538065915738022321119264904807
20,0.015052137695297007850134146990211437436294219731660122747405167634306385699277778,9247.3891789729951617307123055411879526090801581286538065915738022321119264904807,18865.908555483865419848860273612555392184435300232143965686452807833555329260858,9247.3891789729951617307123055411879526090801581286538065915738022321119264904807,18865.908555483865419848860273612555392184435300232143965686452807833555329260858
30,0.023219331434562443797053105645227402476107471022688616580867858328136636146570843,13986.65728364215413829987775704486463752673161685244053695403921907312718712044,29241.583085024186617710784426233763666326741730092066346469597910355188394422847,13986.65728364215413829987775704486463752673161685244053695403921907312718712044,29241.583085024186617710784426233763666326741730092066346469597910355188394422847
40,0.032183397772665726195223862740061510642955285989934796888104099001369127171487509,18865.908555483865419848860273612555392184435300232143965686452807833555329260858,40790.825017928678747235624494900694450012197750001975808093734622881374968264686,18865.908555483865419848860273612555392184435300232143965686452807833555329260858,40790.825017928678747235624494900694450012197750001975808093734622881374968264686
50,0.04225700111571082315887320074435654066988862563584759061934695522746526260720171,23933.976181199702311094342784201991178033660624489737068629327643083008611677308,53977.145985103683948244505834812263831099392527051009137689544767748604322095673,23933.976181199702311094342784201991178033660624489737068629327643083008611677308,53977.145985103683948244505834812263831099392527051009137689544767748604322095673
60,0.053795513010175695729037847945276882078154416674093936526363727364030108611339332,29241.583085024186617710784426233763666326741730092066346469597910355188394422847,69329.759347275201397483429768816820831067598103655800729882658351135756005674208,29241.583085024186617710784426233763666326741730092066346469597910355188394422847,69329.759347275201397483429768816820831067598103655800729882658351135756005674208
70,0.067210784867819638402971250914624169525418609837972957800232577896635320901589721,34841.849580799086974993824068827374499266543549272580027154217433749595922318445,87464.819385348961193765409913454451161280815981743406938022266777391621038428561,34841.849580799086974993824068827374499266543549272580027154217433749595922318445,87464.819385348961193765409913454451161280815981743406938022266777391621038428561
80,0.082987164286039685853164114295184964270447616850204133529938886646137123368804328,40790.825017928678747235624494900694450012197750001975808093734622881374968264686,109110.14973516751151163796919410335247156027419754302488582651310544271471184741,40790.825017928678747235624494900694450012197750001975808093734622881374968264686,109110.14973516751151163796919410335247156027419754302488582651310544271471184741
90,0.10170039262334613114302376576970729319444295189805104725696198854143891409249297,47148.048742107456262344683002312815247563979775788115493418243649040555948820154,135134.45350557881912676117770168479868274016831067576653226081611749414760324224,47148.048742107456262344683002312815247563979775788115493418243649040555948820154,135134.45350557881912676117770168479868274016831067576653226081611749414760324224
100,0.12404013684156211419801304348861348115338026601979400392383854582520398293245206,53977.145985103683948244505834812263831099392527051009137689544767748604322095673,166582.17738441775925388439146597826110212863704670195577345705236240093415818945,53977.145985103683948244505834812263831099392527051009137689544767748604322095673,166582.17738441775925388439146597826110212863704670195577345705236240093415818945
"{'distance': [0.25, 0.5, 0.75], 'solute_4': [8.0, -10.0, 8.0], 'solute_3': [8.0, -10.0, 8.0], 'solute_2': [8.0, -10.0, 8.0], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_4i': '1.0 mM', 'solute_3i': '1.0 mM', 'solute_1e': '1.0 mM', 'solute_2i': '1.0 mM', 'solute_3e': '1.0 mM', 'solute_1i': '1.0 mM', 'solute_2e': '1.0 mM', 'solute_4e': '1.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,101661864.61744002669659387442278081231330047976475961919224477863362864289925767,437091.23965534698955174527213075313153411766885706490480639900045433784001549928,101224773.37778467970704212915065005918176636209590255428743837963317430505924217,232.58728474540449398181250891813275331691073498410330944631897183903955954381946,203323729.23488005339318774884556162462660095952951923838448955726725728579851534,0.0,0.0,0.0,0.0,0.0,458737.51215940959801587985629207880186004693069808517453048958316268461304250009,-1.9303340960505108443021070650518833632281423429629835601949028976638447798406542e-85,1.9771762029224840522881031540776330212302098753816010625782449233844886366959592e-76,3.3793799795700261008720827374984811754632693907031521760292252453732952593274634e-76
-140,85156683.53277295435803430497991571490210922456975222868289553883590076558522237,399649.30874262632899964555543741409807738455375072510347316641938179619386243714,84757034.224030328029034659424478300804031840016001503579422372416518969391359933,213.07852076785088463491213108062838353671574023196095205035929015796597289643616,170313367.06554590871606860995983142980421844913950445736579107767180153117044474,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-76,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,0.0,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,0.0,414120.95060221701312601246513801901948524828270928909328116301220522357391456395,1.6055519943372729108411327879964763432474448924958788646003820708434340183882618e-75,7.929604540818410265902272457645870187466780762428466822900247281873406301318041e-76,1.2205884530987712404926890050072373026164569923907822251791297447347914524059166e-75
-130,71538763.655249079028931969500271589154839466825638888316754349245927217285211808,366207.20243857326905541539895282444929174216444115083502963387947076774807787621,71172556.452810505759876554101318764705547724661197737481724715366456449537133932,195.35050970836331988493608388268646846162788210064191800031994422764938067103201,143077527.31049815805786393900054317830967893365127777663350869849185443457042362,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,373908.19753955923501155078927852134959605226806488234236668983110738489320987223,8.0277599723298092528891675547497507379211855835554417706562382076154710578292572e-76,4.6558572379368883030516499198028523464229933324348011948028778762031435561633362e-76,7.0516040431220053929341022674998624153092262390264866738373992597753291783902427e-76
-120,60305951.139913412295333243103781480718815593841102273491840169793193173371304644,336430.22090301683600728743082366357137988099047680579410208987312327354615572773,59969520.919010395459325955672957817147435712850625467697738079920069899825148917,179.25247909669174717710030168876355156969391937556887595645264458895737669374231,120611902.27982682459066648620756296143763118768220454698368033958638634674260929,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,0.0,337681.33104259053791452194561987881802551376201204429010668598938113019126909506,8.0277599697560304581551530956802746511853410992512519800389267940222671942774642e-76,6.2156352825646403625687389241219871273474384359421846266335376522224758129401563e-76,1.1689910024829452147085065064700867860528384090321161062668686735290863435726945e-75
-110,51046950.879502524239628055015233096528340232821953533275295105819944133317368445,310020.34609636011422818980436512286386615936375976221344402332267279195522637565,50736930.533406164125399865210867973664474073458193771061851082497271341362142069,164.6567766350282649985533444924658372374468917928489643871238738773900271640926,102093901.75900504847925611003046619305668046564390706655059021163988826663473689,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,305064.67551718911985100896206641360351951424001392235224335290615800119139404408,-2.573778794734014459069476086735844484304189790617311413593203863551793039787539e-85,7.8857940089716249005179825362144412525094599664722147058085208277676104860612208e-76,1.3766184871603433439610627423782250272697355930943295733169778420261234515037062e-75
-100,43425215.288054476191394687002501726442341355416331135544557391503334567850038216,286713.2591148724982327918860351315427858199867007267426544826098023888661861693,43138502.028939603693161895116466594899555535429630408801902908893532178983852047,151.45869229108807217334062105264817716472429794349476979428123254570207816780212,86850430.576108952382789374005003452884682710832662271089114783006669135700076433,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,0.0,0.0,0.0,0.0,275725.10904544360685008486820276879997409217509684410173547731719506001854655109,8.0277599729732539515726711695171197596051467046314892183105660610137720237172055e-76,4.5727636792124110046444608282344216228574627663756891874353186821899572715335818e-76,7.5943499775789887049595784707155329323985990940126609519300651138310628144192171e-76
-90,37165788.242805091426956406652584035319484257069108400099074744895724558866277637,266275.6947982608785463607657285339986322645940419046998047789686974649608163056,36899512.548006830548410045886855501320851992475066495399269965927027093905461332,139.57634500198413018269179468557912862723043660133431554937177908345857326728887,74331576.485610182853912813305168070638968514138216800198149489791449117732555275,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,0.0,249375.19737706582190382966520944386964166743746301206242467688464249490967729893,-3.2172234934175180738368451084198056053802372382716392669915048294397412997344237e-86,8.5902852853187880812027580844542765146210601092038573086842305523917886259819022e-77,1.4761365111701023323531128786777703921850942015004767264018671861343230393534799e-76
-80,32044579.6962707230078002328676569395270632465780397295895687580138127545624522,248503.10713354198894913833981435742386635027169084244072333411229612013728617793,31796076.589137181018851094527842582103196896306348887148845423901516634425166022,128.95041863219210224133444125318194872785390834496373405177930282100672951490152,64089159.3925414460156004657353138790541264931560794591791375160276255091249044,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,0.0,0.0,0.0,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,225779.74516290969181994319316265480318244179988713762396314175639868416108034892,-8.0277599703994751568386567104476436728693022203272994276932546474205681601654124e-76,4.8717942719740518903356033155707434150215396236880647507554053367138279893536811e-76,8.0697826403694225526225519212036711897910187464568467854044108726832492248946728e-76
