voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00863255800524864,-0.004731134331939539,-24348.969948031587,-5188.1855161147305,0.00013642315979676273,-150,50374437412.131905,0.018095305095997372,50374437412.113808,2783840180913.8096,9.3467616560689549e+17,1.275762809569217e-07,1.5183104551397264e-07,2.424167178105563e-08,4.784655473471372e-13,2.432429258014679e-14,0.019391328947872995,-1.670730630648487e-07,1.9978997116101563e-07,3.0365849487852536e-07,-150,-0.008632558005272965,-0.00863255800524864,-0.004731006755658582,-0.004731134331939539,-24348.969948183418,-24348.969948031587,-5188.185516090489,-5188.1855161147305,0.00013642316027522827,0.00013642315979676273
-140,-0.005291494886183508,-0.0031468226492741063,-14789.86259371987,-3450.826879670289,0.00018442105740915093,-140,42073846005.340546,0.016545232475500174,42073846005.323997,2542958889676.6846,3.6372724692355578e+17,8.046388838859816e-08,2.3908796720206738e-08,1.0437270248075947e-07,2.66607265778096e-13,3.83026943495679e-15,0.017078184154547853,-9.8852345014471821e-08,1.3393930304371831e-07,2.0874986654756747e-07,-140,-0.005291494886179678,-0.005291494886183508,-0.0031467421853857177,-0.0031468226492741063,-14789.862593695962,-14789.86259371987,-3450.826879774662,-3450.826879670289,0.00018442105714254367,0.00018442105740915093
-130,-0.0031569893812239892,-0.0020326562254903307,-8738.671600134163,-2229.2056966952223,0.00024251279066293818,-130,35211839457.336067,0.015160750102662447,35211839457.320908,2322565784601.4067,3.6874783161377619e+17,1.24880836668579e-07,4.885623638983816e-08,7.602420737384818e-08,7.681383740881786e-13,7.827072323607354e-15,0.015377386148364938,1.4502461036930425e-07,1.5414874410363293e-07,2.4976260352841187e-07,-130,-0.003156989381216162,-0.0031569893812239892,-0.0020327811063269993,-0.0020326562254903307,-8738.671600085307,-8738.671600134163,-2229.205696619198,-2229.2056966952223,0.00024251279143107656,0.00024251279066293818
-120,-0.0018444964273472083,-0.001283023272773781,-5053.3424412649665,-1407.0249914382416,0.00031211866836819424,-120,29536810694.180191,0.013928001612556251,29536810694.166264,2120678293686.6135,9.679198563315991e+17,1.902422612411886e-08,6.865047907922417e-08,8.767506187723484e-08,2.9857149738687916e-13,1.099792999725846e-14,0.014015578889410955,2.1133627226693763e-08,1.1296798574472711e-07,1.7535098029348474e-07,-120,-0.0018444964273582063,-0.0018444964273472083,-0.0012830422969999052,-0.001283023272773781,-5053.342441333617,-5053.3424412649665,-1407.0249913505666,-1407.0249914382416,0.00031211866806962274,0.00031211866836819424
-110,-0.0010611770953599046,-0.0007955534969615137,-2875.792354626215,-872.4920359348466,0.0003953394736374294,-110,24842526372.901741,0.012834649243951529,24842526372.888905,1935582804073.0491,4.4588974934515098e+17,6.248897775878309e-08,3.113018465228379e-08,3.13590362566174e-08,1.3937218892000336e-12,4.986679472129829e-15,0.012869951779318252,6.7175716798179019e-08,7.6533648749701909e-08,1.2498073909182703e-07,-110,-0.001061177095354918,-0.0010611770953599046,-0.0007956159859392724,-0.0007955534969615137,-2875.792354595085,-2875.792354626215,-872.4920359034876,-872.4920359348466,0.0003953394722437075,0.0003953394736374294
-100,-0.0006038514466360282,-0.0004869029933045302,-1617.7007959872406,-533.9587528445958,0.0004950244928712301,-100,20960065447.624531,0.011869750358854854,20960065447.612659,1765838776212.196,2.5177570454629002e+17,4.954356466909098e-09,2.770570972643327e-08,2.2747371986042708e-08,3.3550761995015943e-12,4.438073172852164e-15,0.011883974082856085,5.2032501727389269e-09,3.6188326059389362e-08,5.5410868369598978e-08,-100,-0.0006038514466315901,-0.0006038514466360282,-0.0004869079476609971,-0.0004869029933045302,-1617.7007959595348,-1617.7007959872406,-533.9587528673432,-533.9587528445958,0.0004950244895161539,0.0004950244928712301
-90,-0.0003410156130630164,-0.0002952306680763058,-902.4840794859474,-323.7194987742953,0.0006148685275835265,-90,17751234707.904148,0.011023647924910474,17751234707.893124,1610286796967.7388,4.6220708688707328e+17,4.2760814586634884e-08,8.270853868452832e-08,1.254713879461633e-07,2.17456760064072e-12,1.3250197380271223e-14,0.01102938577590945,-4.4190618386785729e-08,1.5624422816021584e-07,2.5094318696936924e-07,-90,-0.0003410156130497662,-0.0003410156130630164,-0.0002951879072617192,-0.0002952306680763058,-902.4840794032389,-902.4840794859474,-323.7194988997667,-323.7194987742953,0.0006148685297580941,0.0006148685275835265
-80,-0.00019158642402717697,-0.00017786932869471046,-500.4407819037173,-195.0400271844864,0.0007595018577972942,-80,15103198982.663044,0.010287873864574618,15103198982.652756,1468058335616.8052,3.0819716700239334e+17,1.9044423946564448e-08,2.453299430271727e-08,4.3579831299211946e-08,2.2727710555572878e-12,3.930558135911699e-15,0.010290195408939775,-1.9466678199964171e-08,5.3514109410621089e-08,8.7159640264780711e-08,-80,-0.0001915864240232464,-0.00019158642402717697,-0.0001778502842707639,-0.00017786932869471046,-500.4407818791843,-500.4407819037173,-195.04002722806624,-195.0400271844864,0.0007595018600700653,0.0007595018577972942
-70,-0.00010724073762787672,-0.00010676804896308385,-276.14668113996714,-117.1262380827616,0.0009346269307297077,-70,12924112266.250319,0.0096550643037492407,12924112266.240664,1338583758704.9158,4.0526451127878226e+18,4.6442334401141814e-08,1.2104726465622662e-07,7.461289897037204e-08,8.051409257185671e-12,1.9393070049139594e-14,0.009656008957941652,4.7124191422318051e-08,1.4958748431264998e-07,2.4211067021882729e-07,-70,-0.00010724073760848365,-0.00010724073762787672,-0.00010681449129748499,-0.00010676804896308385,-276.1466810189199,-276.14668113996714,-117.1262381573745,-117.1262380827616,0.000934626938781117,0.0009346269307297077
-60,-5.984119620972311e-05,-6.414418149005752e-05,-151.60905470735483,-70.32467146379717,0.0011472000985093059,-60,11139576025.682123,0.0091188858716549689,11139576025.673004,1221593973481.8091,3.5640972060935859e+17,2.131598396138681e-08,4.026361466458184e-08,1.8947716284856142e-08,1.1621389614524524e-13,6.4502507610315896e-15,0.0091192753456172358,-2.1523760178679407e-08,4.934111663233795e-08,8.0527463359149278e-08,-60,-5.984119621617336e-05,-5.984119620972311e-05,-6.412286550609613e-05,-6.414418149005752e-05,-151.60905474761844,-151.60905470735483,-70.32467144484946,-70.32467146379717,0.001147200098393092,0.0011472000985093059
