voltage,current,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.034714585603938794,-151.27498354737833,-108044.6678344038,-111.08325335037455,-27.079589458555347,-150,1895709289.5089176,149.37612952975678,1895709140.1327879,12690844.885837525,3.4172120361486844e+19,2.383728769927984e-10,2.0372681319713593e-10,4.703792910731863e-12,9.876544027065393e-13,6.938893903907228e-18,4597009.4425555328,-4.6566128730773926e-10,3.2423499696245208e-10,4.879723292106064e-10,-150,-0.03471458560393879,-0.034714585603938794,-151.27498354713995,-151.27498354737833,-108044.667834404,-108044.6678344038,-111.08325335036984,-111.08325335037455,-27.07958945855436,-27.079589458555347
-140,-0.021149878238933943,-92.59411362564717,-65826.98422287473,-67.48607473562039,-15.86101034942476,-140,1763752843.4012241,98.61327400381353,1763752744.78795,17885552.033623964,4.8918314320845177e+19,1.390958459523972e-10,1.6007106751203537e-10,7.531752999057062e-13,1.0835776720341528e-13,1.0408340855860843e-17,3026416.1241131816,4.6566128730773926e-10,2.1347133160844652e-10,3.248459279348026e-10,-140,-0.021149878238933953,-0.021149878238933943,-92.59411362550807,-92.59411362564717,-65826.98422287489,-65826.98422287473,-67.48607473561964,-67.48607473562039,-15.861010349424868,-15.86101034942476
-130,-0.012665902284415446,-55.87951595127929,-39421.75146795993,-40.161419630181584,-9.158548316238921,-130,1652691024.0708988,65.303805861859473,1652690958.7670929,25307729.040584888,3.4402712952098943e+19,3.2081004519568523e-11,4.3655745685100555e-11,1.0373923942097463e-12,6.519229600598919e-13,3.469446951953614e-18,1994967.4313879902,-2.3283064365386963e-10,4.8764698594598407e-11,7.5274897426425014e-11,-130,-0.012665902284415442,-0.012665902284415446,-55.87951595131137,-55.87951595127929,-39421.75146795989,-39421.75146795993,-40.16141963018262,-40.161419630181584,-9.158548316238269,-9.158548316238921
-120,-0.007442079631260783,-33.2519595981282,-23163.125521718302,-23.267978264467473,-5.212704975163433,-120,1564210247.3284028,43.466203226139214,1564210203.8621995,35986815.760980375,1.7410413142908938e+20,1.8926016309706029e-10,1.8553691916167736e-10,1.4459544672718039e-12,4.192202140984591e-13,0.0,1317752.2232292825,2.3283064365386963e-10,2.6759831702334729e-10,3.8034642102502403e-10,-120,-0.007442079631260783,-0.007442079631260783,-33.25195959831746,-33.2519595981282,-23163.125521718117,-23163.125521718302,-23.267978264466027,-23.267978264467473,-5.212704975163014,-5.212704975163433
-110,-0.004284858823521939,-19.546978561747306,-13336.552226070145,-12.976705292790223,-2.927386562778338,-110,1501070807.9482925,29.170720969237305,1501070778.7775714,51458131.923831545,2.6985182151255042e+20,1.0956568985420745e-11,5.4569682106375694e-12,3.197442310920451e-13,3.552713678800501e-15,2.6020852139652106e-18,873233.2050982574,0.0,1.4694412885283847e-11,2.4414248400717042e-11,-110,-0.0042848588235219415,-0.004284858823521939,-19.546978561758262,-19.546978561747306,-13336.55222607014,-13336.552226070145,-12.976705292790543,-12.976705292790223,-2.9273865627783344,-2.927386562778338
-100,-0.0024163111440498805,-11.40046614533167,-7520.914988077006,-6.793039934610945,-1.6245995047738688,-100,1467445489.3903475,19.835764705355352,1467445469.5545828,73979779.009687468,4.9022790656458378e+20,2.360778239562933e-12,2.7284841053187847e-12,2.042810365310288e-13,6.870060076380469e-13,2.168404344971009e-18,581482.18629994453,1.1641532182693481e-10,5.6724948406588939e-12,9.6402885674251593e-12,-100,-0.0024163111440498783,-0.0024163111440498805,-11.40046614532931,-11.40046614533167,-7520.914988077003,-7520.914988077006,-6.79303993461115,-6.793039934610945,-1.6245995047731818,-1.6245995047738688
-90,-0.001335032347188877,-6.6465927131238915,-4155.676598088163,-3.1106464133348712,-0.8891921458853176,-90,1469381099.005363,13.765579092969167,1469381085.239784,106743137.2905958,9.9180562784668631e+19,2.5002222514558525e-11,2.637534635141492e-11,9.161560399206792e-13,1.0369483049998962e-13,0.0,389868.32956758846,5.8207660913467407e-11,3.5716033174183866e-11,5.2651216719823424e-11,-90,-0.001335032347188877,-0.001335032347188877,-6.646592713148894,-6.6465927131238915,-4155.676598088136,-4155.676598088163,-3.1106464133357874,-3.1106464133348712,-0.8891921458854213,-0.8891921458853176
-80,-0.0007234358130151868,-3.9159830199752608,-2252.381245821744,-0.9136398496886793,-0.46910255193461126,-80,1515426037.4494085,9.8464912727160385,1515426027.6029172,153905182.61551213,1.328216064246484e+21,5.862377250309692e-11,5.866240826435387e-11,6.3860028376439e-13,2.304822999121825e-13,1.0842021724855044e-19,263656.00984058576,-8.7311491370201111e-11,8.2617309105244592e-11,1.1828138468672478e-10,-80,-0.0007234358130151869,-0.0007234358130151868,-3.915983019916637,-3.9159830199752608,-2252.3812458218026,-2252.381245821744,-0.9136398496893179,-0.9136398496886793,-0.4691025519343808,-0.46910255193461126
-70,-0.00038499819318860975,-2.36326941145842,-1199.3656347237534,0.42516514298799457,-0.2090620380799919,-70,1617482254.901819,7.3473328186464251,1617482247.5544863,220145499.71071032,1.5624342256432031e+20,3.950439975142217e-11,3.9335645851679146e-11,5.964118088286341e-13,7.857603456784545e-14,1.6263032587282567e-19,179871.76467469355,2.9103830456733704e-11,5.5912673639895984e-11,7.9939166397480221e-11,-70,-0.0003849981931886096,-0.00038499819318860975,-2.3632694114979245,-2.36326941145842,-1199.365634723714,-1199.3656347237534,0.425165142988591,0.42516514298799457,-0.20906203807991333,-0.2090620380799919
-60,-0.0002014079293857398,-1.480850944646737,-628.4117171017549,1.281794210236964,-0.002158653001743005,-60,1791960570.6818464,5.788312250998727,1791960564.8935342,309582567.93638903,3.2999767273263759e+20,1.0454304089080324e-11,1.0913936421275139e-11,6.195044477408373e-14,4.7628567756419216e-14,1.8973538018496328e-19,123397.07647138057,-2.9103830456733704e-11,1.5119153587622768e-11,2.1848300946203381e-11,-60,-0.00020140792938574,-0.0002014079293857398,-1.4808509446362828,-1.480850944646737,-628.4117171017658,-628.4117171017549,1.281794210236902,1.281794210236964,-0.0021586530017906336,-0.002158653001743005
-50,-0.00010348548210830281,-0.9725626338135755,-324.27309087683744,1.8734919740623837,0.25584362883932954,-50,2061346236.789077,4.8548632112650605,2061346231.9342139,424594091.96246743,1.1106142812891998e+21,2.4585999902626554e-11,2.4783730623312294e-11,1.1546319456101628e-13,1.5287771049088406e-13,4.0657581468206416e-20,84551.15529559362,-2.9103830456733704e-11,3.4910541148873014e-11,4.9634962806521798e-11,-50,-0.00010348548210830277,-0.00010348548210830281,-0.9725626337889896,-0.9725626338135755,-324.2730908768622,-324.27309087683744,1.8734919740624991,1.8734919740623837,0.2558436288394824,0.25584362883932954
-40,-5.188603046866136e-05,-0.6700542386248787,-164.68700612946068,2.3176967980832215,0.7319634189916542,-40,2456319380.3420358,4.3410442331521413,2456319376.0009913,565836063.49443722,1.5029969800951706e+21,6.6883165672493305e-12,6.508571459562518e-12,3.68594044175552e-14,2.5479618415147343e-13,1.6263032587282567e-19,57455.790798868067,7.2759576141834259e-12,9.3939246716740367e-12,1.3502088336281304e-11,-40,-5.1886030468661195e-05,-5.188603046866136e-05,-0.6700542386181904,-0.6700542386248787,-164.6870061294672,-164.68700612946068,2.3176967980831846,2.3176967980832215,0.731963418991909,0.7319634189916542
-30,-2.4714597995650933e-05,-0.4794026599106226,-81.99571002239415,2.6648854899526535,1.7823528855153654,-30,3018626043.0850596,4.1123558210787197,3018626038.9727039,734038146.118698,4.7503955290908881e+21,1.5328849300999536e-12,1.3926637620897964e-12,1.7319479184152442e-14,4.53859172466764e-13,2.676624113323589e-19,38611.002676043536,0.0,2.1053353473362875e-12,3.3045788327967784e-12,-30,-2.4714597995650665e-05,-2.4714597995650933e-05,-0.4794026599090897,-0.4794026599106226,-81.99571002239554,-81.99571002239415,2.664885489952671,2.6648854899526535,1.7823528855158193,1.7823528855153654
-20,-9.851456907673855e-06,-0.3485074022493017,-39.6097203185432,2.909740459698794,4.200745756930019,-20,3804964654.4251761,4.0813161839847591,3804964650.3438601,932288625.26162589,3.913655872113928e+21,5.26367838205033e-12,6.16751094639767e-12,7.105427357601002e-15,1.092459456231154e-12,2.371692252312041e-19,25714.158609708466,-7.2759576141834259e-12,8.162254305786857e-12,1.2572443086611429e-11,-20,-9.851456907673618e-06,-9.851456907673855e-06,-0.34850740224403803,-0.3485074022493017,-39.609720318549364,-39.6097203185432,2.909740459698801,2.909740459698794,4.200745756931111,4.200745756930019
-10,-3.380858591883455e-07,-0.24857728690525793,-18.16165948692115,2.988642943837214,9.57759634610943,-10,4892246295.966547,4.1914206325995078,4892246291.7751265,1167204803.5256221,3.6339742379647917e+21,3.967381978497997e-12,8.135714324453147e-13,1.3322676295501878e-14,3.225864020350855e-12,5.432128169860235e-19,17042.45801665078,-3.637978807091713e-12,5.1478220876059193e-12,8.1256668060802895e-12,-10,-3.380858591888887e-07,-3.380858591883455e-07,-0.24857728690129055,-0.24857728690525793,-18.161659486921963,-18.16165948692115,2.988642943837201,2.988642943837214,9.577596346106205,9.57759634610943
0,8.15370652262288e-06,-0.16561298493326645,-7.615506228248528,2.796828324439075,20.288542079434137,0,6384713656.8823586,4.4066101252488821,6384713652.4757481,1448894609.5547209,4.383998788029725e+21,1.126793103267687e-12,1.9233503678606212e-11,1.4654943925052066e-14,1.7930545936906128e-11,2.82061971435682e-18,11283.73123181275,-3.637978807091713e-12,2.6173968087506589e-11,3.8449299299969653e-11,0,8.1537065226257e-06,8.15370652262288e-06,-0.16561298493213966,-0.16561298493326645,-7.615506228267762,-7.615506228248528,2.7968283244390895,2.796828324439075,20.288542079452068,20.288542079434137
10,1.801637976076195e-05,-0.09774373263151825,-2.7981248981985596,2.290200596345826,37.891044109468794,10,8423574799.8412151,4.7043603365153084,8423574795.1368551,1790588772.3900132,1.6212692039711195e+21,7.67197416706722e-12,1.6262546864709293e-12,1.1546319456101628e-14,9.251266419596504e-12,1.463672932855431e-18,7486.4447456798098,1.0913936421275139e-11,1.2179633454730365e-11,1.8616233554702433e-11,10,1.8016379760763412e-05,1.801637976076195e-05,-0.09774373263919023,-0.09774373263151825,-2.798124898200186,-2.7981248981985596,2.2902005963458145,2.290200596345826,37.891044109478045,37.891044109468794
20,2.9319691964494067e-05,-0.04980868916113637,-0.8863583014993013,1.6164378907828647,60.55291961734258,20,11200039532.50617,5.0711504046168452,11200039527.43502,2208579639.5053673,1.7220162673680001e+21,7.024889003837131e-11,3.1421754087546105e-11,5.240252676230739e-14,3.877431709042867e-11,6.179952383167375e-18,4992.4802420029873,9.5496943686157465e-11,8.6171233937692956e-11,1.4049748864319866e-10,20,2.9319691964500247e-05,2.9319691964494067e-05,-0.04980868923138526,-0.04980868916113637,-0.8863583014678795,-0.8863583014993013,1.6164378907828123,1.6164378907828647,60.552919617381356,60.55291961734258
