voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-1.2726432531230206e-07,-0.39720451096224113,-150,15539892.374871632,0.0064027980283356337,15539892.368468834,2427047098.1748471,21534635971140884.0,1.340092037338536e-09,4.2936550082573713e-16,22.822304202724997,-1.1970224811364005e-10,1.8952328842341658e-09,2.6803439681619889e-09,-150,-1.2726432531229176e-07,-1.2726432531230206e-07,-1.2726432488293656e-07,-0.39720451096220905,-0.39720451096224113,-0.3972045096221491
-140,-1.1188176495550944e-07,-0.3491940229572704,-140,13651168.88043675,0.0066694345868889629,13651168.873767316,2046825514.6055043,17403148405126982.0,1.0980506504054688e-09,3.5181542580964926e-16,18.20931744230634,-2.6860894619673559e-09,1.552881877954299e-09,2.1961177869385036e-09,-140,-1.1188176495550851e-07,-1.1188176495550944e-07,-1.1188176530732394e-07,-0.34919402295726754,-0.3491940229572704,-0.3491940240553182
-130,-9.796685107566843e-08,-0.3057642043560188,-130,11992085.596040599,0.0069471748932167076,11992085.589093424,1726181617.7608819,25071939222022956.0,4.093701155838403e-09,1.3116218499704645e-15,14.548103231110208,-3.0954270258121142e-09,5.7892816430887747e-09,8.1873401001781714e-09,-130,-9.796685107564935e-08,-9.796685107566843e-08,-9.79668523872712e-08,-0.3057642043559593,-0.3057642043560188,-0.30576420844966046
-120,-8.528792296445941e-08,-0.26619201923988584,-120,10534746.735316684,0.0072364813490814264,10534746.728080204,1455783028.6751072,18820913627633288.0,1.0136115280445779e-09,3.247611272998979e-16,11.642552588750103,-1.3139496157776875e-09,1.4333382595641999e-09,2.0271975709919198e-09,-120,-8.528792296450783e-08,-8.528792296445941e-08,-8.52879226397467e-08,-0.26619201924003694,-0.26619201923988584,-0.2661920182264254
-110,-7.36200445580836e-08,-0.22977541996904996,-110,9254652.6002424061,0.0075378356123918357,9254652.5927045699,1227759940.1382813,13130522653151596.0,3.1313549808675845e-09,1.0032861341208158e-15,9.3386776163332996,4.8405515151728196e-09,4.4283232634771549e-09,6.2627190620665718e-09,-110,-7.362004455804383e-08,-7.36200445580836e-08,-7.362004355479747e-08,-0.2297754199689258,-0.22977541996904996,-0.22977541683769498
-100,-6.275030809850394e-08,-0.19584990043228448,-100,8130288.3387314631,0.007851739399101056,8130288.3308797237,1035476080.581877,20676775182366632.0,4.301147521479365e-09,1.3780876650736724e-15,7.5171490791202942,3.9997769540889294e-09,6.0827072258281363e-09,8.6023401858701859e-09,-100,-6.275030809847411e-08,-6.275030809850394e-08,-6.275030672041628e-08,-0.19584990043219136,-0.19584990043228448,-0.19584989613113696
-90,-5.2496708472483524e-08,-0.16384740472061027,-90,7142763.1542441631,0.0081787153184989213,7142763.1460654475,873335588.30301833,2.6492535902900688e+17,1.4464308917272461e-09,4.634364614518655e-16,6.0888134073641966,-2.6743369740955814e-09,2.0453568539517961e-09,2.8926965028141965e-09,-90,-5.249670847245704e-08,-5.2496708472483524e-08,-5.24967089358935e-08,-0.1638474047205276,-0.16384740472061027,-0.1638474061669585
-80,-4.274768295049991e-08,-0.13341973455212208,-80,6275493.9726320766,0.0085193077432889966,6275493.9641127689,736620176.39585066,14091154907916714.0,6.745909386651761e-10,2.1613893901554162e-16,4.9938952146812552,8.3608830969694736e-10,9.5387509728198264e-10,1.3493034411535078e-09,-80,-4.2747682950397256e-08,-4.274768295049991e-08,-4.274768273436097e-08,-0.13341973455180167,-0.13341973455212208,-0.13341973387753114
-70,-3.351986492299732e-08,-0.10461880437889301,-70,5513928.341043029,0.0088740837158988624,5513928.3321689451,621351850.80170488,28067932203788232.0,1.0061360078417181e-10,3.2236591664840976e-17,4.205843787249365,1.0683187667837046e-10,1.4179880782932064e-10,2.0090654835654972e-10,-70,-3.351986492304869e-08,-3.351986492299732e-08,-3.35198648908121e-08,-0.10461880437905335,-0.10461880437889301,-0.10461880427843975
-60,-2.500335827968535e-08,-0.07803794719002918,-60,4845302.0219249604,0.009243633892532575,4845302.0126813268,524177188.13368565,1.4896371885274406e+17,5.187685836460787e-10,1.6621345391072367e-16,3.7381444321202046,1.1542578004508641e-09,7.3361618966142172e-10,1.037690706686999e-09,-60,-2.500335827972509e-08,-2.500335827968535e-08,-2.5003358113511637e-08,-0.07803794719015322,-0.07803794719002918,-0.07803794667138464
