voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,-1.2726432530760476e-07,-0.3972045109475804,-150,15539892.374871632,0.0064027980283356337,15539892.368468834,2427047098.1748471,21534635971140884.0,3.8191064755110915e-09,1.2236417156443526e-15,22.240826140959605,1.020513502341626e-09,2.9343429617723643e-09,4.9622734199933983e-09,-150,-1.2726432594291624e-07,-1.2726432530760476e-07,-1.2726432471927452e-07,-0.39720451293045017,-0.3972045109475804,-0.3972045091113437
-140,-1.1188176496734568e-07,-0.3491940229942125,-140,13651168.88043675,0.0066694345868889629,13651168.873767316,2046825514.6055043,17403148405126982.0,4.781639584283681e-09,1.5320373193703502e-15,17.680367357268445,1.1092951149035157e-09,4.3910347170632799e-09,7.3713841808920753e-09,-140,-1.1188176395917894e-07,-1.1188176496734568e-07,-1.1188176549121626e-07,-0.34919401984762466,-0.3491940229942125,-0.34919402462926424
-130,-9.796685110243047e-08,-0.30576420443954583,-130,11992085.596040599,0.0069471748932167076,11992085.589093424,1726181617.7608819,25071939222022956.0,2.885608918479221e-09,9.245490880129388e-16,14.064309910836643,6.7640554010552398e-10,3.6933559096023411e-09,5.771217907415278e-09,-130,-9.796685017788138e-08,-9.796685110243047e-08,-9.796685108122331e-08,-0.3057642015539369,-0.30576420443954583,-0.30576420437335616
-120,-8.52879229816672e-08,-0.26619201929359304,-120,10534746.735316684,0.0072364813490814264,10534746.728080204,1455783028.6751072,18820913627633288.0,1.9985517130116648e-09,6.403359705285861e-16,11.19787400171453,7.9154714941702248e-10,1.4913951074019404e-09,2.4112419414534916e-09,-120,-8.52879226074846e-08,-8.52879229816672e-08,-8.528792324782057e-08,-0.26619201812573223,-0.26619201929359304,-0.26619202012428395
-110,-7.362004454628693e-08,-0.22977541993223138,-110,9254652.6002424061,0.0075378356123918357,9254652.5927045699,1227759940.1382813,13130522653151596.0,8.099684256634987e-10,2.5951388820532353e-16,8.9279755525783422,9.9669254196757703e-10,1.8000257215048332e-09,3.2645408882882647e-09,-110,-7.36200445632737e-08,-7.362004454628693e-08,-7.362004430375981e-08,-0.22977541998524875,-0.22977541993223138,-0.22977541917528033
-100,-6.27503080899292e-08,-0.19584990040552186,-100,8130288.3387314631,0.007851739399101056,8130288.3308797237,1035476080.581877,20676775182366632.0,1.6183399065283766e-10,5.1851611557094627e-17,7.1357541317806268,5.5602081858170159e-10,3.5175197998945575e-10,6.2167199541574375e-10,-100,-6.275030814178082e-08,-6.27503080899292e-08,-6.275030809964855e-08,-0.19584990056735585,-0.19584990040552186,-0.1958499004358569
-90,-5.249670847244327e-08,-0.16384740472048462,-90,7142763.1542441631,0.0081787153184989213,7142763.1460654475,873335588.30301833,2.6492535902900688e+17,8.22871742967024e-10,2.6364810381963906e-16,5.7319103353512162,3.8123099920894436e-11,1.0401943449008241e-09,1.5486303973667838e-09,-90,-5.249670845688574e-08,-5.249670847244327e-08,-5.249670872053385e-08,-0.16384740467192804,-0.16384740472048462,-0.16384740549479979
-80,-4.2747682942987134e-08,-0.13341973452867395,-80,6275493.9726320766,0.0085193077432889966,6275493.9641127689,736620176.39585066,14091154907916714.0,3.573530638067979e-10,1.1449591840475654e-16,4.6553796644008916,6.2967105095036547e-10,6.1710632344791285e-10,1.1243933242020196e-09,-80,-4.2747682878925304e-08,-4.2747682942987134e-08,-4.274768299342122e-08,-0.13341973432873067,-0.13341973452867395,-0.13341973468608373
-70,-3.351986493125684e-08,-0.1046188044046718,-70,5513928.341043029,0.0088740837158988624,5513928.3321689451,621351850.80170488,28067932203788232.0,3.8065389729169397e-10,1.2196150798317833e-16,3.8759515403901998,2.777245506795632e-10,5.7292547259604451e-10,9.6232270403005132e-10,-70,-3.3519864809295335e-08,-3.351986493125684e-08,-3.351986486504891e-08,-0.10461880402401791,-0.1046188044046718,-0.10461880419803031
-60,-2.5003358279606817e-08,-0.07803794718978407,-60,4845302.0219249604,0.009243633892532575,4845302.0126813268,524177188.13368565,1.4896371885274406e+17,1.1167770874731531e-10,3.578154035438598e-17,3.3987852451469984,4.5976075337390785e-11,2.6333788318533617e-10,4.5001882340495641e-10,-60,-2.5003358254285743e-08,-2.5003358279606817e-08,-2.5003358243825277e-08,-0.07803794711075451,-0.07803794718978407,-0.07803794707810636
-50,-1.7531358298389254e-08,-0.05471709830957945,-50,4258427.3654849492,0.0096285735265370029,4258427.3558563758,442269808.06122881,2.537547748554809e+17,5.083982540510235e-10,1.6289080173899616e-16,3.2595098760524484,2.3714848976403105e-11,4.6747659893884688e-10,7.5879167042167746e-10,-50,-1.753135817999137e-08,-1.7531358298389254e-08,-1.753135834288217e-08,-0.054717097940047976,-0.05471709830957945,-0.05471709844844623
-40,-1.1435212025322954e-08,-0.035690424548448674,-40,3743509.1093151351,0.010029543492719253,3743509.0992855914,373248205.36773789,86430151888124304.0,3.2023873830500094e-10,1.0260449068706364e-16,3.4959407102719227,6.1184644960222592e-11,2.3189153680677075e-10,3.8438016400983883e-10,-40,-1.1435211963745212e-08,-1.1435212025322954e-08,-1.1435212066349703e-08,-0.035690424356258466,-0.035690424548448674,-0.035690424676497204
