voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2
-150,1.6584427561201766e-10,0.0005176163408614784,-150,251528.10269889704,1.384327187140912e-08,251528.10269888319,18169700417311.371,66815100205094008.0,1.8482100290311e-11,5.921664926704963e-18,0.32793792195888832,5.3238629781853138e-12,1.9364534238313389e-11,3.1648980528334314e-11,-150,1.6584427390902628e-10,1.6584427561201766e-10,1.658442798306912e-10,0.0005176163355462743,0.0005176163408614784,0.0005176163540283746
-140,1.8954957278333083e-10,0.0005916029113087729,-140,287480.40375147405,1.2112031884257553e-08,287480.40375146194,23735109558712.668,1.2729760627835347e+17,1.8562739236352432e-11,5.947501654644115e-18,0.37451122435685252,3.1937652535112748e-12,2.197495896624726e-11,3.3936922716470974e-11,-140,1.895495738049322e-10,1.8954957278333083e-10,1.8954956785743055e-10,0.0005916029144972916,0.0005916029113087729,0.0005916028959345523
-130,2.1664300639351526e-10,0.000676164189742557,-130,328571.56782794808,1.0597300820787733e-08,328571.56782793748,31005212873019.516,49018676831789728.0,3.5334646992200847e-11,1.1321220895391967e-17,0.42769925295430089,9.479455277980279e-12,5.085909575200282e-11,8.0133687337634318e-11,-130,2.1664300336111446e-10,2.1664300639351526e-10,2.1664299507229436e-10,0.000676164180278135,0.000676164189742557,0.00067616415440791
-120,2.476089085036371e-10,0.0007728118242934991,-120,375536.12104184204,9.2720020686398882e-09,375536.12104183278,40502161050200.187,2.1626012170763936e+17,5.802840684094451e-11,1.859230153771133e-17,0.48844133905232734,2.4557845433729978e-12,7.8635165131027458e-11,1.1360482379037945e-10,-120,2.4760890771802023e-10,2.476089085036371e-10,2.4760892631032177e-10,0.0007728118218415114,0.0007728118242934991,0.0007728118798699182
-110,2.83000821747926e-10,0.0008832734761171224,-110,429213.57941857976,8.1124452173918708e-09,429213.57941857167,52908040414055.43,2.2991337061709482e+17,5.358800957231541e-11,1.716959829190898e-17,0.55781025277993823,2.6401233359733693e-12,7.5830679337171053e-11,1.0981081549708144e-10,-110,2.8300082090374015e-10,2.83000821747926e-10,2.830008045783277e-10,0.0008832734734823351,0.0008832734761171224,0.0008832734225291128
-100,3.2345139742118936e-10,0.0010095237123008407,-100,490563.4556848362,7.0979025800452807e-09,490563.4556848291,69113861475639.844,2.6027953290570465e+18,6.986264258074248e-11,2.23839907076566e-17,0.63703114365469016,2.6654477028300258e-13,9.8436815030667374e-11,1.3946774703003928e-10,-100,3.2345139750370647e-10,3.2345139742118936e-10,3.2345137511971576e-10,0.0010095237125583847,0.0010095237123008407,0.0010095236426957421
-90,3.696837065887854e-10,0.0011538193089537623,-90,560682.41106186714,6.2102386747470137e-09,560682.41106186097,90283552762923.016,2.1526884198960259e+17,2.0043619108206512e-11,6.421975555931829e-18,0.72750317397214925,3.6834158360726701e-12,2.3433815734244753e-11,3.6408356798162123e-11,-90,3.696837054100746e-10,3.696837065887854e-10,3.6968371183205016e-10,0.0011538193052748895,0.0011538193089537623,0.0011538193253185086
-80,4.225241666492276e-10,0.001318739596283482,-80,640823.85866012971,5.4335860435375973e-09,640823.85866012424,117937556068020.62,5.0792459569800666e+17,7.778967400784431e-11,2.4923811555373108e-17,0.83082422720841076,1.7842447325586752e-12,1.0751456754169196e-10,1.5380358401803629e-10,-80,4.225241660802724e-10,4.225241666492276e-10,4.2252419100408395e-10,0.0013187395945077167,0.001318739596283482,0.0013187396722973907
-70,4.829173147594934e-10,0.001507232567913525,-70,732420.3688961463,4.7540616132163838e-09,732420.36889614153,154062027059136.84,1.6024924320463493e+18,4.481679784229531e-12,1.4359302256885916e-18,0.94881912822166004,6.4636736581577802e-13,6.3709717433130316e-12,9.6102084623517214e-12,-70,4.829173149667448e-10,4.829173147594934e-10,4.829173161954236e-10,0.001507232568560377,0.001507232567913525,0.0015072325723952049
-60,5.519426922967964e-10,0.0017226675789537964,-60,837109.27744020126,4.1595185281252791e-09,837109.27744019707,201251484223461.72,1.3689638682442826e+18,9.276257995245729e-11,2.9721130665778697e-17,1.0835718702451165,8.647790597490128e-13,1.3118899086737636e-10,1.8639760416584716e-10,-60,5.519426920172611e-10,5.519426922967964e-10,5.519426625756657e-10,0.0017226675780813393,0.0017226675789537964,0.0017226674861912164
