voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,3.9563095930939656e-08,0.00036926935320330534,0.1232956897021114,-150,1344677.1558706069,0.27669873545714196,1344676.8791718713,4859715.5807345016,1.6658154603406822e+18,3.045307062077285e-15,4.912736883966318e-15,1.0918784085699965e-21,-6.3349979973186851e-14,-8722.0765141267002,6.0619092156603981e-15,9.8254737679326354e-15,-150,3.956309593094075e-08,3.9563095930939656e-08,0.00036926935320026003,0.00036926935320330534,0.12329568970211631,0.1232956897021114
-140,4.627377314175867e-08,0.0004474266156242468,0.14420129649792657,-140,1488922.5408361994,0.24867141767726916,1488922.2921647818,5987509.7618518965,4.2466929685582566e+18,3.962758940434519e-15,1.3655743202889425e-14,3.738856368739685e-21,4.5556044669406034e-15,-7487.9776405664352,1.7144163198848703e-14,2.7228219678931964e-14,-140,4.627377314175493e-08,4.627377314175867e-08,0.00044742661562820955,0.0004474266156242468,0.1442012964979129,0.14420129649792657
-130,5.064406383800001e-08,0.0005129179053222077,0.15780865914346878,-130,1664568.5355628775,0.22937075005477747,1664568.3061921275,7257109.004375455,6.4377470920453685e+19,2.874762060345315e-15,1.6653345369377348e-16,4.036641389258775e-22,-1.1842800582496984e-14,-6500.7433730485463,4.0060440637354402e-15,5.773159728050814e-15,-130,5.0644063838000416e-08,5.064406383800001e-08,0.0005129179053250825,0.0005129179053222077,0.15780865914346862,0.15780865914346878
-120,5.359685994627556e-08,0.0005728387176883731,0.16699466661579865,-120,1874753.6059634783,0.21629498195012908,1874753.3896684963,8667577.9024579432,1.0822036799641836e+19,7.834444898380255e-16,2.7755575615628914e-16,3.970466940254533e-23,7.8372997486176743e-16,-5683.8247050872105,9.9456403486014147e-16,1.609823385706477e-15,-120,5.359685994627552e-08,5.359685994627556e-08,0.0005728387176875897,0.0005728387176883731,0.16699466661579893,0.16699466661579865
-110,5.569932277037589e-08,0.0006321039726631394,0.1735270278213335,-110,2123732.6670123707,0.2076621266400277,2123732.4593502441,10226865.636860972,1.0501226719378698e+19,2.4320823133194835e-15,2.6922908347160046e-15,4.698385879301197e-22,-4.925633874340594e-15,-4989.5891890194025,3.6252649476277587e-15,5.3845816694320092e-15,-110,5.569932277037636e-08,5.569932277037589e-08,0.0006321039726607074,0.0006321039726631394,0.1735270278213362,0.1735270278213335
-100,5.7292500438510454e-08,0.0006939864666020423,0.1784685512064944,-100,2416961.9947959073,0.20220291542560839,2416961.7925929921,11953151.069600286,6.3581675325318646e+18,1.4914285084710599e-15,3.913536161803677e-15,1.0124690697649059e-21,1.0033256284934814e-14,-4388.4028867984953,4.850559820537442e-15,7.8548278992229825e-15,-100,5.7292500438511466e-08,5.7292500438510454e-08,0.0006939864666005509,0.0006939864666020423,0.17846855120649832,0.1784685512064944
-90,5.8580133705508246e-08,0.0007606711477049777,0.18245403928728438,-90,2761231.0418828642,0.19901331058702471,2761230.8428695537,13874604.837928319,1.6822950735816968e+19,2.15561075933568e-15,5.051514762044462e-15,1.2705494208814505e-21,2.2270213668507125e-14,-3861.4595092460668,6.2373516213694357e-15,1.0130785099704553e-14,-90,5.8580133705506975e-08,5.8580133705508246e-08,0.0007606711477071333,0.0007606711477049777,0.18245403928727932,0.18245403928728438
-80,5.968437960955681e-08,0.0008336823861759546,0.18586399404273227,-80,3164843.2785127247,0.1974494444849399,3164843.0810632803,16028625.893420113,5.6702187238689145e+19,3.065039541616521e-16,7.771561172376096e-16,2.9116757561866574e-22,1.4281783036822024e-14,-3396.3329760813813,1.4491494096054559e-15,2.2759572004815709e-15,-80,5.96843796095571e-08,5.968437960955681e-08,0.0008336823861762611,0.0008336823861759546,0.18586399404273304,0.18586399404273227
-70,6.067917394379408e-08,0.000914171964298216,0.18892860048412455,-70,3637850.2733463598,0.19705278050233588,3637850.0762935793,18461298.866590906,8.5675634070098289e+18,2.5171921838595956e-15,2.3314683517128287e-15,3.441071348220595e-22,-9.0679362627714863e-15,-2984.3257162234495,3.4369876209980083e-15,4.9404924595819466e-15,-70,6.067917394379373e-08,6.067917394379408e-08,0.0009141719643007332,0.000914171964298216,0.18892860048412222,0.18892860048412455
-60,6.16098069410752e-08,0.00100309937262133,0.19178873414975425,-60,4192345.3431521058,0.1974968022112942,4192345.1456553037,21227408.728708819,1.9206210661553709e+19,1.9376861226660935e-15,9.159339953157541e-16,6.088049308390284e-22,5.4319468253053586e-15,-2618.9310591638123,3.523646572157263e-15,5.6343818499726694e-15,-60,6.16098069410758e-08,6.16098069410752e-08,0.0010030993726232677,0.00100309937262133,0.19178873414975517,0.19178873414975425
