voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.0011666121426544404,-7282.2234956710145,0.00019148581781920637,-150,9171071980.0396328,0.077442896949789397,9171071979.9621906,118423668809.62312,6.0897087888954323e+21,2.3283064365386963e-09,6.657563226836888e-13,3.727487069005164e-16,16004.623573960438,2.151175071369832e-12,3.2927226072216778e-09,4.6572786460696847e-09,-150,-0.0011666121426540676,-0.0011666121426544404,-7282.223495668686,-7282.2234956710145,0.00019148581715345005,0.00019148581781920637
-140,-0.0007010865155333115,-4376.320789444755,0.0002338818294391476,-140,8298358500.8716803,0.063481987834872827,8298358500.808198,130719890537.4086,1.0720313159261945e+22,8.85647750692442e-08,7.722580712930804e-13,1.4188303310014305e-14,19749.192330181948,1.1059278492900677e-12,1.2524886294560851e-07,1.7712941290104478e-07,-140,-0.0007010865155191232,-0.0007010865155333115,-4376.32078935619,-4376.320789444755,0.00023388183021140566,0.0002338818294391476
-130,-0.0004206626379115836,-2625.859734322333,0.0002856643387800714,-130,7508701201.1137962,0.052068833792147294,7508701201.0617275,144207209078.03802,7.6010224828326242e+21,6.88778527546674e-08,1.240637800825617e-12,1.103381708916773e-14,24421.508915458486,1.4117110258512087e-12,9.7407671970529695e-08,1.3775649140845836e-07,-130,-0.00042066263792261743,-0.0004206626379115836,-2625.859734391211,-2625.859734322333,0.0002856643400207092,0.0002856643387800714
-120,-0.00025197632913044875,-1572.8866474513873,0.00034891155883569336,-120,6794197681.931076,0.042745384875576366,6794197681.8883305,158945759915.54843,8.3224435719468046e+22,2.258707354485523e-08,1.7067727439701308e-12,3.617928439475504e-15,30275.335693185527,1.1670178712268924e-13,3.1941981136812007e-08,4.5174489614330238e-08,-120,-0.0002519763291340667,-0.00025197632913044875,-1572.8866474739743,-1572.8866474513873,0.0003489115605424661,0.00034891155883569336
-110,-0.00015067040473781473,-940.515238951709,0.0004261618259274458,-110,6147697876.3498154,0.035137458343288512,6147697876.3146782,174961370748.20798,4.6988785206940213e+21,7.650203315279214e-08,1.0860925331833415e-12,1.2255252151635587e-14,37644.247141729429,1.8710206994830822e-12,1.0818956973236193e-07,1.5300424291431192e-07,-110,-0.00015067040472555948,-0.00015067040473781473,-940.5152388752069,-940.515238951709,0.00042616182484135325,0.0004261618259274458
-100,-8.994486261995178e-05,-561.4546154376056,0.000520515457672354,-100,5562732526.083395,0.028939721390301112,5562732526.0544558,192217901860.92444,1.1614184655827053e+23,1.5573050404782407e-08,3.648916021767312e-13,2.4949118292150185e-15,46970.788159112104,6.8528516194968274e-14,2.2023860260507879e-08,3.114680675875281e-08,-100,-8.994486262244669e-05,-8.994486261995178e-05,-561.4546154531787,-561.4546154376056,0.0005205154573074624,0.000520515457672354
-90,-5.3621642139586425e-05,-334.71813880670595,0.0006357592005657442,-90,5033448480.3342657,0.023903437070960341,5033448480.3103619,210574256136.96661,2.2569766632816999e+21,1.0599757160889567e-07,1.863526694068085e-15,1.6980801530522283e-14,58847.620563827972,3.1928210075800532e-12,1.4990328373664746e-07,2.1199525876772207e-07,-90,-5.3621642122605624e-05,-5.3621642139586425e-05,-334.7181387007084,-334.71813880670595,0.0006357592005638807,0.0006357592005657442
-80,-3.194520435201597e-05,-199.4098199028964,0.0007765181898656132,-80,4554550170.8392162,0.019826481611937403,4554550170.8193893,229720545479.78647,1.8123246939885643e+21,9.563876801621518e-08,8.831685383015042e-13,1.5321613064649825e-14,74075.927050229482,3.6006145981424554e-12,1.3525434622292548e-07,1.9127941396079873e-07,-80,-3.1945204336694354e-05,-3.194520435201597e-05,-199.40981980725763,-199.4098199028964,0.0007765181907487817,0.0007765181898656132
-70,-1.9040663003266387e-05,-118.8574711857446,0.0009484416039325528,-70,4121246679.6417918,0.016545232475500174,4121246679.6252465,249089681015.02628,6.5578443187522293e+20,2.4765643047430785e-07,2.3458933146730532e-11,3.968207395164437e-14,93748.696445551817,9.0126361235174488e-12,3.5025564404383844e-07,4.9535973936989941e-07,-70,-1.904066304294846e-05,-1.9040663003266387e-05,-118.85747143340103,-118.8574711857446,0.0009484415804736196,0.0009484416039325528
-60,-1.1375916541731081e-05,-71.01303185064508,0.0011584292829528008,-60,3729203872.5413017,0.013928001612556251,3729203872.5273738,267748667488.62106,2.2634135097242622e+22,6.7737204290097e-08,2.3794594116235968e-11,1.0859126708191898e-14,119369.88081200799,2.3657291403633464e-13,9.5811688711328691e-08,1.3552197793489928e-07,-60,-1.1375916552590208e-05,-1.1375916541731081e-05,-71.01303191838228,-71.01303185064508,0.0011584292591582067,0.0011584292829528008
