voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.07875439847950068,-0.011601614497293557,-163866.81835989337,-150,400691025682.75256,1.6479743563141505,400691025681.10461,243141541703.92294,1.6640532140416616e+22,8.936167777973125e-13,5.820766091346741e-11,2.7755575615628914e-17,-1.0557732466054404e-10,-1.6620419303467162,1.2366165775844832e-10,1.7577285633951778e-10,-150,-0.07875439847950065,-0.07875439847950068,-0.01160161449639994,-0.011601614497293557,-163866.8183598933,-163866.81835989337
-140,-0.075792960239559,-0.011071016339745896,-157704.85834129952,-140,261070535244.99939,1.6257459981247748,261070535243.37366,160585070205.39035,2.1833849765518264e+22,6.299752386418334e-13,5.820766091346741e-11,2.7755575615628914e-17,-7.5058403936623108e-11,-1.6395065651472422,3.1886006153505562e-11,4.274486146982337e-11,-140,-0.07579296023955898,-0.075792960239559,-0.01107101633911592,-0.011071016339745896,-157704.85834129946,-157704.85834129952
-130,-0.07294334603516897,-0.01055577273238309,-151775.57420321388,-130,170100701050.19376,1.6085817861260403,170100701048.58517,105745758479.49178,4.7105818090971465e+22,3.005512505538377e-13,8.731149137020111e-11,4.163336342344337e-17,-3.6140868076017796e-11,-1.622070555269272,6.5810049693881283e-11,8.9212288598150558e-11,-130,-0.07294334603516893,-0.07294334603516897,-0.010555772732082538,-0.01055577273238309,-151775.5742032138,-151775.57420321388
-120,-0.07020131604445981,-0.010055709820100775,-146070.14401099808,-120,110829238047.37999,1.5967392140069729,110829238045.78325,69409730202.126801,1.5296754963068148e+22,1.7654454287363563e-13,2.9103830456733704e-11,1.3877787807814457e-17,-2.1445956122079224e-11,-1.6099925748780093,6.6124652332984991e-11,8.9757867804962643e-11,-120,-0.07020131604445982,-0.07020131604445981,-0.01005570981992423,-0.010055709820100775,-146070.1440109981,-146070.14401099808
-110,-0.0675627811059439,-0.009570785536757224,-140580.05931382513,-110,72210872326.792313,1.5905136166528187,72210872325.201797,45400977125.08593,6.912315059437308e+21,9.120863786460376e-13,2.9103830456733704e-11,0.0,-1.1202705429980142e-10,-1.6035693603784902,1.4185896421295332e-10,2.0002624556703097e-10,-110,-0.0675627811059439,-0.0675627811059439,-0.009570785535845137,-0.009570785536757224,-140580.05931382516,-140580.05931382513
-100,-0.06502379615634028,-0.009101084274013198,-135297.11149055176,-100,47049047472.957184,1.5902417866238365,47049047471.366943,29586096824.209785,2.9697544491575783e+21,3.096828349313796e-14,2.0372681319713593e-10,9.71445146547012e-17,-3.8504754940049679e-12,-1.6031393465214849,2.0100260199387924e-10,2.8420877283552581e-10,-100,-0.06502379615634038,-0.06502379615634028,-0.00910108427398223,-0.009101084274013198,-135297.11149055196,-135297.11149055176
-90,-0.06258055383129528,-0.008646804984195148,-130213.37843454182,-90,30654841811.091221,1.5963059891289273,30654841809.494915,19203612603.006622,2.902115483391716e+21,4.7932144364715157e-14,8.731149137020111e-11,4.163336342344337e-17,-6.0338400942328008e-12,-1.6090867031260614,1.575103354465053e-10,2.2256215273519508e-10,-90,-0.06258055383129524,-0.06258055383129528,-0.008646804984147216,-0.008646804984195148,-130213.37843454174,-130213.37843454182
-80,-0.06022937800948453,-0.00820824212861461,-125321.21112068949,-80,19973184943.506516,1.609138417193519,19973184941.897377,12412347334.508074,6.8464824359189755e+20,2.338407245616736e-14,1.1641532182693481e-10,6.245004513516506e-17,2.9836133563776457e-12,-1.621845814254484,1.3539138725264075e-10,1.8556395482705046e-10,-80,-0.060229378009484594,-0.06022937800948453,-0.008208242128637994,-0.00820824212861461,-125321.21112068961,-125321.21112068949
-70,-0.05796671690110547,-0.007785759521358793,-120613.21922444744,-70,13013543485.41445,1.6292261331648001,13013543483.785223,7987561223.3983841,5.6524904989033352e+20,4.399336797633602e-13,5.820766091346741e-11,2.7755575615628914e-17,-5.6964877259702007e-11,-1.6419062461910161,4.240606380516926e-11,6.0382827210547774e-11,-70,-0.05796671690110544,-0.05796671690110547,-0.007785759520918859,-0.007785759521358793,-120613.21922444738,-120613.21922444744
-60,-0.05578913501181571,-0.007379757746952538,-116082.25440096576,-60,8478983933.7853785,1.6571165476115164,8478983932.1282616,5116709471.0426702,1.5148921600033242e+21,2.7817418507547487e-13,4.3655745685100555e-11,2.0816681711721685e-17,3.6569636208128031e-11,-1.6698182555115777,7.6161847669368199e-11,1.076022066587301e-10,-60,-0.05578913501181573,-0.05578913501181571,-0.007379757747230712,-0.007379757746952538,-116082.2544009658,-116082.25440096576
