voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3225609142626602,-193425.43553497072,-910031.7087701558,-150,50830932.308720015,437091.23965534702,50393841.069064669,116.29364237270224,9.6149771843966195e+17,8.731149137020111e-11,5.820766091346741e-10,1.6653345369377348e-16,-1.6158073239506829e-11,-702509.49256220157,1.052979642707246e-09,1.5425030142068863e-09,-150,-0.32256091426266037,-0.3225609142626602,-193425.4355349708,-193425.43553497072,-910031.7087701564,-910031.7087701558
-140,-0.2661417000028998,-172988.25967949763,-744160.3645513242,-140,42578341.766386487,399649.3087426264,42178692.457643859,106.53926038392545,inf,5.820766091346741e-11,6.984919309616089e-10,2.220446049250313e-16,2.4960890337416401e-10,-629173.20489130658,9.3223162566119389e-10,1.3969838619232178e-09,-140,-0.26614170000289955,-0.2661417000028998,-172988.25967949769,-172988.25967949763,-744160.3645513235,-744160.3645513242
-130,-0.21956883613199363,-154282.40847025893,-608154.788686199,-130,35769381.827624545,366207.20243857335,35403174.625185974,97.675254854181645,1.4273614322374395e+18,2.6193447411060333e-10,2.3283064365386963e-10,2.7755575615628914e-17,6.7459420930798957e-10,-563421.72352836269,3.3437755462585654e-10,5.2386894822120667e-10,-130,-0.2195688361319936,-0.21956883613199363,-154282.4084702592,-154282.40847025893,-608154.7886861988,-608154.788686199
-120,-0.18106346552476588,-137120.66746109907,-496556.59986734646,-120,30152975.569956705,336430.22090301686,29816545.349053688,89.626239548345865,1.2503068463476941e+18,8.731149137020111e-11,4.0745362639427185e-10,1.3877787807814457e-16,-1.723799743029115e-10,-504555.10164564091,6.8192454717703994e-10,1.0186340659856796e-09,-120,-0.18106346552476602,-0.18106346552476588,-137120.66746109916,-137120.66746109907,-496556.5998673469,-496556.59986734646
-110,-0.14916305592985366,-121331.27617973773,-404886.9709296494,-110,25523475.43975126,310020.34609636012,25213455.093654901,82.328388317514126,1.1121736815978157e+18,1.0186340659856796e-10,1.7462298274040222e-10,8.326672684688674e-17,-1.6026923708811438e-10,-451946.098110158,4.0011151824343019e-10,6.1118043959140778e-10,-110,-0.14916305592985357,-0.14916305592985366,-121331.27617973763,-121331.27617973773,-404886.97092964925,-404886.9709296494
-100,-0.1226635323403119,-106756.20909123335,-329466.8777899386,-100,21712607.644027237,286713.25911487255,21425894.384912364,75.729346145544014,3.3643146640208934e+17,0.0,0.0,0.0,9.1660571675277239e-12,-405038.7993713211,2.9103830456733704e-11,2.9103830456733704e-11,-100,-0.1226635323403119,-0.1226635323403119,-106756.20909123335,-106756.20909123335,-329466.8777899386,-329466.8777899386
-90,-0.10057171587540739,-93249.59402531508,-267269.447292609,-90,18582894.121402547,266275.69479826093,18316618.426604286,69.788172500992061,9.4030836826750182e+17,7.275957614183426e-11,5.820766091346741e-11,0.0,3.9576582124653157e-11,-363350.01447662537,9.4307189260258183e-11,1.4551915228366852e-10,-90,-0.10057171587540739,-0.10057171587540739,-93249.59402531515,-93249.59402531508,-267269.44729260897,-267269.447292609
-80,-0.08206616801167992,-80676.25223867311,-215798.47816181177,-80,16022289.848135361,248503.10713354201,15773786.74100182,64.475209316096041,9.0696479157842688e+17,4.3655745685100555e-11,5.820766091346741e-11,2.7755575615628914e-17,3.5545486822529933e-11,-326473.72031312401,1.5672892352841165e-10,2.6193447411060333e-10,-80,-0.08206616801167994,-0.08206616801167992,-80676.25223867316,-80676.25223867311,-215798.47816181183,-215798.47816181177
-70,-0.06646487575051689,-68910.34550066057,-172988.25967949774,-70,13939821.804644622,233217.62208979434,13706604.182554828,59.771734570200955,6.1067181238774042e+17,0.0,2.9103830456733704e-11,1.3877787807814457e-17,-1.6596970217858353e-10,-294088.36719331879,6.6685253040571695e-11,1.0186340659856796e-10,-70,-0.0664648757505169,-0.06646487575051689,-68910.34550066057,-68910.34550066057,-172988.25967949777,-172988.25967949774
-60,-0.05319848734378624,-57834.11666198555,-137120.66746109913,-60,12262055.937322192,220266.25739507109,12041789.67992712,55.669243588812073,9.8363647517210266e+17,1.1641532182693481e-10,0.0,2.0816681711721685e-17,1.0851848449605937e-10,-265965.85481383651,1.776287625505022e-10,2.7648638933897018e-10,-60,-0.05319848734378626,-0.05319848734378624,-57834.11666198567,-57834.11666198555,-137120.66746109913,-137120.66746109913
-50,-0.04178803051130455,-47336.711101581706,-106756.20909123334,-50,10930251.503678007,209519.39143840355,10720732.112239603,52.168209484759714,2.5488302945198422e+17,5.820766091346741e-11,7.275957614183426e-11,2.7755575615628914e-17,6.420262552764885e-11,-241979.34485598843,1.1999816708318134e-10,2.0372681319713593e-10,-50,-0.04178803051130458,-0.04178803051130455,-47336.711101581765,-47336.711101581706,-106756.20909123341,-106756.20909123334
-40,-0.03182622459173021,-37313.06725630048,-80676.25223867313,-40,9898089.6106588524,200869.46597315092,9697220.1446857005,49.276228035483868,1.4980321833129165e+18,4.3655745685100555e-11,4.3655745685100555e-11,2.0816681711721685e-17,-8.2866206951859311e-11,-222105.0607150638,1.4257906835893972e-10,2.3283064365386963e-10,-40,-0.03182622459173023,-0.03182622459173021,-37313.06725630052,-37313.06725630048,-80676.25223867317,-80676.25223867313
