voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.044482344836878615,4.525532124349807e-06,-138833.78538577905,-150,1305695079443.2622,132385.04040032372,1305694947058.2219,9862859.6969485786,7.7869131629575346e+22,7.641705738702223e-11,8.731149137020111e-11,1.3877787807814457e-17,132385.00998686481,8.7311491370201111e-11,1.1683058980397879e-10,1.7738589763727219e-10,-150,-0.0444823448368786,-0.044482344836878615,4.52545570729242e-06,4.525532124349807e-06,-138833.78538577896,-138833.78538577905
-140,-0.04235078509985235,7.2275520800121895e-06,-132180.97721913297,-140,1198918188024.8501,130342.48842991692,1198918057682.3616,9198214.6609813217,inf,1.4855647897401127e-11,2.9103830456733704e-11,1.3877787807814457e-17,130342.45337034085,1.4551915228366852e-11,3.3607139920625866e-11,5.1815468582461222e-11,-140,-0.04235078509985234,-0.04235078509985235,7.227537224364292e-06,7.2275520800121895e-06,-132180.97721913294,-132180.97721913297
-130,-0.0401362392152241,1.1220481923548964e-05,-125269.1611018153,-130,1105922216451.3804,128333.52495399663,1105922088117.8555,8617562.8453112096,5.1432450150232914e+22,8.488098398589804e-11,7.275957614183426e-11,6.938893903907228e-18,128333.48472238485,8.7311491370201111e-11,1.4484963704156509e-10,2.1626656715456605e-10,-130,-0.04013623921522409,-0.0401362392152241,1.1220397042564978e-05,1.1220481923548964e-05,-125269.16110181523,-125269.1611018153
-120,-0.037822758295583014,1.7073310078295767e-05,-118048.55898351487,-120,1025871791765.9188,126358.21660767903,1025871665407.7023,8118758.0776885916,2.3559638645114942e+23,2.3418277293209538e-11,1.4551915228366852e-11,6.938893903907228e-18,126358.17069801409,4.3655745685100555e-11,4.3046686149859752e-11,5.9537548502408555e-11,-120,-0.03782275829558302,-0.037822758295583014,1.7073286660018474e-05,1.7073310078295767e-05,-118048.55898351486,-118048.55898351487
-110,-0.035397054925312366,2.5574857668658746e-05,-110477.69952999207,-110,958093832716.88684,124416.80346325398,958093708300.08337,7700678.7350862632,5.4347867976962201e+22,5.193514190346459e-11,4.3655745685100555e-11,6.938893903907228e-18,124416.75142692204,5.8207660913467407e-11,6.4382121894699945e-11,1.0554949275709546e-10,-110,-0.03539705492531236,-0.035397054925312366,2.5574805733516842e-05,2.5574857668658746e-05,-110477.69952999202,-110477.69952999207
-100,-0.03285010889068745,3.77987680991454e-05,-102528.42976511491,-100,902074160456.07947,122509.74824106804,902074037946.33118,7363284.7459699847,inf,2.091596505233084e-11,0.0,6.938893903907228e-18,122509.68973429392,2.9103830456733704e-11,3.036444427222784e-11,5.1983438387193104e-11,-100,-0.03285010889068746,-0.03285010889068745,3.7798747183180344e-05,3.77987680991454e-05,-102528.42976511491,-102528.42976511491
-90,-0.030178131513489026,5.5184896448304266e-05,-94188.92485121613,-90,857456392906.7688,120637.80019494015,857456272268.96863,7107692.5434747161,inf,6.086218235932996e-11,5.820766091346741e-11,1.0408340855860843e-17,120637.735033409,5.8207660913467407e-11,7.6221430926474928e-11,1.1864861870769516e-10,-90,-0.030178131513489016,-0.030178131513489026,5.5184835586121907e-05,5.5184896448304266e-05,-94188.92485121607,-94188.92485121613
-80,-0.027381556255792073,7.964745793755112e-05,-85460.53766713981,-80,824043202914.91748,118802.07803646427,824043084112.83948,6936269.2684718147,4.5336052440122702e+22,2.313872265449421e-11,4.3655745685100555e-11,1.0408340855860843e-17,118802.00625104822,2.9103830456733704e-11,3.7342856152295911e-11,5.5714627356096003e-11,-80,-0.027381556255792062,-0.027381556255792073,7.964743479882847e-05,7.964745793755112e-05,-85460.53766713977,-85460.53766713981
-70,-0.024459855427902775,0.00011375256667491007,-76341.62124259032,-70,801800059812.32996,117004.17756073536,801799942808.15234,6852747.2824303722,1.7543180047198323e+23,1.4684301734638194e-11,4.3655745685100555e-11,1.3877787807814457e-17,117004.09944477477,0.0,3.8426578653940453e-11,6.4133656718645682e-11,-70,-0.02445985542790279,-0.024459855427902775,0.0001137525813592118,0.00011375256667491007,-76341.62124259037,-76341.62124259032
-60,-0.021398889687971188,0.0001610688474937838,-66788.04529892141,-60,790861617042.52844,115246.31132035943,790861501796.21716,6862359.4801581707,1.7289497556979746e+23,5.574472787127534e-11,5.820766091346741e-11,6.938893903907228e-18,115246.22745677437,4.3655745685100555e-11,6.5538305272440722e-11,1.0330826472060295e-10,-60,-0.02139888968797118,-0.021398889687971188,0.00016106879174905594,0.0001610688474937838,-66788.04529892135,-66788.04529892141
