"{'distance': [0.357, 0.441, 0.473], 'solute_2': [17.1, -12.11, 17.59], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_1i': '498.0 nM', 'solute_2e': '215.0 uM', 'solute_1e': '317.0 mM', 'solute_2i': '75.0 nM'}"
voltage,current,solute_2,solute_1
-150,-0.07875439847950068,-0.011601614497293557,-163866.81835989337
-140,-0.075792960239559,-0.011071016339745896,-157704.85834129952
-130,-0.07294334603516897,-0.01055577273238309,-151775.57420321388
-120,-0.07020131604445981,-0.010055709820100775,-146070.14401099808
-110,-0.0675627811059439,-0.009570785536757224,-140580.05931382513
-100,-0.06502379615634028,-0.009101084274013198,-135297.11149055176
-90,-0.06258055383129528,-0.008646804984195148,-130213.37843454182
-80,-0.06022937800948453,-0.00820824212861461,-125321.21112068949
-70,-0.05796671690110547,-0.007785759521358793,-120613.21922444744
-60,-0.05578913501181571,-0.007379757746952538,-116082.25440096576
-50,-0.053693302888494325,-0.00699063635770601,-111721.38894880253
-40,-0.05167598287149042,-0.006618751800983011,-107523.88616420787
-30,-0.04973400789801571,-0.006264369646390358,-103483.1562367034
-20,-0.04786424818565019,-0.005927600835248966,-99592.68692643617
-10,-0.046063556007799704,-0.005608283526960827,-95845.92865680117
0,-0.04432866813749932,-0.0053056842100728755,-92236.09152639926
10,-0.04265601878017103,-0.005017616990017641,-88755.75607304266
20,-0.04104134379669695,-0.004737718372518058,-85396.04977059821
30,-0.039478753939455574,-0.004446907297792645,-82144.71868970439
40,-0.037958365148087016,-0.004086550890985655,-78981.19680418364
50,-0.036459834438187795,-0.003474177996389341,-75863.1559893838
60,-0.03493400281329624,-0.0020395784537986968,-72688.31009795015
70,-0.03324986276315665,0.001993734376624625,-69184.06933280356
80,-0.031043072090268704,0.014082671307723064,-64592.34052933944
90,-0.02731147681165046,0.05032522150883176,-56827.92550551793
100,-0.019554796466701024,0.15328639567028107,-40688.45221835785
"{'distance': [0.357, 0.441, 0.473], 'solute_2': [17.1, -12.11, 17.59], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_1i': '498.0 nM', 'solute_2e': '215.0 uM', 'solute_1e': '317.0 mM', 'solute_2i': '75.0 nM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,400691025682.75256,1.6479743563141505,400691025681.10461,243141541703.92294,1.6640532140416616e+22,8.936167777973125e-13,5.820766091346741e-11,2.7755575615628914e-17,-1.0557732466054404e-10,-1.6620419303467162,1.2366165775844832e-10,1.7577285633951778e-10
-140,261070535244.99939,1.6257459981247748,261070535243.37366,160585070205.39035,2.1833849765518264e+22,6.299752386418334e-13,5.820766091346741e-11,2.7755575615628914e-17,-7.5058403936623108e-11,-1.6395065651472422,3.1886006153505562e-11,4.274486146982337e-11
-130,170100701050.19376,1.6085817861260403,170100701048.58517,105745758479.49178,4.7105818090971465e+22,3.005512505538377e-13,8.731149137020111e-11,4.163336342344337e-17,-3.6140868076017796e-11,-1.622070555269272,6.5810049693881283e-11,8.9212288598150558e-11
-120,110829238047.37999,1.5967392140069729,110829238045.78325,69409730202.126801,1.5296754963068148e+22,1.7654454287363563e-13,2.9103830456733704e-11,1.3877787807814457e-17,-2.1445956122079224e-11,-1.6099925748780093,6.6124652332984991e-11,8.9757867804962643e-11
-110,72210872326.792313,1.5905136166528187,72210872325.201797,45400977125.08593,6.912315059437308e+21,9.120863786460376e-13,2.9103830456733704e-11,0.0,-1.1202705429980142e-10,-1.6035693603784902,1.4185896421295332e-10,2.0002624556703097e-10
-100,47049047472.957184,1.5902417866238365,47049047471.366943,29586096824.209785,2.9697544491575783e+21,3.096828349313796e-14,2.0372681319713593e-10,9.71445146547012e-17,-3.8504754940049679e-12,-1.6031393465214849,2.0100260199387924e-10,2.8420877283552581e-10
-90,30654841811.091221,1.5963059891289273,30654841809.494915,19203612603.006622,2.902115483391716e+21,4.7932144364715157e-14,8.731149137020111e-11,4.163336342344337e-17,-6.0338400942328008e-12,-1.6090867031260614,1.575103354465053e-10,2.2256215273519508e-10
-80,19973184943.506516,1.609138417193519,19973184941.897377,12412347334.508074,6.8464824359189755e+20,2.338407245616736e-14,1.1641532182693481e-10,6.245004513516506e-17,2.9836133563776457e-12,-1.621845814254484,1.3539138725264075e-10,1.8556395482705046e-10
-70,13013543485.41445,1.6292261331648001,13013543483.785223,7987561223.3983841,5.6524904989033352e+20,4.399336797633602e-13,5.820766091346741e-11,2.7755575615628914e-17,-5.6964877259702007e-11,-1.6419062461910161,4.240606380516926e-11,6.0382827210547774e-11
-60,8478983933.7853785,1.6571165476115164,8478983932.1282616,5116709471.0426702,1.5148921600033242e+21,2.7817418507547487e-13,4.3655745685100555e-11,2.0816681711721685e-17,3.6569636208128031e-11,-1.6698182555115777,7.6161847669368199e-11,1.076022066587301e-10
-50,5524488304.8193245,1.6934234921100968,5524488303.1259012,3262319396.5116868,5.4345580328308081e+20,2.60963126108571e-13,1.8917489796876907e-10,9.020562075079397e-17,-3.4851233010613214e-11,-1.7061988943177853,2.7885867550457598e-10,3.9440173869864648e-10
-40,3599484509.321362,1.7388339484190354,3599484507.5825281,2070056495.3853402,6.4742919643303104e+20,6.291737963959321e-13,4.3655745685100555e-11,2.7755575615628914e-17,-8.5405682526129567e-11,-1.7517387767805026,8.301044681255556e-11,1.1801627904095557e-10
-30,2345246904.1367483,1.7941155031903113,2345246902.3426328,1307188361.0427592,1.6239194390546701e+20,4.06811737074797e-13,0.0,0.0,-5.6147086979763117e-11,-1.8072095815039311,5.2250657954647547e-11,7.2903415943015304e-11
-20,1528047549.5254207,1.8601246047177447,1528047547.6652961,821475908.46866226,5.812412033793934e+20,7.111256028480284e-13,4.3655745685100555e-11,2.0816681711721685e-17,-9.9811048315245898e-11,-1.8734723832100029,3.0630812468348156e-11,3.9339033766627729e-11
-10,995600869.28395271,1.9378157063522576,995600867.34613705,513774796.03469145,2.9471833696127438e+20,1.281093287008872e-15,2.9103830456733704e-11,1.3877787807814457e-17,-1.829647544582258e-13,-1.9514869518696283,5.4621394970706308e-11,7.5327008519643357e-11
0,648685151.78236127,2.0282513902056962,648685149.75410986,319824827.88614017,4.5546841299407372e+19,3.4945657478857584e-13,8.731149137020111e-11,4.163336342344337e-17,-5.0720760924605202e-11,-2.0423222792023656,1.0835306571492783e-10,1.5182455292972463e-10
10,422652546.2581237,2.1326135747095409,422652544.1255101,198185246.15538397,1.7348175534831678e+20,9.962473554447904e-13,4.3655745685100555e-11,2.0816681711721685e-17,-1.4696155403726152e-10,-2.1471689496395965,4.0000131186674769e-11,5.7522422589051381e-11
20,275381940.55371785,2.252215920593637,275381938.30150193,122271553.99964181,7.3353207765259008e+18,1.0563078189917974e-13,2.6193447411060333e-10,1.249000902703301e-16,-1.5819789922488781e-11,-2.2673550519674905,3.8768661518691304e-10,5.4785688312353198e-10
30,179429750.12814513,2.388517562014759,179429747.73962757,75121804.83060497,1.2302559322944717e+19,9.029409164806879e-14,4.3655745685100555e-11,2.0816681711721685e-17,1.3693934874936531e-11,-2.4043706263632121,3.6265709318548765e-11,5.0831141379381606e-11
40,116915947.89789638,2.5431383030191186,116915945.35475807,45973098.576313421,7.288954113362749e+19,2.954355510231821e-13,1.4551915228366852e-11,6.938893903907228e-18,4.5076831156620756e-11,-2.5599157735058764,7.2133848608482975e-13,9.5349769746455593e-13
50,76192409.069222331,2.717875434403592,76192406.351346895,28033812.037431333,6.5890313400370289e+18,4.502388045724004e-13,7.275957614183426e-11,3.469446951953614e-17,-6.7897243383185923e-11,-2.7360187111704941,1.4223880373692485e-11,1.4666989844869249e-11
60,49672838.560958706,2.9147223424987727,49672835.64623636,17042048.169286169,8.3038772193120573e+18,3.095648737350132e-13,1.0186340659856796e-10,4.85722573273506e-17,-4.4019010658757907e-11,-2.9353655970059811,1.4583937221121642e-10,2.0443599937913781e-10
70,32420119.290282797,3.1358890996003006,32420116.154393699,10338413.847101625,4.2090091321308964e+18,2.3711848456953177e-13,1.0186340659856796e-10,4.85722573273506e-17,-2.8419488984354757e-11,-3.1622734071291743,1.6823156369028323e-10,2.3809903701432766e-10
80,21228270.661780659,3.2488120873400019,21228267.412968572,6534163.9008618444,1.3104849070304637e+19,1.2729227394370213e-12,3.637978807091713e-11,1.3877787807814457e-17,-1.0441958409046492e-10,-3.4255843358388254,8.4952408921410632e-11,1.2134462878954366e-10
90,14028763.768005578,3.6612449951035373,14028760.106760582,3831692.1666720789,1.5749982135111905e+18,1.395682180937996e-12,1.964508555829525e-10,9.367506770274758e-17,-6.0985883010289399e-11,-3.7469969775838665,2.3344247692771075e-10,3.3093883189394546e-10
100,9512110.852945324,3.9711551203165225,9512106.881790204,2395300.7537482339,2.0821136873147937e+18,7.873979246397766e-13,2.9103830456733704e-11,1.3877787807814457e-17,1.5591972157835698e-11,-4.1824156610052592,6.1126305276730191e-11,7.7641088003232994e-11
"{'distance': [0.357, 0.441, 0.473], 'solute_2': [17.1, -12.11, 17.59], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_1i': '498.0 nM', 'solute_2e': '215.0 uM', 'solute_1e': '317.0 mM', 'solute_2i': '75.0 nM'}"
voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.07875439847950065,-0.07875439847950068,-0.01160161449639994,-0.011601614497293557,-163866.8183598933,-163866.81835989337
-140,-0.07579296023955898,-0.075792960239559,-0.01107101633911592,-0.011071016339745896,-157704.85834129946,-157704.85834129952
-130,-0.07294334603516893,-0.07294334603516897,-0.010555772732082538,-0.01055577273238309,-151775.5742032138,-151775.57420321388
-120,-0.07020131604445982,-0.07020131604445981,-0.01005570981992423,-0.010055709820100775,-146070.1440109981,-146070.14401099808
-110,-0.0675627811059439,-0.0675627811059439,-0.009570785535845137,-0.009570785536757224,-140580.05931382516,-140580.05931382513
-100,-0.06502379615634038,-0.06502379615634028,-0.00910108427398223,-0.009101084274013198,-135297.11149055196,-135297.11149055176
-90,-0.06258055383129524,-0.06258055383129528,-0.008646804984147216,-0.008646804984195148,-130213.37843454174,-130213.37843454182
-80,-0.060229378009484594,-0.06022937800948453,-0.008208242128637994,-0.00820824212861461,-125321.21112068961,-125321.21112068949
-70,-0.05796671690110544,-0.05796671690110547,-0.007785759520918859,-0.007785759521358793,-120613.21922444738,-120613.21922444744
-60,-0.05578913501181573,-0.05578913501181571,-0.007379757747230712,-0.007379757746952538,-116082.2544009658,-116082.25440096576
-50,-0.053693302888494235,-0.053693302888494325,-0.006990636357445047,-0.00699063635770601,-111721.38894880234,-111721.38894880253
-40,-0.051675982871490445,-0.05167598287149042,-0.006618751800353837,-0.006618751800983011,-107523.88616420791,-107523.88616420787
-30,-0.04973400789801571,-0.04973400789801571,-0.006264369645983546,-0.006264369646390358,-103483.1562367034,-103483.1562367034
-20,-0.04786424818565021,-0.04786424818565019,-0.005927600834537841,-0.005927600835248966,-99592.68692643622,-99592.68692643617
-10,-0.04606355600779969,-0.046063556007799704,-0.005608283526959546,-0.005608283526960827,-95845.92865680114,-95845.92865680117
0,-0.04432866813749928,-0.04432866813749932,-0.005305684209723419,-0.0053056842100728755,-92236.09152639918,-92236.09152639926
10,-0.04265601878017101,-0.04265601878017103,-0.005017616989021393,-0.005017616990017641,-88755.75607304262,-88755.75607304266
20,-0.04104134379669708,-0.04104134379669695,-0.004737718372412427,-0.004737718372518058,-85396.04977059847,-85396.04977059821
30,-0.039478753939455595,-0.039478753939455574,-0.004446907297882939,-0.004446907297792645,-82144.71868970443,-82144.71868970439
40,-0.03795836514808701,-0.037958365148087016,-0.00408655089128109,-0.004086550890985655,-78981.19680418362,-78981.19680418364
50,-0.03645983443818776,-0.036459834438187795,-0.003474177995939102,-0.003474177996389341,-75863.15598938373,-75863.1559893838
60,-0.03493400281329619,-0.03493400281329624,-0.002039578453489132,-0.0020395784537986968,-72688.31009795005,-72688.31009795015
70,-0.0332498627631566,-0.03324986276315665,0.0019937343768617437,0.001993734376624625,-69184.06933280345,-69184.06933280356
80,-0.031043072090268718,-0.031043072090268704,0.014082671308995987,0.014082671307723064,-64592.340529339475,-64592.34052933944
90,-0.027311476811650554,-0.02731147681165046,0.05032522151022744,0.05032522150883176,-56827.92550551813,-56827.92550551793
100,-0.01955479646670101,-0.019554796466701024,0.15328639566949367,0.15328639567028107,-40688.45221835782,-40688.45221835785
"{'distance': [0.357, 0.441, 0.473], 'solute_2': [17.1, -12.11, 17.59], 'solute_1': [8.0, -10.0, 8.0]}","{'solute_1i': '498.0 nM', 'solute_2e': '215.0 uM', 'solute_1e': '317.0 mM', 'solute_2i': '75.0 nM'}"
voltage,current,solute_2,solute_1
-150,-0.078754398480475,-0.011601614480479177,-163866.81836192068
-140,-0.07579296024003972,-0.011071016331450016,-157704.85834229976
-130,-0.07294334603505001,-0.010555772734436064,-151775.57420296635
-120,-0.07020131604420961,-0.010055709824418425,-146070.14401047747
-110,-0.06756278110634201,-0.009570785529886501,-140580.05931465354
-100,-0.06502379615686624,-0.009101084264936707,-135297.11149164615
-90,-0.06258055383163258,-0.008646804978373992,-130213.37843524368
-80,-0.06022937801036824,-0.008208242113363986,-125321.21112252826
-70,-0.05796671690045745,-0.007785759532541804,-120613.21922309909
-60,-0.05578913501165367,-0.007379757749749151,-116082.25440062858
-50,-0.0536933028882414,-0.006990636362070929,-111721.38894827625
-40,-0.05167598287137522,-0.006618751802971334,-107523.88616396816
-30,-0.049734007898351466,-0.006264369640595502,-103483.15623740203
-20,-0.04786424818572332,-0.005927600833986733,-99592.68692658833
-10,-0.046063556007734645,-0.005608283528083889,-95845.9286566658
0,-0.04432866813725462,-0.005305684214296905,-92236.09152589011
10,-0.042656018780151454,-0.005017616990355606,-88755.75607300193
20,-0.04104134379725334,-0.00473771836290883,-85396.04977175592
30,-0.03947875393964939,-0.004446907294443317,-82144.71869010766
40,-0.037958365148063215,-0.00408655089139731,-78981.19680413412
50,-0.0364598344380684,-0.0034741779984605163,-75863.15598913535
60,-0.03493400281335781,-0.0020395784527239757,-72688.31009807825
70,-0.03324986276309356,0.0019937343755033303,-69184.06933267228
80,-0.031043072090268558,0.014082671307720118,-64592.34052933913
90,-0.02731147681171283,0.050325221510191954,-56827.925505647705
100,-0.019554796466680225,0.15328639566955993,-40688.452218314575
