voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.0011666121426440563162615730433994241253660359850610559641061880832084180032866602,-7282.223495606193453100172668102940784732130582833693374715003215707324121284861,0.00019148581715345002962197366990710046417259930108945900126197349447912864247798076,-150,9171071980.0396351701450284299367316824346773419936420206803171147172737439921339,0.077442896949789401718388762195173235029623817147684570447093267350114077604944416,9171071979.9621922731952390282183429202395041069640182035326325442701804766420198,118423668809.62315280870227576809122188420147800606765505408397347014887292068762,18342143960.079270340290056859873463364869354683987284041360634229434547487984268,0.0,9.0597013574637308959245558253101725847507480629729361758480775997023115000521371e-83,0.0,13067.655549516535172247047554524314229622612350594044103931452196640589414453214,-5.4838123062337810590818565901027699831057001191295147577156203544161430665858389e-78,3.9207679468653923122315159291329956075624026368222734217103834024058592790163235e-78,5.4838096073943337750914541551277406398051796415840037375108099537658737678970005e-78,-150,-0.0011666121426440563162615730433994241253660359850610559641061880832084180032866602,-0.0011666121426440563162615730433994241253660359850610559641061880832084180032866602,-7282.223495606193453100172668102940784732130582833693374715003215707324121284861,-7282.223495606193453100172668102940784732130582833693374715003215707324121284861,0.00019148581715345002962197366990710046417259930108945900126197349447912864247798067,0.00019148581715345002962197366990710046417259930108945900126197349447912864247798076
-140,-0.00070108651552846531006030595295302810161960119896424328948997910318378759981142888,-4376.3207894145052760740077841051174429058644050508466610109508063376452494213193,0.00023388183021140566165047015642985009170389667516992820723431082878173869615814076,-140,8298358500.8716796683348815550659006775732350047381649077959570012199904066477536,0.063481987834872824749628426014130693720970500317745335235264016138468729788948978,8298358500.8081976805000087303162722515591043110171944074782116659847263905092849,130719890537.40859441602457876423698369561855900472067583303374692428790501787402,16596717001.743359336669763110131801355146470009476329815591914002439980813295507,0.0,3.8606681921010216886042141301037667264562846859259671203898057953276895596813084e-84,0.0,16125.039993384900209395364668230239729066557648437782887678347787426642612522342,2.065106606347560438724275524833906356367654028209241682670764381374543661043836e-78,2.2970124935309592348820891819614302911228940041751591697630991834703772597766562e-78,2.5076746916560077643120109647274226756100161287451808681880975279487293956335463e-78,-140,-0.00070108651552846531006030595295302810161960119896424328948997910318378759981142888,-0.00070108651552846531006030595295302810161960119896424328948997910318378759981142888,-4376.3207894145052760740077841051174429058644050508466610109508063376452494213193,-4376.3207894145052760740077841051174429058644050508466610109508063376452494213193,0.00023388183021140566165047015642985009170389667516992820723431082878173869615814077,0.00023388183021140566165047015642985009170389667516992820723431082878173869615814076
-130,-0.00042066263793187758700454635384318331569562573779339007829700121699986397841190924,-2625.8597344490146747798514269744596016857715674764316215663081298001451928946872,0.00028566434002070916968796683706758130589199834806124018011721870900068447590974238,-130,7508701201.1137953478374052669212374201686703017044462923845956077397427334730905,0.052068833792147295647792721188100869430533445807285593792532619906407591856109811,7508701201.061726514045257971273444698980569432273912846577310013947210113566683,144207209078.03800142311194392993829657882206014831682929848307025828996995138423,15017402402.227590695674810533842474840337340603408892584769191215479485466946181,0.0,4.4783751028371851587808883909203694026892902356741218596521747225801198892303178e-83,0.0,19939.898316237650633218759325109080231354318985564008416696766847716309185223918,-1.3704901402161540011650757831429010061359743506329224136559049716256750902716494e-78,1.4743044044836512978610219126767176581794858442618370463849963556165005128365474e-78,1.5712799655524892054965103810105067939673378018451712898863017001788874858953999e-78,-130,-0.00042066263793187758700454635384318331569562573779339007829700121699986397841190924,-0.00042066263793187758700454635384318331569562573779339007829700121699986397841190924,-2625.8597344490146747798514269744596016857715674764316215663081298001451928946872,-2625.8597344490146747798514269744596016857715674764316215663081298001451928946872,0.00028566434002070916968796683706758130589199834806124018011721870900068447590974233,0.00028566434002070916968796683706758130589199834806124018011721870900068447590974238
-120,-0.00025197632914382688140411764181170837962971606109168694054986243948598305137953881,-1572.8866475348994503428981245838333446708461097614046846777048294648433824311799,0.00034891156054246605414209501550418292820622718727890106960198576106545028162251922,-120,6794197681.9310758017238036796889575698367350314140764426869041577168600751138604,0.042745384875576366372724975865875625966635314844730200057574192105627915709456151,6794197681.8883304168482273133162325939708594054474411278421739576592858830082325,158945759915.54842236336898040806387395478316276173235299404088086339312145843758,13588395363.862151603447607359377915139673470062828152885373808315433720150227721,0.0,0.0,0.0,24719.406701521808249821973803960539036046622427654581969998340257180289738709108,-6.2107574588670828878974066725075676517753933066627992952981740674695741865749376e-81,7.5552608175861270501841648565475209753489254473328467108044925047584244527538083e-79,1.0684769276640508008605889311388272225495623029201955794951017297340559743259596e-78,-120,-0.00025197632914382688140411764181170837962971606109168694054986243948598305137953881,-0.00025197632914382688140411764181170837962971606109168694054986243948598305137953881,-1572.8866475348994503428981245838333446708461097614046846777048294648433824311799,-1572.8866475348994503428981245838333446708461097614046846777048294648433824311799,0.00034891156054246605414209501550418292820622718727890106960198576106545028162251922,0.00034891156054246605414209501550418292820622718727890106960198576106545028162251922
-110,-0.00015067040472212479868143803748120484311318805877234885110256075673651077397517485,-940.51523885376707531718019401886019311671821879805979045791859373090953501456586,0.00042616182484135333099628242904198679143287098207772166401014338548886309717312295,-110,6147697876.3498149010310153315547464167347065857854923205772445645445951833596151,0.035137458343288518870578554270552883872078395760387528648166550342403410692338164,6147697876.3146774426877268126841678624641537019134139248168570358964286330172117,174961370748.20794029302128666683608702334191713826953235778962060328334811731968,12295395752.69962980206203066310949283346941317157098464115448912908919036671923,0.0,5.7652645002041923883156264342882916448413851309827775664487766543560164091240873e-83,0.0,30735.893654459591299653021126693814165527346361663355955993104431799038854404334,-2.3012976595707644745649014087007832584593132878405140616949918577748088702771818e-80,2.2041790876386549913664975913655886578920470196462520699838639490012185204078172e-80,2.3012945082521537001599360954515770566290552213829376702820530429468720992184796e-80,-110,-0.00015067040472212479868143803748120484311318805877234885110256075673651077397517485,-0.00015067040472212479868143803748120484311318805877234885110256075673651077397517485,-940.51523885376707531718019401886019311671821879805979045791859373090953501456586,-940.51523885376707531718019401886019311671821879805979045791859373090953501456586,0.00042616182484135333099628242904198679143287098207772166401014338548886309717312301,0.00042616182484135333099628242904198679143287098207772166401014338548886309717312295
-100,-0.00008994486262101524877542377838229661464228130836492906527814899219573797099185688,-561.45461544424328734158076554034340871119795637472239475462415047861697716828871,0.00052051545730746239987270061720061628888786912291683304516420276189492073205893752,-100,5562732526.0833955305731831389172122747358783734084729581499868987087959204472213,0.028939721390301111934974858855221443203641382179918159055469092735328554183885059,5562732526.0544558091828820269822374158806569302048315759700687396533268277118928,192217901860.92446089741130889675357868893619386277927750027102542867289383153562,11125465052.166791061146366277834424549471756746816945916299973797417591840894443,0.0,5.1475575894680289181389521734716889686083795812346228271864077271035860795750779e-84,0.0,38350.637502467454358008945822692944366481029593059931693534331262313012621695155,2.0813223356953744039669106561252826545505034673456884737529162839028679027202829e-79,4.3815607466572504295426164983880026690368367124257003076860449906075843412343572e-79,5.8366081436183629763073237907185212329967840395302257864277246148101155892966729e-79,-100,-0.00008994486262101524877542377838229661464228130836492906527814899219573797099185688,-0.00008994486262101524877542377838229661464228130836492906527814899219573797099185688,-561.45461544424328734158076554034340871119795637472239475462415047861697716828871,-561.45461544424328734158076554034340871119795637472239475462415047861697716828871,0.00052051545730746239987270061720061628888786912291683304516420276189492073205893753,0.00052051545730746239987270061720061628888786912291683304516420276189492073205893752
-90,-0.000053621642125010181448091654564652962028026999484849753140345056368646124403668471,-334.71813871571813249355953560252182437701590364850135180514431832577915114353821,0.00063575920056388071103423125402689678509822881547924975790450088711823216255688795,-90,5033448480.3342654698679266402483907887093116682185288700750082729665474916911511,0.023903437070960340696060312114898371826686123127067523961448494826865710146228104,5033448480.3103620327969662995523304765944132963918427469479407490050989968642854,210574256136.96660076830405732136962624610181072384210975217574862442877993539035,10066896960.668530939735853280496781577418623336437057740150016545933094983382302,5.3976053469340278908664699142502497319475002277726758656398146688553698769765169e-79,1.1324626696829663619905694781637715730938435078716170219810096999627889375065171e-83,1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-85,48047.444562412813221037794239147208603923708294600616908620723161580207893999951,-1.586107509664065504305789360439889393965904263171902387196091862800801867456167e-79,8.2742694916978401744035515755437748619107762691855533904237904166665941658479233e-79,1.1593639610221550337434964897267572515032919659097901963646743706044895169963123e-78,-90,-0.000053621642125010181448091654564652962028026999484849753140345056368646124403668472,-0.000053621642125010181448091654564652962028026999484849753140345056368646124403668471,-334.71813871571813249355953560252182437701590364850135180514431832577915114353822,-334.71813871571813249355953560252182437701590364850135180514431832577915114353821,0.00063575920056388071103423125402689678509822881547924975790450088711823216255688794,0.00063575920056388071103423125402689678509822881547924975790450088711823216255688795
-80,-0.000031945204340691067668337202882438406014796745621875130962644559360147170087262757,-199.40981983220590007814102184263157646146913987850234919127514760706460338926874,0.00077651819074878181898365058376130430808903917247703121305826443503041928649518482,-80,4554550170.839215678949400413121820060705881527575357698542450231992621025186709,0.019826481611937407640779947708894095838033806409856151450356528651486701170445297,4554550170.8193891973374630054810401129969874317373238921325940805422644965352223,229720545479.78638247619592637402974000719362580590185798442031772364232750350316,9109100341.6784313578988008262436401214117630551507153970849004639852420503734181,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,1.4413161250510480970789066085720729112103462827456943916121941635890041022810218e-83,6.4344469868350361476736902168396112107604744765432785339830096588794825994688474e-86,60480.304299632356928280133802637819202727154407066416524139121960761662384552964,-2.2123897687607586980323720400507296410497705662668082673426632966008623554525535e-79,2.681008963573322124804949031076257258455364875551240034599360186210340444308547e-79,3.0791258671004081861803555410587013956312125724218006063434720228918851449546188e-79,-80,-0.000031945204340691067668337202882438406014796745621875130962644559360147170087262757,-0.000031945204340691067668337202882438406014796745621875130962644559360147170087262757,-199.40981983220590007814102184263157646146913987850234919127514760706460338926874,-199.40981983220590007814102184263157646146913987850234919127514760706460338926874,0.00077651819074878181898365058376130430808903917247703121305826443503041928649518481,0.00077651819074878181898365058376130430808903917247703121305826443503041928649518482
-70,-0.000019040663008102630994799596735661321740562410113159957632688363637439629472848317,-118.85747121588649004284718219926648820364249084605509491710922352131111806358239,0.00094844158047361973776911474910885978916174560286082520402557012989812910924173728,-70,4121246679.641791648120849884643847000458933048243115354807945429897706630824437,0.016545232475500172065828000270652638348697411532662685580169876272873406747853404,4121246679.6252464156453497125780190001882804098944179432752827443175367545515636,249089681015.02629069532772252571528323499470440003687167549147042489809343783354,8242493359.2835832962416997692876940009178660964862307096158908597954132616488739,0.0,1.8531207322084904105300227824498080286990166492444642177871067817572909886470281e-83,0.0,76541.335412768584952598406001834875959317506238178864208996483075863883528053092,1.3295353033840031403624823437025809753542126300205654211002078240425350106923991e-80,2.9431814171421619840903393194466864527533136837560080310353137348920377254453821e-80,3.9442773329173253610059103104836597459518251004257122280229668682436866911743537e-80,-70,-0.000019040663008102630994799596735661321740562410113159957632688363637439629472848317,-0.000019040663008102630994799596735661321740562410113159957632688363637439629472848317,-118.85747121588649004284718219926648820364249084605509491710922352131111806358239,-118.85747121588649004284718219926648820364249084605509491710922352131111806358239,0.00094844158047361973776911474910885978916174560286082520402557012989812910924173727,0.00094844158047361973776911474910885978916174560286082520402557012989812910924173728
-60,-0.000011375916530643108678002718910651036437839224942659481310894906625805614655320321,-71.013031781384166931627988984966446696831712056985206769706195523457336118431577,0.0011584292591582069724315052330351905335404109781107798551225559009178951252331006,-60,3729203872.5413021698727354365788181648371917927697951217433877594243915913754328,0.013928001612556252121276688491849056188710323507893837418582984460923964809622247,3729203872.5273741682601791844575414763453427365810847982354939220058086069145089,267748667488.62108084118329451508513391134978590081293185307955049656502737857363,7458407745.0826043397454708731576363296743835855395902434867755188487831827508656,0.0,1.4413161250510480970789066085720729112103462827456943916121941635890041022810218e-83,0.0,97457.97667830675552198825656524166852101555345220925573634260880920074722131656,-9.6154284575992058804087632651130677059961033423257877846318551864155852134617628e-81,1.3680624903823930210543643914782496475418947467132772353232490397702668940638112e-79,1.9323574245424589291324883977803192775005944016308662229139708360800296121969848e-79,-60,-0.000011375916530643108678002718910651036437839224942659481310894906625805614655320321,-0.000011375916530643108678002718910651036437839224942659481310894906625805614655320321,-71.013031781384166931627988984966446696831712056985206769706195523457336118431577,-71.013031781384166931627988984966446696831712056985206769706195523457336118431577,0.0011584292591582069724315052330351905335404109781107798551225559009178951252331007,0.0011584292591582069724315052330351905335404109781107798551225559009178951252331006
