voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.0011666121426374741,-7282.223495565105,0.00019148581671654674,-150,9171071980.0396328,0.077442896949789397,9171071979.9621906,118423668809.62312,6.0897087888954323e+21,3.637978807091713e-12,4.369033075862089e-13,4.336808689942018e-19,13067.655549516543,1.8189894035458565e-12,4.0907816260143748e-12,5.8938687264031842e-12,-150,-0.0011666121426374746,-0.0011666121426374741,-7282.223495565108,-7282.223495565105,0.00019148581715345005,0.00019148581671654674
-140,-0.0007010865155355298,-4376.320789458605,0.0002338818308510876,-140,8298358500.8716803,0.063481987834872827,8298358500.808198,130719890537.4086,1.0720313159261945e+22,1.8189894035458565e-12,6.396819651668245e-13,0.0,16125.039993384898,1.8189894035458565e-12,2.1319233299922123e-12,3.3681668565321843e-12,-140,-0.0007010865155355298,-0.0007010865155355298,-4376.320789458603,-4376.320789458605,0.00023388183021140564,0.0002338818308510876
-130,-0.00042066263788517646,-2625.8597341574855,0.0002856643342400156,-130,7508701201.1137962,0.052068833792147294,7508701201.0617275,144207209078.03802,7.6010224828326242e+21,6.366462912410498e-12,5.780693632106981e-12,8.673617379884035e-19,19939.89831623765,3.637978807091713e-12,8.5993237619306622e-12,1.2147165218134859e-11,-130,-0.0004206626378851756,-0.00042066263788517646,-2625.859734157492,-2625.8597341574855,0.0002856643400207092,0.0002856643342400156
-120,-0.0002519763290808396,-1572.8866471416989,0.0003489115498569659,-120,6794197681.931076,0.042745384875576366,6794197681.8883305,158945759915.54843,8.3224435719468046e+22,1.0686562745831907e-11,1.0685500390333197e-11,1.7889335846010823e-18,24719.406701521806,1.0913936421275139e-11,1.5114041675260586e-11,2.1599437516339748e-11,-120,-0.00025197632908083783,-0.0002519763290808396,-1572.8866471417095,-1572.8866471416989,0.00034891156054246626,0.0003489115498569659
-110,-0.00015067040470104055,-940.5152387221452,0.0004261618199241715,-110,6147697876.3498154,0.035137458343288512,6147697876.3146782,174961370748.20798,4.6988785206940213e+21,5.002220859751105e-12,4.917181896033074e-12,7.589415207398531e-19,30735.893654459585,3.637978807091713e-12,7.1818565365678756e-12,1.0374152925596292e-11,-110,-0.0001506704047010398,-0.00015067040470104055,-940.5152387221502,-940.5152387221452,0.0004261618248413534,0.0004261618199241715
-100,-8.99448625787136e-05,-561.4546151801608,0.0005205154436961727,-100,5562732526.083395,0.028939721390301112,5562732526.0544558,192217901860.92444,1.1614184655827053e+23,1.375610736431554e-11,1.3611289938035565e-11,2.168404344971009e-18,38350.637502467456,7.2759576141834259e-12,1.9191322192223385e-11,2.7253713175134919e-11,-100,-8.994486257871143e-05,-8.99448625787136e-05,-561.4546151801745,-561.4546151801608,0.0005205154573074627,0.0005205154436961727
-90,-5.3621642134467846e-05,-334.7181387747632,0.0006357592047802445,-90,5033448480.3342657,0.023903437070960341,5033448480.3103619,210574256136.96661,2.2569766632816999e+21,4.263256414560601e-12,4.216363803238865e-12,6.708500942254059e-19,48047.444562412828,0.0,5.9558039841533165e-12,8.4227728958108372e-12,-90,-5.3621642134468517e-05,-5.3621642134467846e-05,-334.7181387747589,-334.7181387747632,0.0006357592005638807,0.0006357592047802445
-80,-3.1945204343330444e-05,-199.40981984868466,0.000776518192387065,-80,4554550170.8392162,0.019826481611937403,4554550170.8193893,229720545479.78647,1.8123246939885643e+21,1.6200374375330284e-12,1.6382831506331352e-12,2.574980159653073e-19,60480.304299632357,0.0,2.3040167829039473e-12,3.2583206965863809e-12,-80,-3.19452043433307e-05,-3.1945204343330444e-05,-199.40981984868304,-199.40981984868466,0.0007765181907487818,0.000776518192387065
-70,-1.9040662995765287e-05,-118.8574711388529,0.000948441569751558,-70,4121246679.6417918,0.016545232475500174,4121246679.6252465,249089681015.02628,6.5578443187522293e+20,1.0658141036401503e-11,1.0722061910203862e-11,1.7279472123987727e-18,76541.33541276856,0.0,1.5118183382961521e-11,2.1408628342323155e-11,-70,-1.904066299576356e-05,-1.9040662995765287e-05,-118.85747113886356,-118.8574711388529,0.0009484415804736199,0.000948441569751558
-60,-1.1375916518076087e-05,-71.01303170290757,0.0011584292437686848,-60,3729203872.5413017,0.013928001612556251,3729203872.5273738,267748667488.62106,2.2634135097242622e+22,1.5432988220709376e-11,1.5389522338773998e-11,2.456395547037471e-18,97457.97667830679,0.0,2.1784787685145028e-11,3.0836723799443355e-11,-60,-1.137591651807363e-05,-1.1375916518076087e-05,-71.013031702923,-71.01303170290757,0.0011584292591582071,0.0011584292437686848
