voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.04063178806233652,-253632.24910552936,0.6132607321218533,-150,485758364775.57715,781.2429524777051,485758363994.33417,621776315.85027266,1.8203777850888163e+22,5.820766091346741e-11,2.1521118220846347e-11,6.938893903907228e-18,956.83445101577433,3.7737282297906175e-11,1.3192358322383895e-10,1.9614443402815596e-10,-150,-0.04063178806233653,-0.04063178806233652,-253632.24910552942,-253632.24910552936,0.6132607321003322,0.6132607321218533
-140,-0.03689740756738596,-230321.70723787148,0.8110619291329151,-140,442946802500.17462,767.37851764893298,442946801732.79608,577220748.70855033,1.8354737278762271e+22,1.7462298274040222e-10,1.9418577856811226e-11,2.7755575615628914e-17,939.85792234153712,3.4128306320342036e-11,2.4771645168020282e-10,3.6866421027070828e-10,-140,-0.03689740756738593,-0.03689740756738596,-230321.7072378713,-230321.70723787148,0.8110619291523337,0.8110619291329151
-130,-0.033220109898413744,-207367.53816669504,1.0594000674251367,-130,407091395379.03882,757.57293575880976,407091394621.46588,537362643.4678303,1.0956730231548226e+23,5.820766091346741e-11,3.085087740828385e-12,6.938893903907228e-18,927.85307568204598,5.2543828831089514e-12,5.8289384073700597e-11,6.1293192743505642e-11,-130,-0.03322010989841374,-0.033220109898413744,-207367.53816669498,-207367.53816669504,1.0594000674220516,1.0594000674251367
-120,-0.02962260701731586,-184911.52104290057,1.364879880205324,-120,377363263978.20911,752.21012750649129,377363263225.99896,501672671.21108073,7.4722213909542767e+22,5.820766091346741e-11,3.9186431877169525e-12,6.938893903907228e-18,921.28997193181806,7.1420029812162609e-12,5.833935715561215e-11,6.212541592276466e-11,-120,-0.029622607017315852,-0.02962260701731586,-184911.5210429005,-184911.52104290057,1.3648798802014053,1.364879880205324
-110,-0.026131712604397332,-163121.03696804366,1.7323213686609398,-110,353047774280.09491,751.74962552860711,353047773528.34528,469634785.69323212,9.3248379705911274e+21,0.0,3.046918273241772e-11,3.469446951953614e-18,920.73117155459067,5.3542871349655423e-11,6.5700406992257291e-11,8.8677509779699903e-11,-110,-0.02613171260439733,-0.026131712604397332,-163121.03696804366,-163121.03696804366,1.732321368691409,1.7323213686609398
-100,-0.022776083957935678,-142174.97245383513,2.1637276448732408,-100,333529875048.8147,756.73842577644507,333529874292.07629,440746582.55473042,6.1383485545105305e+21,1.4551915228366852e-10,4.3935521887306095e-11,3.122502256758253e-17,926.84625475484404,7.6840817092588784e-11,2.5083217563098487e-10,3.9318237554653024e-10,-100,-0.02277608395793571,-0.022776083957935678,-142174.97245383527,-142174.97245383513,2.1637276448293052,2.1637276448732408
-90,-0.019583373809025143,-122245.93960065159,2.6573969989988964,-90,318281382671.98584,767.82480942941697,318281381904.16101,414523441.75816077,2.7251603174116163e+22,2.9103830456733704e-11,9.424017122228179e-12,6.938893903907228e-18,940.42877799772543,1.6516850836460101e-11,4.2224040820570822e-11,6.7631233946485736e-11,-90,-0.01958337380902515,-0.019583373809025143,-122245.93960065162,-122245.93960065159,2.6573969989894723,2.6573969989988964
-80,-0.016577184152277737,-103481.26080516321,3.207420158588617,-80,306849959083.98132,785.77445771359976,306849958298.20685,390506405.58721554,1.9007073515783127e+22,1.4551915228366852e-10,1.3062884107739592e-11,2.0816681711721685e-17,962.41606028137505,2.2830644268302255e-11,2.0620935455574324e-10,3.0410163276428648e-10,-80,-0.016577184152277716,-0.016577184152277737,-103481.26080516307,-103481.26080516321,3.2074201586016797,3.207420158588617
-70,-0.013774304657124616,-85985.73047246944,3.8037738139115227,-70,298849561874.86499,811.48923496398208,298849561063.37573,368272983.79149717,1.1560991242748776e+22,5.820766091346741e-11,2.0952573009935804e-11,1.214306433183765e-17,993.91224950504761,3.6556465576906716e-11,1.2524210456906309e-10,1.9557511166112818e-10,-70,-0.013774304657124628,-0.013774304657124616,-85985.7304724695,-85985.73047246944,3.80377381389057,3.8037738139115227
-60,-0.0111826797509513,-69808.92594136539,4.433113954036305,-60,293952174794.297,846.0290769322097,293952173948.26794,347449257.72551274,1.5457544980030225e+22,1.0186340659856796e-10,1.5228707184178347e-11,1.5612511283791264e-17,1036.21518884855,2.6893178152558484e-11,1.4631383121174483e-10,2.1895552038131427e-10,-60,-0.011182679750951285,-0.0111826797509513,-69808.92594136529,-69808.92594136539,4.433113954021076,4.433113954036305
-50,-0.008800385523528107,-54938.82255397251,5.080209851978326,-50,291880652148.13757,890.63749312530217,291880651257.50006,327721047.45322394,1.3800199905819046e+22,1.4551915228366852e-11,1.710098729290621e-11,1.734723475976807e-18,1090.8476903486319,2.9910609217558465e-11,3.3757035884587971e-11,4.6206594106479315e-11,-50,-0.008800385523528109,-0.008800385523528107,-54938.822553972524,-54938.82255397251,5.080209851995427,5.080209851978326
-40,-0.006615665659195303,-41302.019801344926,5.729793883608844,-40,292402532558.91248,946.77127552650495,292402531612.14117,308841786.94194722,1.6220469729516711e+22,4.3655745685100555e-11,1.4631851286139863e-11,9.540979117872439e-18,1159.593930765911,2.5493087429209837e-11,6.6702352497557747e-11,1.0194156629950157e-10,-40,-0.006615665659195294,-0.006615665659195303,-41302.01980134488,-41302.019801344926,5.729793883623476,5.729793883608844
-30,-0.0046078543347473615,-28769.504167043924,6.368494463642351,-30,295324696655.51898,1016.1351033313604,295324695639.38385,290635266.59723514,1.2122486058260334e+22,2.546585164964199e-11,1.970867913314578e-11,0.0,1244.5418133963037,3.4451827293703843e-11,4.5634394130763876e-11,7.7916340046613186e-11,-30,-0.0046078543347473615,-0.0046078543347473615,-28769.50416704395,-28769.504167043924,6.36849446366206,6.368494463642351
-20,-0.0027488691814013116,-17165.970163565304,6.986509374843791,-20,300488759851.12,1100.7218465819701,300488758750.39813,272992455.61829847,7.9630434169986472e+21,1.418811734765768e-10,3.0608404699705716e-11,2.7755575615628914e-17,1348.1322871729303,5.33645493992972e-11,1.8885267808993545e-10,2.9254465516714845e-10,-20,-0.0027488691814013394,-0.0027488691814013116,-17165.970163565446,-17165.970163565304,6.986509374813183,6.986509374843791
-10,-0.0010049151140715527,-6280.457129696995,7.578764706029936,-10,307767105789.97888,1202.8595034216921,307767104587.11938,255862887.4897649,6.5223717991111952e+21,1.0913936421275139e-11,3.849542906664283e-11,8.023096076392733e-18,1473.2167807875499,6.6729813986596993e-11,5.6356904811446044e-11,9.6704866336949635e-11,-10,-0.0010049151140715446,-0.0010049151140715527,-6280.457129696984,-6280.457129696995,7.578764706068432,7.578764706029936
0,0.0006619146799967423,4123.656545211299,8.145452271486697,0,317059478579.74316,1325.2658591728491,317059477254.47729,239242168.94686514,1.7256377954888088e+22,1.0913936421275139e-10,1.476152533541608e-11,1.5070410197548512e-17,1623.1240972200492,2.5983280538093642e-11,1.4626594378591905e-10,2.1848833853255201e-10,0,0.0006619146799967574,0.0006619146799967423,4123.656545211408,4123.656545211299,8.145452271471935,8.145452271486697
10,0.0022923591316481905,14300.665885209455,8.691990247417145,10,328290062823.60913,1471.1121341141272,328290061352.49701,223157742.5070309,9.0697452336911076e+22,1.0913936421275139e-11,3.062439191126032e-12,2.168404344971009e-18,1801.7383287510195,5.1187651641388363e-12,4.1272936791958408e-11,6.1271876461432839e-11,10,0.0022923591316481883,0.0022923591316481905,14300.665885209444,14300.665885209455,8.691990247414083,8.691990247417145
20,0.003929144652529571,24517.267397002346,9.228561359520073,20,341404989942.5481,1644.09709483809,341404988298.45099,207655004.69190326,1.8063626453395572e+22,9.094947017729282e-11,1.5276668818842154e-11,1.734723475976807e-17,2013.5896018898932,2.6728045087516543e-11,1.0604203640249853e-10,1.6079937381618947e-10,20,0.003929144652529554,0.003929144652529571,24517.267397002255,24517.267397002346,9.228561359504797,9.228561359520073
30,0.005616602033960363,35050.16836050706,9.769429507698312,30,356370217518.70972,1848.5333462174476,356370215670.17639,192785387.53327364,9.4047691358903609e+22,8.731149137020111e-11,3.2027713814386516e-12,1.5612511283791264e-17,2263.9597537787504,5.3586488313650992e-12,1.2351862529634617e-10,1.7782575412184087e-10,30,0.005616602033960379,0.005616602033960363,35050.168360507145,35050.16836050706,9.769429507701515,9.769429507698312
40,0.00740071424081653,46186.3858824475,10.332225021478468,40,373169735560.03455,2089.447802906644,373169733470.58673,178597299.74633288,1.1477356401244059e+22,1.6007106751203537e-10,2.6581403744785348e-11,3.0357660829594124e-17,2559.0053844184094,4.5979725940167373e-11,1.8824190899409656e-10,2.8851765421222808e-10,40,0.00740071424081656,0.00740071424081653,46186.38588244766,46186.3858824475,10.33222502150505,10.332225021478468
50,0.009329536724961887,58225.871177875,10.93734248634822,50,391804059824.45428,2372.698667478342,391804057451.75562,165130138.60325384,1.78281719739015e+22,1.1641532182693481e-10,1.766231605415669e-11,1.5612511283791264e-17,2905.9011304181049,3.1078766809460326e-11,1.2473417018316036e-10,1.9228707515139831e-10,50,0.009329536724961871,0.009329536724961887,58225.871177874884,58225.871177875,10.937342486365882,10.93734248634822
60,0.011453926800752407,71486.06287911226,11.607537569438874,60,412288977772.75269,2705.1116243390684,412288975067.64105,152411077.62918508,1.2914798233432502e+22,8.731149137020111e-11,2.5830004801719042e-11,1.734723475976807e-17,3313.0064745319037,4.5145619509048602e-11,1.4779350819964454e-10,2.2955504164201557e-10,60,0.01145392680075239,0.011453926800752407,71486.06287911217,71486.06287911226,11.607537569413044,11.607537569438874
70,0.013828527768253052,86308.03029561914,12.367758394918008,70,434654517449.01923,3094.6384033282875,434654514354.3808,140454056.59722564,2.961995462898098e+22,1.6007106751203537e-10,1.1638690011750441e-11,2.7755575615628914e-17,3790.0599511117489,2.0752059701316386e-11,2.2760604174711753e-10,3.3178260139266058e-10,70,0.01382852776825308,0.013828527768253052,86308.0302956193,86308.03029561914,12.367758394929647,12.367758394918008
80,0.016512969619693195,103063.96839462136,13.245211453517085,80,458944113709.48187,3550.5413846759338,458944110158.94049,129260319.47980541,1.0526511813563759e+24,0.0,6.661338147750939e-13,0.0,4348.4052428672139,6.1656181258694927e-13,6.6435745793569367e-13,6.6435745793569367e-13,80,0.016512969619693195,0.016512969619693195,103063.96839462136,103063.96839462136,13.24521145351775,13.245211453517085
90,0.019573266337731814,122165.91973122642,14.269642879805561,90,485213949815.0531,4083.6085197604257,485213945731.44458,118819898.49593107,2.5565216195506625e+22,1.0186340659856796e-10,1.5692336319261813e-11,1.734723475976807e-17,5001.2544034022967,2.6840155510013636e-11,1.2447024732736025e-10,1.9031531905966403e-10,90,0.019573266337731796,0.019573266337731814,122165.91973122631,122165.91973122642,14.269642879789869,14.269642879805561
100,0.023083407174144456,144075.7070523029,15.473810022060992,100,513532455540.30499,4706.4035438254759,513532450833.90143,109113562.14110227,1.5202398961061773e+22,8.731149137020111e-11,2.715871971759043e-11,1.734723475976807e-17,5763.9942999371824,4.7770184946242033e-11,1.0839336170317359e-10,1.7267964835809835e-10,100,0.02308340717414444,0.023083407174144456,144075.7070523028,144075.7070523029,15.473810022033833,15.473810022060992
