voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00022293969993712076,-4.172143750353907e-06,-1391.6335784565752,-150,138085036940.29337,3.0059783008388625,138085036937.28738,45936804301.534279,3.4487164350204379e+22,8.804234320826149e-12,1.3869794202037156e-11,8.131516293641283e-19,3.0059799736975958,-8.8138385478941927e-12,1.0831539796067902e-11,1.5113569683949946e-11,-150,-0.00022293969993712157,-0.00022293969993712076,-4.172134946119586e-06,-4.172143750353907e-06,-1391.633578456589,-1391.6335784565752
-140,-0.0002033445824325781,-3.8010363920641145e-06,-1269.3169901601254,-140,114419292457.49699,3.0479617413855116,114419292454.44904,37539609144.006325,8.012489612275836e+21,2.3090722858031513e-11,2.5011104298755527e-11,3.2526065174565133e-19,3.0479634346750037,-2.3115731551115459e-11,3.7876096226035631e-11,5.9569120035990464e-11,-140,-0.00020334458243257843,-0.0002033445824325781,-3.8010133013412564e-06,-3.8010363920641145e-06,-1269.3169901601505,-1269.3169901601254
-130,-0.00018547173668438376,-3.4626722102962617e-06,-1157.7511618580754,-130,94809508521.441452,3.0905719095389359,94809508518.350876,30677011018.192268,3.6873126303593613e+21,1.7176849857851044e-11,4.388311936054379e-11,4.2825985813177425e-18,3.0905736238269923,-1.7195578294604275e-11,3.5267740589237475e-11,5.6367127111711657e-11,-130,-0.00018547173668438804,-0.00018547173668438376,-3.462655033446404e-06,-3.4626722102962617e-06,-1157.7511618581193,-1157.7511618580754
-120,-0.00016916978907840436,-3.15391180838086e-06,-1055.991189595179,-120,78560553146.370972,3.1338145801845982,78560553143.237152,25068666679.616806,1.9663875554728789e+22,1.7382596891996852e-11,1.6370904631912708e-11,1.8973538018496328e-19,3.1338163160222461,-1.7401191598764854e-11,3.7271022571815074e-11,6.1976472565117291e-11,-120,-0.00016916978907840417,-0.00016916978907840436,-3.153894425783968e-06,-3.15391180838086e-06,-1055.9911895951955,-1055.991189595179
-110,-0.0001543006698415602,-2.871852389850848e-06,-963.175214616039,-110,65096429745.420273,3.1776958786717833,65096429742.242577,20485418438.667374,1.6282331060427479e+22,1.902306471297216e-11,1.0231815394945443e-11,1.3823577699190182e-18,3.1776976365952687,1.9043877586000235e-11,3.0192179839379264e-11,4.2468549076718487e-11,-110,-0.0001543006698415616,-0.0001543006698415602,-2.871871412915561e-06,-2.871852389850848e-06,-963.1752146160288,-963.175214616039
-100,-0.00014073844387124098,-2.613783138230109e-06,-878.5171251717411,-100,53939859075.397133,3.22222226210677,53939859072.174911,16739956057.571861,4.3446693106929096e+23,2.0278203910554767e-12,1.546140993013978e-11,2.1412992906588713e-18,3.2222240426396067,2.0299317782246362e-12,6.5938152212781868e-12,8.3020812446932268e-12,-100,-0.00014073844387123884,-0.00014073844387124098,-2.6137851660505e-06,-2.613783138230109e-06,-878.5171251717256,-878.5171251717411
-90,-0.00012836824431933824,-2.3771371879660055e-06,-801.2998997410792,-90,44695360535.935539,3.2674005024607791,44695360532.668137,13679180284.839308,5.749358431142169e+21,2.160628303333155e-11,3.296918293926865e-12,2.9544509200229996e-18,3.2674023061153177,2.16293649657473e-11,3.1605101722710406e-11,4.4672513518223544e-11,-90,-0.0001283682443193412,-0.00012836824431933824,-2.377158794249039e-06,-2.3771371879660055e-06,-801.2998997410759,-801.2998997410792
-80,-0.00011708529984810507,-2.159438678591099e-06,-730.8695349698064,-80,37035233085.146996,3.3132376713356089,37035233081.833755,11177958468.103985,4.1422850734668969e+21,4.5159682392207674e-11,1.0913936421275139e-11,8.985325504473618e-18,3.3132394986149163,-4.5208281562736374e-11,5.3730427473026826e-11,7.4990791788104305e-11,-80,-0.00011708529984809608,-0.00011708529984810507,-2.1593935189087067e-06,-2.159438678591099e-06,-730.8695349697955,-730.8695349698064
-70,-0.00010679404739951725,-1.9582403484663064e-06,-666.6295074020421,-70,30687938820.147217,3.3597411262436858,30687938816.787476,9134018862.4763069,1.957083613086225e+21,2.6369298142301203e-11,2.580691216280684e-11,9.486769009248164e-20,3.359742977642731,2.6397106722697572e-11,3.2958544396023286e-11,4.6141140821326365e-11,-70,-0.00010679404739951734,-0.00010679404739951725,-1.9582667177644487e-06,-1.9582403484663064e-06,-666.6295074020163,-666.6295074020421
-60,-9.74073228792095e-05,-1.7710489450659344e-06,-608.0357215698343,-60,25428477441.035217,3.4069184982718914,25428477437.6283,7463776269.944066,1.036160407655147e+21,2.840326039805634e-11,4.661160346586257e-11,2.927345865710862e-18,3.4069203742795051,2.8434143928279809e-11,2.9187414984426863e-11,3.5123379465290538e-11,-60,-9.740732287920658e-05,-9.74073228792095e-05,-1.7710773483263324e-06,-1.7710489450659344e-06,-608.0357215697877,-608.0357215698343
-50,-8.884562300833967e-05,-1.5952309581924663e-06,-554.5919023269893,-50,21070410390.181244,3.4547776810100506,21070410386.726467,6098919333.0729828,1.1580968897347555e+21,4.192804680200961e-12,5.127276381244883e-11,8.876905287225068e-18,3.4547795821101404,-4.1970871222929418e-12,3.1054194960845519e-11,4.3284150569311564e-11,-50,-8.884562300833079e-05,-8.884562300833967e-05,-1.595226765387786e-06,-1.5952309581924663e-06,-554.591902326938,-554.5919023269893
-40,-8.103643200944723e-05,-1.4278925294676876e-06,-505.84539188950595,-40,17459251936.738045,3.5033268206354671,17459251933.234718,4983620664.1923056,5.2602771475729895e+20,1.2105346033682238e-11,2.4840574042173102e-11,5.922454367202068e-18,3.5033287473084722,-1.2118750447598359e-11,1.3499426996129141e-11,1.8079885245186889e-11,-40,-8.103643200944131e-05,-8.103643200944723e-05,-1.4278804241216539e-06,-1.4278925294676876e-06,-505.8453918894811,-505.84539188950595
-30,-7.391360746749255e-05,-1.2657225375800972e-06,-461.3833162591998,-30,14466992932.06801,3.5525743070544737,14466992928.515436,4072256251.8510551,1.7675778445231359e+21,3.2918303376474955e-11,2.0236257114447653e-11,8.51098705401121e-18,3.5525762597789452,3.2954083906133746e-11,6.7834120451229738e-11,1.1370211326286461e-10,-30,-7.391360746750106e-05,-7.391360746749255e-05,-1.2657554558834737e-06,-1.2657225375800972e-06,-461.38331625922,-461.3833162591998
-20,-6.741682015932165e-05,-1.1047850796277867e-06,-420.8290885289331,-20,11987563112.949692,3.6025287660107059,11987563109.347162,3327541261.0304379,3.8926765357205481e+20,1.568532485919828e-11,5.67297320230864e-11,1.1600963245594897e-17,3.6025307452651267,1.5702106281878514e-11,5.6366878365962574e-11,9.0441784703770844e-11,-20,-6.741682015933325e-05,-6.741682015932165e-05,-1.104800764952646e-06,-1.1047850796277867e-06,-420.8290885289898,-420.8290885289331
-10,-6.149104311831374e-05,-9.402423337737871e-07,-383.8392195236387,-10,9933071099.2777596,3.6531990520777771,9933071095.6245613,2719006262.0946622,4.3360600631882982e+21,2.0584354509252362e-11,4.240519047016278e-11,1.0083080204115191e-17,3.6532010583422254,2.0607071604672456e-11,5.9171793368885752e-11,9.6916910694716529e-11,-10,-6.149104311832382e-05,-6.149104311831374e-05,-9.402629181282963e-07,-9.402423337737871e-07,-383.8392195236811,-383.8392195236387
0,-5.608608558533469e-05,-7.659826163360615e-07,-350.10040863061346,0,8230688800.8579721,3.7045942424613214,8230688797.1533775,2221751766.0961237,1.8875835469531432e+21,7.958180868813647e-12,5.1443294069031253e-11,9.513874063560301e-18,3.7045962762198119,-7.9669604247101233e-12,7.2685851202101665e-11,1.0318967035016779e-10,0,-5.6086085585325175e-05,-5.608608558533469e-05,-7.659746581551927e-07,-7.659826163360615e-07,-350.100408630562,-350.10040863061346
10,-5.1156167926197134e-05,-5.741184240341467e-07,-319.32689035095734,10,6820069791.0557146,3.7567236315419792,6820069787.2989912,1815430268.4907272,1.5828045795556917e+21,3.4082129134585163e-12,2.6716406864579767e-11,4.824699667560495e-18,3.7567256932849782,-3.4119373992780311e-12,4.0583709910173549e-11,6.0590302740359814e-11,10,-5.115616792619231e-05,-5.1156167926197134e-05,-5.741150158212333e-07,-5.741184240341467e-07,-319.3268903509306,-319.32689035095734
20,-4.6659533896031004e-05,-3.543075806279015e-07,-291.25801397797085,20,5651210133.2326221,3.8095967260969772,5651210129.4230251,1483414266.533776,3.0652299167561502e+20,5.69116049389466e-13,1.8474111129762605e-11,2.8663594935085523e-18,3.8095988163248067,-5.6976645623763034e-13,1.8252953464442799e-11,1.8813194058164839e-11,20,-4.665953389603387e-05,-4.6659533896031004e-05,-3.543070115118521e-07,-3.543075806279015e-07,-291.2580139779893,-291.25801397797085
30,-4.255809698179061e-05,-9.283302056249797e-08,-265.6560359982444,30,4682675830.0706291,3.8632232411434506,4682675826.207406,1212116291.9605532,2.1151441071448444e+20,4.136826199716879e-12,3.8767211663071066e-11,6.86435500454885e-18,3.8632253603704507,4.1411318818518339e-12,6.155233434159743e-11,8.7319706153221599e-11,30,-4.255809698179747e-05,-4.255809698179061e-05,-9.283715738869769e-08,-9.283302056249797e-08,-265.6560359982832,-265.6560359982444
40,-3.881711781919256e-05,2.2864596036937496e-07,-242.30410646580302,40,3880134062.0125566,3.9176130963517219,3880134058.0949435,990433196.587466,4.5809230748438967e+20,2.839456393344501e-12,2.5579538487363607e-13,4.2012834183813297e-19,3.9176152451117288,2.8421709430404007e-12,3.9719867840886925e-11,5.8823993419332421e-11,40,-3.881711781919298e-05,-3.881711781919256e-05,2.286431209129816e-07,2.2864596036937496e-07,-242.30410646580276,-242.30410646580302
50,-3.540490995666158e-05,6.347898268054707e-07,-221.0044323243128,50,3215136149.8325753,3.9727764129813039,3215136145.8597989,809291995.22200894,1.7147166267685873e+20,2.974127167035395e-11,3.637978807091713e-11,1.0591299972467771e-17,3.9727785918348038,2.9774849252817148e-11,6.7981499242201753e-11,1.1260296688131444e-10,50,-3.540490995667217e-05,-3.540490995666158e-05,6.347600855338004e-07,6.347898268054707e-07,-221.00443232434918,-221.0044323243128
60,-3.2292571471040637e-05,1.1588837698470833e-06,-201.57660210170923,60,2664109099.5228367,4.0287235112966213,2664109095.494113,661278713.23326647,3.762338256302411e+20,1.4900398142594207e-11,4.888534022029489e-12,3.1712913545201005e-18,4.0287257208404705,-1.4917844737283303e-11,4.2479753448356492e-11,7.1123863742972304e-11,60,-3.2292571471037465e-05,-3.2292571471040637e-05,1.1588986702452259e-06,1.1588837698470833e-06,-201.57660210170434,-201.57660210170923
