voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-4.937039751759118e-05,-112.83129578105178,-27.505722741036607,-150,65969414.788975067,149.37612952975678,65969265.412845537,441632.91013530706,8.950141908341622e+20,1.2789769243681803e-13,3.552713678800501e-14,5.421010862427522e-20,2098834.3801221014,1.4210854661169952e-13,2.2198064686752604e-13,3.1263880373444408e-13,-150,-4.937039751759113e-05,-4.937039751759118e-05,-112.83129578105165,-112.83129578105178,-27.50572274103657,-27.505722741036607
-140,-2.967159677612136e-05,-68.4696981840191,-16.092187844281398,-140,88146951.351355419,98.61327400381353,88146852.738081411,893864.97144336405,2.3159028421919638e+21,1.4210854715202004e-14,1.1901590823981678e-12,5.692061405548898e-19,1067892.2743907806,5.6843418497052103e-14,1.2467544951579075e-12,1.7763568394002505e-12,-140,-2.967159677612079e-05,-2.967159677612136e-05,-68.46969818401911,-68.4696981840191,-16.092187844280208,-16.092187844281398
-130,-1.7498441698537345e-05,-40.69427024816458,-9.280061404547268,-130,118234623.36944109,65.303805861859473,118234558.06563523,1810531.8948722365,1.6826358134960179e+21,4.973799150320701e-14,3.019806626980426e-13,1.5924219408380846e-19,450052.17994075548,9.9475981435059282e-14,7.1054273576010019e-14,9.9475983006414026e-14,-130,-1.7498441698537186e-05,-1.7498441698537345e-05,-40.69427024816453,-40.69427024816458,-9.280061404546966,-9.280061404547268
-120,-1.007830048670342e-05,-23.543668409937347,-5.274467599166655,-120,159012563.99742803,43.466203226139214,159012520.53122482,3658303.5138850785,3.9321267165178846e+21,1.7763568394002505e-14,1.2168044349891716e-12,5.776764700274328e-19,184097.49205403926,5.684341648379144e-14,1.7624038240722394e-12,2.5011104298755527e-12,-120,-1.0078300486703998e-05,-1.007830048670342e-05,-23.54366840993733,-23.543668409937347,-5.274467599167872,-5.274467599166655
-110,-5.622332280260537e-06,-13.111247194663008,-2.9577375761350595,-110,214242632.61787078,29.170720969237305,214242603.44714981,7344440.778265493,2.9236604885309839e+21,5.3290705182007514e-14,3.2596148002994596e-13,1.3976043629695956e-19,76161.036420834862,1.0302868534821564e-13,4.6600174891221189e-13,5.9330318435968366e-13,-110,-5.622332280260677e-06,-5.622332280260537e-06,-13.111247194662955,-13.111247194663008,-2.9577375761353855,-2.9577375761350595
-100,-2.9835512719316215e-06,-6.853403878196604,-1.6390359329118382,-100,289014783.19682097,19.835764705355352,289014763.36105627,14570387.756151969,3.180412937555217e+21,7.638334409421077e-14,5.941913627793838e-13,3.1043757516870107e-19,32107.69890456698,1.278976558238561e-13,9.3840074710506955e-13,1.3500311979441904e-12,-100,-2.983551271931311e-06,-2.9835512719316215e-06,-6.853403878196527,-6.853403878196604,-1.639035932911244,-1.6390359329118382
-90,-1.4346242973647482e-06,-3.1338615010440414,-0.8958282822102319,-90,390215703.59792185,13.765579092969167,390215689.83234274,28347205.806781229,1.5472408002709779e+22,2.3092638912203256e-14,2.673417043297377e-13,1.2091395322055137e-19,13806.251083575986,3.5527110298156799e-14,6.9019864387091039e-13,9.9653618690354051e-13,-90,-1.4346242973646273e-06,-1.4346242973647482e-06,-3.1338615010440645,-3.1338615010440414,-0.8958282822099646,-0.8958282822102319
-80,-5.213673804960904e-07,-0.919258159436187,-0.471987237229996,-80,527162889.50482363,9.8464912727160385,527162879.65833235,53538146.219207682,7.4703029918273372e+21,6.483702463810914e-14,3.8913317013111737e-14,3.9492911165731753e-20,6050.0743372756269,9.9475785384399516e-14,1.6142383163975653e-13,2.1316282072803006e-13,-80,-5.213673804960509e-07,-5.213673804960904e-07,-0.9192581594361222,-0.919258159436187,-0.4719872372299571,-0.471987237229996
-70,3.5925692031226936e-08,0.4272821346594746,-0.21010300439797902,-70,712462555.79870915,7.3473328186464251,712462548.45137632,96968869.300514936,6.3918849783243127e+21,8.859579736508749e-14,3.036459972349803e-13,1.1755229121113587e-19,2697.3893335603339,1.5720670546877152e-13,5.2197845991062164e-13,7.8337336617551045e-13,-70,3.592569203134449e-08,3.5925692031226936e-08,0.427282134659386,0.4272821346594746,-0.21010300439767537,-0.21010300439797902
-60,4.112751087797069e-07,1.2868810066305576,-0.002167219610328175,-60,963170407.94655192,5.788312250998727,963170402.15823972,166399179.2737796,1.3910135888346519e+22,5.795364188543317e-14,7.179257188738575e-13,3.636418321681118e-19,1221.0225107638603,9.7697979440891338e-14,1.0619007847551716e-12,1.5516476992161188e-12,-60,4.1127510878007055e-07,4.112751087797069e-07,1.2868810066306156,1.2868810066305576,-0.002167219609610249,-0.002167219610328175
