voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-4.937039751759097e-05,-112.83129578105181,-27.505722741036152,-150,65969414.788975067,149.37612952975678,65969265.412845537,441632.91013530706,8.950141908341622e+20,2.4158453015843406e-13,3.979039320256561e-13,1.1519648082658485e-19,1697091.4163761116,-2.8421709430404007e-13,6.0692163128983961e-13,1.0231815394945443e-12,-150,-4.9370397517591086e-05,-4.937039751759097e-05,-112.83129578105157,-112.83129578105181,-27.50572274103655,-27.505722741036152
-140,-2.967159677612118e-05,-68.46969818401922,-16.092187844280943,-140,88146951.351355419,98.61327400381353,88146852.738081411,893864.97144336405,2.3159028421919638e+21,4.263256414560601e-13,8.064660050877137e-13,5.251604272976662e-19,861560.95518081228,-4.5474735088646412e-13,2.0283226164635614e-12,3.0979663279140368e-12,-140,-2.9671596776120655e-05,-2.967159677612118e-05,-68.4696981840188,-68.46969818401922,-16.092187844280136,-16.092187844280943
-130,-1.7498441698537098e-05,-40.69427024816448,-9.280061404546814,-130,118234623.36944109,65.303805861859473,118234558.06563523,1810531.8948722365,1.6826358134960179e+21,2.3447910280083306e-13,1.9184653865522705e-13,1.6601845766184287e-19,363790.18485819438,2.2737367544323206e-13,5.6576337889834979e-13,7.531752999057062e-13,-130,-1.7498441698537264e-05,-1.7498441698537098e-05,-40.69427024816471,-40.69427024816448,-9.280061404547006,-9.280061404546814
-120,-1.0078300486703984e-05,-23.543668409937062,-5.27446759916802,-120,159012563.99742803,43.466203226139214,159012520.53122482,3658303.5138850785,3.9321267165178846e+21,6.359357485052897e-13,6.838973831690964e-14,1.7110065534536867e-19,149142.45265885419,6.1817218011128716e-13,9.1464266944461902e-13,1.2931877790833823e-12,-120,-1.0078300486704155e-05,-1.0078300486703984e-05,-23.5436684099377,-23.543668409937062,-5.274467599167951,-5.27446759916802
-110,-5.622332280260928e-06,-13.111247194662864,-2.957737576135969,-110,214242632.61787078,29.170720969237305,214242603.44714981,7344440.778265493,2.9236604885309839e+21,2.362554596402333e-13,5.537792446830281e-13,1.9058241313221758e-19,61806.214134413662,2.4868995751603507e-13,7.487465240221331e-13,1.2398970739013748e-12,-110,-5.622332280260738e-06,-5.622332280260928e-06,-13.1112471946631,-13.111247194662864,-2.957737576135415,-2.957737576135969
-100,-2.9835512719311294e-06,-6.853403878196433,-1.6390359329109288,-100,289014783.19682097,19.835764705355352,289014763.36105627,14570387.756151969,3.180412937555217e+21,2.255973186038318e-13,3.40394379350073e-13,2.3589867581032264e-19,26088.913734188729,2.2026824808563106e-13,3.3455925651519334e-13,5.4711790653527714e-13,-100,-2.9835512719313653e-06,-2.9835512719311294e-06,-6.853403878196659,-6.853403878196433,-1.6390359329112691,-1.6390359329109288
-90,-1.4346242973646203e-06,-3.1338615010439828,-0.8958282822100045,-90,390215703.59792185,13.765579092969167,390215689.83234274,28347205.806781229,1.5472408002709779e+22,1.1457501614131615e-13,3.4083846855992306e-14,2.0328790734103208e-20,11228.591871782848,1.1723955140041653e-13,3.8716837320485861e-13,6.3415939166588942e-13,-90,-1.4346242973646406e-06,-1.4346242973646203e-06,-3.1338615010440973,-3.1338615010439828,-0.8958282822099705,-0.8958282822100045
-80,-5.213673804959934e-07,-0.9192581594362252,-0.47198723722976865,-80,527162889.50482363,9.8464912727160385,527162879.65833235,53538146.219207682,7.4703029918273372e+21,1.1945999744966684e-13,1.858513343222512e-13,5.1033735072071595e-20,4923.9133032347372,-1.2434497875801753e-13,2.695910475513277e-13,4.2810199829546036e-13,-80,-5.213673804960445e-07,-5.213673804959934e-07,-0.9192581594361058,-0.9192581594362252,-0.4719872372299545,-0.47198723722976865
-70,3.592569203132911e-08,0.4272821346594524,-0.21010300439775165,-70,712462555.79870915,7.3473328186464251,712462548.45137632,96968869.300514936,6.3918849783243127e+21,5.972999872483342e-14,7.704947790898586e-14,1.7893571010747095e-20,2196.4479283247683,5.9507954119908391e-14,2.2131331804540682e-13,2.7267077484793845e-13,-70,3.5925692031347e-08,3.592569203132911e-08,0.4272821346593927,0.4272821346594524,-0.2101030043976746,-0.21010300439775165
-60,4.112751087799979e-07,1.2868810066304426,-0.002167219609646054,-60,963170407.94655192,5.788312250998727,963170402.15823972,166399179.2737796,1.3910135888346519e+22,2.0050627824730327e-13,3.577693696854567e-14,8.136810249561623e-20,994.66504482134485,-2.007283228522283e-13,2.3822561235623847e-13,3.2951419370874646e-13,-60,4.112751087800793e-07,4.112751087799979e-07,1.286881006630643,1.2868810066304426,-0.002167219609610277,-0.002167219609646054
